threshold_id,cluster_split_bucket,instrument,episode_cluster_id,anchor_n,qfq_row_n,cluster_start_pos,cluster_end_pos,available_forward_sessions_min,cluster_start_out_of_bounds_n,cluster_end_out_of_bounds_n,cluster_end_beyond_anchor_available_forward_sessions_n,price_path_status,blocking_reason
up50pct,train,SH600110,up50pct::SH600110::000000,1,2265,1129,1162,1136,0,0,0,pass,
up50pct,cross_split,SH600111,up50pct::SH600111::000000,732,2281,251,2220,187,0,0,0,pass,
up50pct,cross_split,SH600118,up50pct::SH600118::000000,853,2281,251,2181,125,0,0,0,pass,
up50pct,train,SH600120,up50pct::SH600120::000000,63,2281,251,1965,1516,0,0,0,pass,
up50pct,cross_split,SH600126,up50pct::SH600126::000000,187,2274,529,1970,1332,0,0,0,pass,
up50pct,train,SH600132,up50pct::SH600132::000000,323,2281,328,1107,1269,0,0,0,pass,
up50pct,cross_split,SH600141,up50pct::SH600141::000000,2,2280,1593,2150,684,0,0,0,pass,
up50pct,train,SH600143,up50pct::SH600143::000000,287,2200,170,915,1297,0,0,0,pass,
up50pct,cross_split,SH600143,up50pct::SH600143::000001,185,2200,1053,2036,176,0,0,0,pass,
up50pct,cross_split,SH600153,up50pct::SH600153::000000,376,2281,251,1436,918,0,0,0,pass,
up50pct,cross_split,SH600160,up50pct::SH600160::000000,734,2271,251,2210,188,0,0,0,pass,
up50pct,train,SH600161,up50pct::SH600161::000000,203,2186,156,777,1429,0,0,0,pass,
up50pct,cross_split,SH600161,up50pct::SH600161::000001,34,2186,1237,1787,837,0,0,0,pass,
up50pct,train,SH600166,up50pct::SH600166::000000,86,2281,251,1138,1307,0,0,0,pass,
up50pct,cross_split,SH600170,up50pct::SH600170::000000,120,2281,510,2117,1143,0,0,0,pass,
up50pct,train,SH600171,up50pct::SH600171::000000,2,2248,725,1062,1521,0,0,0,pass,
up50pct,cross_split,SH600171,up50pct::SH600171::000001,8,2248,1066,1866,1113,0,0,0,pass,
up50pct,cross_split,SH600172,up50pct::SH600172::000000,1,2266,279,2264,1987,0,0,0,pass,
up50pct,cross_split,SH600176,up50pct::SH600176::000000,861,2269,249,2238,125,0,0,0,pass,
up50pct,cross_split,SH600177,up50pct::SH600177::000000,566,2281,251,1932,516,0,0,0,pass,
up50pct,cross_split,SH600183,up50pct::SH600183::000000,442,2281,1164,2274,125,0,0,0,pass,
up50pct,train,SH600185,up50pct::SH600185::000000,2,2266,256,818,2001,0,0,0,pass,
up50pct,train,SH600185,up50pct::SH600185::000001,13,2266,821,843,1430,0,0,0,pass,
up50pct,cross_split,SH600188,up50pct::SH600188::000000,464,2281,1006,2261,125,0,0,0,pass,
up50pct,cross_split,SH600195,up50pct::SH600195::000000,1,2280,687,881,1593,0,0,0,pass,
up50pct,train,SH600196,up50pct::SH600196::000000,338,2281,251,1117,1199,0,0,0,pass,
up50pct,robustness,SH600196,up50pct::SH600196::000001,3,2281,1767,2110,509,0,0,0,pass,
up50pct,train,SH600201,up50pct::SH600201::000000,130,2279,326,874,1505,0,0,0,pass,
up50pct,cross_split,SH600208,up50pct::SH600208::000000,384,2267,507,2080,192,0,0,0,pass,
up50pct,train,SH600211,up50pct::SH600211::000000,2,2281,859,869,1421,0,0,0,pass,
up50pct,train,SH600216,up50pct::SH600216::000000,12,2281,252,858,2016,0,0,0,pass,
up50pct,cross_split,SH600219,up50pct::SH600219::000000,871,2275,251,2197,125,0,0,0,pass,
up50pct,train,SH600221,up50pct::SH600221::000000,198,2150,561,1013,1216,0,0,0,pass,
up50pct,cross_split,SH600221,up50pct::SH600221::000001,110,2150,1202,1774,380,0,0,0,pass,
up50pct,train,SH600226,up50pct::SH600226::000000,2,2012,339,2009,1672,0,0,0,pass,
up50pct,cross_split,SH600233,up50pct::SH600233::000000,159,2281,1594,2257,198,0,0,0,pass,
up50pct,cross_split,SH600236,up50pct::SH600236::000000,486,2281,519,2223,125,0,0,0,pass,
up50pct,cross_split,SH600246,up50pct::SH600246::000000,34,2272,803,2271,380,0,0,0,pass,
up50pct,cross_split,SH600256,up50pct::SH600256::000000,334,2268,251,1369,920,0,0,0,pass,
up50pct,robustness,SH600256,up50pct::SH600256::000001,2,2268,2091,2216,176,0,0,0,pass,
up50pct,train,SH600258,up50pct::SH600258::000000,115,2281,510,1038,1415,0,0,0,pass,
up50pct,train,SH600266,up50pct::SH600266::000000,9,2281,512,1598,1761,0,0,0,pass,
up50pct,train,SH600271,up50pct::SH600271::000000,12,2276,249,407,2016,0,0,0,pass,
up50pct,cross_split,SH600271,up50pct::SH600271::000001,4,2276,989,1514,1284,0,0,0,pass,
up50pct,train,SH600273,up50pct::SH600273::000000,17,2189,418,459,1747,0,0,0,pass,
up50pct,train,SH600273,up50pct::SH600273::000001,15,2189,561,2125,1545,0,0,0,pass,
up50pct,train,SH600276,up50pct::SH600276::000000,121,2281,545,978,1467,0,0,0,pass,
up50pct,cross_split,SH600276,up50pct::SH600276::000001,289,2281,1131,2110,281,0,0,0,pass,
up50pct,cross_split,SH600282,up50pct::SH600282::000000,67,2268,846,2208,526,0,0,0,pass,
up50pct,train,SH600295,up50pct::SH600295::000000,84,2280,251,1146,1149,0,0,0,pass,
up50pct,cross_split,SH600295,up50pct::SH600295::000001,206,2280,1180,2216,353,0,0,0,pass,
up50pct,train,SH600298,up50pct::SH600298::000000,211,2281,251,885,1430,0,0,0,pass,
up50pct,train,SH600298,up50pct::SH600298::000001,10,2281,1134,1212,1130,0,0,0,pass,
up50pct,robustness,SH600298,up50pct::SH600298::000002,13,2281,1744,2178,486,0,0,0,pass,
up50pct,cross_split,SH600299,up50pct::SH600299::000000,216,2281,523,2230,282,0,0,0,pass,
up50pct,train,SH600305,up50pct::SH600305::000000,26,2281,606,885,1430,0,0,0,pass,
up50pct,train,SH600307,up50pct::SH600307::000000,22,2281,328,1147,1739,0,0,0,pass,
up50pct,train,SH600309,up50pct::SH600309::000000,292,2156,385,877,1305,0,0,0,pass,
up50pct,robustness,SH600309,up50pct::SH600309::000001,84,2156,1901,2100,134,0,0,0,pass,
up50pct,train,SH600315,up50pct::SH600315::000000,288,2269,239,1078,1284,0,0,0,pass,
up50pct,train,SH600316,up50pct::SH600316::000000,67,2281,867,974,1314,0,0,0,pass,
up50pct,train,SH600316,up50pct::SH600316::000001,4,2281,1052,1120,1185,0,0,0,pass,
up50pct,train,SH600320,up50pct::SH600320::000000,22,2281,528,1995,1505,0,0,0,pass,
up50pct,train,SH600323,up50pct::SH600323::000000,40,2279,680,2150,1439,0,0,0,pass,
up50pct,train,SH600325,up50pct::SH600325::000000,145,2278,248,1518,1540,0,0,0,pass,
up50pct,train,SH600329,up50pct::SH600329::000000,4,2280,328,1090,1944,0,0,0,pass,
up50pct,cross_split,SH600329,up50pct::SH600329::000001,15,2280,1133,1553,768,0,0,0,pass,
up50pct,robustness,SH600329,up50pct::SH600329::000002,16,2280,1774,2094,486,0,0,0,pass,
up50pct,train,SH600332,up50pct::SH600332::000000,16,2233,203,292,1992,0,0,0,pass,
up50pct,train,SH600338,up50pct::SH600338::000000,78,2274,244,1116,1166,0,0,0,pass,
up50pct,train,SH600339,up50pct::SH600339::000000,76,2279,326,2220,1505,0,0,0,pass,
up50pct,train,SH600346,up50pct::SH600346::000000,315,2218,188,939,1301,0,0,0,pass,
up50pct,cross_split,SH600346,up50pct::SH600346::000001,358,2218,1363,2136,135,0,0,0,pass,
up50pct,train,SH600348,up50pct::SH600348::000000,47,2281,251,1109,1671,0,0,0,pass,
up50pct,cross_split,SH600348,up50pct::SH600348::000001,59,2281,1123,1367,941,0,0,0,pass,
up50pct,cross_split,SH600348,up50pct::SH600348::000002,8,2281,1599,2263,675,0,0,0,pass,
up50pct,cross_split,SH600350,up50pct::SH600350::000000,349,2281,251,2276,381,0,0,0,pass,
up50pct,train,SH600352,up50pct::SH600352::000000,55,2281,251,550,1737,0,0,0,pass,
up50pct,cross_split,SH600352,up50pct::SH600352::000001,481,2281,701,2218,125,0,0,0,pass,
up50pct,cross_split,SH600362,up50pct::SH600362::000000,871,2281,251,2194,125,0,0,0,pass,
up50pct,train,SH600369,up50pct::SH600369::000000,10,2281,510,554,1762,0,0,0,pass,
up50pct,cross_split,SH600369,up50pct::SH600369::000001,1,2281,1460,1905,821,0,0,0,pass,
up50pct,train,SH600372,up50pct::SH600372::000000,166,2258,246,871,1403,0,0,0,pass,
up50pct,train,SH600372,up50pct::SH600372::000001,10,2258,1047,1210,1166,0,0,0,pass,
up50pct,robustness,SH600372,up50pct::SH600372::000002,15,2258,1732,2168,226,0,0,0,pass,
up50pct,train,SH600373,up50pct::SH600373::000000,162,2278,254,1538,1458,0,0,0,pass,
up50pct,train,SH600376,up50pct::SH600376::000000,35,2281,510,2118,1462,0,0,0,pass,
up50pct,cross_split,SH600377,up50pct::SH600377::000000,375,2281,259,2039,502,0,0,0,pass,
up50pct,cross_split,SH600378,up50pct::SH600378::000000,173,2144,547,1349,1079,0,0,0,pass,
up50pct,robustness,SH600378,up50pct::SH600378::000001,104,2144,1798,2141,145,0,0,0,pass,
up50pct,train,SH600383,up50pct::SH600383::000000,43,2281,289,851,1614,0,0,0,pass,
up50pct,cross_split,SH600383,up50pct::SH600383::000001,83,2281,992,1283,1075,0,0,0,pass,
up50pct,cross_split,SH600390,up50pct::SH600390::000000,226,2274,511,1896,396,0,0,0,pass,
up50pct,cross_split,SH600392,up50pct::SH600392::000000,359,2281,251,2219,125,0,0,0,pass,
up50pct,cross_split,SH600398,up50pct::SH600398::000000,271,2276,844,1781,763,0,0,0,pass,
up50pct,robustness,SH600398,up50pct::SH600398::000001,5,2276,1894,1951,363,0,0,0,pass,
up50pct,train,SH600399,up50pct::SH600399::000000,112,2072,735,921,1175,0,0,0,pass,
up50pct,cross_split,SH600406,up50pct::SH600406::000000,92,2174,1319,2118,172,0,0,0,pass,
up50pct,train,SH600409,up50pct::SH600409::000000,61,2281,251,1142,1217,0,0,0,pass,
up50pct,train,SH600410,up50pct::SH600410::000000,13,2271,318,2090,1459,0,0,0,pass,
up50pct,cross_split,SH600415,up50pct::SH600415::000000,595,2281,251,2099,279,0,0,0,pass,
up50pct,cross_split,SH600418,up50pct::SH600418::000000,389,2281,251,2114,211,0,0,0,pass,
up50pct,cross_split,SH600426,up50pct::SH600426::000000,700,2281,510,2225,125,0,0,0,pass,
up50pct,train,SH600435,up50pct::SH600435::000000,48,2281,251,2081,1671,0,0,0,pass,
up50pct,train,SH600436,up50pct::SH600436::000000,338,2281,251,1106,1269,0,0,0,pass,
up50pct,robustness,SH600438,up50pct::SH600438::000000,15,2271,1775,1903,380,0,0,0,pass,
up50pct,robustness,SH600438,up50pct::SH600438::000001,30,2271,2026,2149,206,0,0,0,pass,
up50pct,train,SH600446,up50pct::SH600446::000000,22,2266,252,553,1739,0,0,0,pass,
up50pct,train,SH600456,up50pct::SH600456::000000,13,2281,970,1193,1157,0,0,0,pass,
up50pct,train,SH600460,up50pct::SH600460::000000,356,2205,186,1034,1197,0,0,0,pass,
up50pct,cross_split,SH600460,up50pct::SH600460::000001,133,2205,1593,2203,195,0,0,0,pass,
up50pct,cross_split,SH600482,up50pct::SH600482::000000,661,2260,806,2203,125,0,0,0,pass,
up50pct,train,SH600486,up50pct::SH600486::000000,276,2276,251,997,1337,0,0,0,pass,
up50pct,cross_split,SH600487,up50pct::SH600487::000000,640,2261,849,2186,125,0,0,0,pass,
up50pct,cross_split,SH600489,up50pct::SH600489::000000,870,2270,251,2193,125,0,0,0,pass,
up50pct,cross_split,SH600497,up50pct::SH600497::000000,615,2271,251,2191,150,0,0,0,pass,
up50pct,robustness,SH600498,up50pct::SH600498::000000,32,2281,1970,2192,152,0,0,0,pass,
up50pct,train,SH600499,up50pct::SH600499::000000,67,2271,251,1189,1131,0,0,0,pass,
up50pct,validation,SH600499,up50pct::SH600499::000001,44,2271,1441,2249,746,0,0,0,pass,
up50pct,train,SH600500,up50pct::SH600500::000000,94,2272,251,1134,1497,0,0,0,pass,
up50pct,train,SH600507,up50pct::SH600507::000000,23,2281,252,1142,1561,0,0,0,pass,
up50pct,train,SH600511,up50pct::SH600511::000000,231,2276,246,954,1401,0,0,0,pass,
up50pct,cross_split,SH600511,up50pct::SH600511::000001,2,2276,1091,1532,1183,0,0,0,pass,
up50pct,train,SH600515,up50pct::SH600515::000000,262,2142,387,1006,1225,0,0,0,pass,
up50pct,cross_split,SH600515,up50pct::SH600515::000001,235,2142,1194,2006,169,0,0,0,pass,
up50pct,train,SH600516,up50pct::SH600516::000000,9,2279,508,547,1763,0,0,0,pass,
up50pct,train,SH600516,up50pct::SH600516::000001,330,2279,564,1145,1158,0,0,0,pass,
up50pct,train,SH600517,up50pct::SH600517::000000,13,2270,950,1145,1280,0,0,0,pass,
up50pct,cross_split,SH600517,up50pct::SH600517::000001,151,2270,1321,2215,222,0,0,0,pass,
up50pct,train,SH600518,up50pct::SH600518::000000,4,2246,510,524,1733,0,0,0,pass,
up50pct,train,SH600518,up50pct::SH600518::000001,22,2246,607,1132,1473,0,0,0,pass,
up50pct,cross_split,SH600518,up50pct::SH600518::000002,26,2246,1392,1891,383,0,0,0,pass,
up50pct,train,SH600519,up50pct::SH600519::000000,278,2281,251,1002,1328,0,0,0,pass,
up50pct,cross_split,SH600521,up50pct::SH600521::000000,6,2281,1602,2109,223,0,0,0,pass,
up50pct,cross_split,SH600522,up50pct::SH600522::000000,860,2281,251,2264,125,0,0,0,pass,
up50pct,train,SH600529,up50pct::SH600529::000000,106,2281,673,871,1437,0,0,0,pass,
up50pct,train,SH600536,up50pct::SH600536::000000,166,2279,516,853,1430,0,0,0,pass,
up50pct,cross_split,SH600536,up50pct::SH600536::000001,240,2279,918,1906,379,0,0,0,pass,
up50pct,train,SH600546,up50pct::SH600546::000000,129,2235,689,1273,1129,0,0,0,pass,
up50pct,validation,SH600546,up50pct::SH600546::000001,26,2235,1302,1686,768,0,0,0,pass,
up50pct,cross_split,SH600547,up50pct::SH600547::000000,870,2251,222,2174,125,0,0,0,pass,
up50pct,cross_split,SH600548,up50pct::SH600548::000000,114,2281,526,1942,1229,0,0,0,pass,
up50pct,cross_split,SH600549,up50pct::SH600549::000000,798,2281,251,2196,125,0,0,0,pass,
up50pct,train,SH600556,up50pct::SH600556::000000,42,2112,563,685,1504,0,0,0,pass,
up50pct,train,SH600559,up50pct::SH600559::000000,6,2084,64,764,2015,0,0,0,pass,
up50pct,cross_split,SH600559,up50pct::SH600559::000001,23,2084,772,1289,1173,0,0,0,pass,
up50pct,cross_split,SH600562,up50pct::SH600562::000000,90,2280,844,2126,248,0,0,0,pass,
up50pct,train,SH600563,up50pct::SH600563::000000,115,2281,934,1193,1132,0,0,0,pass,
up50pct,cross_split,SH600563,up50pct::SH600563::000001,1,2281,1928,2279,353,0,0,0,pass,
up50pct,cross_split,SH600566,up50pct::SH600566::000000,48,2280,1219,1770,607,0,0,0,pass,
up50pct,train,SH600570,up50pct::SH600570::000000,188,2279,249,851,1454,0,0,0,pass,
up50pct,cross_split,SH600570,up50pct::SH600570::000001,36,2279,1122,1517,832,0,0,0,pass,
up50pct,robustness,SH600570,up50pct::SH600570::000002,74,2279,1737,2097,234,0,0,0,pass,
up50pct,train,SH600578,up50pct::SH600578::000000,8,2281,533,2024,1741,0,0,0,pass,
up50pct,robustness,SH600578,up50pct::SH600578::000001,38,2281,2026,2271,208,0,0,0,pass,
up50pct,cross_split,SH600580,up50pct::SH600580::000000,150,2275,726,2111,173,0,0,0,pass,
up50pct,train,SH600582,up50pct::SH600582::000000,67,2281,251,1733,1715,0,0,0,pass,
up50pct,cross_split,SH600583,up50pct::SH600583::000000,259,2281,252,2221,488,0,0,0,pass,
up50pct,cross_split,SH600584,up50pct::SH600584::000000,861,2263,238,2258,125,0,0,0,pass,
up50pct,train,SH600585,up50pct::SH600585::000000,116,2281,251,869,1534,0,0,0,pass,
up50pct,robustness,SH600588,up50pct::SH600588::000000,107,2279,1737,1981,339,0,0,0,pass,
up50pct,robustness,SH600588,up50pct::SH600588::000001,1,2279,2053,2191,226,0,0,0,pass,
up50pct,cross_split,SH600596,up50pct::SH600596::000000,1,2267,330,1108,1937,0,0,0,pass,
up50pct,train,SH600597,up50pct::SH600597::000000,41,2281,251,893,1421,0,0,0,pass,
up50pct,train,SH600598,up50pct::SH600598::000000,195,2281,251,883,1435,0,0,0,pass,
up50pct,cross_split,SH600598,up50pct::SH600598::000001,2,2281,1103,2006,1177,0,0,0,pass,
up50pct,cross_split,SH600600,up50pct::SH600600::000000,294,2281,251,1522,1114,0,0,0,pass,
up50pct,robustness,SH600601,up50pct::SH600601::000000,14,2277,2096,2263,151,0,0,0,pass,
up50pct,train,SH600604,up50pct::SH600604::000000,26,2281,254,532,1758,0,0,0,pass,
up50pct,train,SH600606,up50pct::SH600606::000000,75,2276,336,855,1428,0,0,0,pass,
up50pct,robustness,SH600606,up50pct::SH600606::000001,13,2276,1752,1900,389,0,0,0,pass,
up50pct,cross_split,SH600612,up50pct::SH600612::000000,412,2281,264,1762,612,0,0,0,pass,
up50pct,train,SH600621,up50pct::SH600621::000000,125,2275,245,851,1434,0,0,0,pass,
up50pct,train,SH600623,up50pct::SH600623::000000,78,2281,263,1147,1614,0,0,0,pass,
up50pct,train,SH600633,up50pct::SH600633::000000,11,2242,289,1529,1748,0,0,0,pass,
up50pct,train,SH600635,up50pct::SH600635::000000,66,2280,251,2160,1587,0,0,0,pass,
up50pct,cross_split,SH600637,up50pct::SH600637::000000,487,2274,244,2185,134,0,0,0,pass,
up50pct,train,SH600640,up50pct::SH600640::000000,1,2281,566,719,1715,0,0,0,pass,
up50pct,train,SH600641,up50pct::SH600641::000000,94,2201,650,1102,1165,0,0,0,pass,
up50pct,cross_split,SH600642,up50pct::SH600642::000000,472,2281,251,2280,525,0,0,0,pass,
up50pct,train,SH600643,up50pct::SH600643::000000,5,2206,435,446,1767,0,0,0,pass,
up50pct,train,SH600648,up50pct::SH600648::000000,19,2271,513,539,1737,0,0,0,pass,
up50pct,train,SH600649,up50pct::SH600649::000000,1,2223,452,472,1771,0,0,0,pass,
up50pct,train,SH600657,up50pct::SH600657::000000,18,2158,413,1152,1724,0,0,0,pass,
up50pct,cross_split,SH600660,up50pct::SH600660::000000,628,2281,251,2116,486,0,0,0,pass,
up50pct,train,SH600663,up50pct::SH600663::000000,57,2271,518,1103,1201,0,0,0,pass,
up50pct,train,SH600667,up50pct::SH600667::000000,137,2281,251,763,1526,0,0,0,pass,
up50pct,train,SH600667,up50pct::SH600667::000001,8,2281,934,2278,1316,0,0,0,pass,
up50pct,cross_split,SH600673,up50pct::SH600673::000000,556,2032,64,1976,116,0,0,0,pass,
up50pct,cross_split,SH600674,up50pct::SH600674::000000,366,2281,855,1882,750,0,0,0,pass,
up50pct,train,SH600682,up50pct::SH600682::000000,34,2131,363,720,1593,0,0,0,pass,
up50pct,train,SH600685,up50pct::SH600685::000000,192,2157,214,741,1424,0,0,0,pass,
up50pct,cross_split,SH600685,up50pct::SH600685::000001,400,2157,818,2095,224,0,0,0,pass,
up50pct,train,SH600688,up50pct::SH600688::000000,58,2281,827,1146,1144,0,0,0,pass,
up50pct,robustness,SH600688,up50pct::SH600688::000001,1,2281,1757,2222,524,0,0,0,pass,
up50pct,cross_split,SH600690,up50pct::SH600690::000000,91,2279,1346,1880,524,0,0,0,pass,
up50pct,cross_split,SH600699,up50pct::SH600699::000000,462,2278,248,2115,167,0,0,0,pass,
up50pct,train,SH600702,up50pct::SH600702::000000,64,2269,936,1095,1212,0,0,0,pass,
up50pct,train,SH600702,up50pct::SH600702::000001,1,2269,1136,1189,1133,0,0,0,pass,
up50pct,validation,SH600702,up50pct::SH600702::000002,1,2269,1414,1474,855,0,0,0,pass,
up50pct,train,SH600703,up50pct::SH600703::000000,347,2281,251,1116,1199,0,0,0,pass,
up50pct,robustness,SH600703,up50pct::SH600703::000001,96,2281,1755,2229,198,0,0,0,pass,
up50pct,train,SH600704,up50pct::SH600704::000000,359,2281,251,1087,1203,0,0,0,pass,
up50pct,cross_split,SH600704,up50pct::SH600704::000001,1,2281,1460,2101,821,0,0,0,pass,
up50pct,train,SH600707,up50pct::SH600707::000000,136,2280,264,1034,1269,0,0,0,pass,
up50pct,cross_split,SH600707,up50pct::SH600707::000001,93,2280,1114,2277,288,0,0,0,pass,
up50pct,cross_split,SH600711,up50pct::SH600711::000000,78,2228,1051,2151,125,0,0,0,pass,
up50pct,train,SH600718,up50pct::SH600718::000000,11,2271,510,529,1751,0,0,0,pass,
up50pct,train,SH600729,up50pct::SH600729::000000,1,2247,489,1506,1758,0,0,0,pass,
up50pct,train,SH600733,up50pct::SH600733::000000,269,1857,183,621,1269,0,0,0,pass,
up50pct,cross_split,SH600733,up50pct::SH600733::000001,110,1857,1002,1405,486,0,0,0,pass,
up50pct,train,SH600737,up50pct::SH600737::000000,225,2281,251,2094,1221,0,0,0,pass,
up50pct,train,SH600739,up50pct::SH600739::000000,214,2274,244,865,1430,0,0,0,pass,
up50pct,train,SH600740,up50pct::SH600740::000000,34,2269,316,1129,1717,0,0,0,pass,
up50pct,train,SH600741,up50pct::SH600741::000000,173,2281,255,933,1392,0,0,0,pass,
up50pct,robustness,SH600745,up50pct::SH600745::000000,30,2095,1813,1939,213,0,0,0,pass,
up50pct,train,SH600748,up50pct::SH600748::000000,9,2280,527,561,1736,0,0,0,pass,
up50pct,cross_split,SH600754,up50pct::SH600754::000000,285,2281,251,1520,1129,0,0,0,pass,
up50pct,cross_split,SH600760,up50pct::SH600760::000000,683,2269,239,2115,242,0,0,0,pass,
up50pct,train,SH600763,up50pct::SH600763::000000,299,2281,328,1088,1269,0,0,0,pass,
up50pct,train,SH600764,up50pct::SH600764::000000,91,2150,597,762,1416,0,0,0,pass,
up50pct,train,SH600765,up50pct::SH600765::000000,54,2271,964,1183,1115,0,0,0,pass,
up50pct,train,SH600771,up50pct::SH600771::000000,16,2281,251,1104,1992,0,0,0,pass,
up50pct,train,SH600776,up50pct::SH600776::000000,6,2281,510,521,1765,0,0,0,pass,
up50pct,train,SH600776,up50pct::SH600776::000001,58,2281,747,2193,1419,0,0,0,pass,
up50pct,cross_split,SH600777,up50pct::SH600777::000000,87,2184,246,2160,201,0,0,0,pass,
up50pct,train,SH600779,up50pct::SH600779::000000,350,2279,251,1092,1218,0,0,0,pass,
up50pct,train,SH600779,up50pct::SH600779::000001,1,2279,1115,1157,1164,0,0,0,pass,
up50pct,train,SH600782,up50pct::SH600782::000000,147,2281,251,1142,1166,0,0,0,pass,
up50pct,train,SH600783,up50pct::SH600783::000000,35,2281,513,2191,1716,0,0,0,pass,
up50pct,cross_split,SH600795,up50pct::SH600795::000000,584,2217,187,2113,295,0,0,0,pass,
up50pct,train,SH600801,up50pct::SH600801::000000,20,2279,251,390,1943,0,0,0,pass,
up50pct,cross_split,SH600801,up50pct::SH600801::000001,493,2279,510,2198,157,0,0,0,pass,
up50pct,cross_split,SH600803,up50pct::SH600803::000000,140,2239,1062,2180,482,0,0,0,pass,
up50pct,train,SH600808,up50pct::SH600808::000000,339,2281,251,1142,1161,0,0,0,pass,
up50pct,train,SH600809,up50pct::SH600809::000000,305,2270,250,1091,1269,0,0,0,pass,
up50pct,train,SH600812,up50pct::SH600812::000000,33,2272,654,865,1417,0,0,0,pass,
up50pct,train,SH600816,up50pct::SH600816::000000,10,2225,510,528,1706,0,0,0,pass,
up50pct,train,SH600816,up50pct::SH600816::000001,29,2225,714,1078,1451,0,0,0,pass,
up50pct,robustness,SH600816,up50pct::SH600816::000002,31,2225,1684,1851,486,0,0,0,pass,
up50pct,train,SH600820,up50pct::SH600820::000000,137,2281,328,2076,1428,0,0,0,pass,
up50pct,train,SH600827,up50pct::SH600827::000000,89,2281,251,853,1432,0,0,0,pass,
up50pct,train,SH600827,up50pct::SH600827::000001,68,2281,888,1073,1269,0,0,0,pass,
up50pct,train,SH600835,up50pct::SH600835::000000,184,2281,251,2096,1289,0,0,0,pass,
up50pct,train,SH600839,up50pct::SH600839::000000,63,2281,251,1647,1515,0,0,0,pass,
up50pct,cross_split,SH600839,up50pct::SH600839::000001,30,2281,1668,1900,385,0,0,0,pass,
up50pct,validation,SH600845,up50pct::SH600845::000000,18,2279,1424,1568,815,0,0,0,pass,
up50pct,train,SH600848,up50pct::SH600848::000000,38,2204,251,483,1752,0,0,0,pass,
up50pct,robustness,SH600848,up50pct::SH600848::000001,1,2204,1680,2075,524,0,0,0,pass,
up50pct,train,SH600859,up50pct::SH600859::000000,38,2156,143,746,1415,0,0,0,pass,
up50pct,train,SH600862,up50pct::SH600862::000000,192,2281,549,981,1313,0,0,0,pass,
up50pct,train,SH600862,up50pct::SH600862::000001,3,2281,1052,1117,1220,0,0,0,pass,
up50pct,robustness,SH600862,up50pct::SH600862::000002,22,2281,1739,1903,401,0,0,0,pass,
up50pct,train,SH600863,up50pct::SH600863::000000,37,2273,653,1151,1504,0,0,0,pass,
up50pct,cross_split,SH600863,up50pct::SH600863::000001,103,2273,1169,2271,332,0,0,0,pass,
up50pct,train,SH600867,up50pct::SH600867::000000,10,2269,498,528,1761,0,0,0,pass,
up50pct,train,SH600867,up50pct::SH600867::000001,32,2269,704,846,1505,0,0,0,pass,
up50pct,train,SH600869,up50pct::SH600869::000000,2,2268,497,1180,1770,0,0,0,pass,
up50pct,cross_split,SH600871,up50pct::SH600871::000000,717,2250,222,2192,125,0,0,0,pass,
up50pct,train,SH600872,up50pct::SH600872::000000,206,2281,251,885,1437,0,0,0,pass,
up50pct,train,SH600873,up50pct::SH600873::000000,84,2281,251,1299,1284,0,0,0,pass,
up50pct,cross_split,SH600873,up50pct::SH600873::000001,40,2281,1426,2230,612,0,0,0,pass,
up50pct,cross_split,SH600875,up50pct::SH600875::000000,536,2221,940,2158,125,0,0,0,pass,
up50pct,cross_split,SH600879,up50pct::SH600879::000000,469,2281,251,2176,125,0,0,0,pass,
up50pct,train,SH600882,up50pct::SH600882::000000,8,2265,968,1061,1258,0,0,0,pass,
up50pct,train,SH600884,up50pct::SH600884::000000,248,2281,251,1170,1141,0,0,0,pass,
up50pct,robustness,SH600884,up50pct::SH600884::000001,28,2281,1739,2263,500,0,0,0,pass,
up50pct,cross_split,SH600885,up50pct::SH600885::000000,267,2281,1426,2278,193,0,0,0,pass,
up50pct,cross_split,SH600886,up50pct::SH600886::000000,593,2281,251,1821,606,0,0,0,pass,
up50pct,train,SH600893,up50pct::SH600893::000000,306,2270,251,970,1309,0,0,0,pass,
up50pct,train,SH600893,up50pct::SH600893::000001,11,2270,1041,1109,1185,0,0,0,pass,
up50pct,cross_split,SH600893,up50pct::SH600893::000002,276,2270,1437,2215,125,0,0,0,pass,
up50pct,cross_split,SH600895,up50pct::SH600895::000000,658,2281,251,2122,165,0,0,0,pass,
up50pct,cross_split,SH600900,up50pct::SH600900::000000,545,2270,251,1871,675,0,0,0,pass,
up50pct,robustness,SH600901,up50pct::SH600901::000000,37,2000,1599,1976,309,0,0,0,pass,
up50pct,train,SH600917,up50pct::SH600917::000000,2,2276,265,1030,1987,0,0,0,pass,
up50pct,cross_split,SH600919,up50pct::SH600919::000000,289,2275,1073,2051,396,0,0,0,pass,
up50pct,cross_split,SH600926,up50pct::SH600926::000000,48,2281,1668,2230,498,0,0,0,pass,
up50pct,cross_split,SH600938,up50pct::SH600938::000000,389,994,61,935,125,0,0,0,pass,
up50pct,train,SH600956,up50pct::SH600956::000000,75,1435,70,185,1269,0,0,0,pass,
up50pct,train,SH600956,up50pct::SH600956::000001,69,1435,206,310,1135,0,0,0,pass,
up50pct,robustness,SH600956,up50pct::SH600956::000002,23,1435,1045,1386,195,0,0,0,pass,
up50pct,train,SH600958,up50pct::SH600958::000000,391,2259,245,1137,1146,0,0,0,pass,
