decision_state,next_allowed_requirement,selected_threshold_id,primary_horizon_sessions,anchor_n_train,episode_cluster_n_train,episode_cluster_n_validation,episode_cluster_n_robustness,nonoverlap_step_n_train_primary_horizon,full_horizon_nonoverlap_step_n_train_primary_horizon,partial_tail_step_n_train_primary_horizon,effective_sample_size_train_primary_horizon,effective_to_anchor_ratio_train,split_stability_evaluable,stability_gate_split_buckets,stress_test_split_buckets,validation_stress_test_readout_only,min_split_episode_cluster_n,stability_not_evaluable_reason,recommended_sampling_unit,recommended_horizon_candidate_set,geometry_stable_across_splits,anchor_overcount_demonstrated,anchor_overcount_ratio_train_primary_horizon,effective_sample_nontrivial,effective_to_anchor_ratio_abs_range,label_deployment_authorized,signal_search_authorized,model_training_authorized,entry_policy_authorized,separability_search_authorized,sequential_label_authorized,input_artifact_gate,upstream_lineage_gate,price_path_completeness_gate,cluster_interval_adapter_gate,cluster_interval_rebuild_gate,episode_cluster_non_overlap_gate,geometry_consistency_gate,search_accounting_gate
16A_sampling_geometry_ready_for_sequential_label_design,requirement_16b_sequential_continuation_label_design_diagnostic.md,up50pct,20,57524.0,667.0,45.0,218.0,20871.0,20245.0,626.0,20245.0,0.35194005980112647,True,train;robustness,validation,True,218.0,,non_overlapping_time_blocked_sampling_geometry_step,5;8;13;15;20,True,True,2.756168846725121,True,0.13109419181315973,False,False,False,False,False,False,pass,pass,pass,pass,pass,pass,pass,pass
