signal_week_index,J,holding_week_end,skip_week_end,split,pit_member_count,raw_signal_valid_count,imom_signal_valid_count,raw_portfolio_status,imom_portfolio_status,raw_block_reason,imom_block_reason
149,4,2020-01-03,2019-12-27,train,163,163,163,complete,complete,,
149,8,2020-01-03,2019-12-27,train,163,162,163,complete,complete,,
149,13,2020-01-03,2019-12-27,train,163,162,163,complete,complete,,
149,26,2020-01-03,2019-12-27,train,163,160,162,complete,complete,,
149,52,2020-01-03,2019-12-27,train,163,151,162,complete,complete,,
150,2,2020-01-10,2020-01-03,train,171,171,171,complete,complete,,
150,3,2020-01-10,2020-01-03,train,171,171,171,complete,complete,,
150,4,2020-01-10,2020-01-03,train,171,171,171,complete,complete,,
150,8,2020-01-10,2020-01-03,train,171,170,171,complete,complete,,
150,13,2020-01-10,2020-01-03,train,171,170,170,complete,complete,,
150,26,2020-01-10,2020-01-03,train,171,166,169,complete,complete,,
150,52,2020-01-10,2020-01-03,train,171,157,169,complete,complete,,
151,2,2020-01-17,2020-01-10,train,177,177,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
151,3,2020-01-17,2020-01-10,train,177,177,177,complete,complete,,
151,4,2020-01-17,2020-01-10,train,177,177,177,complete,complete,,
151,8,2020-01-17,2020-01-10,train,177,176,177,complete,complete,,
151,13,2020-01-17,2020-01-10,train,177,176,176,complete,complete,,
151,26,2020-01-17,2020-01-10,train,177,172,175,complete,complete,,
151,52,2020-01-17,2020-01-10,train,177,162,175,complete,complete,,
152,2,2020-01-23,2020-01-17,train,176,176,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
152,3,2020-01-23,2020-01-17,train,176,176,176,complete,complete,,
152,4,2020-01-23,2020-01-17,train,176,176,176,complete,complete,,
152,8,2020-01-23,2020-01-17,train,176,175,176,complete,complete,,
152,13,2020-01-23,2020-01-17,train,176,175,175,complete,complete,,
152,26,2020-01-23,2020-01-17,train,176,172,174,complete,complete,,
152,52,2020-01-23,2020-01-17,train,176,162,174,complete,complete,,
153,2,2020-02-07,2020-01-23,train,171,171,171,complete,complete,,
153,3,2020-02-07,2020-01-23,train,171,171,171,complete,complete,,
153,4,2020-02-07,2020-01-23,train,171,171,171,complete,complete,,
153,8,2020-02-07,2020-01-23,train,171,171,171,complete,complete,,
153,13,2020-02-07,2020-01-23,train,171,170,171,complete,complete,,
153,26,2020-02-07,2020-01-23,train,171,168,169,complete,complete,,
153,52,2020-02-07,2020-01-23,train,171,157,168,complete,complete,,
154,2,2020-02-14,2020-02-07,train,170,170,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
154,3,2020-02-14,2020-02-07,train,170,170,170,complete,complete,,
154,4,2020-02-14,2020-02-07,train,170,170,170,complete,complete,,
154,8,2020-02-14,2020-02-07,train,170,170,170,complete,complete,,
154,13,2020-02-14,2020-02-07,train,170,169,170,complete,complete,,
154,26,2020-02-14,2020-02-07,train,170,167,168,complete,complete,,
154,52,2020-02-14,2020-02-07,train,170,158,167,complete,complete,,
155,2,2020-02-21,2020-02-14,train,172,172,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
155,3,2020-02-21,2020-02-14,train,172,172,172,complete,complete,,
155,4,2020-02-21,2020-02-14,train,172,172,172,complete,complete,,
155,8,2020-02-21,2020-02-14,train,172,171,172,complete,complete,,
155,13,2020-02-21,2020-02-14,train,172,170,172,complete,complete,,
155,26,2020-02-21,2020-02-14,train,172,168,170,complete,complete,,
155,52,2020-02-21,2020-02-14,train,172,159,169,complete,complete,,
156,2,2020-02-28,2020-02-21,train,180,180,180,complete,complete,,
156,3,2020-02-28,2020-02-21,train,180,180,180,complete,complete,,
156,4,2020-02-28,2020-02-21,train,180,180,180,complete,complete,,
156,8,2020-02-28,2020-02-21,train,180,179,180,complete,complete,,
156,13,2020-02-28,2020-02-21,train,180,177,180,complete,complete,,
156,26,2020-02-28,2020-02-21,train,180,176,178,complete,complete,,
156,52,2020-02-28,2020-02-21,train,180,165,177,complete,complete,,
157,2,2020-03-06,2020-02-28,train,174,174,174,complete,complete,,
157,3,2020-03-06,2020-02-28,train,174,174,174,complete,complete,,
157,4,2020-03-06,2020-02-28,train,174,174,174,complete,complete,,
157,8,2020-03-06,2020-02-28,train,174,174,174,complete,complete,,
157,13,2020-03-06,2020-02-28,train,174,173,173,complete,complete,,
157,26,2020-03-06,2020-02-28,train,174,171,171,complete,complete,,
157,52,2020-03-06,2020-02-28,train,174,161,170,complete,complete,,
158,2,2020-03-13,2020-03-06,train,179,179,179,complete,complete,,
158,3,2020-03-13,2020-03-06,train,179,179,179,complete,complete,,
158,4,2020-03-13,2020-03-06,train,179,179,179,complete,complete,,
158,8,2020-03-13,2020-03-06,train,179,179,179,complete,complete,,
158,13,2020-03-13,2020-03-06,train,179,178,178,complete,complete,,
158,26,2020-03-13,2020-03-06,train,179,175,176,complete,complete,,
158,52,2020-03-13,2020-03-06,train,179,165,175,complete,complete,,
159,2,2020-03-20,2020-03-13,train,171,171,171,complete,complete,,
159,3,2020-03-20,2020-03-13,train,171,171,171,complete,complete,,
159,4,2020-03-20,2020-03-13,train,171,171,171,complete,complete,,
159,8,2020-03-20,2020-03-13,train,171,171,171,complete,complete,,
159,13,2020-03-20,2020-03-13,train,171,171,170,complete,complete,,
159,26,2020-03-20,2020-03-13,train,171,168,168,complete,complete,,
159,52,2020-03-20,2020-03-13,train,171,158,167,complete,complete,,
160,2,2020-03-27,2020-03-20,train,163,162,162,complete,complete,,
160,3,2020-03-27,2020-03-20,train,163,162,163,complete,complete,,
160,4,2020-03-27,2020-03-20,train,163,162,163,complete,complete,,
160,8,2020-03-27,2020-03-20,train,163,162,163,complete,complete,,
160,13,2020-03-27,2020-03-20,train,163,162,163,complete,complete,,
160,26,2020-03-27,2020-03-20,train,163,161,161,complete,complete,,
160,52,2020-03-27,2020-03-20,train,163,149,159,complete,complete,,
161,2,2020-04-03,2020-03-27,train,167,165,165,complete,complete,,
161,3,2020-04-03,2020-03-27,train,167,165,165,complete,complete,,
161,4,2020-04-03,2020-03-27,train,167,165,167,complete,complete,,
161,8,2020-04-03,2020-03-27,train,167,165,167,complete,complete,,
161,13,2020-04-03,2020-03-27,train,167,165,167,complete,complete,,
161,26,2020-04-03,2020-03-27,train,167,164,166,complete,complete,,
161,52,2020-04-03,2020-03-27,train,167,152,163,complete,complete,,
162,2,2020-04-10,2020-04-03,train,167,165,165,complete,complete,,
162,3,2020-04-10,2020-04-03,train,167,165,165,complete,complete,,
162,4,2020-04-10,2020-04-03,train,167,165,166,complete,complete,,
162,8,2020-04-10,2020-04-03,train,167,165,167,complete,complete,,
162,13,2020-04-10,2020-04-03,train,167,163,167,complete,complete,,
162,26,2020-04-10,2020-04-03,train,167,162,166,complete,complete,,
162,52,2020-04-10,2020-04-03,train,167,152,163,complete,complete,,
163,2,2020-04-17,2020-04-10,train,171,170,170,complete,complete,,
163,3,2020-04-17,2020-04-10,train,171,169,170,complete,complete,,
163,4,2020-04-17,2020-04-10,train,171,169,170,complete,complete,,
163,8,2020-04-17,2020-04-10,train,171,169,171,complete,complete,,
163,13,2020-04-17,2020-04-10,train,171,167,171,complete,complete,,
163,26,2020-04-17,2020-04-10,train,171,166,170,complete,complete,,
163,52,2020-04-17,2020-04-10,train,171,155,167,complete,complete,,
164,2,2020-04-24,2020-04-17,train,174,174,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
164,3,2020-04-24,2020-04-17,train,174,173,174,complete,complete,,
164,4,2020-04-24,2020-04-17,train,174,172,173,complete,complete,,
164,8,2020-04-24,2020-04-17,train,174,172,174,complete,complete,,
164,13,2020-04-24,2020-04-17,train,174,170,174,complete,complete,,
164,26,2020-04-24,2020-04-17,train,174,169,173,complete,complete,,
164,52,2020-04-24,2020-04-17,train,174,158,170,complete,complete,,
165,2,2020-04-30,2020-04-24,train,168,168,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
165,3,2020-04-30,2020-04-24,train,168,168,168,complete,complete,,
165,4,2020-04-30,2020-04-24,train,168,167,168,complete,complete,,
165,8,2020-04-30,2020-04-24,train,168,166,168,complete,complete,,
165,13,2020-04-30,2020-04-24,train,168,165,167,complete,complete,,
165,26,2020-04-30,2020-04-24,train,168,163,166,complete,complete,,
165,52,2020-04-30,2020-04-24,train,168,152,163,complete,complete,,
166,2,2020-05-08,2020-04-30,train,172,172,172,complete,complete,,
166,3,2020-05-08,2020-04-30,train,172,172,172,complete,complete,,
166,4,2020-05-08,2020-04-30,train,172,172,172,complete,complete,,
166,8,2020-05-08,2020-04-30,train,172,170,172,complete,complete,,
166,13,2020-05-08,2020-04-30,train,172,170,171,complete,complete,,
166,26,2020-05-08,2020-04-30,train,172,167,170,complete,complete,,
166,52,2020-05-08,2020-04-30,train,172,156,167,complete,complete,,
167,2,2020-05-15,2020-05-08,train,178,178,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
167,3,2020-05-15,2020-05-08,train,178,178,178,complete,complete,,
167,4,2020-05-15,2020-05-08,train,178,178,178,complete,complete,,
167,8,2020-05-15,2020-05-08,train,178,176,178,complete,complete,,
167,13,2020-05-15,2020-05-08,train,178,176,177,complete,complete,,
167,26,2020-05-15,2020-05-08,train,178,173,176,complete,complete,,
167,52,2020-05-15,2020-05-08,train,178,163,173,complete,complete,,
168,2,2020-05-22,2020-05-15,train,178,178,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
168,3,2020-05-22,2020-05-15,train,178,178,178,complete,complete,,
168,4,2020-05-22,2020-05-15,train,178,178,178,complete,complete,,
168,8,2020-05-22,2020-05-15,train,178,176,178,complete,complete,,
168,13,2020-05-22,2020-05-15,train,178,176,177,complete,complete,,
168,26,2020-05-22,2020-05-15,train,178,174,176,complete,complete,,
168,52,2020-05-22,2020-05-15,train,178,164,173,complete,complete,,
169,2,2020-05-29,2020-05-22,train,168,168,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
169,3,2020-05-29,2020-05-22,train,168,168,168,complete,complete,,
169,4,2020-05-29,2020-05-22,train,168,168,168,complete,complete,,
169,8,2020-05-29,2020-05-22,train,168,167,168,complete,complete,,
169,13,2020-05-29,2020-05-22,train,168,166,168,complete,complete,,
169,26,2020-05-29,2020-05-22,train,168,164,167,complete,complete,,
169,52,2020-05-29,2020-05-22,train,168,154,163,complete,complete,,
170,2,2020-06-05,2020-05-29,train,176,176,175,complete,complete,,
170,3,2020-06-05,2020-05-29,train,176,176,176,complete,complete,,
170,4,2020-06-05,2020-05-29,train,176,176,176,complete,complete,,
170,8,2020-06-05,2020-05-29,train,176,176,176,complete,complete,,
170,13,2020-06-05,2020-05-29,train,176,174,175,complete,complete,,
170,26,2020-06-05,2020-05-29,train,176,171,174,complete,complete,,
170,52,2020-06-05,2020-05-29,train,176,161,171,complete,complete,,
171,2,2020-06-12,2020-06-05,train,177,177,177,complete,complete,,
171,3,2020-06-12,2020-06-05,train,177,177,177,complete,complete,,
171,4,2020-06-12,2020-06-05,train,177,177,177,complete,complete,,
171,8,2020-06-12,2020-06-05,train,177,177,177,complete,complete,,
171,13,2020-06-12,2020-06-05,train,177,175,176,complete,complete,,
171,26,2020-06-12,2020-06-05,train,177,173,175,complete,complete,,
171,52,2020-06-12,2020-06-05,train,177,163,172,complete,complete,,
172,2,2020-06-19,2020-06-12,train,180,179,179,complete,complete,,
172,3,2020-06-19,2020-06-12,train,180,179,180,complete,complete,,
172,4,2020-06-19,2020-06-12,train,180,179,180,complete,complete,,
172,8,2020-06-19,2020-06-12,train,180,179,180,complete,complete,,
172,13,2020-06-19,2020-06-12,train,180,177,178,complete,complete,,
172,26,2020-06-19,2020-06-12,train,180,175,177,complete,complete,,
172,52,2020-06-19,2020-06-12,train,180,165,174,complete,complete,,
173,2,2020-06-24,2020-06-19,train,188,187,185,complete,complete,,
173,3,2020-06-24,2020-06-19,train,188,187,187,complete,complete,,
173,4,2020-06-24,2020-06-19,train,188,187,188,complete,complete,,
173,8,2020-06-24,2020-06-19,train,188,187,188,complete,complete,,
173,13,2020-06-24,2020-06-19,train,188,185,187,complete,complete,,
173,26,2020-06-24,2020-06-19,train,188,183,185,complete,complete,,
173,52,2020-06-24,2020-06-19,train,188,174,182,complete,complete,,
174,2,2020-07-03,2020-06-24,train,183,182,180,complete,complete,,
174,3,2020-07-03,2020-06-24,train,183,182,182,complete,complete,,
174,4,2020-07-03,2020-06-24,train,183,182,183,complete,complete,,
174,8,2020-07-03,2020-06-24,train,183,182,183,complete,complete,,
174,13,2020-07-03,2020-06-24,train,183,181,182,complete,complete,,
174,26,2020-07-03,2020-06-24,train,183,179,180,complete,complete,,
174,52,2020-07-03,2020-06-24,train,183,169,177,complete,complete,,
175,2,2020-07-10,2020-07-03,train,198,198,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
175,3,2020-07-10,2020-07-03,train,198,196,198,complete,complete,,
175,4,2020-07-10,2020-07-03,train,198,196,198,complete,complete,,
175,8,2020-07-10,2020-07-03,train,198,196,198,complete,complete,,
175,13,2020-07-10,2020-07-03,train,198,196,198,complete,complete,,
175,26,2020-07-10,2020-07-03,train,198,193,195,complete,complete,,
175,52,2020-07-10,2020-07-03,train,198,183,192,complete,complete,,
176,2,2020-07-17,2020-07-10,train,218,218,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
176,3,2020-07-17,2020-07-10,train,218,218,218,complete,complete,,
176,4,2020-07-17,2020-07-10,train,218,216,218,complete,complete,,
176,8,2020-07-17,2020-07-10,train,218,216,218,complete,complete,,
176,13,2020-07-17,2020-07-10,train,218,216,218,complete,complete,,
176,26,2020-07-17,2020-07-10,train,218,212,215,complete,complete,,
176,52,2020-07-17,2020-07-10,train,218,201,213,complete,complete,,
177,2,2020-07-24,2020-07-17,train,211,211,211,complete,complete,,
177,3,2020-07-24,2020-07-17,train,211,211,211,complete,complete,,
177,4,2020-07-24,2020-07-17,train,211,211,211,complete,complete,,
177,8,2020-07-24,2020-07-17,train,211,209,211,complete,complete,,
177,13,2020-07-24,2020-07-17,train,211,209,211,complete,complete,,
177,26,2020-07-24,2020-07-17,train,211,206,209,complete,complete,,
177,52,2020-07-24,2020-07-17,train,211,197,207,complete,complete,,
178,2,2020-07-31,2020-07-24,train,210,209,209,complete,complete,,
178,3,2020-07-31,2020-07-24,train,210,209,209,complete,complete,,
178,4,2020-07-31,2020-07-24,train,210,209,210,complete,complete,,
178,8,2020-07-31,2020-07-24,train,210,207,210,complete,complete,,
178,13,2020-07-31,2020-07-24,train,210,207,209,complete,complete,,
178,26,2020-07-31,2020-07-24,train,210,203,207,complete,complete,,
178,52,2020-07-31,2020-07-24,train,210,194,205,complete,complete,,
179,2,2020-08-07,2020-07-31,train,222,220,220,complete,complete,,
179,3,2020-08-07,2020-07-31,train,222,220,221,complete,complete,,
179,4,2020-08-07,2020-07-31,train,222,220,222,complete,complete,,
179,8,2020-08-07,2020-07-31,train,222,218,222,complete,complete,,
179,13,2020-08-07,2020-07-31,train,222,218,220,complete,complete,,
179,26,2020-08-07,2020-07-31,train,222,215,218,complete,complete,,
179,52,2020-08-07,2020-07-31,train,222,203,216,complete,complete,,
180,2,2020-08-14,2020-08-07,train,233,230,230,complete,complete,,
180,3,2020-08-14,2020-08-07,train,233,230,231,complete,complete,,
180,4,2020-08-14,2020-08-07,train,233,230,233,complete,complete,,
180,8,2020-08-14,2020-08-07,train,233,228,233,complete,complete,,
180,13,2020-08-14,2020-08-07,train,233,228,232,complete,complete,,
180,26,2020-08-14,2020-08-07,train,233,225,229,complete,complete,,
180,52,2020-08-14,2020-08-07,train,233,213,227,complete,complete,,
181,2,2020-08-21,2020-08-14,train,223,221,221,complete,complete,,
181,3,2020-08-21,2020-08-14,train,223,220,222,complete,complete,,
181,4,2020-08-21,2020-08-14,train,223,220,223,complete,complete,,
181,8,2020-08-21,2020-08-14,train,223,220,223,complete,complete,,
181,13,2020-08-21,2020-08-14,train,223,218,222,complete,complete,,
181,26,2020-08-21,2020-08-14,train,223,216,220,complete,complete,,
181,52,2020-08-21,2020-08-14,train,223,205,217,complete,complete,,
182,2,2020-08-28,2020-08-21,train,229,228,228,complete,complete,,
182,3,2020-08-28,2020-08-21,train,229,227,229,complete,complete,,
182,4,2020-08-28,2020-08-21,train,229,226,229,complete,complete,,
182,8,2020-08-28,2020-08-21,train,229,226,229,complete,complete,,
182,13,2020-08-28,2020-08-21,train,229,224,228,complete,complete,,
182,26,2020-08-28,2020-08-21,train,229,220,225,complete,complete,,
182,52,2020-08-28,2020-08-21,train,229,210,222,complete,complete,,
183,2,2020-09-04,2020-08-28,train,230,229,229,complete,complete,,
183,3,2020-09-04,2020-08-28,train,230,228,230,complete,complete,,
183,4,2020-09-04,2020-08-28,train,230,227,230,complete,complete,,
183,8,2020-09-04,2020-08-28,train,230,226,230,complete,complete,,
183,13,2020-09-04,2020-08-28,train,230,224,229,complete,complete,,
183,26,2020-09-04,2020-08-28,train,230,220,227,complete,complete,,
183,52,2020-09-04,2020-08-28,train,230,210,223,complete,complete,,
184,2,2020-09-11,2020-09-04,train,223,222,222,complete,complete,,
184,3,2020-09-11,2020-09-04,train,223,222,223,complete,complete,,
184,4,2020-09-11,2020-09-04,train,223,221,223,complete,complete,,
184,8,2020-09-11,2020-09-04,train,223,219,223,complete,complete,,
184,13,2020-09-11,2020-09-04,train,223,217,222,complete,complete,,
184,26,2020-09-11,2020-09-04,train,223,215,220,complete,complete,,
184,52,2020-09-11,2020-09-04,train,223,205,216,complete,complete,,
185,2,2020-09-18,2020-09-11,train,213,212,212,complete,complete,,
185,3,2020-09-18,2020-09-11,train,213,212,213,complete,complete,,
185,4,2020-09-18,2020-09-11,train,213,212,213,complete,complete,,
185,8,2020-09-18,2020-09-11,train,213,209,213,complete,complete,,
185,13,2020-09-18,2020-09-11,train,213,207,213,complete,complete,,
185,26,2020-09-18,2020-09-11,train,213,206,210,complete,complete,,
185,52,2020-09-18,2020-09-11,train,213,196,207,complete,complete,,
186,2,2020-09-25,2020-09-18,train,220,220,220,complete,complete,,
186,3,2020-09-25,2020-09-18,train,220,219,220,complete,complete,,
186,4,2020-09-25,2020-09-18,train,220,219,220,complete,complete,,
186,8,2020-09-25,2020-09-18,train,220,216,220,complete,complete,,
186,13,2020-09-25,2020-09-18,train,220,216,220,complete,complete,,
186,26,2020-09-25,2020-09-18,train,220,213,217,complete,complete,,
186,52,2020-09-25,2020-09-18,train,220,204,214,complete,complete,,
187,2,2020-09-30,2020-09-25,train,216,216,215,complete,complete,,
187,3,2020-09-30,2020-09-25,train,216,216,216,complete,complete,,
187,4,2020-09-30,2020-09-25,train,216,215,216,complete,complete,,
187,8,2020-09-30,2020-09-25,train,216,213,216,complete,complete,,
187,13,2020-09-30,2020-09-25,train,216,212,216,complete,complete,,
187,26,2020-09-30,2020-09-25,train,216,209,213,complete,complete,,
187,52,2020-09-30,2020-09-25,train,216,200,210,complete,complete,,
188,2,2020-10-16,2020-09-30,train,209,209,207,complete,complete,,
188,3,2020-10-16,2020-09-30,train,209,209,209,complete,complete,,
188,4,2020-10-16,2020-09-30,train,209,209,209,complete,complete,,
188,8,2020-10-16,2020-09-30,train,209,207,209,complete,complete,,
188,13,2020-10-16,2020-09-30,train,209,205,209,complete,complete,,
188,26,2020-10-16,2020-09-30,train,209,203,207,complete,complete,,
188,52,2020-10-16,2020-09-30,train,209,193,203,complete,complete,,
189,2,2020-10-23,2020-10-16,train,219,218,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
189,3,2020-10-23,2020-10-16,train,219,218,219,complete,complete,,
189,4,2020-10-23,2020-10-16,train,219,218,219,complete,complete,,
189,8,2020-10-23,2020-10-16,train,219,217,219,complete,complete,,
189,13,2020-10-23,2020-10-16,train,219,214,219,complete,complete,,
189,26,2020-10-23,2020-10-16,train,219,212,217,complete,complete,,
189,52,2020-10-23,2020-10-16,train,219,202,213,complete,complete,,
190,2,2020-10-30,2020-10-23,train,211,210,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
190,3,2020-10-30,2020-10-23,train,211,210,211,complete,complete,,
190,4,2020-10-30,2020-10-23,train,211,210,211,complete,complete,,
190,8,2020-10-30,2020-10-23,train,211,210,211,complete,complete,,
190,13,2020-10-30,2020-10-23,train,211,207,211,complete,complete,,
190,26,2020-10-30,2020-10-23,train,211,205,210,complete,complete,,
190,52,2020-10-30,2020-10-23,train,211,195,205,complete,complete,,
191,2,2020-11-06,2020-10-30,train,211,210,211,complete,complete,,
191,3,2020-11-06,2020-10-30,train,211,210,211,complete,complete,,
191,4,2020-11-06,2020-10-30,train,211,210,211,complete,complete,,
191,8,2020-11-06,2020-10-30,train,211,209,211,complete,complete,,
191,13,2020-11-06,2020-10-30,train,211,206,210,complete,complete,,
191,26,2020-11-06,2020-10-30,train,211,203,209,complete,complete,,
191,52,2020-11-06,2020-10-30,train,211,194,204,complete,complete,,
192,2,2020-11-13,2020-11-06,train,224,224,224,complete,complete,,
192,3,2020-11-13,2020-11-06,train,224,222,224,complete,complete,,
192,4,2020-11-13,2020-11-06,train,224,222,224,complete,complete,,
192,8,2020-11-13,2020-11-06,train,224,222,224,complete,complete,,
192,13,2020-11-13,2020-11-06,train,224,218,223,complete,complete,,
192,26,2020-11-13,2020-11-06,train,224,214,222,complete,complete,,
192,52,2020-11-13,2020-11-06,train,224,205,217,complete,complete,,
193,2,2020-11-20,2020-11-13,train,220,220,220,complete,complete,,
193,3,2020-11-20,2020-11-13,train,220,220,220,complete,complete,,
193,4,2020-11-20,2020-11-13,train,220,219,220,complete,complete,,
193,8,2020-11-20,2020-11-13,train,220,219,220,complete,complete,,
193,13,2020-11-20,2020-11-13,train,220,216,219,complete,complete,,
193,26,2020-11-20,2020-11-13,train,220,212,219,complete,complete,,
193,52,2020-11-20,2020-11-13,train,220,201,214,complete,complete,,
194,2,2020-11-27,2020-11-20,train,224,224,224,complete,complete,,
194,3,2020-11-27,2020-11-20,train,224,224,224,complete,complete,,
194,4,2020-11-27,2020-11-20,train,224,224,224,complete,complete,,
194,8,2020-11-27,2020-11-20,train,224,222,224,complete,complete,,
194,13,2020-11-27,2020-11-20,train,224,220,224,complete,complete,,
194,26,2020-11-27,2020-11-20,train,224,215,223,complete,complete,,
194,52,2020-11-27,2020-11-20,train,224,205,218,complete,complete,,
195,2,2020-12-04,2020-11-27,train,221,221,221,complete,complete,,
195,3,2020-12-04,2020-11-27,train,221,221,221,complete,complete,,
195,4,2020-12-04,2020-11-27,train,221,221,221,complete,complete,,
195,8,2020-12-04,2020-11-27,train,221,219,221,complete,complete,,
195,13,2020-12-04,2020-11-27,train,221,217,221,complete,complete,,
195,26,2020-12-04,2020-11-27,train,221,212,220,complete,complete,,
195,52,2020-12-04,2020-11-27,train,221,202,215,complete,complete,,
196,2,2020-12-11,2020-12-04,train,226,226,226,complete,complete,,
196,3,2020-12-11,2020-12-04,train,226,226,226,complete,complete,,
196,4,2020-12-11,2020-12-04,train,226,226,226,complete,complete,,
196,8,2020-12-11,2020-12-04,train,226,224,226,complete,complete,,
196,13,2020-12-11,2020-12-04,train,226,222,225,complete,complete,,
196,26,2020-12-11,2020-12-04,train,226,216,224,complete,complete,,
196,52,2020-12-11,2020-12-04,train,226,206,219,complete,complete,,
197,2,2020-12-18,2020-12-11,train,213,213,213,complete,complete,,
197,3,2020-12-18,2020-12-11,train,213,213,213,complete,complete,,
197,4,2020-12-18,2020-12-11,train,213,213,213,complete,complete,,
197,8,2020-12-18,2020-12-11,train,213,212,213,complete,complete,,
197,13,2020-12-18,2020-12-11,train,213,212,212,complete,complete,,
197,26,2020-12-18,2020-12-11,train,213,205,211,complete,complete,,
197,52,2020-12-18,2020-12-11,train,213,197,207,complete,complete,,
198,2,2020-12-25,2020-12-18,train,226,224,224,complete,complete,,
198,3,2020-12-25,2020-12-18,train,226,224,225,complete,complete,,
198,4,2020-12-25,2020-12-18,train,226,224,226,complete,complete,,
198,8,2020-12-25,2020-12-18,train,226,224,226,complete,complete,,
198,13,2020-12-25,2020-12-18,train,226,222,226,complete,complete,,
198,26,2020-12-25,2020-12-18,train,226,216,224,complete,complete,,
198,52,2020-12-25,2020-12-18,train,226,206,220,complete,complete,,
199,2,2020-12-31,2020-12-25,train,224,222,222,complete,complete,,
199,3,2020-12-31,2020-12-25,train,224,222,222,complete,complete,,
199,4,2020-12-31,2020-12-25,train,224,222,223,complete,complete,,
199,8,2020-12-31,2020-12-25,train,224,222,224,complete,complete,,
199,13,2020-12-31,2020-12-25,train,224,221,223,complete,complete,,
199,26,2020-12-31,2020-12-25,train,224,216,221,complete,complete,,
199,52,2020-12-31,2020-12-25,train,224,205,218,complete,complete,,
200,2,2021-01-08,2020-12-31,train,227,225,225,complete,complete,,
200,3,2021-01-08,2020-12-31,train,227,225,225,complete,complete,,
200,4,2021-01-08,2020-12-31,train,227,225,226,complete,complete,,
200,8,2021-01-08,2020-12-31,train,227,225,227,complete,complete,,
200,13,2021-01-08,2020-12-31,train,227,224,226,complete,complete,,
200,26,2021-01-08,2020-12-31,train,227,219,224,complete,complete,,
200,52,2021-01-08,2020-12-31,train,227,207,221,complete,complete,,
201,2,2021-01-15,2021-01-08,train,238,238,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
201,3,2021-01-15,2021-01-08,train,238,236,238,complete,complete,,
201,4,2021-01-15,2021-01-08,train,238,236,237,complete,complete,,
201,8,2021-01-15,2021-01-08,train,238,235,238,complete,complete,,
201,13,2021-01-15,2021-01-08,train,238,234,237,complete,complete,,
201,26,2021-01-15,2021-01-08,train,238,229,235,complete,complete,,
201,52,2021-01-15,2021-01-08,train,238,218,232,complete,complete,,
202,2,2021-01-22,2021-01-15,train,237,237,0,complete,blocked_insufficient_portfolio_coverage,,insufficient_signal_eligible_universe
202,3,2021-01-22,2021-01-15,train,237,237,237,complete,complete,,
202,4,2021-01-22,2021-01-15,train,237,235,237,complete,complete,,
202,8,2021-01-22,2021-01-15,train,237,234,237,complete,complete,,
202,13,2021-01-22,2021-01-15,train,237,233,237,complete,complete,,
202,26,2021-01-22,2021-01-15,train,237,229,235,complete,complete,,
202,52,2021-01-22,2021-01-15,train,237,219,231,complete,complete,,
203,2,2021-01-29,2021-01-22,train,241,241,241,complete,complete,,
203,3,2021-01-29,2021-01-22,train,241,241,241,complete,complete,,
203,4,2021-01-29,2021-01-22,train,241,241,241,complete,complete,,
203,8,2021-01-29,2021-01-22,train,241,238,241,complete,complete,,
203,13,2021-01-29,2021-01-22,train,241,238,241,complete,complete,,
203,26,2021-01-29,2021-01-22,train,241,233,239,complete,complete,,
203,52,2021-01-29,2021-01-22,train,241,222,235,complete,complete,,
204,2,2021-02-05,2021-01-29,train,229,229,229,complete,complete,,
204,3,2021-02-05,2021-01-29,train,229,229,229,complete,complete,,
204,4,2021-02-05,2021-01-29,train,229,229,229,complete,complete,,
204,8,2021-02-05,2021-01-29,train,229,227,229,complete,complete,,
204,13,2021-02-05,2021-01-29,train,229,226,229,complete,complete,,
204,26,2021-02-05,2021-01-29,train,229,221,227,complete,complete,,
204,52,2021-02-05,2021-01-29,train,229,211,224,complete,complete,,
205,2,2021-02-10,2021-02-05,train,227,227,227,complete,complete,,
205,3,2021-02-10,2021-02-05,train,227,227,227,complete,complete,,
205,4,2021-02-10,2021-02-05,train,227,227,227,complete,complete,,
205,8,2021-02-10,2021-02-05,train,227,225,227,complete,complete,,
205,13,2021-02-10,2021-02-05,train,227,224,227,complete,complete,,
205,26,2021-02-10,2021-02-05,train,227,221,225,complete,complete,,
