condition,kind,n_terms,coverage_pre60_excl_t0,covered_events_excl_t0,coverage_pre60_to_t0,covered_events_to_t0,eligible_day_density,median_closest_hit_offset,median_earliest_hit_offset
WINDOW_HAS(money_ratio5_gt_1_5) AND WINDOW_HAS(vol_ratio10_gt_1_0),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(vol_ratio10_gt_1_0) AND WINDOW_HAS(money_ratio10_gt_1_0),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(vol_ratio10_gt_1_0) AND WINDOW_HAS(vol_ratio10_gt_1_2),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(vol_ratio10_gt_1_0) AND WINDOW_HAS(money_ratio10_gt_1_2),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(vol_ratio10_gt_1_0) AND WINDOW_HAS(vol_ratio10_gt_1_5),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(vol_ratio10_gt_1_0) AND WINDOW_HAS(vol_ratio20_gt_1_0),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(vol_ratio10_gt_1_0) AND WINDOW_HAS(money_ratio20_gt_1_0),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(vol_ratio10_gt_1_0) AND WINDOW_HAS(vol_ratio20_gt_1_2),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(vol_ratio10_gt_1_0) AND WINDOW_HAS(money_ratio20_gt_1_2),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(vol_ratio10_gt_1_0) AND WINDOW_HAS(vol_ratio20_gt_1_5),window_and2,2,1.0,845,,,0.4067341787519032,,
WINDOW_HAS(money_ratio5_gt_1_0) AND WINDOW_HAS(vol_ratio5_gt_1_2),window_and2,2,1.0,845,,,0.4165321989144785,,
WINDOW_HAS(money_ratio5_gt_1_0) AND WINDOW_HAS(money_ratio5_gt_1_2),window_and2,2,1.0,845,,,0.4165321989144785,,
WINDOW_HAS(money_ratio5_gt_1_0) AND WINDOW_HAS(vol_ratio5_gt_1_5),window_and2,2,1.0,845,,,0.4165321989144785,,
WINDOW_HAS(money_ratio5_gt_1_0) AND WINDOW_HAS(money_ratio5_gt_1_5),window_and2,2,1.0,845,,,0.4165321989144785,,
WINDOW_HAS(money_ratio5_gt_1_0) AND WINDOW_HAS(vol_ratio10_gt_1_0),window_and2,2,1.0,845,,,0.4165321989144785,,
WINDOW_HAS(money_ratio5_gt_1_0) AND WINDOW_HAS(money_ratio10_gt_1_0),window_and2,2,1.0,845,,,0.4165321989144785,,
WINDOW_HAS(money_ratio5_gt_1_0) AND WINDOW_HAS(vol_ratio10_gt_1_2),window_and2,2,1.0,845,,,0.4165321989144785,,
WINDOW_HAS(money_ratio5_gt_1_0) AND WINDOW_HAS(money_ratio10_gt_1_2),window_and2,2,1.0,845,,,0.4165321989144785,,
WINDOW_HAS(money_ratio5_gt_1_0) AND WINDOW_HAS(vol_ratio10_gt_1_5),window_and2,2,1.0,845,,,0.4165321989144785,,
