primary_policy_id,primary_model_id,threshold_value_expected,threshold_value_observed,threshold_value_abs_diff,split_bucket,expected_binary_step_n,observed_binary_step_n,expected_positive_n,observed_positive_n,expected_negative_n,observed_negative_n,expected_defended_binary_step_n,observed_defended_binary_step_n,expected_defended_negative_n,observed_defended_negative_n,defense_negative_capture_rate_abs_diff,positive_sacrifice_rate_abs_diff,continue_negative_leakage_rate_abs_diff,learned_score_reference_gate,blocking_reason
defense_bottom_30pct_continuation_score_v1,ridge_logistic_bar_state_v1,0.4570714890970447,0.4570714890970447,0.0,train,14962,14962,10078,10078,4884,4884,4489,4489,2299,2299,5.551115123125783e-17,5.551115123125783e-17,0.0,pass,
defense_bottom_30pct_continuation_score_v1,ridge_logistic_bar_state_v1,0.4570714890970447,0.4570714890970447,0.0,robustness,1872,1872,1346,1346,526,526,397,397,196,196,0.0,5.551115123125783e-17,0.0,pass,
defense_bottom_30pct_continuation_score_v1,ridge_logistic_bar_state_v1,0.4570714890970447,0.4570714890970447,0.0,validation,505,505,325,325,180,180,158,158,81,81,0.0,2.7755575615628914e-17,0.0,pass,
