calendar_reconstruction_status,active_exposure_reconstruction_status,same_day_concurrent_candidate_status,capacity_cap_config_frozen,turnover_cost_config_frozen,o6_primary_allowed,o6_status_for_17b,capacity_reconstruction_gate,blocking_reason
pass,appendix_only_by_config,appendix_only_by_config,True,True,False,appendix_only_nonblocking,appendix_only,
