instrument,stock_ts_code,industry_target_key,industry_ts_code,industry_name,source,source_trade_date,weight
SZ001296,001296.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ001298,001298.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ001299,001299.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ001300,001300.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ001301,001301.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ001306,001306.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ001308,001308.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ001309,001309.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ001311,001311.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ001312,001312.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ001313,001313.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ001314,001314.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ001316,001316.SZ,sw_801960,801960.SI,石油石化,tushare.index_member,20260430,
SZ001317,001317.SZ,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SZ001318,001318.SZ,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SZ001319,001319.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ001322,001322.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ001323,001323.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ001324,001324.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ001325,001325.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ001326,001326.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ001328,001328.SZ,sw_801980,801980.SI,美容护理,tushare.index_member,20260430,
SZ001330,001330.SZ,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SZ001331,001331.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ001332,001332.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ001333,001333.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ001335,001335.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ001336,001336.SZ,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SZ001337,001337.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ001338,001338.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ001339,001339.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ001356,001356.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ001358,001358.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ001359,001359.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ001360,001360.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ001366,001366.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ001367,001367.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ001368,001368.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ001369,001369.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ001373,001373.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ001376,001376.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ001378,001378.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ001379,001379.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ001380,001380.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ001382,001382.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ001386,001386.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ001387,001387.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ001388,001388.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ001389,001389.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ001390,001390.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ001391,001391.SZ,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SZ001395,001395.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ001396,001396.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ001400,001400.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ001696,001696.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ001872,001872.SZ,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SZ001896,001896.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ001914,001914.SZ,sw_801180,801180.SI,房地产,tushare.index_member,20260430,
SZ001965,001965.SZ,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SZ001979,001979.SZ,sw_801180,801180.SI,房地产,tushare.index_member,20260430,
SZ002001,002001.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002003,002003.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ002004,002004.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002005,002005.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ002006,002006.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002007,002007.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002008,002008.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002009,002009.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002010,002010.SZ,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SZ002011,002011.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ002012,002012.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002014,002014.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002015,002015.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ002016,002016.SZ,sw_801180,801180.SI,房地产,tushare.index_member,20260430,
SZ002017,002017.SZ,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SZ002019,002019.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002020,002020.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002021,002021.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002022,002022.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002023,002023.SZ,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SZ002024,002024.SZ,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SZ002025,002025.SZ,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SZ002026,002026.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002027,002027.SZ,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SZ002028,002028.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002029,002029.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ002030,002030.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002031,002031.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002032,002032.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ002033,002033.SZ,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SZ002034,002034.SZ,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SZ002035,002035.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ002036,002036.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002037,002037.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002038,002038.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002039,002039.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ002040,002040.SZ,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SZ002041,002041.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ002042,002042.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ002043,002043.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002044,002044.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002045,002045.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002046,002046.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002047,002047.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002048,002048.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ002049,002049.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002050,002050.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ002051,002051.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002052,002052.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ002053,002053.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ002054,002054.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002055,002055.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002056,002056.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002057,002057.SZ,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SZ002058,002058.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002059,002059.SZ,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SZ002060,002060.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ002061,002061.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002062,002062.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002063,002063.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002064,002064.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002065,002065.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002066,002066.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002067,002067.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002068,002068.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002069,002069.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ002072,002072.SZ,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SZ002073,002073.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002074,002074.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002075,002075.SZ,sw_801040,801040.SI,钢铁,tushare.index_member,20260430,
SZ002076,002076.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ002077,002077.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002078,002078.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002079,002079.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002080,002080.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002081,002081.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002082,002082.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002083,002083.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ002084,002084.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002085,002085.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ002086,002086.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002088,002088.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002090,002090.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002091,002091.SZ,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SZ002092,002092.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002093,002093.SZ,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SZ002094,002094.SZ,sw_801980,801980.SI,美容护理,tushare.index_member,20260430,
SZ002095,002095.SZ,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SZ002096,002096.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002097,002097.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002098,002098.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ002099,002099.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002100,002100.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ002101,002101.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ002102,002102.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002103,002103.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002104,002104.SZ,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SZ002105,002105.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ002106,002106.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002107,002107.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002108,002108.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002109,002109.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002110,002110.SZ,sw_801040,801040.SI,钢铁,tushare.index_member,20260430,
SZ002111,002111.SZ,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SZ002112,002112.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002114,002114.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002115,002115.SZ,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SZ002116,002116.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002117,002117.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002119,002119.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002120,002120.SZ,sw_801170,801170.SI,交通运输,tushare.index_member,20260430,
SZ002121,002121.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002122,002122.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002123,002123.SZ,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SZ002124,002124.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ002125,002125.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002126,002126.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ002127,002127.SZ,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SZ002128,002128.SZ,sw_801950,801950.SI,煤炭,tushare.index_member,20260430,
SZ002129,002129.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002130,002130.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002131,002131.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002132,002132.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002133,002133.SZ,sw_801180,801180.SI,房地产,tushare.index_member,20260430,
SZ002134,002134.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002135,002135.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002136,002136.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002137,002137.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002138,002138.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002139,002139.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002140,002140.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002141,002141.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ002142,002142.SZ,sw_801780,801780.SI,银行,tushare.index_member,20260430,
SZ002144,002144.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ002145,002145.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002146,002146.SZ,sw_801180,801180.SI,房地产,tushare.index_member,20260430,
SZ002148,002148.SZ,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SZ002149,002149.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002150,002150.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002151,002151.SZ,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SZ002152,002152.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002153,002153.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002154,002154.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ002155,002155.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002156,002156.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002157,002157.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ002158,002158.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002159,002159.SZ,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SZ002160,002160.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002161,002161.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002162,002162.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002163,002163.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002164,002164.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002165,002165.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002166,002166.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002167,002167.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002168,002168.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002169,002169.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002170,002170.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002171,002171.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002172,002172.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002173,002173.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002174,002174.SZ,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SZ002175,002175.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002176,002176.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002177,002177.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002178,002178.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002179,002179.SZ,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SZ002180,002180.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002181,002181.SZ,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SZ002182,002182.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002183,002183.SZ,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SZ002184,002184.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002185,002185.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002186,002186.SZ,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SZ002187,002187.SZ,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SZ002188,002188.SZ,sw_801180,801180.SI,房地产,tushare.index_member,20260430,
SZ002189,002189.SZ,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SZ002190,002190.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ002191,002191.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002192,002192.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002193,002193.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ002194,002194.SZ,sw_801770,801770.SI,通信,tushare.index_member,20260430,
SZ002195,002195.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002196,002196.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002197,002197.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002198,002198.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002199,002199.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002200,002200.SZ,sw_801720,801720.SI,建筑装饰,tushare.index_member,20260430,
SZ002201,002201.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002202,002202.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002203,002203.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002204,002204.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002205,002205.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002206,002206.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002207,002207.SZ,sw_801960,801960.SI,石油石化,tushare.index_member,20260430,
SZ002208,002208.SZ,sw_801180,801180.SI,房地产,tushare.index_member,20260430,
SZ002209,002209.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002210,002210.SZ,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SZ002211,002211.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002212,002212.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002213,002213.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002214,002214.SZ,sw_801740,801740.SI,国防军工,tushare.index_member,20260430,
SZ002215,002215.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ002216,002216.SZ,sw_801120,801120.SI,食品饮料,tushare.index_member,20260430,
SZ002217,002217.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002218,002218.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ002219,002219.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002221,002221.SZ,sw_801960,801960.SI,石油石化,tushare.index_member,20260430,
SZ002222,002222.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002223,002223.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002224,002224.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002225,002225.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002226,002226.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002227,002227.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002228,002228.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002229,002229.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002230,002230.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002232,002232.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002233,002233.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002234,002234.SZ,sw_801010,801010.SI,农林牧渔,tushare.index_member,20260430,
SZ002235,002235.SZ,sw_801140,801140.SI,轻工制造,tushare.index_member,20260430,
SZ002236,002236.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002237,002237.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002238,002238.SZ,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SZ002239,002239.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ002240,002240.SZ,sw_801050,801050.SI,有色金属,tushare.index_member,20260430,
SZ002241,002241.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002242,002242.SZ,sw_801110,801110.SI,家用电器,tushare.index_member,20260430,
SZ002243,002243.SZ,sw_801210,801210.SI,社会服务,tushare.index_member,20260430,
SZ002244,002244.SZ,sw_801180,801180.SI,房地产,tushare.index_member,20260430,
SZ002245,002245.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002246,002246.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002247,002247.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002248,002248.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002249,002249.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002250,002250.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002251,002251.SZ,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SZ002252,002252.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002253,002253.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002254,002254.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002255,002255.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002256,002256.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ002258,002258.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002259,002259.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ002261,002261.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002262,002262.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002263,002263.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002264,002264.SZ,sw_801760,801760.SI,传媒,tushare.index_member,20260430,
SZ002265,002265.SZ,sw_801880,801880.SI,汽车,tushare.index_member,20260430,
SZ002266,002266.SZ,sw_801970,801970.SI,环保,tushare.index_member,20260430,
SZ002267,002267.SZ,sw_801160,801160.SI,公用事业,tushare.index_member,20260430,
SZ002268,002268.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
SZ002269,002269.SZ,sw_801130,801130.SI,纺织服饰,tushare.index_member,20260430,
SZ002270,002270.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002271,002271.SZ,sw_801710,801710.SI,建筑材料,tushare.index_member,20260430,
SZ002272,002272.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002273,002273.SZ,sw_801080,801080.SI,电子,tushare.index_member,20260430,
SZ002274,002274.SZ,sw_801030,801030.SI,基础化工,tushare.index_member,20260430,
SZ002275,002275.SZ,sw_801150,801150.SI,医药生物,tushare.index_member,20260430,
SZ002276,002276.SZ,sw_801730,801730.SI,电力设备,tushare.index_member,20260430,
SZ002277,002277.SZ,sw_801200,801200.SI,商贸零售,tushare.index_member,20260430,
SZ002278,002278.SZ,sw_801890,801890.SI,机械设备,tushare.index_member,20260430,
SZ002279,002279.SZ,sw_801750,801750.SI,计算机,tushare.index_member,20260430,
