family,split,instrument_segment,decile,event_count,mean_label_self_relative_H3,state_decile_monotonicity_score,middle_state_violently_inverted_flag
volume_price_correlation,validation,all_instrument,5,2167,-0.0021129819165726905,0.709090909090909,False
volume_price_correlation,validation,all_instrument,6,2286,-0.00048823019203554706,0.709090909090909,False
volume_price_correlation,validation,all_instrument,7,2222,-0.0009320995729767494,0.709090909090909,False
volume_price_correlation,validation,all_instrument,8,2009,-0.0010247063877588496,0.709090909090909,False
volume_price_correlation,validation,all_instrument,9,1925,-0.0016328049910289352,0.709090909090909,False
volume_price_correlation,validation,all_instrument,10,1585,-0.0019402021707481734,0.709090909090909,False
volume_price_correlation,validation,seen_instrument,1,1091,-0.0022869872888839396,0.2727272727272727,False
volume_price_correlation,validation,seen_instrument,2,1186,-0.003401420544288037,0.2727272727272727,False
volume_price_correlation,validation,seen_instrument,3,1152,-0.0027406885309708127,0.2727272727272727,False
volume_price_correlation,validation,seen_instrument,4,1282,-0.0029410868554100036,0.2727272727272727,False
volume_price_correlation,validation,seen_instrument,5,1306,-0.0016019562655282605,0.2727272727272727,False
volume_price_correlation,validation,seen_instrument,6,1360,0.0004735684859242446,0.2727272727272727,False
volume_price_correlation,validation,seen_instrument,7,1349,-0.0004592154568106436,0.2727272727272727,False
volume_price_correlation,validation,seen_instrument,8,1173,-0.001340264148169273,0.2727272727272727,False
volume_price_correlation,validation,seen_instrument,9,1107,-0.0022942118595277628,0.2727272727272727,False
volume_price_correlation,validation,seen_instrument,10,959,-0.0028992868794163506,0.2727272727272727,False
volume_price_correlation,validation,unseen_instrument,1,342,-0.0030124575748969942,0.5151515151515151,False
volume_price_correlation,validation,unseen_instrument,2,360,-0.002747330927705704,0.5151515151515151,False
volume_price_correlation,validation,unseen_instrument,3,368,-0.001362504380822476,0.5151515151515151,False
volume_price_correlation,validation,unseen_instrument,4,387,-0.0013341061448247243,0.5151515151515151,False
volume_price_correlation,validation,unseen_instrument,5,383,-0.0035000781867527892,0.5151515151515151,False
volume_price_correlation,validation,unseen_instrument,6,419,-0.0026441230417301163,0.5151515151515151,False
volume_price_correlation,validation,unseen_instrument,7,400,-0.0008566285269561942,0.5151515151515151,False
volume_price_correlation,validation,unseen_instrument,8,405,-0.0027412014895230757,0.5151515151515151,False
volume_price_correlation,validation,unseen_instrument,9,374,-0.001875141218572585,0.5151515151515151,False
volume_price_correlation,validation,unseen_instrument,10,267,0.00145256453903584,0.5151515151515151,False
volume_price_correlation,robustness,all_instrument,1,2190,-0.006177704132793221,0.9757575757575757,False
volume_price_correlation,robustness,all_instrument,2,2263,-0.0004421092814778992,0.9757575757575757,False
volume_price_correlation,robustness,all_instrument,3,2074,0.0013299505209651056,0.9757575757575757,False
volume_price_correlation,robustness,all_instrument,4,2076,0.002052161631375405,0.9757575757575757,False
volume_price_correlation,robustness,all_instrument,5,2099,0.0018334943568750497,0.9757575757575757,False
volume_price_correlation,robustness,all_instrument,6,2069,0.0027469865207662286,0.9757575757575757,False
volume_price_correlation,robustness,all_instrument,7,2094,0.003839431109618732,0.9757575757575757,False
volume_price_correlation,robustness,all_instrument,8,1899,0.0042353035637140764,0.9757575757575757,False
volume_price_correlation,robustness,all_instrument,9,1959,0.0059908183597150565,0.9757575757575757,False
volume_price_correlation,robustness,all_instrument,10,1875,0.004887953796101449,0.9757575757575757,False
volume_price_correlation,robustness,seen_instrument,1,1375,-0.006362737238208338,0.9636363636363635,False
volume_price_correlation,robustness,seen_instrument,2,1447,-0.0014154965192564475,0.9636363636363635,False
volume_price_correlation,robustness,seen_instrument,3,1276,0.0018032925990451908,0.9636363636363635,False
volume_price_correlation,robustness,seen_instrument,4,1277,0.0010461118162052002,0.9636363636363635,False
volume_price_correlation,robustness,seen_instrument,5,1279,0.0019472798491941908,0.9636363636363635,False
volume_price_correlation,robustness,seen_instrument,6,1304,0.0026963734570473034,0.9636363636363635,False
volume_price_correlation,robustness,seen_instrument,7,1311,0.004341008828502884,0.9636363636363635,False
volume_price_correlation,robustness,seen_instrument,8,1201,0.004237668285993355,0.9636363636363635,False
volume_price_correlation,robustness,seen_instrument,9,1214,0.005917799936245211,0.9636363636363635,False
volume_price_correlation,robustness,seen_instrument,10,1191,0.0047991360927851995,0.9636363636363635,False
volume_price_correlation,robustness,unseen_instrument,1,463,-0.006920788416370643,0.9030303030303028,False
volume_price_correlation,robustness,unseen_instrument,2,418,-0.0007433608503436894,0.9030303030303028,False
volume_price_correlation,robustness,unseen_instrument,3,437,0.0008005801874779734,0.9030303030303028,False
volume_price_correlation,robustness,unseen_instrument,4,424,0.0033092264507399035,0.9030303030303028,False
volume_price_correlation,robustness,unseen_instrument,5,433,0.001979684542090413,0.9030303030303028,False
volume_price_correlation,robustness,unseen_instrument,6,413,0.0038928374328626547,0.9030303030303028,False
volume_price_correlation,robustness,unseen_instrument,7,414,0.0030234305263519288,0.9030303030303028,False
volume_price_correlation,robustness,unseen_instrument,8,370,0.0055270282633838146,0.9030303030303028,False
volume_price_correlation,robustness,unseen_instrument,9,391,0.007164412176707973,0.9030303030303028,False
volume_price_correlation,robustness,unseen_instrument,10,356,0.004901337982261246,0.9030303030303028,False
volume_surge_money_flow,train,all_instrument,1,2549,-0.005450120054735054,0.8303030303030302,False
volume_surge_money_flow,train,all_instrument,2,2687,-0.0048701610076277504,0.8303030303030302,False
volume_surge_money_flow,train,all_instrument,3,2770,-0.0028334829907584553,0.8303030303030302,False
volume_surge_money_flow,train,all_instrument,4,2803,-0.0008116974448996961,0.8303030303030302,False
volume_surge_money_flow,train,all_instrument,5,2968,-0.0011877988441547347,0.8303030303030302,False
volume_surge_money_flow,train,all_instrument,6,2970,0.00013378541862223698,0.8303030303030302,False
volume_surge_money_flow,train,all_instrument,7,2916,-0.0006959660999905603,0.8303030303030302,False
volume_surge_money_flow,train,all_instrument,8,2971,-0.0009439683799992479,0.8303030303030302,False
volume_surge_money_flow,train,all_instrument,9,2962,0.002032808640059566,0.8303030303030302,False
volume_surge_money_flow,train,all_instrument,10,2938,-0.00037002980903690726,0.8303030303030302,False
volume_surge_money_flow,train,seen_instrument,1,1576,-0.005124447119022553,0.7212121212121211,False
volume_surge_money_flow,train,seen_instrument,2,1637,-0.005485900752908397,0.7212121212121211,False
volume_surge_money_flow,train,seen_instrument,3,1656,-0.003022529000817495,0.7212121212121211,False
volume_surge_money_flow,train,seen_instrument,4,1664,-0.001817192454340411,0.7212121212121211,False
volume_surge_money_flow,train,seen_instrument,5,1749,-0.00018999005617359422,0.7212121212121211,False
volume_surge_money_flow,train,seen_instrument,6,1728,-0.0003482811896273899,0.7212121212121211,False
volume_surge_money_flow,train,seen_instrument,7,1770,0.0001855400207504615,0.7212121212121211,False
volume_surge_money_flow,train,seen_instrument,8,1785,-0.0005702396542184742,0.7212121212121211,False
volume_surge_money_flow,train,seen_instrument,9,1813,0.001861178031431751,0.7212121212121211,False
volume_surge_money_flow,train,seen_instrument,10,1761,-0.0008261494129102481,0.7212121212121211,False
volume_surge_money_flow,train,unseen_instrument,1,973,-0.005977623185961057,0.709090909090909,False
volume_surge_money_flow,train,unseen_instrument,2,1050,-0.0039101934237949715,0.709090909090909,False
volume_surge_money_flow,train,unseen_instrument,3,1114,-0.002552459478498339,0.709090909090909,False
volume_surge_money_flow,train,unseen_instrument,4,1139,0.0006572610236774328,0.709090909090909,False
volume_surge_money_flow,train,unseen_instrument,5,1219,-0.0026194375399537623,0.709090909090909,False
volume_surge_money_flow,train,unseen_instrument,6,1242,0.0008044867866217177,0.709090909090909,False
volume_surge_money_flow,train,unseen_instrument,7,1146,-0.0020574546110827146,0.709090909090909,False
volume_surge_money_flow,train,unseen_instrument,8,1186,-0.0015064521704871749,0.709090909090909,False
volume_surge_money_flow,train,unseen_instrument,9,1149,0.002303623516858722,0.709090909090909,False
volume_surge_money_flow,train,unseen_instrument,10,1177,0.0003124057240310224,0.709090909090909,False
volume_surge_money_flow,validation,all_instrument,1,1035,-0.002071091155830105,0.28484848484848485,False
volume_surge_money_flow,validation,all_instrument,2,1552,-0.0014279482863424682,0.28484848484848485,False
volume_surge_money_flow,validation,all_instrument,3,1819,-0.0027193356179708457,0.28484848484848485,False
volume_surge_money_flow,validation,all_instrument,4,2172,-0.002069027964069132,0.28484848484848485,False
volume_surge_money_flow,validation,all_instrument,5,2268,-0.0009712726804460721,0.28484848484848485,False
volume_surge_money_flow,validation,all_instrument,6,2515,-0.00251404054937089,0.28484848484848485,False
volume_surge_money_flow,validation,all_instrument,7,2234,-0.003024175222527524,0.28484848484848485,False
volume_surge_money_flow,validation,all_instrument,8,2405,-0.0016080534563295285,0.28484848484848485,False
volume_surge_money_flow,validation,all_instrument,9,2154,-0.0019427512359546355,0.28484848484848485,False
volume_surge_money_flow,validation,all_instrument,10,1961,-0.0003799723253037072,0.28484848484848485,False
volume_surge_money_flow,validation,seen_instrument,1,620,-0.00432450327773221,0.406060606060606,False
volume_surge_money_flow,validation,seen_instrument,2,901,-0.0011786362816488835,0.406060606060606,False
volume_surge_money_flow,validation,seen_instrument,3,1083,-0.00210531059284457,0.406060606060606,False
volume_surge_money_flow,validation,seen_instrument,4,1253,-0.0021395890737863415,0.406060606060606,False
volume_surge_money_flow,validation,seen_instrument,5,1325,-0.0004313452182577864,0.406060606060606,False
volume_surge_money_flow,validation,seen_instrument,6,1477,-0.003484830733900111,0.406060606060606,False
volume_surge_money_flow,validation,seen_instrument,7,1363,-0.002759111033276614,0.406060606060606,False
volume_surge_money_flow,validation,seen_instrument,8,1445,-0.001686661883383117,0.406060606060606,False
volume_surge_money_flow,validation,seen_instrument,9,1293,-0.0017108281871940857,0.406060606060606,False
volume_surge_money_flow,validation,seen_instrument,10,1205,0.00034520041384284323,0.406060606060606,False
volume_surge_money_flow,validation,unseen_instrument,1,197,0.0013566626977656164,-0.43030303030303024,False
volume_surge_money_flow,validation,unseen_instrument,2,316,-0.002874443791709868,-0.43030303030303024,False
volume_surge_money_flow,validation,unseen_instrument,3,316,-0.0016391784268452152,-0.43030303030303024,False
volume_surge_money_flow,validation,unseen_instrument,4,416,-0.003712220041948082,-0.43030303030303024,False
volume_surge_money_flow,validation,unseen_instrument,5,426,-0.0009590841086214224,-0.43030303030303024,False
volume_surge_money_flow,validation,unseen_instrument,6,460,0.0008846431342008395,-0.43030303030303024,False
volume_surge_money_flow,validation,unseen_instrument,7,374,-0.004356484643364734,-0.43030303030303024,False
volume_surge_money_flow,validation,unseen_instrument,8,458,-0.0011527457510274984,-0.43030303030303024,False
volume_surge_money_flow,validation,unseen_instrument,9,378,-0.0016420062922226158,-0.43030303030303024,False
volume_surge_money_flow,validation,unseen_instrument,10,364,-0.004859349252772878,-0.43030303030303024,False
volume_surge_money_flow,robustness,all_instrument,1,1771,0.0011648251694222661,-0.5757575757575757,False
volume_surge_money_flow,robustness,all_instrument,2,2381,0.0031062506779244207,-0.5757575757575757,False
volume_surge_money_flow,robustness,all_instrument,3,2364,0.0036388897657043252,-0.5757575757575757,False
volume_surge_money_flow,robustness,all_instrument,4,2312,0.002716442882265575,-0.5757575757575757,False
volume_surge_money_flow,robustness,all_instrument,5,2269,0.002219704030786208,-0.5757575757575757,False
volume_surge_money_flow,robustness,all_instrument,6,2255,0.0036186676423268444,-0.5757575757575757,False
volume_surge_money_flow,robustness,all_instrument,7,2147,0.002807861836060584,-0.5757575757575757,False
volume_surge_money_flow,robustness,all_instrument,8,2015,-0.00038270239870306406,-0.5757575757575757,False
volume_surge_money_flow,robustness,all_instrument,9,1810,-0.001565729346620995,-0.5757575757575757,False
volume_surge_money_flow,robustness,all_instrument,10,1274,-0.000751264831469548,-0.5757575757575757,False
volume_surge_money_flow,robustness,seen_instrument,1,1067,0.00099338342119817,-0.6848484848484848,False
volume_surge_money_flow,robustness,seen_instrument,2,1511,0.003300674890175877,-0.6848484848484848,False
volume_surge_money_flow,robustness,seen_instrument,3,1471,0.004146377297041124,-0.6848484848484848,False
volume_surge_money_flow,robustness,seen_instrument,4,1445,0.002113270183319297,-0.6848484848484848,False
volume_surge_money_flow,robustness,seen_instrument,5,1476,0.002674342825833753,-0.6848484848484848,False
volume_surge_money_flow,robustness,seen_instrument,6,1424,0.002689989218720088,-0.6848484848484848,False
volume_surge_money_flow,robustness,seen_instrument,7,1311,0.0018158406545305459,-0.6848484848484848,False
volume_surge_money_flow,robustness,seen_instrument,8,1266,-9.501815281084876e-05,-0.6848484848484848,False
volume_surge_money_flow,robustness,seen_instrument,9,1118,-0.0011875216703344886,-0.6848484848484848,False
volume_surge_money_flow,robustness,seen_instrument,10,786,-0.001760473977436107,-0.6848484848484848,False
volume_surge_money_flow,robustness,unseen_instrument,1,348,0.0023857253157034603,-0.5151515151515151,False
volume_surge_money_flow,robustness,unseen_instrument,2,441,0.003586772706730439,-0.5151515151515151,False
volume_surge_money_flow,robustness,unseen_instrument,3,489,0.0014928882514405684,-0.5151515151515151,False
volume_surge_money_flow,robustness,unseen_instrument,4,469,0.002453011049939447,-0.5151515151515151,False
volume_surge_money_flow,robustness,unseen_instrument,5,453,0.0007073277322046141,-0.5151515151515151,False
volume_surge_money_flow,robustness,unseen_instrument,6,444,0.00667256563449686,-0.5151515151515151,False
volume_surge_money_flow,robustness,unseen_instrument,7,434,0.005564562903729081,-0.5151515151515151,False
volume_surge_money_flow,robustness,unseen_instrument,8,401,0.00048712635297270195,-0.5151515151515151,False
volume_surge_money_flow,robustness,unseen_instrument,9,367,-0.0025236482361478416,-0.5151515151515151,False
volume_surge_money_flow,robustness,unseen_instrument,10,273,-0.002615304948546517,-0.5151515151515151,False
vwap_deviation,train,all_instrument,1,2283,-0.005108460064679884,0.9272727272727272,False
vwap_deviation,train,all_instrument,2,2581,-0.002882227588706551,0.9272727272727272,False
vwap_deviation,train,all_instrument,3,2716,-0.00321929524128482,0.9272727272727272,False
vwap_deviation,train,all_instrument,4,2852,-0.0012942047311857638,0.9272727272727272,False
vwap_deviation,train,all_instrument,5,2896,-0.0023674233580513316,0.9272727272727272,False
vwap_deviation,train,all_instrument,6,2841,-0.0025543865051099713,0.9272727272727272,False
vwap_deviation,train,all_instrument,7,2966,-0.0006355375230510428,0.9272727272727272,False
vwap_deviation,train,all_instrument,8,3024,-0.0008202492351193764,0.9272727272727272,False
vwap_deviation,train,all_instrument,9,3194,0.0004459281052317695,0.9272727272727272,False
vwap_deviation,train,all_instrument,10,3181,0.0026595853139653324,0.9272727272727272,False
vwap_deviation,train,seen_instrument,1,1388,-0.004178351757288907,0.9515151515151514,False
vwap_deviation,train,seen_instrument,2,1521,-0.003701761394046882,0.9515151515151514,False
vwap_deviation,train,seen_instrument,3,1649,-0.0033851259355438634,0.9515151515151514,False
vwap_deviation,train,seen_instrument,4,1722,-0.001307373095262641,0.9515151515151514,False
vwap_deviation,train,seen_instrument,5,1722,-0.002381832155363603,0.9515151515151514,False
vwap_deviation,train,seen_instrument,6,1762,-0.002602335460055181,0.9515151515151514,False
vwap_deviation,train,seen_instrument,7,1786,-0.0009429115843296751,0.9515151515151514,False
vwap_deviation,train,seen_instrument,8,1830,-0.0009296601205636895,0.9515151515151514,False
vwap_deviation,train,seen_instrument,9,1877,0.0008194485935656371,0.9515151515151514,False
vwap_deviation,train,seen_instrument,10,1882,0.00266076054883104,0.9515151515151514,False
vwap_deviation,train,unseen_instrument,1,895,-0.006550907361505221,0.8424242424242423,False
vwap_deviation,train,unseen_instrument,2,1060,-0.0017062738925531149,0.8424242424242423,False
vwap_deviation,train,unseen_instrument,3,1067,-0.0029630114410662987,0.8424242424242423,False
vwap_deviation,train,unseen_instrument,4,1130,-0.0012741375427429472,0.8424242424242423,False
vwap_deviation,train,unseen_instrument,5,1174,-0.002346288818893129,0.8424242424242423,False
vwap_deviation,train,unseen_instrument,6,1079,-0.002476086172752734,0.8424242424242423,False
vwap_deviation,train,unseen_instrument,7,1180,-0.0001703086472513501,0.8424242424242423,False
vwap_deviation,train,unseen_instrument,8,1194,-0.0006525591845640224,0.8424242424242423,False
vwap_deviation,train,unseen_instrument,9,1317,-8.64165846715483e-05,0.8424242424242423,False
vwap_deviation,train,unseen_instrument,10,1299,0.0026578826257303346,0.8424242424242423,False
vwap_deviation,validation,all_instrument,1,1214,-0.003519148915855891,0.6969696969696969,False
vwap_deviation,validation,all_instrument,2,1571,-0.0031831342040082146,0.6969696969696969,False
vwap_deviation,validation,all_instrument,3,1746,-0.002871557032902635,0.6969696969696969,False
vwap_deviation,validation,all_instrument,4,1847,-0.003920738541146204,0.6969696969696969,False
vwap_deviation,validation,all_instrument,5,1891,-0.0025626637844688967,0.6969696969696969,False
vwap_deviation,validation,all_instrument,6,1933,-0.0006608072275082227,0.6969696969696969,False
vwap_deviation,validation,all_instrument,7,2141,0.00020481816475549975,0.6969696969696969,False
vwap_deviation,validation,all_instrument,8,2096,-0.00041962596806782054,0.6969696969696969,False
vwap_deviation,validation,all_instrument,9,2556,-0.000583881156048899,0.6969696969696969,False
vwap_deviation,validation,all_instrument,10,3120,-0.002658317369466488,0.6969696969696969,False
vwap_deviation,validation,seen_instrument,1,726,-0.002050703854262905,0.49090909090909085,False
vwap_deviation,validation,seen_instrument,2,936,-0.004602713139031184,0.49090909090909085,False
vwap_deviation,validation,seen_instrument,3,1044,-0.002386821345397194,0.49090909090909085,False
vwap_deviation,validation,seen_instrument,4,1064,-0.003637534600668271,0.49090909090909085,False
vwap_deviation,validation,seen_instrument,5,1123,-0.003129261082539392,0.49090909090909085,False
vwap_deviation,validation,seen_instrument,6,1175,-0.0010101244159276754,0.49090909090909085,False
vwap_deviation,validation,seen_instrument,7,1308,5.120860632420796e-05,0.49090909090909085,False
vwap_deviation,validation,seen_instrument,8,1266,-0.0004723888459372647,0.49090909090909085,False
vwap_deviation,validation,seen_instrument,9,1507,-0.00013769435202663327,0.49090909090909085,False
vwap_deviation,validation,seen_instrument,10,1816,-0.0026530849823807176,0.49090909090909085,False
vwap_deviation,validation,unseen_instrument,1,199,-0.005245948522686967,0.35757575757575755,False
vwap_deviation,validation,unseen_instrument,2,266,-0.0014721668462395717,0.35757575757575755,False
vwap_deviation,validation,unseen_instrument,3,307,-0.005441249358619042,0.35757575757575755,False
vwap_deviation,validation,unseen_instrument,4,351,-0.006114097016980408,0.35757575757575755,False
vwap_deviation,validation,unseen_instrument,5,365,-0.0009901178675232984,0.35757575757575755,False
vwap_deviation,validation,unseen_instrument,6,364,0.0010875264352546343,0.35757575757575755,False
vwap_deviation,validation,unseen_instrument,7,379,0.0006320253048791926,0.35757575757575755,False
vwap_deviation,validation,unseen_instrument,8,398,0.00038989446800531696,0.35757575757575755,False
vwap_deviation,validation,unseen_instrument,9,502,-0.002021231092537135,0.35757575757575755,False
vwap_deviation,validation,unseen_instrument,10,574,-0.0024637567084156314,0.35757575757575755,False
vwap_deviation,robustness,all_instrument,1,1853,-0.0027002444853312553,0.9151515151515152,False
vwap_deviation,robustness,all_instrument,2,2422,-0.0012243795089101797,0.9151515151515152,False
vwap_deviation,robustness,all_instrument,3,2342,0.0003948796718925693,0.9151515151515152,False
vwap_deviation,robustness,all_instrument,4,2414,0.0016535201183731363,0.9151515151515152,False
vwap_deviation,robustness,all_instrument,5,2307,0.0029498612103620297,0.9151515151515152,False
vwap_deviation,robustness,all_instrument,6,2124,0.002939094158769304,0.9151515151515152,False
vwap_deviation,robustness,all_instrument,7,2126,0.003293880832758089,0.9151515151515152,False
vwap_deviation,robustness,all_instrument,8,1852,0.0027505862782948956,0.9151515151515152,False
vwap_deviation,robustness,all_instrument,9,1670,0.004960449412226053,0.9151515151515152,False
vwap_deviation,robustness,all_instrument,10,1488,0.005798587209104581,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,1,1174,-0.0030088375743208247,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,2,1492,-0.001049477091907142,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,3,1441,-0.0003115164077826635,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,4,1561,0.0018049462682324297,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,5,1424,0.002889926588777207,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,6,1333,0.0031233726944522814,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,7,1303,0.003128927460507967,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,8,1169,0.001967495402648832,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,9,1023,0.00552397561191954,0.9151515151515152,False
vwap_deviation,robustness,seen_instrument,10,955,0.005183098973889825,0.9151515151515152,False
vwap_deviation,robustness,unseen_instrument,1,365,-0.0022710988865007786,0.8909090909090909,False
vwap_deviation,robustness,unseen_instrument,2,477,-0.001955521240753789,0.8909090909090909,False
vwap_deviation,robustness,unseen_instrument,3,504,0.00011233553732660095,0.8909090909090909,False
vwap_deviation,robustness,unseen_instrument,4,440,-0.00010246001874441018,0.8909090909090909,False
vwap_deviation,robustness,unseen_instrument,5,457,0.0032319914102061104,0.8909090909090909,False
vwap_deviation,robustness,unseen_instrument,6,407,0.0038257044735122954,0.8909090909090909,False
vwap_deviation,robustness,unseen_instrument,7,426,0.003997343464140913,0.8909090909090909,False
vwap_deviation,robustness,unseen_instrument,8,340,0.007650104010019131,0.8909090909090909,False
vwap_deviation,robustness,unseen_instrument,9,376,0.003499189626672242,0.8909090909090909,False
vwap_deviation,robustness,unseen_instrument,10,327,0.005022147946053706,0.8909090909090909,False
