library_id,feature_name,finite_ratio,unique_value_count,empty,constant
A20_RDAGENT_PINNED,RESI5,0.9999098530604886,10894,False,False
A20_RDAGENT_PINNED,WVMA5,0.9999098530604886,11055,False,False
A20_RDAGENT_PINNED,RSQR5,0.9998197061209771,10782,False,False
A20_RDAGENT_PINNED,KLEN,0.9999098530604886,10493,False,False
A20_RDAGENT_PINNED,RSQR10,1.0,11081,False,False
A20_RDAGENT_PINNED,CORR5,0.9998197061209771,11090,False,False
A20_RDAGENT_PINNED,CORD5,0.9998197061209771,11089,False,False
A20_RDAGENT_PINNED,CORR10,1.0,11093,False,False
A20_RDAGENT_PINNED,ROC60,0.9959433877219869,10737,False,False
A20_RDAGENT_PINNED,RESI10,0.9999098530604886,11086,False,False
A20_RDAGENT_PINNED,VSTD5,0.9999098530604886,11090,False,False
A20_RDAGENT_PINNED,RSQR60,1.0,11089,False,False
A20_RDAGENT_PINNED,CORR60,1.0,11091,False,False
A20_RDAGENT_PINNED,WVMA60,0.9999098530604886,11058,False,False
A20_RDAGENT_PINNED,STD5,0.9999098530604886,11029,False,False
A20_RDAGENT_PINNED,RSQR20,1.0,11090,False,False
A20_RDAGENT_PINNED,CORD60,0.9999098530604886,11090,False,False
A20_RDAGENT_PINNED,CORD10,0.9999098530604886,11091,False,False
A20_RDAGENT_PINNED,CORR20,1.0,11089,False,False
A20_RDAGENT_PINNED,KLOW,0.9999098530604886,9181,False,False
A158_QLIB_PINNED,KMID,0.9999098530604886,10279,False,False
A158_QLIB_PINNED,KLEN,0.9999098530604886,10493,False,False
A158_QLIB_PINNED,KMID2,0.9999098530604886,8840,False,False
A158_QLIB_PINNED,KUP,0.9999098530604886,9184,False,False
A158_QLIB_PINNED,KUP2,0.9999098530604886,7469,False,False
A158_QLIB_PINNED,KLOW,0.9999098530604886,9181,False,False
A158_QLIB_PINNED,KLOW2,0.9999098530604886,7528,False,False
A158_QLIB_PINNED,KSFT,0.9999098530604886,10622,False,False
A158_QLIB_PINNED,KSFT2,0.9999098530604886,7979,False,False
A158_QLIB_PINNED,OPEN0,0.9999098530604886,10109,False,False
A158_QLIB_PINNED,HIGH0,0.9999098530604886,9514,False,False
A158_QLIB_PINNED,LOW0,0.9999098530604886,9681,False,False
A158_QLIB_PINNED,VWAP0,0.0,0,True,True
A158_QLIB_PINNED,ROC5,0.9993689714234202,10558,False,False
A158_QLIB_PINNED,ROC10,0.9993689714234202,10653,False,False
A158_QLIB_PINNED,ROC20,0.998647795907329,10722,False,False
A158_QLIB_PINNED,ROC30,0.9983773550887948,10741,False,False
A158_QLIB_PINNED,ROC60,0.9959433877219869,10737,False,False
A158_QLIB_PINNED,MA5,0.9999098530604886,10785,False,False
A158_QLIB_PINNED,MA10,0.9999098530604886,10967,False,False
A158_QLIB_PINNED,MA20,0.9999098530604886,11031,False,False
A158_QLIB_PINNED,MA30,0.9999098530604886,11054,False,False
A158_QLIB_PINNED,MA60,0.9999098530604886,11058,False,False
A158_QLIB_PINNED,STD5,0.9999098530604886,11029,False,False
A158_QLIB_PINNED,STD10,0.9999098530604886,11070,False,False
A158_QLIB_PINNED,STD20,0.9999098530604886,11073,False,False
A158_QLIB_PINNED,STD30,0.9999098530604886,11078,False,False
