instrument,reason,detail,row_count
SZ002510,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1030.0
SZ002511,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1481.0
SZ002512,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,286.0
SZ002513,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,274.0
SZ002515,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,413.0
SZ002516,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,118.0
SZ002517,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1297.0
SZ002518,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,407.0
SZ002519,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,118.0
SZ002523,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,79.0
SZ002524,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1179.0
SZ002527,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1224.0
SZ002528,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,108.0
SZ002530,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,218.0
SZ002531,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,118.0
SZ002532,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,281.0
SZ002533,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,998.0
SZ002534,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1398.0
SZ002538,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,763.0
SZ002540,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1758.0
SZ002541,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1072.0
SZ002542,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1079.0
SZ002544,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1288.0
SZ002548,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1388.0
SZ002550,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,33.0
SZ002551,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1274.0
SZ002554,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,118.0
SZ002555,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,602.0
SZ002556,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1176.0
SZ002557,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1274.0
SZ002559,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,829.0
SZ002560,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,994.0
SZ002562,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,942.0
SZ002563,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,487.0
SZ002504,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002567,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1041.0
SZ002568,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1076.0
SZ002573,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1252.0
SZ002579,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1065.0
SZ002580,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,208.0
SZ002582,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1216.0
SZ002583,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,703.0
SZ002584,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,81.0
SZ002585,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,65.0
SZ002586,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,42.0
SZ002505,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002587,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,846.0
SZ002588,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,69.0
SZ002591,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,547.0
SZ002593,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,244.0
SZ002594,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,135.0
SZ002596,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,355.0
SZ002597,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1398.0
SZ002599,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,803.0
SZ002600,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1035.0
SZ002601,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1340.0
SZ002602,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,752.0
SZ002603,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,333.0
SZ002605,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1881.0
SZ002606,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,406.0
SZ002607,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,389.0
SZ002609,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1240.0
SZ002611,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1389.0
SZ002509,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002613,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,160.0
SZ002612,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,244.0
SZ002614,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1383.0
SZ002615,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1467.0
SZ002616,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1757.0
SZ002617,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,312.0
SZ002604,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002620,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,605.0
SZ002610,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002624,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,349.0
SZ002625,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,65.0
SZ002627,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1020.0
SZ002628,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,951.0
SZ002619,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002618,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002629,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,90.0
SZ002631,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1333.0
SZ002635,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,817.0
SZ002637,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,663.0
SZ002639,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,118.0
SZ002640,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,618.0
SZ002641,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,118.0
SZ002642,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,378.0
SZ002643,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,605.0
SZ002645,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1687.0
SZ002648,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1276.0
SZ002649,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1031.0
SZ002653,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1458.0
SZ002654,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,572.0
SZ002656,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,290.0
SZ002657,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,232.0
SZ002658,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1155.0
SZ002661,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,814.0
SZ002663,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,279.0
SZ002664,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1426.0
SZ002666,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,118.0
SZ002667,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,358.0
SZ002668,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,238.0
SZ002669,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,381.0
SZ002671,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1631.0
SZ002672,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,313.0
SZ002675,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,446.0
SZ002681,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,639.0
SZ002682,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,302.0
SZ002683,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1251.0
SZ002621,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002685,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,117.0
SZ002686,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,148.0
SZ002687,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,487.0
SZ002688,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,510.0
SZ002690,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1415.0
SZ002694,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,17.0
SZ002695,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,660.0
SZ002696,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,308.0
SZ002698,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,847.0
SZ002665,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002701,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,685.0
SZ002705,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,258.0
SZ002680,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002706,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,644.0
SZ002707,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1048.0
SZ002684,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002708,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1193.0
SZ002709,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1700.0
SZ002712,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,530.0
SZ002713,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,480.0
SZ002714,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1958.0
SZ002716,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,644.0
SZ002717,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1341.0
SZ002721,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,319.0
SZ002722,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1325.0
SZ002723,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1016.0
SZ002724,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,661.0
SZ002726,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1190.0
SZ002727,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1276.0
SZ002728,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1643.0
SZ002734,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1528.0
SZ002735,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1139.0
SZ002738,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1503.0
SZ002739,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,217.0
SZ002741,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,788.0
SZ002743,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,124.0
SZ002745,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,311.0
SZ002747,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1021.0
SZ002749,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1534.0
SZ002699,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002711,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002752,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,244.0
SZ002753,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1526.0
SZ002756,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,851.0
SZ002757,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,642.0
SZ002758,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1388.0
SZ002759,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,244.0
SZ002761,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,498.0
SZ002763,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,363.0
SZ002765,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1352.0
SZ002766,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1745.0
SZ002769,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,155.0
SZ002740,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002771,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,368.0
SZ002772,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1198.0
SZ002773,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,899.0
SZ002775,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1024.0
SZ002751,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002750,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002777,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,266.0
SZ002780,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,494.0
SZ002782,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1212.0
SZ002783,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1765.0
SZ002787,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1020.0
SZ002789,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,528.0
SZ002792,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,847.0
SZ002793,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,931.0
SZ002795,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,789.0
SZ002796,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,785.0
SZ002798,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1699.0
SZ002802,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1047.0
SZ002803,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,778.0
SZ002805,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,244.0
SZ002806,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1426.0
SZ002807,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1266.0
SZ002809,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1307.0
SZ002810,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1718.0
SZ002811,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,913.0
SZ002812,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1816.0
SZ002815,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1398.0
SZ002818,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,561.0
SZ002819,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1574.0
SZ002821,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1596.0
SZ002822,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1815.0
SZ002823,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1380.0
SZ002824,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1328.0
SZ002825,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1366.0
SZ002826,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1191.0
SZ002828,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,489.0
SZ002829,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,605.0
SZ002831,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,487.0
SZ002833,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1073.0
SZ002835,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,678.0
SZ002770,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002837,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1712.0
SZ002838,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1622.0
SZ002840,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1671.0
SZ002839,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1307.0
SZ002842,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1579.0
SZ002841,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,890.0
SZ002845,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,742.0
SZ002846,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1367.0
SZ002847,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1662.0
SZ002849,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,846.0
SZ002850,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1604.0
SZ002851,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1815.0
SZ002852,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,562.0
SZ002776,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002855,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,459.0
SZ002858,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,905.0
SZ002859,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1337.0
SZ002860,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1526.0
SZ002861,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1149.0
SZ002863,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1206.0
SZ002781,instrument_processing_failed,"RuntimeError: stock_zh_a_hist: ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')); stock_zh_a_daily: JSONDecodeError: No value to decode; stock_zh_a_hist_tx: ValueError: stock_zh_a_hist_tx missing daily columns: ['volume']",0.0
SZ002865,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1115.0
SZ002866,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,697.0
SZ002867,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,524.0
SZ002869,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,820.0
SZ002871,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1791.0
SZ002873,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1506.0
SZ002875,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,961.0
SZ002876,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,505.0
SZ002877,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1359.0
SZ002878,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,899.0
SZ002881,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1589.0
SZ002883,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,758.0
SZ002884,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,455.0
SZ002885,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1215.0
SZ002887,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,454.0
SZ002891,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1628.0
SZ002892,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1396.0
SZ002893,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,412.0
SZ002895,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1719.0
SZ002897,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,179.0
SZ002900,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,309.0
SZ002901,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,901.0
SZ002902,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1140.0
SZ002903,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1336.0
SZ002906,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1420.0
SZ002907,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1019.0
SZ002908,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1096.0
SZ002909,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,892.0
SZ002911,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1294.0
SZ002913,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,898.0
SZ002915,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,892.0
SZ002916,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,881.0
SZ002918,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,979.0
SZ002921,missing_total_share_asof,No prior stock_zh_a_gbjg_em share-change row for trade date,1330.0
