membership_date,board_bucket,member_count
2019-03-20,chinext,12
2019-03-20,main_board,99
2019-03-21,chinext,12
2019-03-21,main_board,97
2019-03-22,chinext,13
2019-03-22,main_board,98
2019-03-25,chinext,14
2019-03-25,main_board,97
2019-03-26,chinext,13
2019-03-26,main_board,98
2019-03-27,chinext,14
2019-03-27,main_board,99
2019-03-28,chinext,13
2019-03-28,main_board,99
2019-03-29,chinext,13
2019-03-29,main_board,101
2019-04-01,chinext,13
2019-04-01,main_board,104
2019-04-02,chinext,13
2019-04-02,main_board,105
2019-04-03,chinext,13
2019-04-03,main_board,107
2019-04-04,chinext,14
2019-04-04,main_board,108
2019-04-08,chinext,14
2019-04-08,main_board,107
2019-04-09,chinext,14
2019-04-09,main_board,107
2019-04-10,chinext,15
2019-04-10,main_board,106
2019-04-11,chinext,15
2019-04-11,main_board,102
2019-04-12,chinext,15
2019-04-12,main_board,102
2019-04-15,chinext,15
2019-04-15,main_board,102
2019-04-16,chinext,15
2019-04-16,main_board,104
2019-04-17,chinext,15
2019-04-17,main_board,103
2019-04-18,chinext,15
2019-04-18,main_board,102
2019-04-19,chinext,15
2019-04-19,main_board,102
2019-04-22,chinext,15
2019-04-22,main_board,103
2019-04-23,chinext,15
2019-04-23,main_board,103
2019-04-24,chinext,15
2019-04-24,main_board,102
2019-04-25,chinext,15
2019-04-25,main_board,100
2019-04-26,chinext,16
2019-04-26,main_board,97
2019-04-29,chinext,15
2019-04-29,main_board,97
2019-04-30,chinext,15
2019-04-30,main_board,97
2019-05-06,chinext,14
2019-05-06,main_board,92
2019-05-07,chinext,14
2019-05-07,main_board,93
2019-05-08,chinext,15
2019-05-08,main_board,92
2019-05-09,chinext,14
2019-05-09,main_board,91
2019-05-10,chinext,16
2019-05-10,main_board,93
2019-05-13,chinext,15
2019-05-13,main_board,95
2019-05-14,chinext,15
2019-05-14,main_board,92
2019-05-15,chinext,15
2019-05-15,main_board,95
2019-05-16,chinext,16
2019-05-16,main_board,97
2019-05-17,chinext,12
2019-05-17,main_board,94
2019-05-20,chinext,11
2019-05-20,main_board,91
2019-05-21,chinext,13
2019-05-21,main_board,96
2019-05-22,chinext,13
2019-05-22,main_board,94
2019-05-23,chinext,12
2019-05-23,main_board,91
2019-05-24,chinext,11
2019-05-24,main_board,91
2019-05-27,chinext,13
2019-05-27,main_board,94
2019-05-28,chinext,12
2019-05-28,main_board,95
2019-05-29,chinext,12
2019-05-29,main_board,95
2019-05-30,chinext,12
2019-05-30,main_board,95
2019-05-31,chinext,13
2019-05-31,main_board,96
2019-06-03,chinext,12
2019-06-03,main_board,93
2019-06-04,chinext,11
2019-06-04,main_board,92
2019-06-05,chinext,11
2019-06-05,main_board,92
2019-06-06,chinext,11
2019-06-06,main_board,90
2019-06-10,chinext,11
2019-06-10,main_board,90
2019-06-11,chinext,13
2019-06-11,main_board,98
2019-06-12,chinext,11
2019-06-12,main_board,96
2019-06-13,chinext,12
2019-06-13,main_board,97
2019-06-14,chinext,11
2019-06-14,main_board,94
2019-06-17,chinext,10
2019-06-17,main_board,95
2019-06-18,chinext,11
2019-06-18,main_board,95
2019-06-19,chinext,11
2019-06-19,main_board,95
2019-06-20,chinext,12
2019-06-20,main_board,98
2019-06-21,chinext,12
2019-06-21,main_board,100
2019-06-24,chinext,12
2019-06-24,main_board,100
2019-06-25,chinext,12
2019-06-25,main_board,100
2019-06-26,chinext,11
2019-06-26,main_board,99
2019-06-27,chinext,12
2019-06-27,main_board,101
2019-06-28,chinext,11
2019-06-28,main_board,98
2019-07-01,chinext,13
2019-07-01,main_board,102
2019-07-02,chinext,13
2019-07-02,main_board,100
2019-07-03,chinext,13
2019-07-03,main_board,99
2019-07-04,chinext,13
2019-07-04,main_board,100
2019-07-05,chinext,14
2019-07-05,main_board,98
2019-07-08,chinext,13
2019-07-08,main_board,96
2019-07-09,chinext,12
2019-07-09,main_board,97
2019-07-10,chinext,13
2019-07-10,main_board,96
2019-07-11,chinext,13
2019-07-11,main_board,95
2019-07-12,chinext,12
2019-07-12,main_board,96
2019-07-15,chinext,14
2019-07-15,main_board,97
2019-07-16,chinext,12
2019-07-16,main_board,98
2019-07-17,chinext,12
2019-07-17,main_board,98
2019-07-18,chinext,12
2019-07-18,main_board,98
2019-07-19,chinext,12
2019-07-19,main_board,98
2019-07-22,chinext,12
2019-07-22,main_board,97
2019-07-23,chinext,12
2019-07-23,main_board,98
2019-07-24,chinext,12
2019-07-24,main_board,98
2019-07-25,chinext,13
2019-07-25,main_board,98
2019-07-26,chinext,13
2019-07-26,main_board,99
2019-07-29,chinext,13
2019-07-29,main_board,99
2019-07-30,chinext,13
2019-07-30,main_board,100
2019-07-31,chinext,12
2019-07-31,main_board,100
2019-08-01,chinext,13
2019-08-01,main_board,98
2019-08-02,chinext,12
2019-08-02,main_board,96
2019-08-05,chinext,12
2019-08-05,main_board,94
2019-08-06,chinext,11
2019-08-06,main_board,92
2019-08-07,chinext,11
2019-08-07,main_board,92
2019-08-08,chinext,11
2019-08-08,main_board,92
2019-08-09,chinext,11
2019-08-09,main_board,92
2019-08-12,chinext,11
2019-08-12,main_board,93
2019-08-13,chinext,11
2019-08-13,main_board,92
2019-08-14,chinext,11
2019-08-14,main_board,91
2019-08-15,chinext,11
2019-08-15,main_board,90
2019-08-16,chinext,12
2019-08-16,main_board,90
2019-08-19,chinext,14
2019-08-19,main_board,95
2019-08-20,chinext,14
2019-08-20,main_board,97
2019-08-21,chinext,15
2019-08-21,main_board,96
2019-08-22,chinext,15
2019-08-22,main_board,98
2019-08-23,chinext,15
2019-08-23,main_board,98
2019-08-26,chinext,15
2019-08-26,main_board,99
2019-08-27,chinext,15
2019-08-27,main_board,102
2019-08-28,chinext,16
2019-08-28,main_board,100
2019-08-29,chinext,15
2019-08-29,main_board,100
2019-08-30,chinext,15
2019-08-30,main_board,100
2019-09-02,chinext,16
2019-09-02,main_board,103
2019-09-03,chinext,16
2019-09-03,main_board,104
2019-09-04,chinext,16
2019-09-04,main_board,105
2019-09-05,chinext,16
2019-09-05,main_board,107
2019-09-06,chinext,15
2019-09-06,main_board,106
2019-09-09,chinext,16
2019-09-09,main_board,107
2019-09-10,chinext,17
2019-09-10,main_board,108
2019-09-11,chinext,16
2019-09-11,main_board,109
2019-09-12,chinext,16
2019-09-12,main_board,108
2019-09-16,chinext,16
2019-09-16,main_board,108
2019-09-17,chinext,16
2019-09-17,main_board,106
2019-09-18,chinext,16
2019-09-18,main_board,106
2019-09-19,chinext,16
2019-09-19,main_board,106
2019-09-20,chinext,16
2019-09-20,main_board,105
2019-09-23,chinext,16
2019-09-23,main_board,105
2019-09-24,chinext,16
2019-09-24,main_board,105
2019-09-25,chinext,16
2019-09-25,main_board,102
2019-09-26,chinext,15
2019-09-26,main_board,98
2019-09-27,chinext,17
2019-09-27,main_board,98
2019-09-30,chinext,17
2019-09-30,main_board,97
2019-10-08,chinext,16
2019-10-08,main_board,97
2019-10-09,chinext,17
2019-10-09,main_board,97
2019-10-10,chinext,17
2019-10-10,main_board,97
2019-10-11,chinext,17
2019-10-11,main_board,99
2019-10-14,chinext,17
2019-10-14,main_board,103
2019-10-15,chinext,17
2019-10-15,main_board,100
2019-10-16,chinext,17
2019-10-16,main_board,100
2019-10-17,chinext,17
2019-10-17,main_board,99
2019-10-18,chinext,17
2019-10-18,main_board,99
2019-10-21,chinext,17
2019-10-21,main_board,99
2019-10-22,chinext,17
2019-10-22,main_board,99
2019-10-23,chinext,16
2019-10-23,main_board,99
2019-10-24,chinext,16
2019-10-24,main_board,98
2019-10-25,chinext,16
2019-10-25,main_board,99
2019-10-28,chinext,17
2019-10-28,main_board,100
2019-10-29,chinext,16
2019-10-29,main_board,101
2019-10-30,chinext,16
2019-10-30,main_board,99
2019-10-31,chinext,16
2019-10-31,main_board,99
2019-11-01,chinext,17
2019-11-01,main_board,100
2019-11-04,chinext,17
2019-11-04,main_board,101
2019-11-05,chinext,17
2019-11-05,main_board,102
2019-11-06,chinext,18
2019-11-06,main_board,101
2019-11-07,chinext,18
2019-11-07,main_board,100
2019-11-08,chinext,18
2019-11-08,main_board,100
2019-11-11,chinext,16
2019-11-11,main_board,99
2019-11-12,chinext,16
2019-11-12,main_board,99
2019-11-13,chinext,17
2019-11-13,main_board,98
2019-11-14,chinext,17
2019-11-14,main_board,98
2019-11-15,chinext,16
2019-11-15,main_board,98
2019-11-18,chinext,16
2019-11-18,main_board,99
2019-11-19,chinext,17
2019-11-19,main_board,100
2019-11-20,chinext,16
2019-11-20,main_board,100
2019-11-21,chinext,16
2019-11-21,main_board,99
2019-11-22,chinext,15
2019-11-22,main_board,100
2019-11-25,chinext,16
2019-11-25,main_board,100
2019-11-26,chinext,16
2019-11-26,main_board,101
2019-11-27,chinext,15
2019-11-27,main_board,101
2019-11-28,chinext,15
2019-11-28,main_board,100
2019-11-29,chinext,15
2019-11-29,main_board,100
2019-12-02,chinext,15
2019-12-02,main_board,101
2019-12-03,chinext,16
2019-12-03,main_board,101
2019-12-04,chinext,16
2019-12-04,main_board,100
2019-12-05,chinext,17
2019-12-05,main_board,100
2019-12-06,chinext,17
2019-12-06,main_board,101
2019-12-09,chinext,17
2019-12-09,main_board,104
2019-12-10,chinext,17
2019-12-10,main_board,103
2019-12-11,chinext,17
2019-12-11,main_board,103
2019-12-12,chinext,17
2019-12-12,main_board,103
2019-12-13,chinext,17
2019-12-13,main_board,105
2019-12-16,chinext,17
2019-12-16,main_board,106
2019-12-17,chinext,17
2019-12-17,main_board,107
2019-12-18,chinext,17
2019-12-18,main_board,107
2019-12-19,chinext,17
2019-12-19,main_board,107
2019-12-20,chinext,17
2019-12-20,main_board,107
2019-12-23,chinext,17
2019-12-23,main_board,105
2019-12-24,chinext,17
2019-12-24,main_board,105
2019-12-25,chinext,17
2019-12-25,main_board,105
2019-12-26,chinext,17
2019-12-26,main_board,106
2019-12-27,chinext,17
2019-12-27,main_board,105
2019-12-30,chinext,17
2019-12-30,main_board,107
2019-12-31,chinext,18
2019-12-31,main_board,109
2020-01-02,chinext,18
2020-01-02,main_board,109
2020-01-03,chinext,19
2020-01-03,main_board,109
2020-01-06,chinext,19
2020-01-06,main_board,110
2020-01-07,chinext,19
2020-01-07,main_board,110
2020-01-08,chinext,20
2020-01-08,main_board,110
2020-01-09,chinext,20
2020-01-09,main_board,111
2020-01-10,chinext,20
2020-01-10,main_board,110
2020-01-13,chinext,20
2020-01-13,main_board,110
2020-01-14,chinext,21
2020-01-14,main_board,111
2020-01-15,chinext,21
2020-01-15,main_board,108
2020-01-16,chinext,21
2020-01-16,main_board,111
2020-01-17,chinext,21
2020-01-17,main_board,111
2020-01-20,chinext,21
2020-01-20,main_board,112
2020-01-21,chinext,21
2020-01-21,main_board,109
2020-01-22,chinext,21
2020-01-22,main_board,110
2020-01-23,chinext,21
2020-01-23,main_board,107
2020-02-03,chinext,19
2020-02-03,main_board,102
2020-02-04,chinext,19
2020-02-04,main_board,102
2020-02-05,chinext,19
2020-02-05,main_board,104
2020-02-06,chinext,20
2020-02-06,main_board,105
2020-02-07,chinext,21
2020-02-07,main_board,106
2020-02-10,chinext,21
2020-02-10,main_board,106
2020-02-11,chinext,19
2020-02-11,main_board,105
2020-02-12,chinext,21
2020-02-12,main_board,106
2020-02-13,chinext,20
2020-02-13,main_board,105
2020-02-14,chinext,20
2020-02-14,main_board,108
2020-02-17,chinext,21
2020-02-17,main_board,108
2020-02-18,chinext,23
2020-02-18,main_board,110
2020-02-19,chinext,22
2020-02-19,main_board,108
2020-02-20,chinext,22
2020-02-20,main_board,110
2020-02-21,chinext,23
2020-02-21,main_board,111
2020-02-24,chinext,25
2020-02-24,main_board,113
2020-02-25,chinext,25
2020-02-25,main_board,113
2020-02-26,chinext,23
2020-02-26,main_board,112
2020-02-27,chinext,24
2020-02-27,main_board,112
2020-02-28,chinext,21
2020-02-28,main_board,109
2020-03-02,chinext,21
2020-03-02,main_board,111
2020-03-03,chinext,21
2020-03-03,main_board,111
2020-03-04,chinext,21
2020-03-04,main_board,115
2020-03-05,chinext,21
2020-03-05,main_board,114
2020-03-06,chinext,20
2020-03-06,main_board,112
2020-03-09,chinext,20
2020-03-09,main_board,110
2020-03-10,chinext,20
2020-03-10,main_board,112
2020-03-11,chinext,19
2020-03-11,main_board,111
2020-03-12,chinext,19
2020-03-12,main_board,110
2020-03-13,chinext,20
2020-03-13,main_board,108
2020-03-16,chinext,19
2020-03-16,main_board,105
2020-03-17,chinext,20
2020-03-17,main_board,105
2020-03-18,chinext,19
2020-03-18,main_board,104
2020-03-19,chinext,19
2020-03-19,main_board,103
2020-03-20,chinext,20
2020-03-20,main_board,103
2020-03-23,chinext,17
2020-03-23,main_board,99
2020-03-24,chinext,19
2020-03-24,main_board,103
2020-03-25,chinext,20
2020-03-25,main_board,109
2020-03-26,chinext,20
2020-03-26,main_board,105
2020-03-27,chinext,20
2020-03-27,main_board,107
2020-03-30,chinext,20
2020-03-30,main_board,105
2020-03-31,chinext,19
2020-03-31,main_board,106
2020-04-01,chinext,19
2020-04-01,main_board,103
2020-04-02,chinext,20
2020-04-02,main_board,105
2020-04-03,chinext,20
2020-04-03,main_board,105
2020-04-07,chinext,21
2020-04-07,main_board,109
2020-04-08,chinext,20
2020-04-08,main_board,109
2020-04-09,chinext,20
2020-04-09,main_board,109
2020-04-10,chinext,20
2020-04-10,main_board,108
2020-04-13,chinext,18
2020-04-13,main_board,108
2020-04-14,chinext,19
2020-04-14,main_board,109
2020-04-15,chinext,19
2020-04-15,main_board,107
2020-04-16,chinext,19
2020-04-16,main_board,108
2020-04-17,chinext,20
2020-04-17,main_board,108
2020-04-20,chinext,20
2020-04-20,main_board,108
2020-04-21,chinext,20
2020-04-21,main_board,108
2020-04-22,chinext,21
2020-04-22,main_board,108
2020-04-23,chinext,21
2020-04-23,main_board,108
2020-04-24,chinext,19
2020-04-24,main_board,105
2020-04-27,chinext,19
2020-04-27,main_board,106
2020-04-28,chinext,17
2020-04-28,main_board,104
2020-04-29,chinext,17
2020-04-29,main_board,105
2020-04-30,chinext,18
2020-04-30,main_board,107
2020-05-06,chinext,19
2020-05-06,main_board,108
2020-05-07,chinext,19
2020-05-07,main_board,109
2020-05-08,chinext,19
2020-05-08,main_board,111
2020-05-11,chinext,19
2020-05-11,main_board,110
2020-05-12,chinext,19
2020-05-12,main_board,111
2020-05-13,chinext,21
2020-05-13,main_board,111
2020-05-14,chinext,21
2020-05-14,main_board,109
2020-05-15,chinext,21
2020-05-15,main_board,110
2020-05-18,chinext,21
2020-05-18,main_board,110
2020-05-19,chinext,21
2020-05-19,main_board,113
2020-05-20,chinext,21
2020-05-20,main_board,110
2020-05-21,chinext,20
2020-05-21,main_board,107
2020-05-22,chinext,19
2020-05-22,main_board,105
2020-05-25,chinext,19
2020-05-25,main_board,104
2020-05-26,chinext,20
2020-05-26,main_board,106
2020-05-27,chinext,19
2020-05-27,main_board,106
2020-05-28,chinext,19
2020-05-28,main_board,107
2020-05-29,chinext,19
2020-05-29,main_board,108
2020-06-01,chinext,20
2020-06-01,main_board,111
2020-06-02,chinext,20
2020-06-02,main_board,112
2020-06-03,chinext,20
2020-06-03,main_board,109
2020-06-04,chinext,20
2020-06-04,main_board,109
2020-06-05,chinext,21
2020-06-05,main_board,110
2020-06-08,chinext,20
2020-06-08,main_board,109
2020-06-09,chinext,21
2020-06-09,main_board,109
2020-06-10,chinext,20
2020-06-10,main_board,110
2020-06-11,chinext,21
2020-06-11,main_board,111
2020-06-12,chinext,20
2020-06-12,main_board,111
2020-06-15,chinext,22
2020-06-15,main_board,109
2020-06-16,chinext,23
2020-06-16,main_board,113
2020-06-17,chinext,23
2020-06-17,main_board,113
2020-06-18,chinext,24
2020-06-18,main_board,113
2020-06-19,chinext,25
2020-06-19,main_board,115
2020-06-22,chinext,24
2020-06-22,main_board,112
2020-06-23,chinext,26
2020-06-23,main_board,113
2020-06-24,chinext,25
2020-06-24,main_board,114
2020-06-29,chinext,24
2020-06-29,main_board,110
2020-06-30,chinext,26
2020-06-30,main_board,113
2020-07-01,chinext,25
2020-07-01,main_board,117
2020-07-02,chinext,25
2020-07-02,main_board,122
2020-07-03,chinext,25
2020-07-03,main_board,124
2020-07-06,chinext,27
2020-07-06,main_board,130
2020-07-07,chinext,30
2020-07-07,main_board,131
2020-07-08,chinext,30
2020-07-08,main_board,133
2020-07-09,chinext,33
2020-07-09,main_board,139
2020-07-10,chinext,33
2020-07-10,main_board,136
2020-07-13,chinext,34
2020-07-13,main_board,144
2020-07-14,chinext,33
2020-07-14,main_board,144
2020-07-15,chinext,34
2020-07-15,main_board,139
2020-07-16,chinext,27
2020-07-16,main_board,131
2020-07-17,chinext,27
2020-07-17,main_board,134
2020-07-20,chinext,28
2020-07-20,main_board,135
2020-07-21,chinext,31
2020-07-21,main_board,136
2020-07-22,chinext,31
2020-07-22,main_board,139
2020-07-23,chinext,32
2020-07-23,main_board,141
2020-07-24,chinext,28
2020-07-24,main_board,136
2020-07-27,chinext,27
2020-07-27,main_board,139
2020-07-28,chinext,29
2020-07-28,main_board,138
2020-07-29,chinext,31
2020-07-29,main_board,140
2020-07-30,chinext,29
2020-07-30,main_board,141
2020-07-31,chinext,28
2020-07-31,main_board,142
2020-08-03,chinext,30
2020-08-03,main_board,146
2020-08-04,chinext,30
2020-08-04,main_board,144
2020-08-05,chinext,31
2020-08-05,main_board,146
2020-08-06,chinext,32
2020-08-06,main_board,148
2020-08-07,chinext,31
2020-08-07,main_board,147
2020-08-10,chinext,31
2020-08-10,main_board,145
2020-08-11,chinext,31
2020-08-11,main_board,146
2020-08-12,chinext,29
2020-08-12,main_board,142
2020-08-13,chinext,29
2020-08-13,main_board,142
2020-08-14,chinext,30
2020-08-14,main_board,142
2020-08-17,chinext,30
2020-08-17,main_board,147
2020-08-18,chinext,31
2020-08-18,main_board,148
2020-08-19,chinext,30
2020-08-19,main_board,148
2020-08-20,chinext,28
2020-08-20,main_board,147
2020-08-21,chinext,29
2020-08-21,main_board,145
2020-08-24,chinext,31
2020-08-24,main_board,146
2020-08-25,chinext,31
2020-08-25,main_board,144
2020-08-26,chinext,32
2020-08-26,main_board,142
2020-08-27,chinext,32
2020-08-27,main_board,144
2020-08-28,chinext,32
2020-08-28,main_board,144
2020-08-31,chinext,32
2020-08-31,main_board,144
2020-09-01,chinext,32
2020-09-01,main_board,146
2020-09-02,chinext,34
2020-09-02,main_board,145
2020-09-03,chinext,31
2020-09-03,main_board,144
2020-09-04,chinext,33
2020-09-04,main_board,141
2020-09-07,chinext,35
2020-09-07,main_board,138
2020-09-08,chinext,35
2020-09-08,main_board,137
2020-09-09,chinext,32
2020-09-09,main_board,135
2020-09-10,chinext,30
2020-09-10,main_board,133
2020-09-11,chinext,31
2020-09-11,main_board,135
2020-09-14,chinext,33
2020-09-14,main_board,137
2020-09-15,chinext,32
2020-09-15,main_board,138
2020-09-16,chinext,35
2020-09-16,main_board,137
2020-09-17,chinext,34
2020-09-17,main_board,137
2020-09-18,chinext,32
2020-09-18,main_board,139
2020-09-21,chinext,33
2020-09-21,main_board,138
2020-09-22,chinext,30
2020-09-22,main_board,136
2020-09-23,chinext,32
2020-09-23,main_board,137
2020-09-24,chinext,32
2020-09-24,main_board,135
2020-09-25,chinext,31
2020-09-25,main_board,137
2020-09-28,chinext,30
2020-09-28,main_board,135
2020-09-29,chinext,32
2020-09-29,main_board,134
2020-09-30,chinext,31
2020-09-30,main_board,130
2020-10-09,chinext,34
2020-10-09,main_board,137
2020-10-12,chinext,36
2020-10-12,main_board,145
2020-10-13,chinext,35
2020-10-13,main_board,144
2020-10-14,chinext,35
2020-10-14,main_board,140
2020-10-15,chinext,35
2020-10-15,main_board,141
2020-10-16,chinext,34
2020-10-16,main_board,139
2020-10-19,chinext,35
2020-10-19,main_board,138
2020-10-20,chinext,35
2020-10-20,main_board,141
2020-10-21,chinext,35
2020-10-21,main_board,139
2020-10-22,chinext,34
2020-10-22,main_board,138
2020-10-23,chinext,33
2020-10-23,main_board,135
2020-10-26,chinext,34
2020-10-26,main_board,135
2020-10-27,chinext,34
2020-10-27,main_board,134
2020-10-28,chinext,35
2020-10-28,main_board,134
2020-10-29,chinext,35
2020-10-29,main_board,137
2020-10-30,chinext,34
2020-10-30,main_board,133
2020-11-02,chinext,33
2020-11-02,main_board,131
2020-11-03,chinext,35
2020-11-03,main_board,135
2020-11-04,chinext,35
2020-11-04,main_board,139
2020-11-05,chinext,35
2020-11-05,main_board,141
2020-11-06,chinext,34
2020-11-06,main_board,143
2020-11-09,chinext,35
2020-11-09,main_board,145
2020-11-10,chinext,35
2020-11-10,main_board,144
2020-11-11,chinext,36
2020-11-11,main_board,145
2020-11-12,chinext,36
2020-11-12,main_board,143
2020-11-13,chinext,36
2020-11-13,main_board,139
2020-11-16,chinext,36
2020-11-16,main_board,138
2020-11-17,chinext,36
2020-11-17,main_board,141
2020-11-18,chinext,35
2020-11-18,main_board,139
2020-11-19,chinext,35
2020-11-19,main_board,141
2020-11-20,chinext,35
2020-11-20,main_board,143
2020-11-23,chinext,36
2020-11-23,main_board,142
2020-11-24,chinext,35
2020-11-24,main_board,142
2020-11-25,chinext,35
2020-11-25,main_board,140
2020-11-26,chinext,34
2020-11-26,main_board,140
2020-11-27,chinext,34
2020-11-27,main_board,140
2020-11-30,chinext,34
2020-11-30,main_board,140
2020-12-01,chinext,36
2020-12-01,main_board,143
2020-12-02,chinext,37
2020-12-02,main_board,142
2020-12-03,chinext,36
2020-12-03,main_board,142
2020-12-04,chinext,37
2020-12-04,main_board,142
2020-12-07,chinext,37
2020-12-07,main_board,144
2020-12-08,chinext,37
2020-12-08,main_board,139
2020-12-09,chinext,35
2020-12-09,main_board,136
2020-12-10,chinext,36
2020-12-10,main_board,138
2020-12-11,chinext,34
2020-12-11,main_board,135
2020-12-14,chinext,35
2020-12-14,main_board,140
2020-12-15,chinext,34
2020-12-15,main_board,139
2020-12-16,chinext,35
2020-12-16,main_board,140
2020-12-17,chinext,35
2020-12-17,main_board,144
2020-12-18,chinext,35
2020-12-18,main_board,141
2020-12-21,chinext,36
2020-12-21,main_board,144
2020-12-22,chinext,34
2020-12-22,main_board,142
2020-12-23,chinext,37
2020-12-23,main_board,143
2020-12-24,chinext,36
2020-12-24,main_board,143
2020-12-25,chinext,36
2020-12-25,main_board,143
2020-12-28,chinext,35
2020-12-28,main_board,142
2020-12-29,chinext,35
2020-12-29,main_board,141
2020-12-30,chinext,36
2020-12-30,main_board,144
2020-12-31,chinext,39
2020-12-31,main_board,146
2021-01-04,chinext,40
2021-01-04,main_board,150
2021-01-05,chinext,40
2021-01-05,main_board,151
2021-01-06,chinext,40
2021-01-06,main_board,150
2021-01-07,chinext,39
2021-01-07,main_board,151
2021-01-08,chinext,39
2021-01-08,main_board,152
2021-01-11,chinext,39
2021-01-11,main_board,154
2021-01-12,chinext,39
2021-01-12,main_board,154
2021-01-13,chinext,40
2021-01-13,main_board,154
2021-01-14,chinext,40
2021-01-14,main_board,155
2021-01-15,chinext,40
2021-01-15,main_board,155
2021-01-18,chinext,40
2021-01-18,main_board,155
2021-01-19,chinext,40
2021-01-19,main_board,153
2021-01-20,chinext,40
2021-01-20,main_board,155
2021-01-21,chinext,40
2021-01-21,main_board,157
2021-01-22,chinext,40
2021-01-22,main_board,157
2021-01-25,chinext,39
2021-01-25,main_board,157
2021-01-26,chinext,38
2021-01-26,main_board,157
2021-01-27,chinext,38
2021-01-27,main_board,156
2021-01-28,chinext,38
2021-01-28,main_board,153
2021-01-29,chinext,39
2021-01-29,main_board,151
2021-02-01,chinext,39
2021-02-01,main_board,154
2021-02-02,chinext,40
2021-02-02,main_board,158
2021-02-03,chinext,39
2021-02-03,main_board,157
2021-02-04,chinext,39
2021-02-04,main_board,153
2021-02-05,chinext,38
2021-02-05,main_board,151
2021-02-08,chinext,38
2021-02-08,main_board,155
2021-02-09,chinext,39
2021-02-09,main_board,159
2021-02-10,chinext,39
2021-02-10,main_board,162
2021-02-18,chinext,38
2021-02-18,main_board,162
2021-02-19,chinext,39
2021-02-19,main_board,159
2021-02-22,chinext,38
2021-02-22,main_board,158
2021-02-23,chinext,39
2021-02-23,main_board,157
2021-02-24,chinext,39
2021-02-24,main_board,157
2021-02-25,chinext,39
2021-02-25,main_board,157
2021-02-26,chinext,38
2021-02-26,main_board,153
2021-03-01,chinext,41
2021-03-01,main_board,154
2021-03-02,chinext,39
2021-03-02,main_board,153
2021-03-03,chinext,39
2021-03-03,main_board,156
2021-03-04,chinext,39
2021-03-04,main_board,153
2021-03-05,chinext,39
2021-03-05,main_board,152
2021-03-08,chinext,38
2021-03-08,main_board,149
2021-03-09,chinext,35
2021-03-09,main_board,146
2021-03-10,chinext,34
2021-03-10,main_board,146
2021-03-11,chinext,34
2021-03-11,main_board,149
2021-03-12,chinext,35
2021-03-12,main_board,151
2021-03-15,chinext,34
2021-03-15,main_board,148
2021-03-16,chinext,35
2021-03-16,main_board,147
2021-03-17,chinext,35
2021-03-17,main_board,148
2021-03-18,chinext,36
2021-03-18,main_board,149
2021-03-19,chinext,35
2021-03-19,main_board,148
2021-03-22,chinext,35
2021-03-22,main_board,148
2021-03-23,chinext,35
2021-03-23,main_board,150
2021-03-24,chinext,33
2021-03-24,main_board,151
2021-03-25,chinext,36
2021-03-25,main_board,149
2021-03-26,chinext,36
2021-03-26,main_board,154
2021-03-29,chinext,36
2021-03-29,main_board,157
2021-03-30,chinext,37
2021-03-30,main_board,156
2021-03-31,chinext,37
2021-03-31,main_board,156
2021-04-01,chinext,37
2021-04-01,main_board,156
2021-04-02,chinext,38
2021-04-02,main_board,155
2021-04-06,chinext,38
2021-04-06,main_board,157
2021-04-07,chinext,38
2021-04-07,main_board,158
2021-04-08,chinext,38
2021-04-08,main_board,158
2021-04-09,chinext,38
2021-04-09,main_board,155
2021-04-12,chinext,36
2021-04-12,main_board,153
2021-04-13,chinext,37
2021-04-13,main_board,153
2021-04-14,chinext,37
2021-04-14,main_board,153
2021-04-15,chinext,37
2021-04-15,main_board,153
2021-04-16,chinext,36
2021-04-16,main_board,154
2021-04-19,chinext,37
2021-04-19,main_board,155
2021-04-20,chinext,37
2021-04-20,main_board,158
2021-04-21,chinext,38
2021-04-21,main_board,157
2021-04-22,chinext,39
2021-04-22,main_board,157
2021-04-23,chinext,39
2021-04-23,main_board,159
2021-04-26,chinext,40
2021-04-26,main_board,157
2021-04-27,chinext,41
2021-04-27,main_board,158
2021-04-28,chinext,41
2021-04-28,main_board,160
2021-04-29,chinext,41
2021-04-29,main_board,158
2021-04-30,chinext,41
2021-04-30,main_board,154
2021-05-06,chinext,41
2021-05-06,main_board,156
2021-05-07,chinext,40
2021-05-07,main_board,156
2021-05-10,chinext,40
2021-05-10,main_board,160
2021-05-11,chinext,39
2021-05-11,main_board,158
2021-05-12,chinext,40
2021-05-12,main_board,158
2021-05-13,chinext,40
2021-05-13,main_board,156
2021-05-14,chinext,41
2021-05-14,main_board,157
2021-05-17,chinext,42
2021-05-17,main_board,161
2021-05-18,chinext,41
2021-05-18,main_board,161
2021-05-19,chinext,41
2021-05-19,main_board,164
2021-05-20,chinext,41
2021-05-20,main_board,162
2021-05-21,chinext,41
2021-05-21,main_board,162
2021-05-24,chinext,41
2021-05-24,main_board,164
2021-05-25,chinext,41
2021-05-25,main_board,166
2021-05-26,chinext,41
2021-05-26,main_board,165
2021-05-27,chinext,41
2021-05-27,main_board,167
2021-05-28,chinext,42
2021-05-28,main_board,165
2021-05-31,chinext,43
2021-05-31,main_board,166
2021-06-01,chinext,43
2021-06-01,main_board,166
2021-06-02,chinext,42
2021-06-02,main_board,169
2021-06-03,chinext,43
2021-06-03,main_board,162
2021-06-04,chinext,43
