label_scope,event_n,failure_10_complete_n,failure_10_complete_rate,false_repair_20d_complete_n,false_repair_20d_complete_rate,big_winner_120d_complete_n,big_winner_120d_complete_rate,label_join_status
event_membership_transition,6750,6745,0.9992592592592593,6750,1.0,6739,0.9983703703703704,pass
