taxonomy_method,subregime_label,split,source_id,event_n,failure_10_complete_rate,fast_fail_10d_rate,event_false_repair_20d_complete_rate,false_repair_20d_rate,event_big_winner_120d_complete_rate,event_big_winner_120d_rate
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R2_event_regime_gated,75,1.0,0.08,1.0,0.12,1.0,0.26666666666666666
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R6_event_regime_gated,297,1.0,0.13804713804713806,1.0,0.2053872053872054,1.0,0.45454545454545453
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R7_event_regime_gated,239,1.0,0.1087866108786611,1.0,0.19665271966527198,1.0,0.4811715481171548
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R8_event_regime_gated,165,1.0,0.030303030303030304,1.0,0.06666666666666667,1.0,0.2787878787878788
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_R_core_event_regime_gated,692,1.0,0.10260115606936417,1.0,0.1676300578034682,1.0,0.4263005780346821
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_T4_gated,17,1.0,0.058823529411764705,1.0,0.058823529411764705,1.0,0.5882352941176471
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,robustness,08_selected_T4_T7_union,17,1.0,0.058823529411764705,1.0,0.058823529411764705,1.0,0.5882352941176471
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,07_E1_only,15,1.0,0.2,1.0,0.2,1.0,0.7333333333333333
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R1_event_regime_gated,28,1.0,0.2857142857142857,1.0,0.32142857142857145,0.9642857142857143,0.5185185185185185
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R2_event_regime_gated,11,1.0,0.0,1.0,0.09090909090909091,1.0,0.6363636363636364
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R6_event_regime_gated,30,1.0,0.06666666666666667,1.0,0.2,1.0,0.43333333333333335
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R7_event_regime_gated,23,1.0,0.13043478260869565,1.0,0.17391304347826086,0.8695652173913043,0.65
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R8_event_regime_gated,10,1.0,0.2,1.0,0.3,0.9,0.3333333333333333
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_R_core_event_regime_gated,77,1.0,0.15584415584415584,1.0,0.24675324675324675,0.948051948051948,0.4931506849315068
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_T4_gated,1,1.0,0.0,1.0,0.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,robustness,08_selected_T4_T7_union,1,1.0,0.0,1.0,0.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,07_E1_only,29,1.0,0.0,1.0,0.0,1.0,0.5172413793103449
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R1_event_regime_gated,37,1.0,0.0,1.0,0.0,1.0,0.5405405405405406
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R2_event_regime_gated,47,1.0,0.0,1.0,0.0,1.0,0.44680851063829785
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R6_event_regime_gated,97,1.0,0.0,1.0,0.0,1.0,0.5463917525773195
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R7_event_regime_gated,37,1.0,0.0,1.0,0.0,1.0,0.5135135135135135
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R8_event_regime_gated,27,1.0,0.0,1.0,0.0,1.0,0.48148148148148145
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_R_core_event_regime_gated,116,1.0,0.0,1.0,0.0,1.0,0.5258620689655172
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_T4_gated,2,1.0,0.0,1.0,0.0,1.0,1.0
auto_120d_knn_default_taxonomy,transition_recovery,robustness,08_selected_T4_T7_union,2,1.0,0.0,1.0,0.0,1.0,1.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,07_E1_only,214,1.0,0.17289719626168223,1.0,0.21495327102803738,1.0,0.5093457943925234
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R1_event_regime_gated,642,0.9984423676012462,0.20124804992199688,1.0,0.19937694704049844,0.9984423676012462,0.41497659906396256
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R2_event_regime_gated,261,0.9961685823754789,0.16538461538461538,1.0,0.17624521072796934,0.9961685823754789,0.35384615384615387
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R6_event_regime_gated,790,0.9987341772151899,0.17363751584283904,1.0,0.21518987341772153,0.9987341772151899,0.44740177439797213
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R7_event_regime_gated,546,1.0,0.19047619047619047,1.0,0.21794871794871795,1.0,0.4706959706959707
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R8_event_regime_gated,379,0.9947229551451188,0.14323607427055704,1.0,0.17150395778364116,0.9947229551451188,0.38992042440318303
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_R_core_event_regime_gated,1878,0.9994675186368477,0.1635588705380927,1.0,0.1964856230031949,0.9994675186368477,0.4358018114011721
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_T4_gated,48,1.0,0.25,1.0,0.20833333333333334,1.0,0.3541666666666667
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_T7_gated,14,1.0,0.14285714285714285,1.0,0.21428571428571427,1.0,0.5
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,train,08_selected_T4_T7_union,62,1.0,0.22580645161290322,1.0,0.20967741935483872,1.0,0.3870967741935484
auto_120d_knn_default_taxonomy,transition_deterioration,train,07_E1_only,41,1.0,0.0975609756097561,1.0,0.0975609756097561,1.0,0.3902439024390244
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R1_event_regime_gated,89,1.0,0.20224719101123595,1.0,0.16853932584269662,1.0,0.29213483146067415
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R2_event_regime_gated,42,1.0,0.09523809523809523,1.0,0.09523809523809523,1.0,0.23809523809523808
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R6_event_regime_gated,85,1.0,0.09411764705882353,1.0,0.07058823529411765,1.0,0.4235294117647059
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R7_event_regime_gated,76,1.0,0.10526315789473684,1.0,0.09210526315789473,1.0,0.4342105263157895
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R8_event_regime_gated,24,1.0,0.125,1.0,0.125,1.0,0.16666666666666666
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_R_core_event_regime_gated,261,1.0,0.13409961685823754,1.0,0.1111111111111111,1.0,0.3371647509578544
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_T4_gated,4,1.0,0.25,1.0,0.25,1.0,0.5
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_T7_gated,1,1.0,0.0,1.0,0.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_deterioration,train,08_selected_T4_T7_union,5,1.0,0.2,1.0,0.2,1.0,0.4
auto_120d_knn_default_taxonomy,transition_recovery,train,07_E1_only,18,1.0,0.0,1.0,0.0,1.0,0.5555555555555556
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R1_event_regime_gated,72,1.0,0.125,1.0,0.09722222222222222,1.0,0.5277777777777778
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R2_event_regime_gated,34,1.0,0.11764705882352941,1.0,0.08823529411764706,1.0,0.4411764705882353
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R6_event_regime_gated,142,1.0,0.11267605633802817,1.0,0.06338028169014084,1.0,0.4859154929577465
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R7_event_regime_gated,69,1.0,0.18840579710144928,1.0,0.13043478260869565,1.0,0.5362318840579711
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R8_event_regime_gated,60,1.0,0.13333333333333333,1.0,0.08333333333333333,1.0,0.5166666666666667
auto_120d_knn_default_taxonomy,transition_recovery,train,08_R_core_event_regime_gated,225,1.0,0.09333333333333334,1.0,0.05333333333333334,1.0,0.5066666666666667
auto_120d_knn_default_taxonomy,transition_recovery,train,08_T4_gated,1,1.0,0.0,1.0,0.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_recovery,train,08_selected_T4_T7_union,1,1.0,0.0,1.0,0.0,1.0,0.0
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,07_E1_only,63,1.0,0.12698412698412698,1.0,0.1111111111111111,1.0,0.25396825396825395
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R1_event_regime_gated,158,0.9936708860759493,0.11464968152866242,1.0,0.12658227848101267,0.9936708860759493,0.22929936305732485
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R2_event_regime_gated,76,0.9868421052631579,0.16,1.0,0.2894736842105263,0.9868421052631579,0.13333333333333333
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R6_event_regime_gated,199,0.9949748743718593,0.07575757575757576,1.0,0.08040201005025126,0.9949748743718593,0.20202020202020202
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R7_event_regime_gated,137,1.0,0.11678832116788321,1.0,0.11678832116788321,1.0,0.25547445255474455
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R8_event_regime_gated,103,1.0,0.13592233009708737,1.0,0.1650485436893204,1.0,0.1262135922330097
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_R_core_event_regime_gated,504,0.996031746031746,0.11752988047808766,1.0,0.1349206349206349,0.996031746031746,0.20717131474103587
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_T4_gated,20,1.0,0.2,1.0,0.2,1.0,0.2
auto_120d_knn_default_taxonomy,transition_boundary_or_mixed,validation,08_selected_T4_T7_union,20,1.0,0.2,1.0,0.2,1.0,0.2
auto_120d_knn_default_taxonomy,transition_deterioration,validation,07_E1_only,34,1.0,0.11764705882352941,1.0,0.11764705882352941,1.0,0.23529411764705882
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R1_event_regime_gated,93,1.0,0.15053763440860216,1.0,0.12903225806451613,1.0,0.3010752688172043
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R2_event_regime_gated,44,1.0,0.1590909090909091,1.0,0.22727272727272727,1.0,0.25
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R6_event_regime_gated,99,1.0,0.1111111111111111,1.0,0.13131313131313133,1.0,0.3333333333333333
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R7_event_regime_gated,60,1.0,0.06666666666666667,1.0,0.1,1.0,0.43333333333333335
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R8_event_regime_gated,52,1.0,0.1346153846153846,1.0,0.21153846153846154,1.0,0.25
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_R_core_event_regime_gated,254,1.0,0.12598425196850394,1.0,0.15748031496062992,1.0,0.30708661417322836
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_T4_gated,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666
auto_120d_knn_default_taxonomy,transition_deterioration,validation,08_selected_T4_T7_union,3,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666
auto_120d_knn_default_taxonomy,transition_recovery,validation,07_E1_only,26,1.0,0.0,1.0,0.0,1.0,0.23076923076923078
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R1_event_regime_gated,40,1.0,0.05,1.0,0.05,1.0,0.125
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R2_event_regime_gated,44,1.0,0.13636363636363635,1.0,0.13636363636363635,1.0,0.18181818181818182
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R6_event_regime_gated,33,1.0,0.030303030303030304,1.0,0.06060606060606061,1.0,0.12121212121212122
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R7_event_regime_gated,23,0.9565217391304348,0.13636363636363635,1.0,0.043478260869565216,0.9565217391304348,0.09090909090909091
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R8_event_regime_gated,53,1.0,0.07547169811320754,1.0,0.09433962264150944,1.0,0.1320754716981132
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_R_core_event_regime_gated,164,0.9939024390243902,0.08588957055214724,1.0,0.09146341463414634,0.9939024390243902,0.147239263803681
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_T4_gated,6,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666
auto_120d_knn_default_taxonomy,transition_recovery,validation,08_selected_T4_T7_union,6,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666
default_deterministic,transition_boundary_or_mixed,robustness,07_E1_only,152,1.0,0.046052631578947366,1.0,0.1118421052631579,1.0,0.5
default_deterministic,transition_boundary_or_mixed,robustness,08_R1_event_regime_gated,268,1.0,0.09328358208955224,1.0,0.17537313432835822,0.996268656716418,0.40823970037453183
default_deterministic,transition_boundary_or_mixed,robustness,08_R2_event_regime_gated,120,1.0,0.041666666666666664,1.0,0.075,1.0,0.375
default_deterministic,transition_boundary_or_mixed,robustness,08_R6_event_regime_gated,383,1.0,0.0835509138381201,1.0,0.13838120104438642,1.0,0.46736292428198434
default_deterministic,transition_boundary_or_mixed,robustness,08_R7_event_regime_gated,273,1.0,0.08058608058608059,1.0,0.16117216117216118,0.989010989010989,0.4888888888888889
default_deterministic,transition_boundary_or_mixed,robustness,08_R8_event_regime_gated,185,1.0,0.021621621621621623,1.0,0.04864864864864865,0.9945945945945946,0.30978260869565216
default_deterministic,transition_boundary_or_mixed,robustness,08_R_core_event_regime_gated,783,1.0,0.07407407407407407,1.0,0.13282247765006386,0.9948914431673053,0.441591784338896
default_deterministic,transition_boundary_or_mixed,robustness,08_T4_gated,16,1.0,0.0625,1.0,0.0625,1.0,0.6875
default_deterministic,transition_boundary_or_mixed,robustness,08_selected_T4_T7_union,16,1.0,0.0625,1.0,0.0625,1.0,0.6875
default_deterministic,transition_deterioration,robustness,07_E1_only,11,1.0,0.36363636363636365,1.0,0.45454545454545453,1.0,0.6363636363636364
default_deterministic,transition_deterioration,robustness,08_R1_event_regime_gated,32,1.0,0.28125,1.0,0.3125,1.0,0.5
default_deterministic,transition_deterioration,robustness,08_R2_event_regime_gated,13,1.0,0.07692307692307693,1.0,0.07692307692307693,1.0,0.23076923076923078
default_deterministic,transition_deterioration,robustness,08_R6_event_regime_gated,41,1.0,0.2682926829268293,1.0,0.34146341463414637,1.0,0.5365853658536586
default_deterministic,transition_deterioration,robustness,08_R7_event_regime_gated,26,1.0,0.2692307692307692,1.0,0.2692307692307692,1.0,0.5769230769230769
default_deterministic,transition_deterioration,robustness,08_R8_event_regime_gated,17,1.0,0.17647058823529413,1.0,0.29411764705882354,1.0,0.29411764705882354
default_deterministic,transition_deterioration,robustness,08_R_core_event_regime_gated,102,1.0,0.24509803921568626,1.0,0.30392156862745096,1.0,0.47058823529411764
default_deterministic,transition_deterioration,robustness,08_T4_gated,4,1.0,0.0,1.0,0.0,1.0,0.25
default_deterministic,transition_deterioration,robustness,08_selected_T4_T7_union,4,1.0,0.0,1.0,0.0,1.0,0.25
default_deterministic,transition_boundary_or_mixed,train,07_E1_only,214,1.0,0.17289719626168223,1.0,0.21495327102803738,1.0,0.5093457943925234
default_deterministic,transition_boundary_or_mixed,train,08_R1_event_regime_gated,642,0.9984423676012462,0.20124804992199688,1.0,0.19937694704049844,0.9984423676012462,0.41497659906396256
default_deterministic,transition_boundary_or_mixed,train,08_R2_event_regime_gated,261,0.9961685823754789,0.16538461538461538,1.0,0.17624521072796934,0.9961685823754789,0.35384615384615387
default_deterministic,transition_boundary_or_mixed,train,08_R6_event_regime_gated,790,0.9987341772151899,0.17363751584283904,1.0,0.21518987341772153,0.9987341772151899,0.44740177439797213
default_deterministic,transition_boundary_or_mixed,train,08_R7_event_regime_gated,546,1.0,0.19047619047619047,1.0,0.21794871794871795,1.0,0.4706959706959707
default_deterministic,transition_boundary_or_mixed,train,08_R8_event_regime_gated,379,0.9947229551451188,0.14323607427055704,1.0,0.17150395778364116,0.9947229551451188,0.38992042440318303
default_deterministic,transition_boundary_or_mixed,train,08_R_core_event_regime_gated,1878,0.9994675186368477,0.1635588705380927,1.0,0.1964856230031949,0.9994675186368477,0.4358018114011721
default_deterministic,transition_boundary_or_mixed,train,08_T4_gated,48,1.0,0.25,1.0,0.20833333333333334,1.0,0.3541666666666667
default_deterministic,transition_boundary_or_mixed,train,08_T7_gated,14,1.0,0.14285714285714285,1.0,0.21428571428571427,1.0,0.5
default_deterministic,transition_boundary_or_mixed,train,08_selected_T4_T7_union,62,1.0,0.22580645161290322,1.0,0.20967741935483872,1.0,0.3870967741935484
default_deterministic,transition_deterioration,train,07_E1_only,41,1.0,0.0975609756097561,1.0,0.0975609756097561,1.0,0.3902439024390244
default_deterministic,transition_deterioration,train,08_R1_event_regime_gated,89,1.0,0.20224719101123595,1.0,0.16853932584269662,1.0,0.29213483146067415
default_deterministic,transition_deterioration,train,08_R2_event_regime_gated,42,1.0,0.09523809523809523,1.0,0.09523809523809523,1.0,0.23809523809523808
default_deterministic,transition_deterioration,train,08_R6_event_regime_gated,85,1.0,0.09411764705882353,1.0,0.07058823529411765,1.0,0.4235294117647059
default_deterministic,transition_deterioration,train,08_R7_event_regime_gated,76,1.0,0.10526315789473684,1.0,0.09210526315789473,1.0,0.4342105263157895
default_deterministic,transition_deterioration,train,08_R8_event_regime_gated,24,1.0,0.125,1.0,0.125,1.0,0.16666666666666666
default_deterministic,transition_deterioration,train,08_R_core_event_regime_gated,261,1.0,0.13409961685823754,1.0,0.1111111111111111,1.0,0.3371647509578544
default_deterministic,transition_deterioration,train,08_T4_gated,4,1.0,0.25,1.0,0.25,1.0,0.5
default_deterministic,transition_deterioration,train,08_T7_gated,1,1.0,0.0,1.0,0.0,1.0,0.0
default_deterministic,transition_deterioration,train,08_selected_T4_T7_union,5,1.0,0.2,1.0,0.2,1.0,0.4
default_deterministic,transition_recovery,train,07_E1_only,18,1.0,0.0,1.0,0.0,1.0,0.5555555555555556
default_deterministic,transition_recovery,train,08_R1_event_regime_gated,72,1.0,0.125,1.0,0.09722222222222222,1.0,0.5277777777777778
default_deterministic,transition_recovery,train,08_R2_event_regime_gated,34,1.0,0.11764705882352941,1.0,0.08823529411764706,1.0,0.4411764705882353
default_deterministic,transition_recovery,train,08_R6_event_regime_gated,142,1.0,0.11267605633802817,1.0,0.06338028169014084,1.0,0.4859154929577465
default_deterministic,transition_recovery,train,08_R7_event_regime_gated,69,1.0,0.18840579710144928,1.0,0.13043478260869565,1.0,0.5362318840579711
default_deterministic,transition_recovery,train,08_R8_event_regime_gated,60,1.0,0.13333333333333333,1.0,0.08333333333333333,1.0,0.5166666666666667
default_deterministic,transition_recovery,train,08_R_core_event_regime_gated,225,1.0,0.09333333333333334,1.0,0.05333333333333334,1.0,0.5066666666666667
default_deterministic,transition_recovery,train,08_T4_gated,1,1.0,0.0,1.0,0.0,1.0,0.0
default_deterministic,transition_recovery,train,08_selected_T4_T7_union,1,1.0,0.0,1.0,0.0,1.0,0.0
default_deterministic,transition_boundary_or_mixed,validation,07_E1_only,91,1.0,0.0989010989010989,1.0,0.07692307692307693,1.0,0.23076923076923078
default_deterministic,transition_boundary_or_mixed,validation,08_R1_event_regime_gated,215,0.9953488372093023,0.09813084112149532,1.0,0.08837209302325581,0.9953488372093023,0.24766355140186916
default_deterministic,transition_boundary_or_mixed,validation,08_R2_event_regime_gated,121,1.0,0.15702479338842976,1.0,0.2231404958677686,1.0,0.19834710743801653
default_deterministic,transition_boundary_or_mixed,validation,08_R6_event_regime_gated,246,1.0,0.06910569105691057,1.0,0.052845528455284556,1.0,0.23170731707317074
default_deterministic,transition_boundary_or_mixed,validation,08_R7_event_regime_gated,165,0.9939393939393939,0.0975609756097561,1.0,0.07878787878787878,0.9939393939393939,0.2865853658536585
default_deterministic,transition_boundary_or_mixed,validation,08_R8_event_regime_gated,147,1.0,0.05442176870748299,1.0,0.09523809523809523,1.0,0.14965986394557823
default_deterministic,transition_boundary_or_mixed,validation,08_R_core_event_regime_gated,672,0.9970238095238095,0.0955223880597015,1.0,0.09970238095238096,0.9970238095238095,0.22835820895522388
default_deterministic,transition_boundary_or_mixed,validation,08_T4_gated,24,1.0,0.16666666666666666,1.0,0.20833333333333334,1.0,0.25
default_deterministic,transition_boundary_or_mixed,validation,08_selected_T4_T7_union,24,1.0,0.16666666666666666,1.0,0.20833333333333334,1.0,0.25
default_deterministic,transition_deterioration,validation,07_E1_only,24,1.0,0.125,1.0,0.16666666666666666,1.0,0.2916666666666667
default_deterministic,transition_deterioration,validation,08_R1_event_regime_gated,69,1.0,0.18840579710144928,1.0,0.2028985507246377,1.0,0.21739130434782608
default_deterministic,transition_deterioration,validation,08_R2_event_regime_gated,33,0.9696969696969697,0.125,1.0,0.30303030303030304,0.9696969696969697,0.09375
default_deterministic,transition_deterioration,validation,08_R6_event_regime_gated,76,0.9868421052631579,0.10666666666666667,1.0,0.19736842105263158,0.9868421052631579,0.26666666666666666
default_deterministic,transition_deterioration,validation,08_R7_event_regime_gated,48,1.0,0.10416666666666667,1.0,0.16666666666666666,1.0,0.3125
default_deterministic,transition_deterioration,validation,08_R8_event_regime_gated,48,1.0,0.3125,1.0,0.3541666666666667,1.0,0.22916666666666666
default_deterministic,transition_deterioration,validation,08_R_core_event_regime_gated,211,0.995260663507109,0.1619047619047619,1.0,0.22274881516587677,0.995260663507109,0.23809523809523808
default_deterministic,transition_deterioration,validation,08_T4_gated,3,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
default_deterministic,transition_deterioration,validation,08_selected_T4_T7_union,3,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
default_deterministic,transition_recovery,validation,07_E1_only,8,1.0,0.0,1.0,0.0,1.0,0.25
