candidate_tier,final_decision,supported_usage,collapse_explanation_status,failure_reason
taxonomy_audit,transition_subregime_taxonomy_diagnostic_only,diagnostic_only,not_explained,missing_core_subregime:robustness;boundary_over_capture_gt_40pct;kmeans_status:elbow_overlap_instability_diagnostic;effective_independent_window_n_lt_50;collapse_not_explained
