taxonomy_method,subregime_id,subregime_label,split,source_id,window,replay_policy_id,assignment_grain,readout_grain,denominator_policy,target_episode_n,target_episode_denominator_n,bridge_episode_denominator_n,e1_pre_replay_any_captured_episode_n,e1_post_replay_any_captured_episode_n,e1_pre_replay_bridge_captured_episode_n,e1_post_replay_bridge_captured_episode_n,e1_pre_replay_any_recall,e1_post_replay_any_recall,e1_pre_replay_bridge_recall,e1_post_replay_bridge_recall,source_pre_replay_any_captured_episode_n,source_post_replay_any_captured_episode_n,source_pre_replay_bridge_captured_episode_n,source_post_replay_bridge_captured_episode_n,source_pre_replay_any_recall,source_post_replay_any_recall,source_pre_replay_bridge_recall,source_post_replay_bridge_recall,post_replay_recall_ci_low,post_replay_recall_ci_high,post_replay_bridge_recall_ci_low,post_replay_bridge_recall_ci_high,e1_missed_episode_n,source_post_replay_captures_e1_missed_n,incremental_post_replay_capture_over_e1_n,incremental_post_replay_capture_over_e1_rate,episode_power_status
default_deterministic,transition_recovery,transition_recovery,train,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,175,175,175,18,18,18,18,0.10285714285714286,0.10285714285714286,0.10285714285714286,0.10285714285714286,1,1,1,1,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.0010093989597420756,0.031654142408709104,0.0010093989597420756,0.031654142408709104,157,1,1,0.006369426751592357,sufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,train,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,189,189,189,41,41,41,41,0.21693121693121692,0.21693121693121692,0.21693121693121692,0.21693121693121692,5,5,5,5,0.026455026455026454,0.026455026455026454,0.026455026455026454,0.026455026455026454,0.011351617671279908,0.06042542628604051,0.011351617671279908,0.06042542628604051,148,3,3,0.02027027027027027,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,train,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,887,887,887,210,210,210,210,0.23675310033821872,0.23675310033821872,0.23675310033821872,0.23675310033821872,48,48,48,48,0.05411499436302142,0.05411499436302142,0.05411499436302142,0.05411499436302142,0.04105679677986041,0.07101879555888982,0.04105679677986041,0.07101879555888982,677,34,34,0.050221565731166914,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,train,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,175,175,175,18,18,18,18,0.10285714285714286,0.10285714285714286,0.10285714285714286,0.10285714285714286,1,1,1,1,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.0010093989597420756,0.031654142408709104,0.0010093989597420756,0.031654142408709104,157,1,1,0.006369426751592357,sufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,train,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,189,189,189,41,41,41,41,0.21693121693121692,0.21693121693121692,0.21693121693121692,0.21693121693121692,4,4,4,4,0.021164021164021163,0.021164021164021163,0.021164021164021163,0.021164021164021163,0.008260183483943823,0.05314565426060923,0.008260183483943823,0.05314565426060923,148,2,2,0.013513513513513514,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,train,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,887,887,887,210,210,210,210,0.23675310033821872,0.23675310033821872,0.23675310033821872,0.23675310033821872,14,14,14,14,0.015783540022547914,0.015783540022547914,0.015783540022547914,0.015783540022547914,0.009424767195352336,0.026318511968979465,0.009424767195352336,0.026318511968979465,677,9,9,0.013293943870014771,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,train,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,175,175,175,18,18,18,18,0.10285714285714286,0.10285714285714286,0.10285714285714286,0.10285714285714286,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.021480460921843688,0.0,0.021480460921843688,157,0,0,0.0,sufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,train,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,189,189,189,41,41,41,41,0.21693121693121692,0.21693121693121692,0.21693121693121692,0.21693121693121692,1,1,1,1,0.005291005291005291,0.005291005291005291,0.005291005291005291,0.005291005291005291,0.0009345796874724033,0.02935763941877853,0.0009345796874724033,0.02935763941877853,148,1,1,0.006756756756756757,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,validation,07_E1_only,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,298,298,298,88,88,88,88,0.2953020134228188,0.2953020134228188,0.2953020134228188,0.2953020134228188,88,88,88,88,0.2953020134228188,0.2953020134228188,0.2953020134228188,0.2953020134228188,0.24637761886130044,0.349436874568366,0.24637761886130044,0.349436874568366,210,0,0,0.0,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,validation,07_E1_only,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,41,41,41,8,8,8,8,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.1951219512195122,8,8,8,8,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.10234315749205929,0.34013882352556724,0.10234315749205929,0.34013882352556724,33,0,0,0.0,sufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,validation,07_E1_only,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,103,103,103,24,24,24,24,0.23300970873786409,0.23300970873786409,0.23300970873786409,0.23300970873786409,24,24,24,24,0.23300970873786409,0.23300970873786409,0.23300970873786409,0.23300970873786409,0.16187497360880482,0.32334426683686435,0.16187497360880482,0.32334426683686435,79,0,0,0.0,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,validation,08_R_core_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,298,298,298,88,88,88,88,0.2953020134228188,0.2953020134228188,0.2953020134228188,0.2953020134228188,293,292,293,292,0.9832214765100671,0.9798657718120806,0.9832214765100671,0.9798657718120806,0.9567762917419977,0.9907405515294401,0.9567762917419977,0.9907405515294401,210,208,208,0.9904761904761905,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,validation,08_R_core_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,41,41,41,8,8,8,8,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.1951219512195122,36,36,36,36,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.7445549235115514,0.9467674200265919,0.7445549235115514,0.9467674200265919,33,32,32,0.9696969696969697,sufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,validation,08_R_core_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,103,103,103,24,24,24,24,0.23300970873786409,0.23300970873786409,0.23300970873786409,0.23300970873786409,98,98,98,98,0.9514563106796117,0.9514563106796117,0.9514563106796117,0.9514563106796117,0.8913579718797461,0.979089494275759,0.8913579718797461,0.979089494275759,79,78,78,0.9873417721518988,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,validation,08_R6_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,298,298,298,88,88,88,88,0.2953020134228188,0.2953020134228188,0.2953020134228188,0.2953020134228188,215,215,215,215,0.7214765100671141,0.7214765100671141,0.7214765100671141,0.7214765100671141,0.6680074228380275,0.7693080432872514,0.6680074228380275,0.7693080432872514,210,141,141,0.6714285714285714,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,validation,08_R6_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,41,41,41,8,8,8,8,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.1951219512195122,9,9,9,9,0.21951219512195122,0.21951219512195122,0.21951219512195122,0.21951219512195122,0.12003040155386346,0.36705302098235293,0.12003040155386346,0.36705302098235293,33,9,9,0.2727272727272727,sufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,validation,08_R6_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,103,103,103,24,24,24,24,0.23300970873786409,0.23300970873786409,0.23300970873786409,0.23300970873786409,71,70,71,70,0.6893203883495146,0.6796116504854369,0.6893203883495146,0.6796116504854369,0.5844362166569979,0.7618708397704612,0.5844362166569979,0.7618708397704612,79,52,52,0.6582278481012658,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,validation,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,298,298,298,88,88,88,88,0.2953020134228188,0.2953020134228188,0.2953020134228188,0.2953020134228188,24,24,24,24,0.08053691275167785,0.08053691275167785,0.08053691275167785,0.08053691275167785,0.05471528626696416,0.11703572485940146,0.05471528626696416,0.11703572485940146,210,14,14,0.06666666666666667,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,validation,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,41,41,41,8,8,8,8,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.1951219512195122,2,2,2,2,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.013480662282573552,0.16139266962351367,0.013480662282573552,0.16139266962351367,33,2,2,0.06060606060606061,sufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,validation,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,103,103,103,24,24,24,24,0.23300970873786409,0.23300970873786409,0.23300970873786409,0.23300970873786409,3,3,3,3,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.009954187460887345,0.08215974568874725,0.009954187460887345,0.08215974568874725,79,2,2,0.02531645569620253,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,validation,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,298,298,298,88,88,88,88,0.2953020134228188,0.2953020134228188,0.2953020134228188,0.2953020134228188,24,24,24,24,0.08053691275167785,0.08053691275167785,0.08053691275167785,0.08053691275167785,0.05471528626696416,0.11703572485940146,0.05471528626696416,0.11703572485940146,210,14,14,0.06666666666666667,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,validation,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,41,41,41,8,8,8,8,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.1951219512195122,2,2,2,2,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.013480662282573552,0.16139266962351367,0.013480662282573552,0.16139266962351367,33,2,2,0.06060606060606061,sufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,validation,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,103,103,103,24,24,24,24,0.23300970873786409,0.23300970873786409,0.23300970873786409,0.23300970873786409,3,3,3,3,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.02912621359223301,0.009954187460887345,0.08215974568874725,0.009954187460887345,0.08215974568874725,79,2,2,0.02531645569620253,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,validation,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,298,298,298,88,88,88,88,0.2953020134228188,0.2953020134228188,0.2953020134228188,0.2953020134228188,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.012727205262627815,0.0,0.012727205262627815,210,0,0,0.0,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,validation,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,41,41,41,8,8,8,8,0.1951219512195122,0.1951219512195122,0.1951219512195122,0.1951219512195122,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08567044886890744,0.0,0.08567044886890744,33,0,0,0.0,sufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,validation,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,103,103,103,24,24,24,24,0.23300970873786409,0.23300970873786409,0.23300970873786409,0.23300970873786409,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03595603210734395,0.0,0.03595603210734395,79,0,0,0.0,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,robustness,07_E1_only,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,468,468,468,146,146,146,146,0.31196581196581197,0.31196581196581197,0.31196581196581197,0.31196581196581197,146,146,146,146,0.31196581196581197,0.31196581196581197,0.31196581196581197,0.31196581196581197,0.2716648418442761,0.35532862375943497,0.2716648418442761,0.35532862375943497,322,0,0,0.0,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,robustness,07_E1_only,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,,insufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,robustness,07_E1_only,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,63,63,63,11,11,11,11,0.1746031746031746,0.1746031746031746,0.1746031746031746,0.1746031746031746,11,11,11,11,0.1746031746031746,0.1746031746031746,0.1746031746031746,0.1746031746031746,0.10039293923176863,0.28621659734425586,0.10039293923176863,0.28621659734425586,52,0,0,0.0,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,robustness,08_R_core_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,468,468,468,146,146,146,146,0.31196581196581197,0.31196581196581197,0.31196581196581197,0.31196581196581197,448,448,448,448,0.9572649572649573,0.9572649572649573,0.9572649572649573,0.9572649572649573,0.9349160432317642,0.9721680290501202,0.9349160432317642,0.9721680290501202,322,321,321,0.9968944099378882,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,robustness,08_R_core_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,,insufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,robustness,08_R_core_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,63,63,63,11,11,11,11,0.1746031746031746,0.1746031746031746,0.1746031746031746,0.1746031746031746,61,61,61,61,0.9682539682539683,0.9682539682539683,0.9682539682539683,0.9682539682539683,0.8914331816504081,0.9912506559597031,0.8914331816504081,0.9912506559597031,52,50,50,0.9615384615384616,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,robustness,08_R6_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,468,468,468,146,146,146,146,0.31196581196581197,0.31196581196581197,0.31196581196581197,0.31196581196581197,330,330,330,330,0.7051282051282052,0.7051282051282052,0.7051282051282052,0.7051282051282052,0.6622800284371432,0.744636190904263,0.6622800284371432,0.744636190904263,322,226,226,0.7018633540372671,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,robustness,08_R6_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,,insufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,robustness,08_R6_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,63,63,63,11,11,11,11,0.1746031746031746,0.1746031746031746,0.1746031746031746,0.1746031746031746,41,41,41,41,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6507936507936508,0.5275123111600184,0.7567418060364581,0.5275123111600184,0.7567418060364581,52,31,31,0.5961538461538461,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,robustness,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,468,468,468,146,146,146,146,0.31196581196581197,0.31196581196581197,0.31196581196581197,0.31196581196581197,16,16,16,16,0.03418803418803419,0.03418803418803419,0.03418803418803419,0.03418803418803419,0.021151515624417604,0.05480956962113937,0.021151515624417604,0.05480956962113937,322,7,7,0.021739130434782608,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,robustness,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,,insufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,robustness,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,63,63,63,11,11,11,11,0.1746031746031746,0.1746031746031746,0.1746031746031746,0.1746031746031746,4,4,4,4,0.06349206349206349,0.06349206349206349,0.06349206349206349,0.06349206349206349,0.024965213900485034,0.15219392053076733,0.024965213900485034,0.15219392053076733,52,4,4,0.07692307692307693,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,robustness,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,468,468,468,146,146,146,146,0.31196581196581197,0.31196581196581197,0.31196581196581197,0.31196581196581197,16,16,16,16,0.03418803418803419,0.03418803418803419,0.03418803418803419,0.03418803418803419,0.021151515624417604,0.05480956962113937,0.021151515624417604,0.05480956962113937,322,7,7,0.021739130434782608,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,robustness,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,,insufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,robustness,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,63,63,63,11,11,11,11,0.1746031746031746,0.1746031746031746,0.1746031746031746,0.1746031746031746,4,4,4,4,0.06349206349206349,0.06349206349206349,0.06349206349206349,0.06349206349206349,0.024965213900485034,0.15219392053076733,0.024965213900485034,0.15219392053076733,52,4,4,0.07692307692307693,sufficient_episode_power
default_deterministic,transition_boundary_or_mixed,transition_boundary_or_mixed,robustness,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,468,468,468,146,146,146,146,0.31196581196581197,0.31196581196581197,0.31196581196581197,0.31196581196581197,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.008141715355322633,0.0,0.008141715355322633,322,0,0,0.0,sufficient_episode_power
default_deterministic,transition_recovery,transition_recovery,robustness,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,,insufficient_episode_power
default_deterministic,transition_deterioration,transition_deterioration,robustness,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,market_date,unique_target_episode,unique_target_episode_within_taxonomy_method_split_subregime_window,63,63,63,11,11,11,11,0.1746031746031746,0.1746031746031746,0.1746031746031746,0.1746031746031746,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.057473190348525466,0.0,0.057473190348525466,52,0,0,0.0,sufficient_episode_power
