block_sample_step,block_sample_n,rolling_selected_k,block_selected_k,block_selection_reason,adjusted_rand_index,normalized_mutual_info,block_stability_status
20,12,3,2,silhouette_fallback,0.14838709677419354,0.1931602138786979,block_stability_failed
