feature_name,lag1_autocorrelation,lag5_autocorrelation,lag20_autocorrelation,observed_window_n,effective_independent_window_n
market_return_20d,0.8197249314906331,0.3029137104068576,-0.12033563885339062,,
market_volatility_20d,0.8677073770098536,0.36639763098884104,-0.08917276263923826,,
market_return_60d,0.8089166176812209,0.3302979718014468,-0.09809531773390637,,
market_volatility_60d,0.9542418746594372,0.6980002026459733,0.0008524159261881758,,
market_return_120d,0.9368362052442254,0.6892859813311764,0.18441746533249317,,
market_volatility_120d,0.975380589613578,0.8404336479401843,0.16616351435859356,,
market_drawdown_60d,0.8442007517598883,0.5424806669528945,0.05414866558492442,,
market_drawdown_120d,0.9170126000817905,0.6794099056979758,0.20563284089176145,,
market_distance_from_high_120d,0.9170126000817905,0.6794099056979758,0.20563284089176145,,
universe_up_share,-0.1228791626632636,0.038751983400573516,-0.009899536844997415,,
universe_new_high_60_share,0.26563215781816163,0.030809232873033554,-0.05624713397108543,,
universe_up_share_z,-0.12422816422745654,0.015151933137827894,-0.1049066320081777,,
universe_up_share_change_5d,-0.15710296344909025,-0.13056320102686456,0.08746133513810114,,
board_relative_1d,0.06179701551059053,-0.07907432239129628,-0.06563242564477333,,
board_relative_cusum_20d,0.903710059605073,0.5560151450480652,-0.24727118846703508,,
trend_slope_20d,0.819724931490633,0.3029137104068576,-0.12033563885339062,,
trend_slope_60d,0.8089166176812204,0.3302979718014468,-0.09809531773390635,,
volatility_change_20d_vs_60d,0.9217606785852338,0.6113647289506691,-0.12403177023615773,,
direction_entropy_20d,0.7728793184333339,0.15359806639172816,-0.14452236420815834,,
direction_entropy_60d,0.7589118728018366,0.25379023233537834,0.0020616249396596524,,
universe_up_share_mean_120d,0.9258409289390167,0.6627349813065725,0.00563372484159926,,
universe_up_share_min_120d,0.9942408770387262,0.9718927912833131,0.8812897080153749,,
universe_up_share_max_120d,0.9872408896294875,0.939446444933702,0.8037890231865389,,
universe_up_share_slope_120d,-0.07729368636019424,0.17701197814607147,-0.11729766955634724,,
universe_new_high_60_share_mean_120d,0.9368477480058292,0.6605811189905239,-0.06987801681990496,,
universe_new_high_60_share_min_120d,,,,,
universe_new_high_60_share_max_120d,0.9353399774337904,0.6709911933983803,-0.03247865983663405,,
universe_new_high_60_share_slope_120d,0.4541466365589358,0.23935226412288838,-0.13440240646005425,,
board_relative_1d_mean_120d,0.9374345769629202,0.6706133268314192,-0.16729655641317687,,
board_relative_1d_min_120d,0.9377052871292711,0.6860689820749897,0.015590652462072387,,
board_relative_1d_max_120d,0.9598646727225816,0.7572993029972631,-0.02370021489382772,,
board_relative_1d_slope_120d,-0.03423421993611912,-0.07586422053893657,-0.029773311093444128,,
board_relative_cusum_20d_mean_120d,0.9275356311820278,0.6118649961895419,-0.04184506936858131,,
board_relative_cusum_20d_min_120d,0.9519408334384629,0.7142140790587247,-0.08975040649485448,,
board_relative_cusum_20d_max_120d,0.9580266677379087,0.7855256129350993,0.23254965713240414,,
board_relative_cusum_20d_slope_120d,0.7433408888857144,0.24795105174088775,-0.16457030742773499,,
fraction_days_risk_on_120d,0.9805213247303431,0.8852147305543432,0.57481575867279,,
days_since_last_risk_on,0.9033421106142419,0.6200154558261163,0.30054983858667655,,
fraction_days_risk_off_120d,0.9587322535417959,0.7865852728145539,0.32706646238701026,,
days_since_last_risk_off,0.9512730307840618,0.7587831165140945,0.20622017524957945,,
fraction_days_transition_120d,0.939750998042735,0.6771200266321404,0.0493751789862603,,
days_since_last_transition,0.7681082517046861,0.3267234274355923,0.04227666116009188,,
boundary_distance_trend_60d,0.830728370224986,0.4412480418166757,-0.07049048317794969,,
boundary_distance_drawdown_120d,0.8430759192552191,0.4397895573027523,-0.1772344614905067,,
__summary__,0.7363643227319795,,,230.0,34.92136124764432
