feature_name,source_artifact,source_hash,feature_grain,as_of_policy,window_length_trading_days,missing_rate_train,missing_rate_validation,missing_rate_robustness,allowed_as_unsupervised_taxonomy_feature,uses_future_information,blocked_reason
market_return_20d,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_market_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
market_volatility_20d,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_market_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
market_return_60d,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_market_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
market_volatility_60d,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_market_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
market_return_120d,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_market_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
market_volatility_120d,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_market_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
market_drawdown_60d,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_market_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
market_drawdown_120d,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_market_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
market_distance_from_high_120d,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_market_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
universe_up_share,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_breadth_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
universe_new_high_60_share,SH000985_or_date_level_breadth_proxy,fba8f650f56b81742de0239c841c03214940b05223ec6e7404dd6ff87ac679ee,date_level_breadth_state,window_end_date = event_t0_date; no future rows,120,0.0,0.0,0.0,True,False,
