state_id,state_priority,source_13a2_filter_id,base_token_id,base_threshold_value,component_1_primitive_id,component_1_threshold_rule,component_1_threshold_value,component_2_primitive_id,component_2_threshold_rule,component_2_threshold_value,component_family,directional_component_class,morphology_risk,shortlist_source,confirmatory_status,threshold_source_split,future_data_used,state_reproduction_status
repair_range_participation_core_30,1,distance_from_20d_low__top_30pct__AND__turnover_zscore_20d__top_30pct,volatility_20d__bottom_20pct,0.0160231498003639,distance_from_20d_low,top_30pct,0.0601787829618642,turnover_zscore_20d,top_30pct,0.5272489508098294,range+participation,position_strength_component,normal,post_13A2_diagnostic_report,False,train,False,pass
repair_sma_participation_core_30,2,close_vs_sma20__top_30pct__AND__turnover_zscore_20d__top_30pct,volatility_20d__bottom_20pct,0.0160231498003639,close_vs_sma20,top_30pct,0.0170630134171051,turnover_zscore_20d,top_30pct,0.5272489508098294,relative+participation,position_strength_component,normal,post_13A2_diagnostic_report,False,train,False,pass
repair_close_position_participation_core_30,3,close_position_20d__top_30pct__AND__turnover_zscore_20d__top_30pct,volatility_20d__bottom_20pct,0.0160231498003639,close_position_20d,top_30pct,0.6904761904761898,turnover_zscore_20d,top_30pct,0.5272489508098294,range+participation,position_strength_component,normal,post_13A2_diagnostic_report,False,train,False,pass
repair_range_participation_broad_40,4,distance_from_20d_low__top_40pct__AND__turnover_zscore_20d__top_40pct,volatility_20d__bottom_20pct,0.0160231498003639,distance_from_20d_low,top_40pct,0.049095607235142,turnover_zscore_20d,top_40pct,0.1631598812311651,range+participation,position_strength_component,normal,post_13A2_diagnostic_report,False,train,False,pass
repair_ret60_volume_suspect_30,5,ret_60d__top_30pct__AND__volume_up_price_not_down_5d__top_30pct,volatility_20d__bottom_20pct,0.0160231498003639,ret_60d,top_30pct,0.0173766277829371,volume_up_price_not_down_5d,top_30pct,0.6856292042579251,drawdown_momentum+participation,drawdown_momentum_suspect_component,morphology_suspect,post_13A2_diagnostic_report,False,train,False,pass
repair_drawdown_amount_suspect_30,6,max_drawdown_20d__top_30pct__AND__amount_ratio_5d_20d__top_30pct,volatility_20d__bottom_20pct,0.0160231498003639,max_drawdown_20d,top_30pct,-0.0338345864661655,amount_ratio_5d_20d,top_30pct,1.1662107669814483,drawdown+participation,drawdown_momentum_suspect_component,morphology_suspect,post_13A2_diagnostic_report,False,train,False,pass
