composite_state_n,cost_grid_n,effective_search_space_n,posthoc_shortlist_from_13a2_report,validation_used_for_shortlist,robustness_used_for_shortlist,validation_used_for_final_selection,robustness_used_for_final_selection,state_priority_policy,cost_tier_policy,train_selection_rule,fdr_or_deflation_method,search_accounting_status
6,5,30,True,True,True,False,False,pre_registered_in_requirement_13a3,100bps_gt_75bps_gt_50bps_gt_25bps_gt_0bps,train_support_winner_badside_self_utility_then_priority,diagnostic_posthoc_accounting_no_confirmatory_pvalue,diagnostic_posthoc_not_confirmatory
