decision_state,next_allowed_requirement,sequence_mining_authorized,selected_state_id,selected_state_cost_status,selected_state_reference_cost_pass,selected_state_50bps_cost_pass,confirmatory_status,shortlist_source,effect_interpretation,distribution_vs_state_edge_disentanglement_required,badside_primary_baseline,input_gate_status,upstream_13a_lineage_gate_status,upstream_13a2_lineage_gate_status,cost_sensitivity_gate_status,composite_readout_gate_status,badside_gate_status,utility_gate_status,denominator_drift_gate_status,morphology_independent_evidence_gate_status,search_accounting_status,primary_failure_reason
13A3_selected_composite_state_not_supported,none,False,repair_range_participation_core_30,100bps,False,False,False,post_13A2_diagnostic_report,total_native_effect_only,True,compression_base,pass,pass,pass,pass,pass,pass,fail,pass,fail,diagnostic_posthoc_not_confirmatory,one_or_more_final_gates_failed
