state_id,split_bucket,cost_buffer_return,cost_tier_label,morphology_risk,max_abs_rank_corr_with_anchor,top_anchor_id,state_auc,broad_morphology_baseline_auc,auc_margin_vs_broad,state_utility_total_indexed,broad_morphology_utility_total_indexed,utility_margin_vs_broad,compression_base_utility_total_indexed,utility_margin_vs_compression_base,independent_evidence_status
repair_range_participation_core_30,train,0.0,0bps,normal,0.2250308830840321,volatility_20d,0.5189789406928075,0.5684486534687287,-0.04946971277592127,0.0003736340201606479,0.0003354715259663616,3.81624941942863e-05,0.0003354715259663616,3.81624941942863e-05,pass
repair_range_participation_core_30,train,0.0025,25bps,normal,0.2250308830840321,volatility_20d,0.5189789406928075,0.5684486534687287,-0.04946971277592127,0.0003017685626295354,-3.4307911168721168e-06,0.0003051993537464075,-0.0001645307803705296,0.00046629934300006497,pass
repair_range_participation_core_30,train,0.005,50bps,normal,0.2250308830840321,volatility_20d,0.5189789406928075,0.5684486534687287,-0.04946971277592127,0.00022990310509842294,-0.0002536683438166701,0.00048357144891509306,-0.0006645330867074208,0.0008944361918058437,pass
repair_range_participation_core_30,train,0.0075,75bps,normal,0.2250308830840321,volatility_20d,0.5189789406928075,0.5684486534687287,-0.04946971277592127,0.0001580376475673105,-0.0005039058965164681,0.0006619435440837786,-0.001164535393044312,0.0013225730406116224,pass
repair_range_participation_core_30,train,0.01,100bps,normal,0.2250308830840321,volatility_20d,0.5189789406928075,0.5684486534687287,-0.04946971277592127,8.617219003619797e-05,-0.000754143449216266,0.000840315639252464,-0.0016645376993812033,0.0017507098894174013,pass
repair_range_participation_core_30,validation,0.0,0bps,normal,0.24936627210433468,max_drawdown_20d,0.527279912452108,0.607276140560686,-0.07999622810857798,-7.75621579923043e-05,-0.00043780071889693505,0.00036023856090463077,-0.0034810616457304515,0.003403499487738147,pass
repair_range_participation_core_30,validation,0.0025,25bps,normal,0.24936627210433468,max_drawdown_20d,0.527279912452108,0.607276140560686,-0.07999622810857798,-0.00018468695613933485,-0.0005198468147750566,0.00033515985863572173,-0.0043443399010683415,0.004159652944929006,pass
repair_range_participation_core_30,validation,0.005,50bps,normal,0.24936627210433468,max_drawdown_20d,0.527279912452108,0.607276140560686,-0.07999622810857798,-0.00029181175428636536,-0.0006018929106531782,0.00031008115636681286,-0.0052076181564062315,0.004915806402119866,pass
repair_range_participation_core_30,validation,0.0075,75bps,normal,0.24936627210433468,max_drawdown_20d,0.527279912452108,0.607276140560686,-0.07999622810857798,-0.00039893655243339587,-0.0006839390065312998,0.0002850024540979039,-0.006070896411744121,0.005671959859310725,pass
repair_range_participation_core_30,validation,0.01,100bps,normal,0.24936627210433468,max_drawdown_20d,0.527279912452108,0.607276140560686,-0.07999622810857798,-0.0005060613505804264,-0.0007659851024094214,0.000259923751828995,-0.006934174667082011,0.0064281133165015845,pass
repair_range_participation_core_30,robustness,0.0,0bps,normal,0.22343784426142635,max_drawdown_20d,0.5151025918981955,0.590747022700084,-0.07564443080188843,0.0002743202781829098,0.0016001398874232063,-0.0013258196092402964,0.0009082119002443797,-0.00063389162206147,morphology_rediscovery_without_independent_utility
repair_range_participation_core_30,robustness,0.0025,25bps,normal,0.22343784426142635,max_drawdown_20d,0.5151025918981955,0.590747022700084,-0.07564443080188843,0.00018219768795521592,0.0011852341345942599,-0.001003036446639044,1.3016898177220037e-05,0.00016918078977799588,morphology_rediscovery_without_independent_utility
repair_range_participation_core_30,robustness,0.005,50bps,normal,0.22343784426142635,max_drawdown_20d,0.5151025918981955,0.590747022700084,-0.07564443080188843,9.007509772752213e-05,0.000772055846190584,-0.0006819807484630618,-0.0008821781038899397,0.0009722532016174618,morphology_rediscovery_without_independent_utility
repair_range_participation_core_30,robustness,0.0075,75bps,normal,0.22343784426142635,max_drawdown_20d,0.5151025918981955,0.590747022700084,-0.07564443080188843,-2.0474925001716802e-06,0.0005651676106262495,-0.0005672151031264212,-0.001777373105957099,0.0017753256134569273,morphology_rediscovery_without_independent_utility
repair_range_participation_core_30,robustness,0.01,100bps,normal,0.22343784426142635,max_drawdown_20d,0.5151025918981955,0.590747022700084,-0.07564443080188843,-9.417008272786552e-05,0.0003582793750619148,-0.0004524494577897803,-0.002672568108024259,0.0025783980252963934,morphology_rediscovery_without_independent_utility
repair_sma_participation_core_30,train,0.0,0bps,normal,0.24658107335305607,volatility_20d,0.5207867517398722,0.5684486534687287,-0.04766190172885654,0.0003762477208707622,0.0003354715259663616,4.077619490440058e-05,0.0003354715259663616,4.077619490440058e-05,pass
repair_sma_participation_core_30,train,0.0025,25bps,normal,0.24658107335305607,volatility_20d,0.5207867517398722,0.5684486534687287,-0.04766190172885654,0.00029582575347314043,-3.4307911168721168e-06,0.00029925654459001254,-0.0001645307803705296,0.00046035653384367,pass
repair_sma_participation_core_30,train,0.005,50bps,normal,0.24658107335305607,volatility_20d,0.5207867517398722,0.5684486534687287,-0.04766190172885654,0.00021540378607551875,-0.0002536683438166701,0.00046907212989218887,-0.0006645330867074208,0.0008799368727829396,pass
repair_sma_participation_core_30,train,0.0075,75bps,normal,0.24658107335305607,volatility_20d,0.5207867517398722,0.5684486534687287,-0.04766190172885654,0.00013498181867789704,-0.0005039058965164681,0.0006388877151943651,-0.001164535393044312,0.001299517211722209,pass
repair_sma_participation_core_30,train,0.01,100bps,normal,0.24658107335305607,volatility_20d,0.5207867517398722,0.5684486534687287,-0.04766190172885654,5.455985128027532e-05,-0.000754143449216266,0.0008087033004965414,-0.0016645376993812033,0.0017190975506614786,pass
repair_sma_participation_core_30,validation,0.0,0bps,normal,0.27853921951833394,max_drawdown_20d,0.5319846159727896,0.607276140560686,-0.07529152458789645,-4.459228648584108e-05,-0.00043780071889693505,0.00039320843241109394,-0.0034810616457304515,0.0034364693592446103,pass
repair_sma_participation_core_30,validation,0.0025,25bps,normal,0.27853921951833394,max_drawdown_20d,0.5319846159727896,0.607276140560686,-0.07529152458789645,-0.00016488850062125793,-0.0005198468147750566,0.0003549583141537986,-0.0043443399010683415,0.004179451400447083,pass
repair_sma_participation_core_30,validation,0.005,50bps,normal,0.27853921951833394,max_drawdown_20d,0.5319846159727896,0.607276140560686,-0.07529152458789645,-0.00028518471475667476,-0.0006018929106531782,0.00031670819589650346,-0.0052076181564062315,0.004922433441649557,pass
repair_sma_participation_core_30,validation,0.0075,75bps,normal,0.27853921951833394,max_drawdown_20d,0.5319846159727896,0.607276140560686,-0.07529152458789645,-0.0004054809288920916,-0.0006839390065312998,0.00027845807763920814,-0.006070896411744121,0.005665415482852029,pass
repair_sma_participation_core_30,validation,0.01,100bps,normal,0.27853921951833394,max_drawdown_20d,0.5319846159727896,0.607276140560686,-0.07529152458789645,-0.0005257771430275085,-0.0007659851024094214,0.00024020795938191287,-0.006934174667082011,0.006408397524054503,pass
repair_sma_participation_core_30,robustness,0.0,0bps,normal,0.25611114314379063,max_drawdown_20d,0.5193632511090731,0.590747022700084,-0.07138377159101084,0.00034117885577380027,0.0016001398874232063,-0.001258961031649406,0.0009082119002443797,-0.0005670330444705794,morphology_rediscovery_without_independent_utility
