artifact_id,resolved_path,row_count,column_count,sha256,schema_status,read_status,required_flag,lineage_role
requirement,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/requirement_13a3_compression_repair_state_cost_and_native_feasibility_diagnostic.md,,,9ac77a3aeba2cd8ce6dbcc9f648e9052b5eb79e10dd57dded225c92d7eaf0022,pass,pass,True,run_config_input
upstream_requirement_13a,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/requirement_13a_full_pit_native_token_cartography_preflight.md,,,e64f9b1cb360e3361ce109e63a794a3ac40d84e9bb09f6e9c371d5377886293f,pass,pass,True,run_config_input
upstream_requirement_13a2,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/requirement_13a2_compression_directional_disambiguation_preflight.md,,,afd5b2758f4d1ac884ccf98700dff85824010c34ad30cd8e71204fce4352c13a,pass,pass,True,run_config_input
upstream_report_13a,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/reports/native_token_cartography_preflight_report.md,,,a8672cdcdd082afcaf425bcbb9a6211f15b9aac1a39f7952c4e7f03e7f160e7a,pass,pass,True,run_config_input
upstream_report_13a2,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/reports/compression_directional_disambiguation_preflight_report.md,,,339e459ad11426ae526de70e3526109a8d6c1b3802d0cb2bf13d31cae93c2089,pass,pass,True,run_config_input
upstream_requirement_12a7g,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/requirement_12a7g_vol_scaled_label_panel_c0_separability_triage.md,,,07786959ad687ff18ba6b2737008666d8fdb2a0dc591ee45741c23be31c452d4,pass,pass,True,upstream_12a7g_label_lineage
pit_topn_400_100_executable_daily,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/processed/universe/pit_topn_400_100_executable_daily.csv,1140000.0,33.0,e73968ddf54b646ab2d831467a0e2882970e5f96880df12c41bd01a39c243965,pass,pass,True,run_config_input
pit_topn_400_100_membership_daily,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/processed/universe/pit_topn_400_100_membership_daily.csv,1140500.0,32.0,982cc6930b27c4b255f019af5180ef835667280b841154af8c2ca9b0138a863b,pass,pass,True,run_config_input
stock_daily_qfq_dir,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq,4598.0,,,directory,pass,True,run_config_input
global_regime_calendar,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/11_archetype_proxy_validation_system_v0/outputs/publishable/tables/11A0_regime_pit_availability_audit/regime_daily_series_audit.csv,1912.0,7.0,8ec181dd392b20c1677c61c5a74f4d6bfa5609f78782057958c96ec63e600898,pass,pass,True,run_config_input
upstream_12a7g_table_dir,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7g_vol_scaled_label_panel_c0_separability_triage,25.0,,,directory,pass,True,run_config_input
upstream_12a7g_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/manifests/12A7g_vol_scaled_label_panel_c0_separability_triage_manifest.json,,,b350d7b216c8b5c11059a881a2bd804dcdcf9243007ccf36c79a05dc2b47baca,pass,pass,True,run_config_input
upstream_13a_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/manifests/13A_full_pit_native_token_cartography_preflight_manifest.json,,,46df13114235ff6d596bebe4311fd812bc1ba46152278a29acfbb2c3b374fa44,pass,pass,True,upstream_13a_lineage
upstream_13a_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_cartography_decision.csv,1.0,18.0,22006d8f40c1df0b0cf8a52b6e8858e01a958b6517c62e104dac383dd7adde99,pass,pass,True,upstream_13a_lineage
upstream_13a_token_dictionary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_dictionary.csv,80.0,11.0,b323a3fd0fcba8e5fecaaacfd0a256494ff5f91750888c9e4c187137764bb3ae,pass,pass,True,upstream_13a_lineage
upstream_13a_morphology,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_morphology_collinearity_audit.csv,15.0,13.0,6296b3c0b32d35f47c4e95392ab4f88fc996bb8e62cf5006159c9de2176d58c7,pass,pass,True,upstream_13a_lineage
upstream_13a_native_universe_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_universe_panel.parquet,431239.0,81.0,a9557622571efe0a06ac20f9d0fcddc1a987810febc850d0f973df242e74cd2e,pass,pass,True,upstream_13a_lineage
upstream_13a_native_token_matrix_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_token_matrix.parquet,431239.0,81.0,ab36592d2714fd471b69a329c188b797d5b5d239dcf6ddb40bf4753adb0cbdf5,pass,pass,True,upstream_13a_lineage
upstream_13a2_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/manifests/13A2_compression_directional_disambiguation_preflight_manifest.json,,,71acb888248cdcd4a0ea011ab2307c28e9d1215978cbbaa14b0724a7672789f9,pass,pass,True,upstream_13a2_lineage
upstream_13a2_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A2_compression_directional_disambiguation_preflight/compression_directional_disambiguation_decision.csv,1.0,27.0,4a6ea672fc86e3b040100e107024847b834e0bd689baf08c6ccc089fed64e3d4,pass,pass,True,upstream_13a2_lineage
upstream_13a2_filter_dictionary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A2_compression_directional_disambiguation_preflight/directional_filter_dictionary.csv,162.0,15.0,354c4489c4d69ca103fefcc471d203108e4606d629ca64abb5ef488813c04a7c,pass,pass,True,upstream_13a2_lineage
upstream_13a2_threshold_freeze,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A2_compression_directional_disambiguation_preflight/directional_filter_threshold_freeze_audit.csv,72.0,13.0,8e4b5efe28cbeeac6f5d315600a95aa770667f23ac69b876d9740b159e44f679,pass,pass,True,upstream_13a2_lineage
upstream_13a2_readout,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A2_compression_directional_disambiguation_preflight/compression_directional_readout.csv,486.0,26.0,7ac49638115d03b208a40d68a655ebd6cd28217b20085d674765314df2236e85,pass,pass,True,upstream_13a2_lineage
upstream_13a2_badside,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A2_compression_directional_disambiguation_preflight/compression_directional_badside_utility_audit.csv,486.0,28.0,fb437297ac32a126a9e81008d629e18d10e528105a26d17981d5c2ee7916434f,pass,pass,True,upstream_13a2_lineage
upstream_13a2_match,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A2_compression_directional_disambiguation_preflight/directional_filter_matched_control_audit.csv,486.0,15.0,020906f73175dea38c1fa8b4ce1736c3a9f15301c10dd76681adbc360008a918,pass,pass,True,upstream_13a2_lineage
upstream_13a2_search,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A2_compression_directional_disambiguation_preflight/compression_directional_search_multiplicity_audit.csv,1.0,17.0,c0c4a8f1567f683b6c91f4141daafb7f0c28e3a0205422e0c352c29233e764d3,pass,pass,True,upstream_13a2_lineage
upstream_13a2_compression_base_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A2_compression_directional_disambiguation_preflight/compression_base_panel.parquet,111299.0,110.0,ac51ca494a0f88510176ef29acfebef0dc5ad9c3eb0bcb99b3f28d534fa28a55,pass,pass,True,upstream_13a2_lineage
