state_id,split_bucket,drift_axis,bucket_id,treated_n,treated_share,native_share,complement_share,treated_minus_native_share,treated_minus_complement_share,drift_status
repair_drawdown_amount_suspect_30,validation,year,2022,2840,0.17464788732394365,0.3787332604759652,0.3886465869635863,-0.20408537315202158,-0.21399869963964263,caveat_relative_drift
repair_drawdown_amount_suspect_30,validation,year,2023,2840,0.8253521126760563,0.6212667395240348,0.6113534130364137,0.20408537315202158,0.2139986996396427,caveat_relative_drift
repair_drawdown_amount_suspect_30,validation,regime,risk_on,2840,1.0,1.0,1.0,0.0,0.0,regime_single_bucket_caveat
repair_drawdown_amount_suspect_30,validation,liquidity,median_ratio,2840,0.5646343236403815,1.0,0.5450492929074818,-0.43536567635961854,0.019585030732899633,primary_pass
repair_drawdown_amount_suspect_30,validation,compression_severity,median_ratio,2840,0.5669932494037537,1.0,0.552046958885465,-0.43300675059624627,0.014946290518288774,primary_pass
repair_drawdown_amount_suspect_30,robustness,board,chinext,5356,0.0722554144884242,0.1851945426983325,0.1900237908955915,-0.1129391282099083,-0.1177683764071673,primary_pass
repair_drawdown_amount_suspect_30,robustness,board,main_board,5356,0.9277445855115758,0.8148054573016675,0.8099762091044085,0.11293912820990826,0.11776837640716731,primary_pass
repair_drawdown_amount_suspect_30,robustness,year,2024,5356,0.1755041075429425,0.4108135421930268,0.4208753133532389,-0.2353094346500843,-0.24537120581029642,caveat_relative_drift
repair_drawdown_amount_suspect_30,robustness,year,2025,5356,0.8244958924570575,0.5891864578069732,0.5791246866467611,0.23530943465008425,0.24537120581029637,caveat_relative_drift
repair_drawdown_amount_suspect_30,robustness,regime,risk_on,5356,1.0,1.0,1.0,0.0,0.0,regime_single_bucket_caveat
repair_drawdown_amount_suspect_30,robustness,liquidity,median_ratio,5356,0.6454935635178233,1.0,0.6323377381223615,-0.3545064364821767,0.013155825395461784,primary_pass
repair_drawdown_amount_suspect_30,robustness,compression_severity,median_ratio,5356,0.562219537126278,1.0,0.5452216277757468,-0.43778046287372196,0.01699790935053125,primary_pass
