scope_id,filter_id_or_state_id,source_phase,split_bucket,cost_buffer_return,cost_tier_label,treated_n,treated_positive_n,winner_rate,lower_first_rate,fast_fail_rate,self_utility_proxy_per_entry,self_utility_proxy_total_indexed,self_utility_margin_vs_100bps,self_utility_positive,lower_first_uplift_vs_native,fast_fail_uplift_vs_native,bootstrap_ci_low,bootstrap_ci_high,ci_status
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,train,0.005,50bps,17344,3610,0.20814114391143912,0.4466674354243542,0.13687730627306274,-0.006729194922992616,-0.0005383504928382886,0.000400011070417078,False,0.10206380248248315,0.05354474171869315,-0.0006976995834379444,-0.0003887692541390486,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,train,0.0075,75bps,17344,3610,0.20814114391143912,0.4466674354243542,0.13687730627306274,-0.009229194922992616,-0.0007383560280468276,0.000200005535208539,False,0.10206380248248315,0.05354474171869315,-0.0008985819643109879,-0.0005891357499591557,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,train,0.01,100bps,17344,3610,0.20814114391143912,0.4466674354243542,0.13687730627306274,-0.011729194922992616,-0.0009383615632553666,0.0,False,0.10206380248248315,0.05354474171869315,-0.0010963286904306908,-0.0007901620154709946,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,validation,0.0,0bps,11754,1994,0.1696443763825081,0.445635528330781,0.10898417559979581,-0.005758419869834764,-0.0011040251056166149,0.001917236204674833,False,0.04634996550761239,0.030477642903692592,-0.0014899481215359587,-0.0006561883617742911,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,validation,0.0025,25bps,11754,1994,0.1696443763825081,0.445635528330781,0.10898417559979581,-0.008258419869834764,-0.0015833341567853233,0.0014379271535061246,False,0.04634996550761239,0.030477642903692592,-0.0019720333915834577,-0.001143306472267383,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,validation,0.005,50bps,11754,1994,0.1696443763825081,0.445635528330781,0.10898417559979581,-0.010758419869834765,-0.002062643207954032,0.0009586181023374159,False,0.04634996550761239,0.030477642903692592,-0.0024485362306068846,-0.0016270990976736603,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,validation,0.0075,75bps,11754,1994,0.1696443763825081,0.445635528330781,0.10898417559979581,-0.013258419869834764,-0.00254195225912274,0.00047930905116870797,False,0.04634996550761239,0.030477642903692592,-0.0029355916956806563,-0.002104636245923418,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,validation,0.01,100bps,11754,1994,0.1696443763825081,0.445635528330781,0.10898417559979581,-0.015758419869834762,-0.003021261310291448,0.0,False,0.04634996550761239,0.030477642903692592,-0.003423212141308697,-0.0025822264884732085,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,robustness,0.0,0bps,21824,4363,0.1999175219941349,0.36381964809384165,0.1184017595307918,0.0019797322408088673,0.0003307890151393627,0.0016708775475829545,True,0.0942007710975013,0.05106594560579142,6.239118510739268e-05,0.0006570328377042924,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,robustness,0.0025,25bps,21824,4363,0.1999175219941349,0.36381964809384165,0.1184017595307918,-0.0005202677591911327,-8.69303717563759e-05,0.0012531581606872158,False,0.0942007710975013,0.05106594560579142,-0.0003548669189243344,0.00023934979127734963,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,robustness,0.005,50bps,21824,4363,0.1999175219941349,0.36381964809384165,0.1184017595307918,-0.003020267759191133,-0.0005046497586521145,0.0008354387737914773,False,0.0942007710975013,0.05106594560579142,-0.0007723847667099646,-0.0001800797874814358,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,robustness,0.0075,75bps,21824,4363,0.1999175219941349,0.36381964809384165,0.1184017595307918,-0.005520267759191132,-0.000922369145547853,0.00041771938689573874,False,0.0942007710975013,0.05106594560579142,-0.0011943131255767857,-0.0005995285895325878,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_40pct,13A2_filter,robustness,0.01,100bps,21824,4363,0.1999175219941349,0.36381964809384165,0.1184017595307918,-0.008020267759191133,-0.0013400885324435917,0.0,False,0.0942007710975013,0.05106594560579142,-0.0016170984584187847,-0.0010190136753579972,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,train,0.0,0bps,13008,2689,0.20671894218942188,0.4523370233702337,0.14099015990159902,-0.002253767481119627,-0.00013522979138907954,0.000600016605625617,False,0.10773339042836261,0.05765759534722943,-0.00026755989258730605,-1.0663376830878004e-05,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,train,0.0025,25bps,13008,2689,0.20671894218942188,0.4523370233702337,0.14099015990159902,-0.0047537674811196275,-0.0002852339427954838,0.00045001245421921277,False,0.10773339042836261,0.05765759534722943,-0.0004169640948458397,-0.00016233021378381782,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,train,0.005,50bps,13008,2689,0.20671894218942188,0.4523370233702337,0.14099015990159902,-0.007253767481119627,-0.00043523809420188805,0.0003000083028128085,False,0.10773339042836261,0.05765759534722943,-0.0005692440141031706,-0.00031319606567043064,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,train,0.0075,75bps,13008,2689,0.20671894218942188,0.4523370233702337,0.14099015990159902,-0.009753767481119627,-0.0005852422456082922,0.00015000415140640436,False,0.10773339042836261,0.05765759534722943,-0.0007192132068915049,-0.00046389893830885447,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,train,0.01,100bps,13008,2689,0.20671894218942188,0.4523370233702337,0.14099015990159902,-0.012253767481119627,-0.0007352463970146966,0.0,False,0.10773339042836261,0.05765759534722943,-0.0008680205833620795,-0.0006148464137485985,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,validation,0.0,0bps,9597,1625,0.16932374700427216,0.4468062936334271,0.10534542044388871,-0.0058967036028985675,-0.0009230701955244517,0.001565400362111994,False,0.04752073081025848,0.026838887747785492,-0.0013580158917007607,-0.0005525971286116511,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,validation,0.0025,25bps,9597,1625,0.16932374700427216,0.4468062936334271,0.10534542044388871,-0.008396703602898568,-0.0013144202860524501,0.0011740502715839956,False,0.04752073081025848,0.026838887747785492,-0.0017478251063917797,-0.0009415535283702431,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,validation,0.005,50bps,9597,1625,0.16932374700427216,0.4468062936334271,0.10534542044388871,-0.010896703602898569,-0.0017057703765804488,0.0007827001810559969,False,0.04752073081025848,0.026838887747785492,-0.0021334130091006116,-0.0013340375595854348,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,validation,0.0075,75bps,9597,1625,0.16932374700427216,0.4468062936334271,0.10534542044388871,-0.013396703602898567,-0.002097120467108447,0.00039135009052799867,False,0.04752073081025848,0.026838887747785492,-0.002526938155335994,-0.0017243095978813647,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,validation,0.01,100bps,9597,1625,0.16932374700427216,0.4468062936334271,0.10534542044388871,-0.01589670360289857,-0.0024884705576364457,0.0,False,0.04752073081025848,0.026838887747785492,-0.0029169762421630387,-0.0021134219901058366,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,robustness,0.0,0bps,17297,3396,0.1963346245013586,0.3688500896109152,0.12163959068046482,0.0013228943934858114,0.00017518875713265104,0.0013242837674368752,True,0.09923121261457485,0.05430377675546444,-4.5072835572963676e-05,0.00044634863680132055,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,robustness,0.0025,25bps,17297,3396,0.1963346245013586,0.3688500896109152,0.12163959068046482,-0.0011771056065141886,-0.00015588218472656776,0.0009932128255776564,False,0.09923121261457485,0.05430377675546444,-0.00037294925004614424,0.00011544436577434549,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,robustness,0.005,50bps,17297,3396,0.1963346245013586,0.3688500896109152,0.12163959068046482,-0.0036771056065141887,-0.00048695312658578654,0.0006621418837184376,False,0.09923121261457485,0.05430377675546444,-0.0007012328530467098,-0.00021567251296759646,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,robustness,0.0075,75bps,17297,3396,0.1963346245013586,0.3688500896109152,0.12163959068046482,-0.006177105606514188,-0.0008180240684450053,0.0003310709418592189,False,0.09923121261457485,0.05430377675546444,-0.0010350527127007104,-0.0005469602522482061,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_30pct,13A2_filter,robustness,0.01,100bps,17297,3396,0.1963346245013586,0.3688500896109152,0.12163959068046482,-0.008677105606514189,-0.0011490950103042242,0.0,False,0.09923121261457485,0.05430377675546444,-0.0013691918555184788,-0.0008814016463441336,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,train,0.0,0bps,8672,1812,0.20894833948339483,0.4568726937269373,0.14725553505535055,-0.0023162174944422326,-9.265126392705998e-05,0.00040001107041707796,False,0.11226906078506621,0.06392297050098096,-0.00019669205452917698,2.165517707170999e-06,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,train,0.0025,25bps,8672,1812,0.20894833948339483,0.4568726937269373,0.14725553505535055,-0.004816217494442233,-0.0001926540315313295,0.0003000083028128084,False,0.11226906078506621,0.06392297050098096,-0.0002989197609636776,-9.469590500244766e-05,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,train,0.005,50bps,8672,1812,0.20894833948339483,0.4568726937269373,0.14725553505535055,-0.007316217494442233,-0.000292656799135599,0.00020000553520853895,False,0.11226906078506621,0.06392297050098096,-0.00039877365282983446,-0.00019338781914083076,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,train,0.0075,75bps,8672,1812,0.20894833948339483,0.4568726937269373,0.14725553505535055,-0.009816217494442232,-0.0003926595667398685,0.00010000276760426945,False,0.11226906078506621,0.06392297050098096,-0.0004990056859585144,-0.0002932512818967977,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,train,0.01,100bps,8672,1812,0.20894833948339483,0.4568726937269373,0.14725553505535055,-0.012316217494442233,-0.0004926623343441379,0.0,False,0.11226906078506621,0.06392297050098096,-0.0005999725716445962,-0.00039283399839197054,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,validation,0.0,0bps,6813,1085,0.15925436665198883,0.44914134742404227,0.10377220020548951,-0.007293719607721419,-0.0008105454791036265,0.0011112923483452136,False,0.04985578460087364,0.02526566750938629,-0.0011289350290975895,-0.0005581835102725981,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,validation,0.0025,25bps,6813,1085,0.15925436665198883,0.44914134742404227,0.10377220020548951,-0.00979371960772142,-0.00108836856618993,0.0008334692612589102,False,0.04985578460087364,0.02526566750938629,-0.0014108114869245915,-0.0008308644292534332,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,validation,0.005,50bps,6813,1085,0.15925436665198883,0.44914134742404227,0.10377220020548951,-0.01229371960772142,-0.0013661916532762333,0.0005556461741726068,False,0.04985578460087364,0.02526566750938629,-0.0016860636135224037,-0.0011056019459043,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,validation,0.0075,75bps,6813,1085,0.15925436665198883,0.44914134742404227,0.10377220020548951,-0.014793719607721419,-0.0016440147403625365,0.0002778230870863036,False,0.04985578460087364,0.02526566750938629,-0.00196254252838981,-0.0013807477832405517,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,validation,0.01,100bps,6813,1085,0.15925436665198883,0.44914134742404227,0.10377220020548951,-0.01729371960772142,-0.0019218378274488402,0.0,False,0.04985578460087364,0.02526566750938629,-0.002237612199190419,-0.0016614831204230975,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,robustness,0.0,0bps,12279,2342,0.19073214431142602,0.3725059043896083,0.12460298069875397,0.0005049826155653532,4.747333009116153e-05,0.0009400983049290276,True,0.10288702739326794,0.0572671667737536,-0.0001939069746359901,0.0002378629625431249,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,robustness,0.0025,25bps,12279,2342,0.19073214431142602,0.3725059043896083,0.12460298069875397,-0.001995017384434647,-0.00018755124614109535,0.0007050737286967706,False,0.10288702739326794,0.0572671667737536,-0.00042750453208978114,2.919824619280795e-06,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,robustness,0.005,50bps,12279,2342,0.19073214431142602,0.3725059043896083,0.12460298069875397,-0.004495017384434647,-0.0004225758223733522,0.0004700491524645138,False,0.10288702739326794,0.0572671667737536,-0.000660527686394246,-0.00023219153982345812,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,robustness,0.0075,75bps,12279,2342,0.19073214431142602,0.3725059043896083,0.12460298069875397,-0.0069950173844346465,-0.0006576003986056091,0.00023502457623225692,False,0.10288702739326794,0.0572671667737536,-0.0008869544094101554,-0.0004682114151813829,pass
all_13a2_candidate_grid,stock_vs_board_20d__top_20pct,13A2_filter,robustness,0.01,100bps,12279,2342,0.19073214431142602,0.3725059043896083,0.12460298069875397,-0.009495017384434647,-0.000892624974837866,0.0,False,0.10288702739326794,0.0572671667737536,-0.001119549717199602,-0.0007011636749821956,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,train,0.0,0bps,22257,5417,0.2433841038774318,0.44102978838118345,0.12607269623039943,0.0026011101815527557,0.00026704110496978556,0.001026642803767632,True,0.09642615543931238,0.042740131676029844,4.733552788978164e-05,0.00045160900423966895,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,train,0.0025,25bps,22257,5417,0.2433841038774318,0.44102978838118345,0.12607269623039943,0.00010111018155275564,1.0380404027877536e-05,0.000769982102825724,True,0.09642615543931238,0.042740131676029844,-0.0002075475638932013,0.0001965045729236768,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,train,0.005,50bps,22257,5417,0.2433841038774318,0.44102978838118345,0.12607269623039943,-0.0023988898184472444,-0.00024628029691403045,0.000513321401883816,False,0.09642615543931238,0.042740131676029844,-0.000462362005102912,-5.7917828065280504e-05,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,train,0.0075,75bps,22257,5417,0.2433841038774318,0.44102978838118345,0.12607269623039943,-0.004898889818447244,-0.0005029409978559384,0.00025666070094190806,False,0.09642615543931238,0.042740131676029844,-0.0007170475011296051,-0.0003142346491861822,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,train,0.01,100bps,22257,5417,0.2433841038774318,0.44102978838118345,0.12607269623039943,-0.0073988898184472445,-0.0007596016987978465,0.0,False,0.09642615543931238,0.042740131676029844,-0.0009756236148596899,-0.000571806463189193,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,validation,0.0,0bps,11122,1847,0.16606725409099082,0.4648444524366121,0.11131091530300306,-0.0072225240632886115,-0.0013102730949466773,0.0018141484659174323,False,0.06555888961344347,0.03280438260689984,-0.0017717093786548629,-0.0008879852146850682,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,validation,0.0025,25bps,11122,1847,0.16606725409099082,0.4648444524366121,0.11131091530300306,-0.009722524063288612,-0.0017638102114260353,0.0013606113494380742,False,0.06555888961344347,0.03280438260689984,-0.0022261293470108422,-0.0013452440315985185,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,validation,0.005,50bps,11122,1847,0.16606725409099082,0.4648444524366121,0.11131091530300306,-0.012222524063288612,-0.0022173473279053935,0.000907074232958716,False,0.06555888961344347,0.03280438260689984,-0.0026805493153668207,-0.0017947693351786185,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,validation,0.0075,75bps,11122,1847,0.16606725409099082,0.4648444524366121,0.11131091530300306,-0.014722524063288611,-0.0026708844443847513,0.00045353711647935823,False,0.06555888961344347,0.03280438260689984,-0.0031349692837227996,-0.0022430706634985224,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,validation,0.01,100bps,11122,1847,0.16606725409099082,0.4648444524366121,0.11131091530300306,-0.017222524063288613,-0.0031244215608641096,0.0,False,0.06555888961344347,0.03280438260689984,-0.003588849431527108,-0.0026893685163227273,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,robustness,0.0,0bps,25766,5400,0.20957851432119848,0.3261662656213615,0.10424590545680354,0.00508363733956008,0.0010028404282167688,0.0019726828670739737,True,0.05654738862502112,0.03691009153180316,0.0007015697519937175,0.0014034324874180493,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,robustness,0.0025,25bps,25766,5400,0.20957851432119848,0.3261662656213615,0.10424590545680354,0.00258363733956008,0.0005096697114482752,0.0014795121503054804,True,0.05654738862502112,0.03691009153180316,0.00020268983816452486,0.000909119636295798,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,robustness,0.005,50bps,25766,5400,0.20957851432119848,0.3261662656213615,0.10424590545680354,8.363733956007983e-05,1.6498994679781775e-05,0.0009863414335369869,True,0.05654738862502112,0.03691009153180316,-0.0002831563175846501,0.00041123511346265857,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,robustness,0.0075,75bps,25766,5400,0.20957851432119848,0.3261662656213615,0.10424590545680354,-0.00241636266043992,-0.0004766717220887116,0.0004931707167684935,False,0.05654738862502112,0.03691009153180316,-0.0007762124725394179,-8.69877033869899e-05,pass
all_13a2_candidate_grid,ret_20d__top_50pct,13A2_filter,robustness,0.01,100bps,25766,5400,0.20957851432119848,0.3261662656213615,0.10424590545680354,-0.00491636266043992,-0.0009698424388572051,0.0,False,0.05654738862502112,0.03691009153180316,-0.001269036748650708,-0.0005852105202366386,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,train,0.0,0bps,17344,4257,0.245445110701107,0.45739160516605165,0.12638376383763839,0.0019438683860417694,0.0001555137747700972,0.0008000221408341559,True,0.11278797222418058,0.043051199283268796,-3.137042065930363e-05,0.00031809392415969645,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,train,0.0025,25bps,17344,4257,0.245445110701107,0.45739160516605165,0.12638376383763839,-0.0005561316139582307,-4.449176043844181e-05,0.0006000166056256169,False,0.11278797222418058,0.043051199283268796,-0.00022956259848710327,0.0001181956336166002,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,train,0.005,50bps,17344,4257,0.245445110701107,0.45739160516605165,0.12638376383763839,-0.0030561316139582307,-0.0002444972956469808,0.00040001107041707796,False,0.11278797222418058,0.043051199283268796,-0.0004297334729234213,-8.170265692649601e-05,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,train,0.0075,75bps,17344,4257,0.245445110701107,0.45739160516605165,0.12638376383763839,-0.00555613161395823,-0.00044450283085551974,0.000200005535208539,False,0.11278797222418058,0.043051199283268796,-0.0006309319784444763,-0.0002816009474695922,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,train,0.01,100bps,17344,4257,0.245445110701107,0.45739160516605165,0.12638376383763839,-0.00805613161395823,-0.0006445083660640587,0.0,False,0.11278797222418058,0.043051199283268796,-0.0008319724823329604,-0.0004814992380126884,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,validation,0.0,0bps,9006,1510,0.16766600044414834,0.46713302242949145,0.10970464135021098,-0.007226053009517029,-0.0010615073874714201,0.0014690002772929684,False,0.06784745960632282,0.031198108654107756,-0.0014362990859459548,-0.0007216819390812436,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,validation,0.0025,25bps,9006,1510,0.16766600044414834,0.46713302242949145,0.10970464135021098,-0.00972605300951703,-0.0014287574567946623,0.0011017502079697262,False,0.06784745960632282,0.031198108654107756,-0.0017968103860180776,-0.001094037272798742,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,validation,0.005,50bps,9006,1510,0.16766600044414834,0.46713302242949145,0.10970464135021098,-0.01222605300951703,-0.0017960075261179043,0.0007345001386464842,False,0.06784745960632282,0.031198108654107756,-0.0021561869507240356,-0.0014669738868884875,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,validation,0.0075,75bps,9006,1510,0.16766600044414834,0.46713302242949145,0.10970464135021098,-0.014726053009517029,-0.002163257595441146,0.0003672500693232424,False,0.06784745960632282,0.031198108654107756,-0.0025181270175035258,-0.0018367573554564985,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,validation,0.01,100bps,9006,1510,0.16766600044414834,0.46713302242949145,0.10970464135021098,-0.01722605300951703,-0.0025305076647643885,0.0,False,0.06784745960632282,0.031198108654107756,-0.0028787363280227164,-0.0022005898853566398,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,robustness,0.0,0bps,20222,4263,0.21081000890119672,0.3267728216793591,0.10478686578973395,0.00527859394268531,0.0008172456758768764,0.0015482260707121748,True,0.057153944683018765,0.037451051864733576,0.0005091380907743898,0.0011237554135943067,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,robustness,0.0025,25bps,20222,4263,0.21081000890119672,0.3267728216793591,0.10478686578973395,0.00277859394268531,0.0004301891581988327,0.0011611695530341312,True,0.057153944683018765,0.037451051864733576,0.00012717295482198108,0.000730164321371658,pass
all_13a2_candidate_grid,ret_20d__top_40pct,13A2_filter,robustness,0.005,50bps,20222,4263,0.21081000890119672,0.3267728216793591,0.10478686578973395,0.00027859394268530974,4.3132640520788996e-05,0.0007741130353560874,True,0.057153944683018765,0.037451051864733576,-0.00025602182314799887,0.00033361099843220966,pass
