policy_id,decision_date,vol_proxy,realized_capital_weight
F_MIX333_XD7_R025_C020,2025-04-30,low,0.435114814297
F_MIX333_XD7_R025_C020,2025-04-30,middle,0.277641448792
F_MIX333_XD7_R025_C020,2025-04-30,missing,0.0150795096242
F_MIX333_XD7_R025_C020,2025-05-30,high,0
F_MIX333_XD7_R025_C020,2025-05-30,low,0.425825491976
F_MIX333_XD7_R025_C020,2025-05-30,middle,0.269207860293
F_MIX333_XD7_R025_C020,2025-05-30,missing,0.0108124633807
F_MIX333_XD7_R025_C020,2025-06-30,high,0
F_MIX333_XD7_R025_C020,2025-06-30,low,0.421289145995
F_MIX333_XD7_R025_C020,2025-06-30,middle,0.258304959923
F_MIX333_XD7_R025_C020,2025-06-30,missing,0.0112483142905
F_MIX333_XD7_R025_C020,2025-07-31,high,0
F_MIX333_XD7_R025_C020,2025-07-31,low,0.404774701695
F_MIX333_XD7_R025_C020,2025-07-31,middle,0.250596678715
F_MIX333_XD7_R025_C020,2025-07-31,missing,0.0135100662105
F_MIX333_XD7_R025_C020,2025-08-29,high,0
F_MIX333_XD7_R025_C020,2025-08-29,low,0.401009535613
F_MIX333_XD7_R025_C020,2025-08-29,middle,0.239721528171
F_MIX333_XD7_R025_C020,2025-08-29,missing,0.0314072358527
F_MIX333_XD7_R025_C020,2025-09-30,high,0
F_MIX333_XD7_R025_C020,2025-09-30,low,0.389738569216
F_MIX333_XD7_R025_C020,2025-09-30,middle,0.220215364965
F_MIX333_XD7_R025_C020,2025-09-30,missing,0.0406837769459
F_MIX333_XD7_R025_C020,2025-10-31,high,0
F_MIX333_XD7_R025_C020,2025-10-31,low,0.373140633823
F_MIX333_XD7_R025_C020,2025-10-31,middle,0.221553587643
F_MIX333_XD7_R025_C020,2025-10-31,missing,0.0274364822749
F_MIX333_XD7_R025_C020,2025-11-28,high,0
F_MIX333_XD7_R025_C020,2025-11-28,low,0.372598489386
F_MIX333_XD7_R025_C020,2025-11-28,middle,0.22880363123
F_MIX333_XD7_R025_C020,2025-11-28,missing,0.0202924970898
F_MIX333_XD7_R025_C020,2025-12-31,high,0.00478530401462
F_MIX333_XD7_R025_C020,2025-12-31,low,0.373801426591
F_MIX333_XD7_R025_C020,2025-12-31,middle,0.212096690835
F_MIX333_XD7_R025_C020,2025-12-31,missing,0.0213486360288
F_MIX333_XD7_R025_C020,2026-01-30,high,0.00399383998226
F_MIX333_XD7_R025_C020,2026-01-30,low,0.361853435717
F_MIX333_XD7_R025_C020,2026-01-30,middle,0.200370008429
F_MIX333_XD7_R025_C020,2026-01-30,missing,0.0346170332949
F_MIX333_XD7_R025_C020,2026-02-27,high,0.00285155309958
F_MIX333_XD7_R025_C020,2026-02-27,low,0.374924143871
F_MIX333_XD7_R025_C020,2026-02-27,middle,0.201662906837
F_MIX333_XD7_R025_C020,2026-02-27,missing,0.0193619283361
F_MIX333_XD7_R025_C020,2026-03-31,high,0.00172735191492
F_MIX333_XD7_R025_C020,2026-03-31,low,0.360082500665
F_MIX333_XD7_R025_C020,2026-03-31,middle,0.196777625317
F_MIX333_XD7_R025_C020,2026-03-31,missing,0.0179149738461
F_MIX333_XD7_R025_C030,2024-07-31,high,0
F_MIX333_XD7_R025_C030,2024-07-31,low,0.566468107136
F_MIX333_XD7_R025_C030,2024-07-31,middle,0.416825162039
F_MIX333_XD7_R025_C030,2024-07-31,missing,0
F_MIX333_XD7_R025_C030,2024-08-30,high,0
F_MIX333_XD7_R025_C030,2024-08-30,low,0.545194844492
F_MIX333_XD7_R025_C030,2024-08-30,middle,0.375659148534
F_MIX333_XD7_R025_C030,2024-08-30,missing,0.0235763771236
F_MIX333_XD7_R025_C030,2024-09-30,high,0
F_MIX333_XD7_R025_C030,2024-09-30,low,0.517282559839
F_MIX333_XD7_R025_C030,2024-09-30,middle,0.376382512211
F_MIX333_XD7_R025_C030,2024-09-30,missing,0.0175522964531
F_MIX333_XD7_R025_C030,2024-10-31,high,0
F_MIX333_XD7_R025_C030,2024-10-31,low,0.52163262332
F_MIX333_XD7_R025_C030,2024-10-31,middle,0.319795598294
F_MIX333_XD7_R025_C030,2024-10-31,missing,0.0335146068509
F_MIX333_XD7_R025_C030,2024-11-29,high,0
F_MIX333_XD7_R025_C030,2024-11-29,low,0.528063109442
F_MIX333_XD7_R025_C030,2024-11-29,middle,0.295232987482
F_MIX333_XD7_R025_C030,2024-11-29,missing,0.0263006047393
F_MIX333_XD7_R025_C030,2024-12-31,high,0
F_MIX333_XD7_R025_C030,2024-12-31,low,0.512556490006
F_MIX333_XD7_R025_C030,2024-12-31,middle,0.300718472698
F_MIX333_XD7_R025_C030,2024-12-31,missing,0.0144876498912
F_MIX333_XD7_R025_C030,2025-01-27,high,0
F_MIX333_XD7_R025_C030,2025-01-27,low,0.466291876598
F_MIX333_XD7_R025_C030,2025-01-27,middle,0.321463737702
F_MIX333_XD7_R025_C030,2025-01-27,missing,0.0161515939703
F_MIX333_XD7_R025_C030,2025-02-28,high,0
F_MIX333_XD7_R025_C030,2025-02-28,low,0.457209927791
F_MIX333_XD7_R025_C030,2025-02-28,middle,0.283720517816
F_MIX333_XD7_R025_C030,2025-02-28,missing,0.0313727975047
F_MIX333_XD7_R025_C030,2025-03-31,high,0
F_MIX333_XD7_R025_C030,2025-03-31,low,0.45431445793
F_MIX333_XD7_R025_C030,2025-03-31,middle,0.273166675658
F_MIX333_XD7_R025_C030,2025-03-31,missing,0.0191974436521
F_MIX333_XD7_R025_C030,2025-04-30,high,0
F_MIX333_XD7_R025_C030,2025-04-30,low,0.435114814297
F_MIX333_XD7_R025_C030,2025-04-30,middle,0.277641448792
F_MIX333_XD7_R025_C030,2025-04-30,missing,0.0150795096242
F_MIX333_XD7_R025_C030,2025-05-30,high,0
F_MIX333_XD7_R025_C030,2025-05-30,low,0.425825491976
F_MIX333_XD7_R025_C030,2025-05-30,middle,0.269207860293
F_MIX333_XD7_R025_C030,2025-05-30,missing,0.0108124633807
F_MIX333_XD7_R025_C030,2025-06-30,high,0
F_MIX333_XD7_R025_C030,2025-06-30,low,0.421289145995
F_MIX333_XD7_R025_C030,2025-06-30,middle,0.258304959923
F_MIX333_XD7_R025_C030,2025-06-30,missing,0.0112483142905
F_MIX333_XD7_R025_C030,2025-07-31,high,0
F_MIX333_XD7_R025_C030,2025-07-31,low,0.404774701695
F_MIX333_XD7_R025_C030,2025-07-31,middle,0.250596678715
F_MIX333_XD7_R025_C030,2025-07-31,missing,0.0135100662105
F_MIX333_XD7_R025_C030,2025-08-29,high,0
F_MIX333_XD7_R025_C030,2025-08-29,low,0.401009535613
F_MIX333_XD7_R025_C030,2025-08-29,middle,0.239721528171
F_MIX333_XD7_R025_C030,2025-08-29,missing,0.0314072358527
F_MIX333_XD7_R025_C030,2025-09-30,high,0
F_MIX333_XD7_R025_C030,2025-09-30,low,0.389738569216
F_MIX333_XD7_R025_C030,2025-09-30,middle,0.220215364965
F_MIX333_XD7_R025_C030,2025-09-30,missing,0.0406837769459
F_MIX333_XD7_R025_C030,2025-10-31,high,0
F_MIX333_XD7_R025_C030,2025-10-31,low,0.373140633823
F_MIX333_XD7_R025_C030,2025-10-31,middle,0.221553587643
F_MIX333_XD7_R025_C030,2025-10-31,missing,0.0274364822749
F_MIX333_XD7_R025_C030,2025-11-28,high,0
F_MIX333_XD7_R025_C030,2025-11-28,low,0.372598489386
F_MIX333_XD7_R025_C030,2025-11-28,middle,0.22880363123
F_MIX333_XD7_R025_C030,2025-11-28,missing,0.0202924970898
F_MIX333_XD7_R025_C030,2025-12-31,high,0.00478530401462
F_MIX333_XD7_R025_C030,2025-12-31,low,0.373801426591
F_MIX333_XD7_R025_C030,2025-12-31,middle,0.212096690835
F_MIX333_XD7_R025_C030,2025-12-31,missing,0.0213486360288
F_MIX333_XD7_R025_C030,2026-01-30,high,0.00399383998226
F_MIX333_XD7_R025_C030,2026-01-30,low,0.361853435717
F_MIX333_XD7_R025_C030,2026-01-30,middle,0.200370008429
F_MIX333_XD7_R025_C030,2026-01-30,missing,0.0346170332949
F_MIX333_XD7_R025_C030,2026-02-27,high,0.00285155309958
F_MIX333_XD7_R025_C030,2026-02-27,low,0.374924143871
F_MIX333_XD7_R025_C030,2026-02-27,middle,0.201662906837
F_MIX333_XD7_R025_C030,2026-02-27,missing,0.0193619283361
F_MIX333_XD7_R025_C030,2026-03-31,high,0.00172735191492
F_MIX333_XD7_R025_C030,2026-03-31,low,0.360082500665
F_MIX333_XD7_R025_C030,2026-03-31,middle,0.196777625317
F_MIX333_XD7_R025_C030,2026-03-31,missing,0.0179149738461
F_MIX333_XD7_R025_C040,2024-07-31,high,0
F_MIX333_XD7_R025_C040,2024-07-31,low,0.566468107136
F_MIX333_XD7_R025_C040,2024-07-31,middle,0.416825162039
F_MIX333_XD7_R025_C040,2024-07-31,missing,0
F_MIX333_XD7_R025_C040,2024-08-30,high,0
F_MIX333_XD7_R025_C040,2024-08-30,low,0.545194844492
F_MIX333_XD7_R025_C040,2024-08-30,middle,0.375659148534
F_MIX333_XD7_R025_C040,2024-08-30,missing,0.0235763771236
F_MIX333_XD7_R025_C040,2024-09-30,high,0
F_MIX333_XD7_R025_C040,2024-09-30,low,0.517282559839
F_MIX333_XD7_R025_C040,2024-09-30,middle,0.376382512211
F_MIX333_XD7_R025_C040,2024-09-30,missing,0.0175522964531
F_MIX333_XD7_R025_C040,2024-10-31,high,0
F_MIX333_XD7_R025_C040,2024-10-31,low,0.52163262332
F_MIX333_XD7_R025_C040,2024-10-31,middle,0.319795598294
F_MIX333_XD7_R025_C040,2024-10-31,missing,0.0335146068509
F_MIX333_XD7_R025_C040,2024-11-29,high,0
F_MIX333_XD7_R025_C040,2024-11-29,low,0.528063109442
F_MIX333_XD7_R025_C040,2024-11-29,middle,0.295232987482
F_MIX333_XD7_R025_C040,2024-11-29,missing,0.0263006047393
F_MIX333_XD7_R025_C040,2024-12-31,high,0
F_MIX333_XD7_R025_C040,2024-12-31,low,0.512556490006
F_MIX333_XD7_R025_C040,2024-12-31,middle,0.300718472698
F_MIX333_XD7_R025_C040,2024-12-31,missing,0.0144876498912
F_MIX333_XD7_R025_C040,2025-01-27,high,0
F_MIX333_XD7_R025_C040,2025-01-27,low,0.466291876598
F_MIX333_XD7_R025_C040,2025-01-27,middle,0.321463737702
F_MIX333_XD7_R025_C040,2025-01-27,missing,0.0161515939703
F_MIX333_XD7_R025_C040,2025-02-28,high,0
F_MIX333_XD7_R025_C040,2025-02-28,low,0.457209927791
F_MIX333_XD7_R025_C040,2025-02-28,middle,0.283720517816
F_MIX333_XD7_R025_C040,2025-02-28,missing,0.0313727975047
F_MIX333_XD7_R025_C040,2025-03-31,high,0
F_MIX333_XD7_R025_C040,2025-03-31,low,0.45431445793
F_MIX333_XD7_R025_C040,2025-03-31,middle,0.273166675658
F_MIX333_XD7_R025_C040,2025-03-31,missing,0.0191974436521
F_MIX333_XD7_R025_C040,2025-04-30,high,0
F_MIX333_XD7_R025_C040,2025-04-30,low,0.435114814297
F_MIX333_XD7_R025_C040,2025-04-30,middle,0.277641448792
F_MIX333_XD7_R025_C040,2025-04-30,missing,0.0150795096242
F_MIX333_XD7_R025_C040,2025-05-30,high,0
F_MIX333_XD7_R025_C040,2025-05-30,low,0.425825491976
F_MIX333_XD7_R025_C040,2025-05-30,middle,0.269207860293
F_MIX333_XD7_R025_C040,2025-05-30,missing,0.0108124633807
F_MIX333_XD7_R025_C040,2025-06-30,high,0
F_MIX333_XD7_R025_C040,2025-06-30,low,0.421289145995
F_MIX333_XD7_R025_C040,2025-06-30,middle,0.258304959923
F_MIX333_XD7_R025_C040,2025-06-30,missing,0.0112483142905
F_MIX333_XD7_R025_C040,2025-07-31,high,0
F_MIX333_XD7_R025_C040,2025-07-31,low,0.404774701695
F_MIX333_XD7_R025_C040,2025-07-31,middle,0.250596678715
F_MIX333_XD7_R025_C040,2025-07-31,missing,0.0135100662105
F_MIX333_XD7_R025_C040,2025-08-29,high,0
F_MIX333_XD7_R025_C040,2025-08-29,low,0.401009535613
F_MIX333_XD7_R025_C040,2025-08-29,middle,0.239721528171
F_MIX333_XD7_R025_C040,2025-08-29,missing,0.0314072358527
F_MIX333_XD7_R025_C040,2025-09-30,high,0
F_MIX333_XD7_R025_C040,2025-09-30,low,0.389738569216
F_MIX333_XD7_R025_C040,2025-09-30,middle,0.220215364965
F_MIX333_XD7_R025_C040,2025-09-30,missing,0.0406837769459
F_MIX333_XD7_R025_C040,2025-10-31,high,0
F_MIX333_XD7_R025_C040,2025-10-31,low,0.373140633823
F_MIX333_XD7_R025_C040,2025-10-31,middle,0.221553587643
F_MIX333_XD7_R025_C040,2025-10-31,missing,0.0274364822749
F_MIX333_XD7_R025_C040,2025-11-28,high,0
F_MIX333_XD7_R025_C040,2025-11-28,low,0.372598489386
F_MIX333_XD7_R025_C040,2025-11-28,middle,0.22880363123
F_MIX333_XD7_R025_C040,2025-11-28,missing,0.0202924970898
F_MIX333_XD7_R025_C040,2025-12-31,high,0.00478530401462
F_MIX333_XD7_R025_C040,2025-12-31,low,0.373801426591
F_MIX333_XD7_R025_C040,2025-12-31,middle,0.212096690835
F_MIX333_XD7_R025_C040,2025-12-31,missing,0.0213486360288
F_MIX333_XD7_R025_C040,2026-01-30,high,0.00399383998226
F_MIX333_XD7_R025_C040,2026-01-30,low,0.361853435717
F_MIX333_XD7_R025_C040,2026-01-30,middle,0.200370008429
F_MIX333_XD7_R025_C040,2026-01-30,missing,0.0346170332949
F_MIX333_XD7_R025_C040,2026-02-27,high,0.00285155309958
F_MIX333_XD7_R025_C040,2026-02-27,low,0.374924143871
F_MIX333_XD7_R025_C040,2026-02-27,middle,0.201662906837
F_MIX333_XD7_R025_C040,2026-02-27,missing,0.0193619283361
F_MIX333_XD7_R025_C040,2026-03-31,high,0.00172735191492
F_MIX333_XD7_R025_C040,2026-03-31,low,0.360082500665
F_MIX333_XD7_R025_C040,2026-03-31,middle,0.196777625317
F_MIX333_XD7_R025_C040,2026-03-31,missing,0.0179149738461
F_MIX333_XD7_R025_CNONE,2024-07-31,high,0
F_MIX333_XD7_R025_CNONE,2024-07-31,low,0.566468107136
F_MIX333_XD7_R025_CNONE,2024-07-31,middle,0.416825162039
F_MIX333_XD7_R025_CNONE,2024-07-31,missing,0
F_MIX333_XD7_R025_CNONE,2024-08-30,high,0
F_MIX333_XD7_R025_CNONE,2024-08-30,low,0.545194844492
F_MIX333_XD7_R025_CNONE,2024-08-30,middle,0.375659148534
F_MIX333_XD7_R025_CNONE,2024-08-30,missing,0.0235763771236
F_MIX333_XD7_R025_CNONE,2024-09-30,high,0
F_MIX333_XD7_R025_CNONE,2024-09-30,low,0.517282559839
F_MIX333_XD7_R025_CNONE,2024-09-30,middle,0.376382512211
F_MIX333_XD7_R025_CNONE,2024-09-30,missing,0.0175522964531
F_MIX333_XD7_R025_CNONE,2024-10-31,high,0
F_MIX333_XD7_R025_CNONE,2024-10-31,low,0.52163262332
F_MIX333_XD7_R025_CNONE,2024-10-31,middle,0.319795598294
F_MIX333_XD7_R025_CNONE,2024-10-31,missing,0.0335146068509
F_MIX333_XD7_R025_CNONE,2024-11-29,high,0
F_MIX333_XD7_R025_CNONE,2024-11-29,low,0.528063109442
F_MIX333_XD7_R025_CNONE,2024-11-29,middle,0.295232987482
F_MIX333_XD7_R025_CNONE,2024-11-29,missing,0.0263006047393
F_MIX333_XD7_R025_CNONE,2024-12-31,high,0
F_MIX333_XD7_R025_CNONE,2024-12-31,low,0.512556490006
F_MIX333_XD7_R025_CNONE,2024-12-31,middle,0.300718472698
F_MIX333_XD7_R025_CNONE,2024-12-31,missing,0.0144876498912
F_MIX333_XD7_R025_CNONE,2025-01-27,high,0
F_MIX333_XD7_R025_CNONE,2025-01-27,low,0.466291876598
F_MIX333_XD7_R025_CNONE,2025-01-27,middle,0.321463737702
F_MIX333_XD7_R025_CNONE,2025-01-27,missing,0.0161515939703
F_MIX333_XD7_R025_CNONE,2025-02-28,high,0
F_MIX333_XD7_R025_CNONE,2025-02-28,low,0.457209927791
F_MIX333_XD7_R025_CNONE,2025-02-28,middle,0.283720517816
F_MIX333_XD7_R025_CNONE,2025-02-28,missing,0.0313727975047
F_MIX333_XD7_R025_CNONE,2025-03-31,high,0
F_MIX333_XD7_R025_CNONE,2025-03-31,low,0.45431445793
F_MIX333_XD7_R025_CNONE,2025-03-31,middle,0.273166675658
F_MIX333_XD7_R025_CNONE,2025-03-31,missing,0.0191974436521
F_MIX333_XD7_R025_CNONE,2025-04-30,high,0
F_MIX333_XD7_R025_CNONE,2025-04-30,low,0.435114814297
F_MIX333_XD7_R025_CNONE,2025-04-30,middle,0.277641448792
F_MIX333_XD7_R025_CNONE,2025-04-30,missing,0.0150795096242
F_MIX333_XD7_R025_CNONE,2025-05-30,high,0
F_MIX333_XD7_R025_CNONE,2025-05-30,low,0.425825491976
F_MIX333_XD7_R025_CNONE,2025-05-30,middle,0.269207860293
F_MIX333_XD7_R025_CNONE,2025-05-30,missing,0.0108124633807
F_MIX333_XD7_R025_CNONE,2025-06-30,high,0
F_MIX333_XD7_R025_CNONE,2025-06-30,low,0.421289145995
F_MIX333_XD7_R025_CNONE,2025-06-30,middle,0.258304959923
F_MIX333_XD7_R025_CNONE,2025-06-30,missing,0.0112483142905
F_MIX333_XD7_R025_CNONE,2025-07-31,high,0
F_MIX333_XD7_R025_CNONE,2025-07-31,low,0.404774701695
F_MIX333_XD7_R025_CNONE,2025-07-31,middle,0.250596678715
F_MIX333_XD7_R025_CNONE,2025-07-31,missing,0.0135100662105
F_MIX333_XD7_R025_CNONE,2025-08-29,high,0
F_MIX333_XD7_R025_CNONE,2025-08-29,low,0.401009535613
F_MIX333_XD7_R025_CNONE,2025-08-29,middle,0.239721528171
F_MIX333_XD7_R025_CNONE,2025-08-29,missing,0.0314072358527
F_MIX333_XD7_R025_CNONE,2025-09-30,high,0
F_MIX333_XD7_R025_CNONE,2025-09-30,low,0.389738569216
F_MIX333_XD7_R025_CNONE,2025-09-30,middle,0.220215364965
F_MIX333_XD7_R025_CNONE,2025-09-30,missing,0.0406837769459
F_MIX333_XD7_R025_CNONE,2025-10-31,high,0
F_MIX333_XD7_R025_CNONE,2025-10-31,low,0.373140633823
F_MIX333_XD7_R025_CNONE,2025-10-31,middle,0.221553587643
F_MIX333_XD7_R025_CNONE,2025-10-31,missing,0.0274364822749
F_MIX333_XD7_R025_CNONE,2025-11-28,high,0
F_MIX333_XD7_R025_CNONE,2025-11-28,low,0.372598489386
F_MIX333_XD7_R025_CNONE,2025-11-28,middle,0.22880363123
F_MIX333_XD7_R025_CNONE,2025-11-28,missing,0.0202924970898
F_MIX333_XD7_R025_CNONE,2025-12-31,high,0.00478530401462
F_MIX333_XD7_R025_CNONE,2025-12-31,low,0.373801426591
F_MIX333_XD7_R025_CNONE,2025-12-31,middle,0.212096690835
F_MIX333_XD7_R025_CNONE,2025-12-31,missing,0.0213486360288
F_MIX333_XD7_R025_CNONE,2026-01-30,high,0.00399383998226
F_MIX333_XD7_R025_CNONE,2026-01-30,low,0.361853435717
F_MIX333_XD7_R025_CNONE,2026-01-30,middle,0.200370008429
F_MIX333_XD7_R025_CNONE,2026-01-30,missing,0.0346170332949
F_MIX333_XD7_R025_CNONE,2026-02-27,high,0.00285155309958
F_MIX333_XD7_R025_CNONE,2026-02-27,low,0.374924143871
F_MIX333_XD7_R025_CNONE,2026-02-27,middle,0.201662906837
F_MIX333_XD7_R025_CNONE,2026-02-27,missing,0.0193619283361
F_MIX333_XD7_R025_CNONE,2026-03-31,high,0.00172735191492
F_MIX333_XD7_R025_CNONE,2026-03-31,low,0.360082500665
F_MIX333_XD7_R025_CNONE,2026-03-31,middle,0.196777625317
F_MIX333_XD7_R025_CNONE,2026-03-31,missing,0.0179149738461
F_MIX333_XD7_R050_C020,2024-07-31,high,0
F_MIX333_XD7_R050_C020,2024-07-31,low,0.566468107136
F_MIX333_XD7_R050_C020,2024-07-31,middle,0.416825162039
F_MIX333_XD7_R050_C020,2024-07-31,missing,0
F_MIX333_XD7_R050_C020,2024-08-30,high,0
F_MIX333_XD7_R050_C020,2024-08-30,low,0.549034703972
F_MIX333_XD7_R050_C020,2024-08-30,middle,0.348472687218
F_MIX333_XD7_R050_C020,2024-08-30,missing,0.0183764165654
F_MIX333_XD7_R050_C020,2024-09-30,high,0
F_MIX333_XD7_R050_C020,2024-09-30,low,0.526011625445
F_MIX333_XD7_R050_C020,2024-09-30,middle,0.331681948648
F_MIX333_XD7_R050_C020,2024-09-30,missing,0.0111572689843
F_MIX333_XD7_R050_C020,2024-10-31,high,0
F_MIX333_XD7_R050_C020,2024-10-31,low,0.531846144693
F_MIX333_XD7_R050_C020,2024-10-31,middle,0.298452198811
F_MIX333_XD7_R050_C020,2024-10-31,missing,0.0162083312549
F_MIX333_XD7_R050_C020,2024-11-29,high,0
F_MIX333_XD7_R050_C020,2024-11-29,low,0.53420149866
F_MIX333_XD7_R050_C020,2024-11-29,middle,0.273307953345
F_MIX333_XD7_R050_C020,2024-11-29,missing,0.010907125861
F_MIX333_XD7_R050_C020,2024-12-31,high,0
F_MIX333_XD7_R050_C020,2024-12-31,low,0.519455989347
F_MIX333_XD7_R050_C020,2024-12-31,middle,0.275183288476
F_MIX333_XD7_R050_C020,2024-12-31,missing,0.00828243553303
F_MIX333_XD7_R050_C020,2025-01-27,high,0
F_MIX333_XD7_R050_C020,2025-01-27,low,0.474120479183
F_MIX333_XD7_R050_C020,2025-01-27,middle,0.317859147036
F_MIX333_XD7_R050_C020,2025-01-27,missing,0.00628504019237
F_MIX333_XD7_R050_C020,2025-02-28,high,0
F_MIX333_XD7_R050_C020,2025-02-28,low,0.462486104554
F_MIX333_XD7_R050_C020,2025-02-28,middle,0.290983394416
F_MIX333_XD7_R050_C020,2025-02-28,missing,0.0162763849269
F_MIX333_XD7_R050_C020,2025-03-31,high,0
F_MIX333_XD7_R050_C020,2025-03-31,low,0.467886829355
F_MIX333_XD7_R050_C020,2025-03-31,middle,0.27886483665
F_MIX333_XD7_R050_C020,2025-03-31,missing,0.00640599436647
F_MIX333_XD7_R050_C020,2025-04-30,high,0
F_MIX333_XD7_R050_C020,2025-04-30,low,0.450623353902
F_MIX333_XD7_R050_C020,2025-04-30,middle,0.290487285439
F_MIX333_XD7_R050_C020,2025-04-30,missing,0.00560724492901
F_MIX333_XD7_R050_C020,2025-05-30,high,0
F_MIX333_XD7_R050_C020,2025-05-30,low,0.427166010498
F_MIX333_XD7_R050_C020,2025-05-30,middle,0.298424835628
F_MIX333_XD7_R050_C020,2025-05-30,missing,0.00253872385049
F_MIX333_XD7_R050_C020,2025-06-30,high,0
F_MIX333_XD7_R050_C020,2025-06-30,low,0.417553425884
F_MIX333_XD7_R050_C020,2025-06-30,middle,0.2989033617
F_MIX333_XD7_R050_C020,2025-06-30,missing,0.00412148086443
F_MIX333_XD7_R050_C020,2025-07-31,high,0
F_MIX333_XD7_R050_C020,2025-07-31,low,0.416046226226
F_MIX333_XD7_R050_C020,2025-07-31,middle,0.287235392775
F_MIX333_XD7_R050_C020,2025-07-31,missing,0.00754654991407
F_MIX333_XD7_R050_C020,2025-08-29,high,0
F_MIX333_XD7_R050_C020,2025-08-29,low,0.432402353554
F_MIX333_XD7_R050_C020,2025-08-29,middle,0.279647015744
F_MIX333_XD7_R050_C020,2025-08-29,missing,0.0239990690412
F_MIX333_XD7_R050_C020,2025-09-30,high,0
F_MIX333_XD7_R050_C020,2025-09-30,low,0.435494387939
F_MIX333_XD7_R050_C020,2025-09-30,middle,0.25411841872
F_MIX333_XD7_R050_C020,2025-09-30,missing,0.0256677871711
F_MIX333_XD7_R050_C020,2025-10-31,high,0
F_MIX333_XD7_R050_C020,2025-10-31,low,0.420526254415
F_MIX333_XD7_R050_C020,2025-10-31,middle,0.249392161696
F_MIX333_XD7_R050_C020,2025-10-31,missing,0.0126066452384
F_MIX333_XD7_R050_C020,2025-11-28,high,0
F_MIX333_XD7_R050_C020,2025-11-28,low,0.412688003831
F_MIX333_XD7_R050_C020,2025-11-28,middle,0.258429849353
F_MIX333_XD7_R050_C020,2025-11-28,missing,0.0119178805607
F_MIX333_XD7_R050_C020,2025-12-31,high,0.00587379724627
F_MIX333_XD7_R050_C020,2025-12-31,low,0.418480057034
F_MIX333_XD7_R050_C020,2025-12-31,middle,0.223635929815
F_MIX333_XD7_R050_C020,2025-12-31,missing,0.0118046925939
F_MIX333_XD7_R050_C020,2026-01-30,high,0.00416972332147
F_MIX333_XD7_R050_C020,2026-01-30,low,0.399499049152
F_MIX333_XD7_R050_C020,2026-01-30,middle,0.222895965099
F_MIX333_XD7_R050_C020,2026-01-30,missing,0.0248500963727
F_MIX333_XD7_R050_C020,2026-02-27,high,0.00237850933225
F_MIX333_XD7_R050_C020,2026-02-27,low,0.410137538697
F_MIX333_XD7_R050_C020,2026-02-27,middle,0.224892596504
F_MIX333_XD7_R050_C020,2026-02-27,missing,0.0106343795978
F_MIX333_XD7_R050_C020,2026-03-31,high,0.00132414115778
F_MIX333_XD7_R050_C020,2026-03-31,low,0.378423674914
F_MIX333_XD7_R050_C020,2026-03-31,middle,0.229090701478
F_MIX333_XD7_R050_C020,2026-03-31,missing,0.0129465177003
F_MIX333_XD7_R050_C030,2024-07-31,high,0
F_MIX333_XD7_R050_C030,2024-07-31,low,0.566468107136
F_MIX333_XD7_R050_C030,2024-07-31,middle,0.416825162039
F_MIX333_XD7_R050_C030,2024-07-31,missing,0
F_MIX333_XD7_R050_C030,2024-08-30,high,0
F_MIX333_XD7_R050_C030,2024-08-30,low,0.549034703972
F_MIX333_XD7_R050_C030,2024-08-30,middle,0.348472687218
F_MIX333_XD7_R050_C030,2024-08-30,missing,0.0183764165654
F_MIX333_XD7_R050_C030,2024-09-30,high,0
F_MIX333_XD7_R050_C030,2024-09-30,low,0.526011625445
F_MIX333_XD7_R050_C030,2024-09-30,middle,0.331681948648
F_MIX333_XD7_R050_C030,2024-09-30,missing,0.0111572689843
F_MIX333_XD7_R050_C030,2024-10-31,high,0
F_MIX333_XD7_R050_C030,2024-10-31,low,0.531846144693
F_MIX333_XD7_R050_C030,2024-10-31,middle,0.298452198811
F_MIX333_XD7_R050_C030,2024-10-31,missing,0.0162083312549
F_MIX333_XD7_R050_C030,2024-11-29,high,0
F_MIX333_XD7_R050_C030,2024-11-29,low,0.53420149866
F_MIX333_XD7_R050_C030,2024-11-29,middle,0.273307953345
F_MIX333_XD7_R050_C030,2024-11-29,missing,0.010907125861
F_MIX333_XD7_R050_C030,2024-12-31,high,0
F_MIX333_XD7_R050_C030,2024-12-31,low,0.519455989347
F_MIX333_XD7_R050_C030,2024-12-31,middle,0.275183288476
F_MIX333_XD7_R050_C030,2024-12-31,missing,0.00828243553303
F_MIX333_XD7_R050_C030,2025-01-27,high,0
F_MIX333_XD7_R050_C030,2025-01-27,low,0.474120479183
F_MIX333_XD7_R050_C030,2025-01-27,middle,0.317859147036
F_MIX333_XD7_R050_C030,2025-01-27,missing,0.00628504019237
F_MIX333_XD7_R050_C030,2025-02-28,high,0
F_MIX333_XD7_R050_C030,2025-02-28,low,0.462486104554
F_MIX333_XD7_R050_C030,2025-02-28,middle,0.290983394416
F_MIX333_XD7_R050_C030,2025-02-28,missing,0.0162763849269
F_MIX333_XD7_R050_C030,2025-03-31,high,0
F_MIX333_XD7_R050_C030,2025-03-31,low,0.467886829355
F_MIX333_XD7_R050_C030,2025-03-31,middle,0.27886483665
F_MIX333_XD7_R050_C030,2025-03-31,missing,0.00640599436647
F_MIX333_XD7_R050_C030,2025-04-30,high,0
F_MIX333_XD7_R050_C030,2025-04-30,low,0.450623353902
F_MIX333_XD7_R050_C030,2025-04-30,middle,0.290487285439
