policy_id,return_path,event_month,month_n,mean_return,positive_rate,compound_return
F_MIX333_XD6_R050_C040,reference_net,False,16,0.0149480426742,0.6875,0.251887668708
F_MIX333_XD6_R050_C040,reference_net,True,5,-0.00622937155411,0.4,-0.032299128198
F_MIX333_XD6_R050_CNONE,gross_shadow,False,16,0.0151178518917,0.6875,0.255310677778
F_MIX333_XD6_R050_CNONE,gross_shadow,True,5,-0.00606900648952,0.4,-0.031513694959
F_MIX333_XD6_R050_CNONE,reference_net,False,16,0.0149480426742,0.6875,0.251887668708
F_MIX333_XD6_R050_CNONE,reference_net,True,5,-0.00622937155411,0.4,-0.032299128198
F_MIX333_XD6_R100_C020,gross_shadow,False,16,0.0172112174208,0.6875,0.293013859411
F_MIX333_XD6_R100_C020,gross_shadow,True,5,-0.00496525282537,0.4,-0.0268524263361
F_MIX333_XD6_R100_C020,reference_net,False,16,0.0169571641499,0.6875,0.287788180165
F_MIX333_XD6_R100_C020,reference_net,True,5,-0.0052355258662,0.4,-0.0281870396571
F_MIX333_XD6_R100_C030,gross_shadow,False,16,0.0200342509029,0.6875,0.348464164321
F_MIX333_XD6_R100_C030,gross_shadow,True,5,-0.000693899623595,0.4,-0.00616024106605
F_MIX333_XD6_R100_C030,reference_net,False,16,0.0197267750509,0.6875,0.341852532391
F_MIX333_XD6_R100_C030,reference_net,True,5,-0.000985853666668,0.4,-0.0076245578203
F_MIX333_XD6_R100_C040,gross_shadow,False,16,0.0200342509029,0.6875,0.348464164321
F_MIX333_XD6_R100_C040,gross_shadow,True,5,0.00222310949678,0.4,0.00797094647618
F_MIX333_XD6_R100_C040,reference_net,False,16,0.0197267750509,0.6875,0.341852532391
F_MIX333_XD6_R100_C040,reference_net,True,5,0.00191069268976,0.4,0.00639068360232
F_MIX333_XD6_R100_CNONE,gross_shadow,False,16,0.0200342509029,0.6875,0.348464164321
F_MIX333_XD6_R100_CNONE,gross_shadow,True,5,0.00222310949678,0.4,0.00797094647618
F_MIX333_XD6_R100_CNONE,reference_net,False,16,0.0197267750509,0.6875,0.341852532391
F_MIX333_XD6_R100_CNONE,reference_net,True,5,0.00191069268976,0.4,0.00639068360232
F_MIX333_XD7_R025_C020,gross_shadow,False,16,0.0141739045109,0.6875,0.237031921909
F_MIX333_XD7_R025_C020,gross_shadow,True,5,-0.00754832198689,0.4,-0.0383779279
F_MIX333_XD7_R025_C020,reference_net,False,16,0.0140367833995,0.6875,0.23429387204
F_MIX333_XD7_R025_C020,reference_net,True,5,-0.00766125024992,0.4,-0.0389280593835
F_MIX333_XD7_R025_C030,gross_shadow,False,16,0.0141739045109,0.6875,0.237031921909
F_MIX333_XD7_R025_C030,gross_shadow,True,5,-0.00754832198689,0.4,-0.0383779279
F_MIX333_XD7_R025_C030,reference_net,False,16,0.0140367833995,0.6875,0.23429387204
F_MIX333_XD7_R025_C030,reference_net,True,5,-0.00766125024992,0.4,-0.0389280593835
F_MIX333_XD7_R025_C040,gross_shadow,False,16,0.0141739045109,0.6875,0.237031921909
F_MIX333_XD7_R025_C040,gross_shadow,True,5,-0.00754832198689,0.4,-0.0383779279
F_MIX333_XD7_R025_C040,reference_net,False,16,0.0140367833995,0.6875,0.23429387204
F_MIX333_XD7_R025_C040,reference_net,True,5,-0.00766125024992,0.4,-0.0389280593835
F_MIX333_XD7_R025_CNONE,gross_shadow,False,16,0.0141739045109,0.6875,0.237031921909
F_MIX333_XD7_R025_CNONE,gross_shadow,True,5,-0.00754832198689,0.4,-0.0383779279
F_MIX333_XD7_R025_CNONE,reference_net,False,16,0.0140367833995,0.6875,0.23429387204
F_MIX333_XD7_R025_CNONE,reference_net,True,5,-0.00766125024992,0.4,-0.0389280593835
F_MIX333_XD7_R050_C020,gross_shadow,False,16,0.0147875074596,0.6875,0.249556170661
F_MIX333_XD7_R050_C020,gross_shadow,True,5,-0.00688832532243,0.4,-0.0351035605208
F_MIX333_XD7_R050_C020,reference_net,False,16,0.0146107029422,0.6875,0.246015128826
F_MIX333_XD7_R050_C020,reference_net,True,5,-0.00705805896851,0.4,-0.0359326569508
F_MIX333_XD7_R050_C030,gross_shadow,False,16,0.014896044367,0.6875,0.251668811013
F_MIX333_XD7_R050_C030,gross_shadow,True,5,-0.0067040474035,0.4,-0.0342246372493
F_MIX333_XD7_R050_C030,reference_net,False,16,0.0147091012899,0.6875,0.247920500208
F_MIX333_XD7_R050_C030,reference_net,True,5,-0.00688563932697,0.4,-0.035111093792
F_MIX333_XD7_R050_C040,gross_shadow,False,16,0.014896044367,0.6875,0.251668811013
F_MIX333_XD7_R050_C040,gross_shadow,True,5,-0.0067040474035,0.4,-0.0342246372493
F_MIX333_XD7_R050_C040,reference_net,False,16,0.0147091012899,0.6875,0.247920500208
F_MIX333_XD7_R050_C040,reference_net,True,5,-0.00688563932697,0.4,-0.035111093792
F_MIX333_XD7_R050_CNONE,gross_shadow,False,16,0.014896044367,0.6875,0.251668811013
F_MIX333_XD7_R050_CNONE,gross_shadow,True,5,-0.0067040474035,0.4,-0.0342246372493
F_MIX333_XD7_R050_CNONE,reference_net,False,16,0.0147091012899,0.6875,0.247920500208
F_MIX333_XD7_R050_CNONE,reference_net,True,5,-0.00688563932697,0.4,-0.035111093792
F_MIX333_XD7_R100_C020,gross_shadow,False,16,0.0167070928878,0.6875,0.282471203933
F_MIX333_XD7_R100_C020,gross_shadow,True,5,-0.00251796456967,0.4,-0.0137030007998
F_MIX333_XD7_R100_C020,reference_net,False,16,0.0164963686886,0.6875,0.278182876573
F_MIX333_XD7_R100_C020,reference_net,True,5,-0.00272938021942,0.4,-0.0147589914658
F_MIX333_XD7_R100_C030,gross_shadow,False,16,0.0175889787602,0.6875,0.299692843198
F_MIX333_XD7_R100_C030,gross_shadow,True,5,0.000119274115703,0.4,-0.00184262243964
F_MIX333_XD7_R100_C030,reference_net,False,16,0.0172557038534,0.6875,0.292819527066
F_MIX333_XD7_R100_C030,reference_net,True,5,-0.000209562971595,0.4,-0.00350888911343
F_MIX333_XD7_R100_C040,gross_shadow,False,16,0.0203577290097,0.6875,0.354128760478
F_MIX333_XD7_R100_C040,gross_shadow,True,5,0.00574302091114,0.4,0.0257839878607
F_MIX333_XD7_R100_C040,reference_net,False,16,0.0199607762808,0.6875,0.345581409624
F_MIX333_XD7_R100_C040,reference_net,True,5,0.00539007204342,0.4,0.0239589327616
F_MIX333_XD7_R100_CNONE,gross_shadow,False,16,0.0203577290097,0.6875,0.354128760478
F_MIX333_XD7_R100_CNONE,gross_shadow,True,5,0.00574302091114,0.4,0.0257839878607
F_MIX333_XD7_R100_CNONE,reference_net,False,16,0.0199607762808,0.6875,0.345581409624
F_MIX333_XD7_R100_CNONE,reference_net,True,5,0.00539007204342,0.4,0.0239589327616
F_MIX333_XD8_R025_C020,gross_shadow,False,16,0.0132324356049,0.6875,0.219797797627
F_MIX333_XD8_R025_C020,gross_shadow,True,5,-0.00813252676867,0.4,-0.0408270106114
F_MIX333_XD8_R025_C020,reference_net,False,16,0.0130844266116,0.6875,0.216892984074
F_MIX333_XD8_R025_C020,reference_net,True,5,-0.00826597931263,0.4,-0.041475033903
F_MIX333_XD8_R025_C030,gross_shadow,False,16,0.0132324356049,0.6875,0.219797797627
F_MIX333_XD8_R025_C030,gross_shadow,True,5,-0.00813252676867,0.4,-0.0408270106114
F_MIX333_XD8_R025_C030,reference_net,False,16,0.0130844266116,0.6875,0.216892984074
F_MIX333_XD8_R025_C030,reference_net,True,5,-0.00826597931263,0.4,-0.041475033903
F_MIX333_XD8_R025_C040,gross_shadow,False,16,0.0132324356049,0.6875,0.219797797627
F_MIX333_XD8_R025_C040,gross_shadow,True,5,-0.00813252676867,0.4,-0.0408270106114
F_MIX333_XD8_R025_C040,reference_net,False,16,0.0130844266116,0.6875,0.216892984074
F_MIX333_XD8_R025_C040,reference_net,True,5,-0.00826597931263,0.4,-0.041475033903
F_MIX333_XD8_R025_CNONE,gross_shadow,False,16,0.0132324356049,0.6875,0.219797797627
F_MIX333_XD8_R025_CNONE,gross_shadow,True,5,-0.00813252676867,0.4,-0.0408270106114
F_MIX333_XD8_R025_CNONE,reference_net,False,16,0.0130844266116,0.6875,0.216892984074
F_MIX333_XD8_R025_CNONE,reference_net,True,5,-0.00826597931263,0.4,-0.041475033903
F_MIX333_XD8_R050_C020,gross_shadow,False,16,0.014098066394,0.6875,0.237664496969
F_MIX333_XD8_R050_C020,gross_shadow,True,5,-0.00549839091206,0.4,-0.0279460201483
F_MIX333_XD8_R050_C020,reference_net,False,16,0.013916100287,0.6875,0.234068218119
F_MIX333_XD8_R050_C020,reference_net,True,5,-0.0056795961111,0.4,-0.028836794842
F_MIX333_XD8_R050_C030,gross_shadow,False,16,0.0144122887281,0.6875,0.243618771455
F_MIX333_XD8_R050_C030,gross_shadow,True,5,-0.00458741694675,0.4,-0.0236040755643
F_MIX333_XD8_R050_C030,reference_net,False,16,0.0142042334034,0.6875,0.239490017949
F_MIX333_XD8_R050_C030,reference_net,True,5,-0.00478928984609,0.4,-0.0245991336226
F_MIX333_XD8_R050_C040,gross_shadow,False,16,0.0144232523893,0.6875,0.243825545765
F_MIX333_XD8_R050_C040,gross_shadow,True,5,-0.00451757318271,0.4,-0.0232668044672
F_MIX333_XD8_R050_C040,reference_net,False,16,0.0142144691578,0.6875,0.239681866071
F_MIX333_XD8_R050_C040,reference_net,True,5,-0.00472418950075,0.4,-0.0242850353224
F_MIX333_XD8_R050_CNONE,gross_shadow,False,16,0.0144232523893,0.6875,0.243825545765
F_MIX333_XD8_R050_CNONE,gross_shadow,True,5,-0.00451757318271,0.4,-0.0232668044672
F_MIX333_XD8_R050_CNONE,reference_net,False,16,0.0142144691578,0.6875,0.239681866071
F_MIX333_XD8_R050_CNONE,reference_net,True,5,-0.00472418950075,0.4,-0.0242850353224
F_MIX333_XD8_R100_C020,gross_shadow,False,16,0.0135239212863,0.6875,0.227111945232
F_MIX333_XD8_R100_C020,gross_shadow,True,5,-0.00584648417831,0.4,-0.0296616338663
F_MIX333_XD8_R100_C020,reference_net,False,16,0.0133371785385,0.6875,0.223459835976
F_MIX333_XD8_R100_C020,reference_net,True,5,-0.00602754230377,0.4,-0.0305504453514
F_MIX333_XD8_R100_C030,gross_shadow,False,16,0.0130764375264,0.6875,0.218866183083
F_MIX333_XD8_R100_C030,gross_shadow,True,5,-0.00188134002255,0.4,-0.0105844950515
F_MIX333_XD8_R100_C030,reference_net,False,16,0.0127828012093,0.6875,0.21318570369
F_MIX333_XD8_R100_C030,reference_net,True,5,-0.00215871833228,0.4,-0.0119698710789
F_MIX333_XD8_R100_C040,gross_shadow,False,16,0.0186404941753,0.6875,0.317811474515
F_MIX333_XD8_R100_C040,gross_shadow,True,5,0.0104691096124,0.6,0.0520631568413
F_MIX333_XD8_R100_C040,reference_net,False,16,0.0181439574587,0.6875,0.307477630662
F_MIX333_XD8_R100_C040,reference_net,True,5,0.0100094162999,0.4,0.0496488722647
F_MIX333_XD8_R100_CNONE,gross_shadow,False,16,0.0200395233578,0.6875,0.34374665289
F_MIX333_XD8_R100_CNONE,gross_shadow,True,5,0.0100852212389,0.4,0.0490851061605
F_MIX333_XD8_R100_CNONE,reference_net,False,16,0.0194419625596,0.6875,0.331003021405
F_MIX333_XD8_R100_CNONE,reference_net,True,5,0.00952690079719,0.4,0.0461564334137
F_MIX403030_XD6_R025_C020,gross_shadow,False,16,0.0147577823642,0.6875,0.247213915773
F_MIX403030_XD6_R025_C020,gross_shadow,True,5,-0.00674192986075,0.4,-0.0348262757684
F_MIX403030_XD6_R025_C020,reference_net,False,16,0.0146188653044,0.6875,0.24441685338
F_MIX403030_XD6_R025_C020,reference_net,True,5,-0.00685467381313,0.4,-0.0353776516497
F_MIX403030_XD6_R025_C030,gross_shadow,False,16,0.0147577823642,0.6875,0.247213915773
F_MIX403030_XD6_R025_C030,gross_shadow,True,5,-0.00674192986075,0.4,-0.0348262757684
F_MIX403030_XD6_R025_C030,reference_net,False,16,0.0146188653044,0.6875,0.24441685338
F_MIX403030_XD6_R025_C030,reference_net,True,5,-0.00685467381313,0.4,-0.0353776516497
F_MIX403030_XD6_R025_C040,gross_shadow,False,16,0.0147577823642,0.6875,0.247213915773
F_MIX403030_XD6_R025_C040,gross_shadow,True,5,-0.00674192986075,0.4,-0.0348262757684
F_MIX403030_XD6_R025_C040,reference_net,False,16,0.0146188653044,0.6875,0.24441685338
F_MIX403030_XD6_R025_C040,reference_net,True,5,-0.00685467381313,0.4,-0.0353776516497
F_MIX403030_XD6_R025_CNONE,gross_shadow,False,16,0.0147577823642,0.6875,0.247213915773
F_MIX403030_XD6_R025_CNONE,gross_shadow,True,5,-0.00674192986075,0.4,-0.0348262757684
F_MIX403030_XD6_R025_CNONE,reference_net,False,16,0.0146188653044,0.6875,0.24441685338
F_MIX403030_XD6_R025_CNONE,reference_net,True,5,-0.00685467381313,0.4,-0.0353776516497
F_MIX403030_XD6_R050_C020,gross_shadow,False,16,0.0148213925877,0.6875,0.24896912813
F_MIX403030_XD6_R050_C020,gross_shadow,True,5,-0.0060747394278,0.4,-0.0316470817729
F_MIX403030_XD6_R050_C020,reference_net,False,16,0.0146295837433,0.6875,0.245130922424
F_MIX403030_XD6_R050_C020,reference_net,True,5,-0.0062435372798,0.4,-0.0324754556443
F_MIX403030_XD6_R050_C030,gross_shadow,False,16,0.0147940608737,0.6875,0.248421336492
F_MIX403030_XD6_R050_C030,gross_shadow,True,5,-0.00565839845657,0.4,-0.0296614896025
F_MIX403030_XD6_R050_C030,reference_net,False,16,0.0145975314645,0.6875,0.244491208116
F_MIX403030_XD6_R050_C030,reference_net,True,5,-0.00583628617154,0.4,-0.0305346120075
F_MIX403030_XD6_R050_C040,gross_shadow,False,16,0.0147940608737,0.6875,0.248421336492
F_MIX403030_XD6_R050_C040,gross_shadow,True,5,-0.00565839845657,0.4,-0.0296614896025
F_MIX403030_XD6_R050_C040,reference_net,False,16,0.0145975314645,0.6875,0.244491208116
F_MIX403030_XD6_R050_C040,reference_net,True,5,-0.00583628617154,0.4,-0.0305346120075
F_MIX403030_XD6_R050_CNONE,gross_shadow,False,16,0.0147940608737,0.6875,0.248421336492
F_MIX403030_XD6_R050_CNONE,gross_shadow,True,5,-0.00565839845657,0.4,-0.0296614896025
F_MIX403030_XD6_R050_CNONE,reference_net,False,16,0.0145975314645,0.6875,0.244491208116
F_MIX403030_XD6_R050_CNONE,reference_net,True,5,-0.00583628617154,0.4,-0.0305346120075
F_MIX403030_XD6_R100_C020,gross_shadow,False,16,0.0158760322837,0.6875,0.266307887988
F_MIX403030_XD6_R100_C020,gross_shadow,True,5,-0.00291628248397,0.4,-0.0165136679526
F_MIX403030_XD6_R100_C020,reference_net,False,16,0.015585616916,0.6875,0.260468086291
F_MIX403030_XD6_R100_C020,reference_net,True,5,-0.00322004172836,0.4,-0.0180234791951
F_MIX403030_XD6_R100_C030,gross_shadow,False,16,0.0200635968896,0.6875,0.349546842645
F_MIX403030_XD6_R100_C030,gross_shadow,True,5,-0.0010830850784,0.4,-0.00804295360638
F_MIX403030_XD6_R100_C030,reference_net,False,16,0.0197116434821,0.6875,0.341987716106
F_MIX403030_XD6_R100_C030,reference_net,True,5,-0.00140892599061,0.4,-0.00967543123252
F_MIX403030_XD6_R100_C040,gross_shadow,False,16,0.0200635968896,0.6875,0.349546842645
F_MIX403030_XD6_R100_C040,gross_shadow,True,5,0.00201272449165,0.4,0.00699179684381
F_MIX403030_XD6_R100_C040,reference_net,False,16,0.0197116434821,0.6875,0.341987716106
F_MIX403030_XD6_R100_C040,reference_net,True,5,0.00166881177014,0.4,0.00525133237239
F_MIX403030_XD6_R100_CNONE,gross_shadow,False,16,0.0200635968896,0.6875,0.349546842645
F_MIX403030_XD6_R100_CNONE,gross_shadow,True,5,0.00201272449165,0.4,0.00699179684381
F_MIX403030_XD6_R100_CNONE,reference_net,False,16,0.0197116434821,0.6875,0.341987716106
F_MIX403030_XD6_R100_CNONE,reference_net,True,5,0.00166881177014,0.4,0.00525133237239
F_MIX403030_XD7_R025_C020,gross_shadow,False,16,0.0141330349563,0.6875,0.235681797512
F_MIX403030_XD7_R025_C020,gross_shadow,True,5,-0.00688220321875,0.4,-0.0352246003786
F_MIX403030_XD7_R025_C020,reference_net,False,16,0.0139863573509,0.6875,0.232761012466
F_MIX403030_XD7_R025_C020,reference_net,True,5,-0.00700453816316,0.4,-0.0358220344334
F_MIX403030_XD7_R025_C030,gross_shadow,False,16,0.0141330349563,0.6875,0.235681797512
F_MIX403030_XD7_R025_C030,gross_shadow,True,5,-0.00688220321875,0.4,-0.0352246003786
F_MIX403030_XD7_R025_C030,reference_net,False,16,0.0139863573509,0.6875,0.232761012466
F_MIX403030_XD7_R025_C030,reference_net,True,5,-0.00700453816316,0.4,-0.0358220344334
F_MIX403030_XD7_R025_C040,gross_shadow,False,16,0.0141330349563,0.6875,0.235681797512
F_MIX403030_XD7_R025_C040,gross_shadow,True,5,-0.00688220321875,0.4,-0.0352246003786
F_MIX403030_XD7_R025_C040,reference_net,False,16,0.0139863573509,0.6875,0.232761012466
F_MIX403030_XD7_R025_C040,reference_net,True,5,-0.00700453816316,0.4,-0.0358220344334
F_MIX403030_XD7_R025_CNONE,gross_shadow,False,16,0.0141330349563,0.6875,0.235681797512
F_MIX403030_XD7_R025_CNONE,gross_shadow,True,5,-0.00688220321875,0.4,-0.0352246003786
F_MIX403030_XD7_R025_CNONE,reference_net,False,16,0.0139863573509,0.6875,0.232761012466
F_MIX403030_XD7_R025_CNONE,reference_net,True,5,-0.00700453816316,0.4,-0.0358220344334
F_MIX403030_XD7_R050_C020,gross_shadow,False,16,0.0141579100636,0.6875,0.237017087349
F_MIX403030_XD7_R050_C020,gross_shadow,True,5,-0.00704317917887,0.4,-0.0358515559746
F_MIX403030_XD7_R050_C020,reference_net,False,16,0.0139626955722,0.6875,0.233153972212
F_MIX403030_XD7_R050_C020,reference_net,True,5,-0.00722668951176,0.4,-0.0367475419498
F_MIX403030_XD7_R050_C030,gross_shadow,False,16,0.0145501806563,0.6875,0.244758056452
F_MIX403030_XD7_R050_C030,gross_shadow,True,5,-0.00596716054436,0.4,-0.0307020760006
F_MIX403030_XD7_R050_C030,reference_net,False,16,0.014342099623,0.6875,0.240617833086
F_MIX403030_XD7_R050_C030,reference_net,True,5,-0.00616585071382,0.4,-0.0316748702333
F_MIX403030_XD7_R050_C040,gross_shadow,False,16,0.0145501806563,0.6875,0.244758056452
F_MIX403030_XD7_R050_C040,gross_shadow,True,5,-0.00596716054436,0.4,-0.0307020760006
F_MIX403030_XD7_R050_C040,reference_net,False,16,0.014342099623,0.6875,0.240617833086
F_MIX403030_XD7_R050_C040,reference_net,True,5,-0.00616585071382,0.4,-0.0316748702333
F_MIX403030_XD7_R050_CNONE,gross_shadow,False,16,0.0145501806563,0.6875,0.244758056452
F_MIX403030_XD7_R050_CNONE,gross_shadow,True,5,-0.00596716054436,0.4,-0.0307020760006
F_MIX403030_XD7_R050_CNONE,reference_net,False,16,0.014342099623,0.6875,0.240617833086
F_MIX403030_XD7_R050_CNONE,reference_net,True,5,-0.00616585071382,0.4,-0.0316748702333
F_MIX403030_XD7_R100_C020,gross_shadow,False,16,0.0143490583795,0.6875,0.241655935966
F_MIX403030_XD7_R100_C020,gross_shadow,True,5,-0.00439262192295,0.4,-0.02300430831
F_MIX403030_XD7_R100_C020,reference_net,False,16,0.0141379953382,0.6875,0.237482349383
F_MIX403030_XD7_R100_C020,reference_net,True,5,-0.00458971697562,0.4,-0.0239796979918
F_MIX403030_XD7_R100_C030,gross_shadow,False,16,0.017369133927,0.6875,0.295961408989
F_MIX403030_XD7_R100_C030,gross_shadow,True,5,0.000292928285241,0.4,-0.000987304853423
F_MIX403030_XD7_R100_C030,reference_net,False,16,0.0169964824335,0.6875,0.288319334309
F_MIX403030_XD7_R100_C030,reference_net,True,5,-7.46100236088e-05,0.4,-0.00284970403164
F_MIX403030_XD7_R100_C040,gross_shadow,False,16,0.0204761179916,0.6875,0.356775783197
F_MIX403030_XD7_R100_C040,gross_shadow,True,5,0.00688876778474,0.4,0.0315985274312
F_MIX403030_XD7_R100_C040,reference_net,False,16,0.0200283376514,0.6875,0.347130033238
F_MIX403030_XD7_R100_C040,reference_net,True,5,0.00650204740963,0.4,0.0295877098637
F_MIX403030_XD7_R100_CNONE,gross_shadow,False,16,0.0204761179916,0.6875,0.356775783197
F_MIX403030_XD7_R100_CNONE,gross_shadow,True,5,0.00688876778474,0.4,0.0315985274312
F_MIX403030_XD7_R100_CNONE,reference_net,False,16,0.0200283376514,0.6875,0.347130033238
F_MIX403030_XD7_R100_CNONE,reference_net,True,5,0.00650204740963,0.4,0.0295877098637
F_MIX403030_XD8_R025_C020,gross_shadow,False,16,0.013071950005,0.6875,0.216435492764
F_MIX403030_XD8_R025_C020,gross_shadow,True,5,-0.0069075877113,0.4,-0.034948908526
F_MIX403030_XD8_R025_C020,reference_net,False,16,0.0129184716388,0.6875,0.213435392718
F_MIX403030_XD8_R025_C020,reference_net,True,5,-0.00704295675841,0.4,-0.0356099297125
F_MIX403030_XD8_R025_C030,gross_shadow,False,16,0.013071950005,0.6875,0.216435492764
F_MIX403030_XD8_R025_C030,gross_shadow,True,5,-0.0069075877113,0.4,-0.034948908526
F_MIX403030_XD8_R025_C030,reference_net,False,16,0.0129184716388,0.6875,0.213435392718
F_MIX403030_XD8_R025_C030,reference_net,True,5,-0.00704295675841,0.4,-0.0356099297125
F_MIX403030_XD8_R025_C040,gross_shadow,False,16,0.013071950005,0.6875,0.216435492764
F_MIX403030_XD8_R025_C040,gross_shadow,True,5,-0.0069075877113,0.4,-0.034948908526
F_MIX403030_XD8_R025_C040,reference_net,False,16,0.0129184716388,0.6875,0.213435392718
F_MIX403030_XD8_R025_C040,reference_net,True,5,-0.00704295675841,0.4,-0.0356099297125
F_MIX403030_XD8_R025_CNONE,gross_shadow,False,16,0.013071950005,0.6875,0.216435492764
F_MIX403030_XD8_R025_CNONE,gross_shadow,True,5,-0.0069075877113,0.4,-0.034948908526
F_MIX403030_XD8_R025_CNONE,reference_net,False,16,0.0129184716388,0.6875,0.213435392718
F_MIX403030_XD8_R025_CNONE,reference_net,True,5,-0.00704295675841,0.4,-0.0356099297125
F_MIX403030_XD8_R050_C020,gross_shadow,False,16,0.0135299094193,0.6875,0.226739676799
F_MIX403030_XD8_R050_C020,gross_shadow,True,5,-0.00593389537778,0.4,-0.0299789576339
F_MIX403030_XD8_R050_C020,reference_net,False,16,0.0133444615708,0.6875,0.22311142111
F_MIX403030_XD8_R050_C020,reference_net,True,5,-0.0061154245706,0.4,-0.0308692301322
F_MIX403030_XD8_R050_C030,gross_shadow,False,16,0.0137549098757,0.6875,0.23106324574
F_MIX403030_XD8_R050_C030,gross_shadow,True,5,-0.00460901731224,0.4,-0.023559834022
F_MIX403030_XD8_R050_C030,reference_net,False,16,0.0135371564932,0.6875,0.226791890132
F_MIX403030_XD8_R050_C030,reference_net,True,5,-0.00481928482106,0.4,-0.0245956043908
F_MIX403030_XD8_R050_C040,gross_shadow,False,16,0.0137713136513,0.6875,0.231312913356
F_MIX403030_XD8_R050_C040,gross_shadow,True,5,-0.00407396567168,0.4,-0.0209667364614
F_MIX403030_XD8_R050_C040,reference_net,False,16,0.0135506712588,0.6875,0.226983767106
F_MIX403030_XD8_R050_C040,reference_net,True,5,-0.00428691897717,0.4,-0.0220177707125
F_MIX403030_XD8_R050_CNONE,gross_shadow,False,16,0.0137713136513,0.6875,0.231312913356
F_MIX403030_XD8_R050_CNONE,gross_shadow,True,5,-0.00407396567168,0.4,-0.0209667364614
F_MIX403030_XD8_R050_CNONE,reference_net,False,16,0.0135506712588,0.6875,0.226983767106
F_MIX403030_XD8_R050_CNONE,reference_net,True,5,-0.00428691897717,0.4,-0.0220177707125
F_MIX403030_XD8_R100_C020,gross_shadow,False,16,0.0132752332621,0.6875,0.222041680592
