policy_id,decision_date,launch_month,rho,turnover_cap,planned_buy_weight_before_cap,planned_sell_weight_before_cap,cap_scale,planned_buy_weight_after_cap,planned_sell_weight_after_cap,planned_cash_weight_delta,planned_stateful_one_way_turnover,intended_buy_notional,intended_sell_notional,executed_buy_notional,executed_sell_notional,attempted_one_way_turnover,realized_one_way_turnover,legacy_symmetric_attempted_turnover,legacy_symmetric_realized_turnover,post_sell_actual_holding_n,actual_holding_cap,available_new_holding_slots,authorized_new_entry_n,queued_new_entry_n,holding_cap_breach,pretrade_NAV,formation_target_turnover
C_D8_ONLY_XD8_R100_CNONE,2024-07-31,True,1,,1,0,1,1,0,-1,1,9971049,0,9971049,0,0.9971049,0.9971049,0.49855245,0.49855245,0,45,45,43,0,False,10000000,0.5
C_D8_ONLY_XD8_R100_CNONE,2024-08-30,False,1,,0.798742459522,0.796517471814,1,0.798742459522,0.796517471814,-0.00222498770847,0.798742459522,7618594,7656115,7618594,7656115,0.797022391329,0.797022391329,0.795069372262,0.795069372262,9,45,36,35,0,False,9605897.00276,0.795454545455
C_D8_ONLY_XD8_R100_CNONE,2024-09-30,False,1,,0.842869718947,0.839512605376,1,0.842869718947,0.839512605376,-0.00335711357104,0.842869718947,10853220,10866771,6450391,10866771,0.839881794309,0.839881794309,0.839358122733,0.669213011524,7,45,38,37,0,False,12938452.8557,0.840909090909
C_D8_ONLY_XD8_R100_CNONE,2024-10-31,False,1,,0.873553910142,0.500644965891,1,0.873553910142,0.500644965891,-0.372908944251,0.873553910142,10354761,5962920,10084148,5962920,0.869444908884,0.846722694906,0.685062874471,0.673701767482,6,45,39,38,0,False,11909622.9033,0.818181818182
C_D8_ONLY_XD8_R100_CNONE,2024-11-29,False,1,,0.824247994443,0.798566599117,1,0.824247994443,0.798566599117,-0.0256813953267,0.824247994443,9757141,9477776,9757141,9477776,0.822120136807,0.822120136807,0.810350726484,0.810350726484,8,45,37,36,0,False,11868266.6476,0.818181818182
C_D8_ONLY_XD8_R100_CNONE,2024-12-31,False,1,,0.691837781615,0.691332897478,1,0.691837781615,0.691332897478,-0.000504884136799,0.691837781615,8279867,8305162,8279867,8305162,0.691723655442,0.691723655442,0.690670265402,0.690670265402,14,45,31,30,0,False,12006473.8782,0.681818181818
C_D8_ONLY_XD8_R100_CNONE,2025-01-27,False,1,,0.71352791727,0.712295688453,1,0.71352791727,0.712295688453,-0.00123222881697,0.71352791727,8384444,8426623,8384444,8426623,0.712620170566,0.712620170566,0.710836679945,0.710836679945,13,45,32,31,0,False,11824844.9147,0.704545454545
C_D8_ONLY_XD8_R100_CNONE,2025-02-28,False,1,,0.842324992406,0.838992209093,1,0.842324992406,0.838992209093,-0.00333278331318,0.842324992406,10008071,10009235,10008071,10009235,0.839681643303,0.839681643303,0.83963281892,0.83963281892,7,45,38,37,0,False,11920273.6892,0.840909090909
C_D8_ONLY_XD8_R100_CNONE,2025-03-31,False,1,,0.77780032413,0.776097656113,1,0.77780032413,0.776097656113,-0.0017026680174,0.77780032413,9404516,9423086,9404516,9423086,0.776630614734,0.776630614734,0.775865364873,0.775865364873,10,45,35,34,0,False,12133291.9682,0.772727272727
C_D8_ONLY_XD8_R100_CNONE,2025-04-30,False,1,,0.710286136066,0.708598529764,1,0.710286136066,0.708598529764,-0.00168760630163,0.710286136066,8452122,8481244,8452122,8481244,0.709135552711,0.709135552711,0.707918075325,0.707918075325,13,45,32,31,0,False,11959975.7304,0.704545454545
C_D8_ONLY_XD8_R100_CNONE,2025-05-30,False,1,,0.755252756462,0.752589533111,1,0.755252756462,0.752589533111,-0.00266322335059,0.755252756462,9074410,9091791,9074410,9091791,0.752655148761,0.752655148761,0.751935714101,0.751935714101,11,45,34,33,0,False,12079623.736,0.75
C_D8_ONLY_XD8_R100_CNONE,2025-06-30,False,1,,0.823339443152,0.820832689776,1,0.823339443152,0.820832689776,-0.00250675337545,0.823339443152,10177361,10217392,10177361,10217392,0.821729633018,0.821729633018,0.820119894498,0.820119894498,8,45,37,37,0,False,12434006.989,0.822222222222
C_D8_ONLY_XD8_R100_CNONE,2025-07-31,False,1,,0.762713859065,0.758739994255,1,0.762713859065,0.758739994255,-0.00397386481017,0.762713859065,9630956,9663648,9630956,9663648,0.759346665301,0.759346665301,0.758062235178,0.758062235178,11,45,34,33,0,False,12726266.4625,0.755555555556
