policy_id,label_month,return_path,month_end_trade_date,start_NAV,terminal_NAV,monthly_return,event_month,run_id,contract_version,primary_return,primary_minus_policy_return
C_D8_ONLY_XD8_R100_CNONE,2024-08,gross_shadow,2024-08-30,10000000,9644021,-0.0355979,False,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,-0.0332539,0.002344
C_D8_ONLY_XD8_R100_CNONE,2024-08,reference_net,2024-08-30,10000000,9636443.00276,-0.036355699724,False,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,-0.03400009916,0.002355600564
C_D8_ONLY_XD8_R100_CNONE,2024-09,gross_shadow,2024-09-30,9644021,11744071,0.217756680538,False,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,0.158862601049,-0.0588940794891
C_D8_ONLY_XD8_R100_CNONE,2024-09,reference_net,2024-09-30,9636443.00276,11721034.8557,0.21632378797,False,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,0.158765209196,-0.0575585787738
C_D8_ONLY_XD8_R100_CNONE,2024-10,gross_shadow,2024-10-31,11744071,11964342,0.0187559322487,True,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,-0.0417565103154,-0.0605124425641
C_D8_ONLY_XD8_R100_CNONE,2024-10,reference_net,2024-10-31,11721034.8557,11922694.9033,0.0172049695367,True,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,-0.0419999329509,-0.0592049024876
C_D8_ONLY_XD8_R100_CNONE,2024-11,gross_shadow,2024-11-29,11964342,11919256,-0.00376836436137,False,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,0.00743434136436,0.0112027057257
C_D8_ONLY_XD8_R100_CNONE,2024-11,reference_net,2024-11-29,11922694.9033,11862425.6476,-0.00505500276312,False,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,0.00728422719772,0.0123392299608
C_D8_ONLY_XD8_R100_CNONE,2024-12,gross_shadow,2024-12-31,11919256,12088986,0.014239982764,False,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,0.023651486543,0.00941150377893
C_D8_ONLY_XD8_R100_CNONE,2024-12,reference_net,2024-12-31,11862425.6476,12012788.8782,0.0126755888759,False,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,0.0235057852708,0.0108301963949
