policy_id,return_path,compound_return,terminal_gain,max_drawdown,event_compound_return,event_mean_return,event_positive_rate,non_event_compound_return,non_event_mean_return,non_event_positive_rate,mean_planned_turnover_transition20,mean_realized_turnover_transition20,mean_invested_weight,minimum_label_month_average_invested_weight,maximum_single_instrument_weight,maximum_actual_holding_n,run_id,contract_version,pareto_descriptive_only,parameter_selection_authorized
C_D8_ONLY_XD8_R100_CNONE,reference_net,0.523785362337,0.523785362337,-0.102045957255,0.150136323629,0.0286428192831,1,0.324873696302,0.0194925208635,0.625,0.811823785218,0.807363776726,0.974927705624,0.623992313421,0.0455180175826,45,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
C_D9D10_EQUAL_XD8_R100_CNONE,reference_net,0.337291792625,0.337291792625,-0.106198231216,0.0074829946425,0.00203830162618,0.4,0.327359171059,0.0191807775894,0.6875,0.385333603405,0.377205344907,0.979818068639,0.830712621059,0.026963234964,89,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
C_MIX303040_XD8_R100_CNONE,reference_net,0.373516408159,0.373516408159,-0.103676756963,0.0341117770781,0.00719167960181,0.4,0.328208844154,0.0192780738045,0.6875,0.346872322313,0.335596602016,0.976943948862,0.844208696799,0.0160873861311,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R025_C020,reference_net,0.199099657473,0.199099657473,-0.100588050111,-0.0364783681727,-0.00710207407507,0.4,0.244496872581,0.0145880836253,0.6875,0.0861111926116,0.040554984833,0.785321010683,0.642344377639,0.0135554479463,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R025_C030,reference_net,0.199099657473,0.199099657473,-0.100588050111,-0.0364783681727,-0.00710207407507,0.4,0.244496872581,0.0145880836253,0.6875,0.0861111926116,0.040554984833,0.785321010683,0.642344377639,0.0135554479463,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R025_C040,reference_net,0.199099657473,0.199099657473,-0.100588050111,-0.0364783681727,-0.00710207407507,0.4,0.244496872581,0.0145880836253,0.6875,0.0861111926116,0.040554984833,0.785321010683,0.642344377639,0.0135554479463,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R025_CNONE,reference_net,0.199099657473,0.199099657473,-0.100588050111,-0.0364783681727,-0.00710207407507,0.4,0.244496872581,0.0145880836253,0.6875,0.0861111926116,0.040554984833,0.785321010683,0.642344377639,0.0135554479463,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R050_C020,reference_net,0.210236178922,0.210236178922,-0.097572050168,-0.0330976913629,-0.00639693222063,0.4,0.251663346039,0.0149364067648,0.6875,0.152313889663,0.0678704672189,0.800570350594,0.662608057201,0.0126256941183,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R050_C030,reference_net,0.211452788407,0.211452788407,-0.097572050168,-0.032299128198,-0.00622937155411,0.4,0.251887668708,0.0149480426742,0.6875,0.159109001795,0.0703831712727,0.801029233276,0.668161208215,0.0126215397142,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R050_C040,reference_net,0.211452788407,0.211452788407,-0.097572050168,-0.032299128198,-0.00622937155411,0.4,0.251887668708,0.0149480426742,0.6875,0.159109001795,0.0703831712727,0.801029233276,0.668161208215,0.0126215397142,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R050_CNONE,reference_net,0.211452788407,0.211452788407,-0.097572050168,-0.032299128198,-0.00622937155411,0.4,0.251887668708,0.0149480426742,0.6875,0.159109001795,0.0703831712727,0.801029233276,0.668161208215,0.0126215397142,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R100_C020,reference_net,0.251489243661,0.251489243661,-0.119305533752,-0.0281870396571,-0.0052355258662,0.4,0.287788180165,0.0169571641499,0.6875,0.15477145248,0.12362161511,0.923667423421,0.719165781444,0.0129017379029,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R100_C030,reference_net,0.331621500171,0.331621500171,-0.119305533752,-0.0076245578203,-0.000985853666668,0.4,0.341852532391,0.0197267750509,0.6875,0.164400191073,0.154802118872,0.970451602025,0.77873009899,0.0178313598145,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R100_C040,reference_net,0.350427887366,0.350427887366,-0.119305533752,0.00639068360232,0.00191069268976,0.4,0.341852532391,0.0197267750509,0.6875,0.165525141678,0.156459796916,0.980810311561,0.916426917763,0.0178313598145,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD6_R100_CNONE,reference_net,0.350427887366,0.350427887366,-0.119305533752,0.00639068360232,0.00191069268976,0.4,0.341852532391,0.0197267750509,0.6875,0.165525141678,0.156459796916,0.980810311561,0.916426917763,0.0178313598145,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
F_MIX333_XD7_R025_C020,reference_net,0.186245206893,0.186245206893,-0.0947499730226,-0.0389280593835,-0.00766125024992,0.4,0.23429387204,0.0140367833995,0.6875,0.106073504606,0.0477527127972,0.733704408621,0.576922373595,0.0122555475266,134,20B_P4_top_region_hysteresis_partial_rebalance_turnover_control_v0,20B_P4_TURNCTL_v0,True,False
