index,policy_id,return_path,mean,std,count,method
0,C_D8_ONLY_XD8_R100_CNONE,gross_shadow,-0.0133104540177,0.0294937112574,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
1,C_D8_ONLY_XD8_R100_CNONE,reference_net,-0.0122119090396,0.0299297741813,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
2,C_D9D10_EQUAL_XD8_R100_CNONE,gross_shadow,-0.0061038335573,0.0178895941296,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
3,C_D9D10_EQUAL_XD8_R100_CNONE,reference_net,-0.0056399813887,0.0180891671739,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
4,C_MIX303040_XD8_R100_CNONE,gross_shadow,-0.00733296335235,0.0183114038352,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
5,C_MIX303040_XD8_R100_CNONE,reference_net,-0.00694110659443,0.018484863527,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
6,F_MIX333_XD6_R025_C020,gross_shadow,0.000121808824325,0.00261197448621,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
7,F_MIX333_XD6_R025_C020,reference_net,3.54939413936e-05,0.00260922319914,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
8,F_MIX333_XD6_R025_C030,gross_shadow,0.000121808824325,0.00261197448621,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
9,F_MIX333_XD6_R025_C030,reference_net,3.54939413936e-05,0.00260922319914,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
10,F_MIX333_XD6_R025_C040,gross_shadow,0.000121808824325,0.00261197448621,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
11,F_MIX333_XD6_R025_C040,reference_net,3.54939413936e-05,0.00260922319914,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
12,F_MIX333_XD6_R025_CNONE,gross_shadow,0.000121808824325,0.00261197448621,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
13,F_MIX333_XD6_R025_CNONE,reference_net,3.54939413936e-05,0.00260922319914,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
14,F_MIX333_XD6_R050_C020,gross_shadow,-0.000355066949433,0.00260065371645,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
15,F_MIX333_XD6_R050_C020,reference_net,-0.000397786035007,0.00260211173219,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
16,F_MIX333_XD6_R050_C030,gross_shadow,-0.000408262382872,0.00264404241501,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
17,F_MIX333_XD6_R050_C030,reference_net,-0.000446546886523,0.00264579397678,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
18,F_MIX333_XD6_R050_C040,gross_shadow,-0.000408262382872,0.00264404241501,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
19,F_MIX333_XD6_R050_C040,reference_net,-0.000446546886523,0.00264579397678,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
20,F_MIX333_XD6_R050_CNONE,gross_shadow,-0.000408262382872,0.00264404241501,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
21,F_MIX333_XD6_R050_CNONE,reference_net,-0.000446546886523,0.00264579397678,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
22,F_MIX333_XD6_R100_C020,gross_shadow,-0.00226600603933,0.00941285295665,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
23,F_MIX333_XD6_R100_C020,reference_net,-0.00221393603185,0.00941156273417,21,circular_moving_block_bootstrap_contract_registered_not_used_for_selection
