policy_id,decision_date,label_month,invested_weight,cash_weight,d8_sleeve_weight,d9_sleeve_weight,d10_sleeve_weight,current_d6_weight,current_d7_weight,current_d8_weight,current_d9_weight,current_d10_weight,outside_current_S0_population_weight,maximum_single_instrument_weight,actual_holding_n,actual_holding_cap,exposure_scope
C_D8_ONLY_XD8_R100_CNONE,2024-07-31,2024-08,0.99786107885,0.00213892114986,0.99786107885,0,0,0,0,0.99786107885,0,0,0,0.0232730363005,43,45,first_execution_session_posttrade
C_D8_ONLY_XD8_R100_CNONE,2024-07-31,2024-08,0.997796161844,0.00220383815614,0.997796161844,0,0,0,0,0.997796161844,0,0,0,0.0260474499307,43,45,label_month_daily_average
C_D8_ONLY_XD8_R100_CNONE,2024-08-30,2024-09,0.995470920953,0.00452907904671,0.995470920953,0,0,0,0,0.995470920953,0,0,0,0.0227606893996,44,45,first_execution_session_posttrade
C_D8_ONLY_XD8_R100_CNONE,2024-08-30,2024-09,0.995476575792,0.00452342420808,0.995476575792,0,0,0,0,0.995476575792,0,0,0,0.0264089309358,44,45,label_month_daily_average
C_D8_ONLY_XD8_R100_CNONE,2024-09-30,2024-10,0.656249284121,0.343750715879,0.656249284121,0,0,0,0,0.656249284121,0,0,0,0.0227583280199,29,45,first_execution_session_posttrade
C_D8_ONLY_XD8_R100_CNONE,2024-09-30,2024-10,0.623992313421,0.376007686579,0.623992313421,0,0,0,0,0.623992313421,0,0,0,0.0446123971396,29,45,label_month_daily_average
C_D8_ONLY_XD8_R100_CNONE,2024-10-31,2024-11,0.974375115041,0.0256248849588,0.974375115041,0,0,0,0,0.974375115041,0,0,0,0.0227562632641,43,45,first_execution_session_posttrade
C_D8_ONLY_XD8_R100_CNONE,2024-10-31,2024-11,0.974746839913,0.0252531600867,0.974746839913,0,0,0,0,0.974746839913,0,0,0,0.0268909315722,43,45,label_month_daily_average
C_D8_ONLY_XD8_R100_CNONE,2024-11-29,2024-12,0.999488401602,0.000511598398358,0.999488401602,0,0,0,0,0.999488401602,0,0,0,0.0227636323011,44,45,first_execution_session_posttrade
C_D8_ONLY_XD8_R100_CNONE,2024-11-29,2024-12,0.999497212959,0.000502787040566,0.999497212959,0,0,0,0,0.999497212959,0,0,0,0.0288853186762,44,45,label_month_daily_average
C_D8_ONLY_XD8_R100_CNONE,2024-12-31,2025-01,0.998784712766,0.00121528723381,0.998784712766,0,0,0,0,0.998784712766,0,0,0,0.0227580569188,44,45,first_execution_session_posttrade
C_D8_ONLY_XD8_R100_CNONE,2024-12-31,2025-01,0.998747857531,0.00125214246946,0.998747857531,0,0,0,0,0.998747857531,0,0,0,0.0262408199242,44,45,label_month_daily_average
C_D8_ONLY_XD8_R100_CNONE,2025-01-27,2025-02,0.996635477151,0.00336452284943,0.996635477151,0,0,0,0,0.996635477151,0,0,0,0.022757370861,44,45,first_execution_session_posttrade
C_D8_ONLY_XD8_R100_CNONE,2025-01-27,2025-02,0.996677350805,0.00332264919529,0.996677350805,0,0,0,0,0.996677350805,0,0,0,0.0307297898229,44,45,label_month_daily_average
