candidate_id,candidate_type,year,trigger_count,primary_LR,EV_R,positive_LR_year,non_negative_EV_R_year,positive_LR_year_share,non_negative_EV_R_year_share,train_years_with_trigger_count_30
survival_no_failure__past_h10_no_close_below_prior10_low__eq_1,single_primitive,2019,34144,1.0220493161801985,0.2072326655940884,True,True,0.8,0.6,5
survival_no_failure__past_h10_no_close_below_prior10_low__eq_1,single_primitive,2020,44916,1.0195749037632256,0.28362725448768283,True,True,0.8,0.6,5
survival_no_failure__past_h10_no_close_below_prior10_low__eq_1,single_primitive,2021,56629,0.9916816963274729,-0.4290311081992378,False,False,0.8,0.6,5
survival_no_failure__past_h20_no_close_below_prior20_low__eq_1,single_primitive,2017,8638,1.0235954808729932,0.08427925344334006,True,True,0.6,0.6,5
survival_no_failure__past_h20_no_close_below_prior20_low__eq_1,single_primitive,2018,31480,0.9989440781385466,-1.1348350107060279,False,False,0.6,0.6,5
survival_no_failure__past_h20_no_close_below_prior20_low__eq_1,single_primitive,2019,34168,1.0237477098214913,0.2089647399778402,True,True,0.6,0.6,5
survival_no_failure__past_h20_no_close_below_prior20_low__eq_1,single_primitive,2020,44800,1.020652945310798,0.28938430921494424,True,True,0.6,0.6,5
survival_no_failure__past_h20_no_close_below_prior20_low__eq_1,single_primitive,2021,56739,0.9897199041411685,-0.4279346385294213,False,False,0.6,0.6,5
volatility_state__atr20_pct__le_0p03,single_primitive,2017,5274,0.8298771029710059,0.2926251329881743,False,True,0.0,0.6,5
volatility_state__atr20_pct__le_0p03,single_primitive,2018,14881,0.8334752072720724,-0.991717180695515,False,False,0.0,0.6,5
volatility_state__atr20_pct__le_0p03,single_primitive,2019,20732,0.4706533529148093,0.35041828953319076,False,True,0.0,0.6,5
volatility_state__atr20_pct__le_0p03,single_primitive,2020,18182,0.4784210341483325,0.11668443795543497,False,True,0.0,0.6,5
volatility_state__atr20_pct__le_0p03,single_primitive,2021,16100,0.47228625674060865,-0.08449284188420166,False,False,0.0,0.6,5
volatility_state__atr20_pct__le_0p05,single_primitive,2017,8381,0.9905009326878781,0.12250736249084403,False,True,0.0,0.6,5
volatility_state__atr20_pct__le_0p05,single_primitive,2018,29444,0.9139576210166139,-1.121406700919772,False,False,0.0,0.6,5
volatility_state__atr20_pct__le_0p05,single_primitive,2019,32818,0.8905986904449453,0.30212779023008635,False,True,0.0,0.6,5
volatility_state__atr20_pct__le_0p05,single_primitive,2020,39358,0.8910185656416231,0.3098248875412324,False,True,0.0,0.6,5
volatility_state__atr20_pct__le_0p05,single_primitive,2021,41165,0.7033835756656431,-0.33839477868548035,False,False,0.0,0.6,5
volatility_state__atr20_pct__le_0p08,single_primitive,2017,8917,1.0001207875347264,0.09386254825115592,True,True,0.4,0.6,5
volatility_state__atr20_pct__le_0p08,single_primitive,2018,32078,1.0023777628935029,-1.1196708977307324,True,False,0.4,0.6,5
volatility_state__atr20_pct__le_0p08,single_primitive,2019,35267,0.9961858172131323,0.2246967595964956,False,True,0.4,0.6,5
volatility_state__atr20_pct__le_0p08,single_primitive,2020,46241,0.9941307211549807,0.3146634853848293,False,True,0.4,0.6,5
volatility_state__atr20_pct__le_0p08,single_primitive,2021,56219,0.931432648430826,-0.40684187727613863,False,False,0.4,0.6,5
volatility_state__atr20_contraction_ratio__le_0p8,single_primitive,2017,1437,1.3786112889946025,0.27501908719626755,True,True,0.6,0.6,5
volatility_state__atr20_contraction_ratio__le_0p8,single_primitive,2018,5342,1.5017445808143413,-1.657709809369832,True,False,0.6,0.6,5
volatility_state__atr20_contraction_ratio__le_0p8,single_primitive,2019,7136,0.9361760488100793,0.6868056849420835,False,True,0.6,0.6,5
volatility_state__atr20_contraction_ratio__le_0p8,single_primitive,2020,8921,0.8812912481492656,0.8270583704775195,False,True,0.6,0.6,5
volatility_state__atr20_contraction_ratio__le_0p8,single_primitive,2021,11941,1.3975882878910064,-0.10961489312502669,True,False,0.6,0.6,5
volatility_state__atr20_contraction_ratio__le_1p0,single_primitive,2017,3585,1.2019499512512188,0.3677421188652938,True,True,1.0,0.6,5
volatility_state__atr20_contraction_ratio__le_1p0,single_primitive,2018,16659,1.1314162627392579,-1.2844927971647278,True,False,1.0,0.6,5
volatility_state__atr20_contraction_ratio__le_1p0,single_primitive,2019,20873,1.0789589204163554,0.5970860528900225,True,True,1.0,0.6,5
volatility_state__atr20_contraction_ratio__le_1p0,single_primitive,2020,22873,1.0230064320919212,0.7962176096452466,True,True,1.0,0.6,5
volatility_state__atr20_contraction_ratio__le_1p0,single_primitive,2021,30417,1.1209053555950637,-0.17450464916356578,True,False,1.0,0.6,5
industry_market__industry_breadth20__ge_0p5,single_primitive,2017,4217,1.048895354123102,-0.01989382284589312,True,False,0.6,0.4,5
industry_market__industry_breadth20__ge_0p5,single_primitive,2018,14431,0.9127186533428503,-1.3828804508314434,False,False,0.6,0.4,5
industry_market__industry_breadth20__ge_0p5,single_primitive,2019,21684,1.0818549732954743,0.14676245824287168,True,True,0.6,0.4,5
industry_market__industry_breadth20__ge_0p5,single_primitive,2020,26373,1.1440214202654608,0.23364859654117723,True,True,0.6,0.4,5
industry_market__industry_breadth20__ge_0p5,single_primitive,2021,30828,0.9591069279613341,-0.3653137915652989,False,False,0.6,0.4,5
industry_market__industry_breadth20__ge_0p6,single_primitive,2017,3029,1.2021778584392016,-0.0751336774193669,True,False,0.6,0.4,5
industry_market__industry_breadth20__ge_0p6,single_primitive,2018,11433,0.9184693111749108,-1.4376196995187138,False,False,0.6,0.4,5
industry_market__industry_breadth20__ge_0p6,single_primitive,2019,18236,1.0642060810764322,0.09127697078685107,True,True,0.6,0.4,5
industry_market__industry_breadth20__ge_0p6,single_primitive,2020,21612,1.1940207622090229,0.21155850914901103,True,True,0.6,0.4,5
industry_market__industry_breadth20__ge_0p6,single_primitive,2021,23335,0.9524555853230231,-0.35937158386463375,False,False,0.6,0.4,5
industry_market__industry_breadth20__ge_0p7,single_primitive,2017,2419,0.8970417313103157,-0.10422344091589279,False,False,0.4,0.4,5
industry_market__industry_breadth20__ge_0p7,single_primitive,2018,9154,0.9818440631785732,-1.431342142203139,False,False,0.4,0.4,5
industry_market__industry_breadth20__ge_0p7,single_primitive,2019,15323,1.0101946610823709,0.03195104745713617,True,True,0.4,0.4,5
industry_market__industry_breadth20__ge_0p7,single_primitive,2020,16925,1.206056615518158,0.13096387676096785,True,True,0.4,0.4,5
industry_market__industry_breadth20__ge_0p7,single_primitive,2021,16810,0.9264450712633859,-0.39896081532856276,False,False,0.4,0.4,5
industry_market__market_breadth20__ge_0p45,single_primitive,2017,2568,1.0653150738340076,0.3330148076451799,True,True,0.4,0.4,5
industry_market__market_breadth20__ge_0p45,single_primitive,2018,11811,0.7840317384819528,-1.585374742351735,False,False,0.4,0.4,5
industry_market__market_breadth20__ge_0p45,single_primitive,2019,19752,1.0548013911481617,0.1373283756246995,True,True,0.4,0.4,5
industry_market__market_breadth20__ge_0p45,single_primitive,2020,27439,0.9325360320733571,-0.13946425518849132,False,False,0.4,0.4,5
industry_market__market_breadth20__ge_0p45,single_primitive,2021,34158,0.9351339245656409,-0.5094513944028302,False,False,0.4,0.4,5
industry_market__market_breadth20__ge_0p55,single_primitive,2017,0,,,False,False,0.2,0.2,4
industry_market__market_breadth20__ge_0p55,single_primitive,2018,9042,0.9023589365666453,-1.5560909303264086,False,False,0.2,0.2,4
industry_market__market_breadth20__ge_0p55,single_primitive,2019,16572,1.0066792841893708,0.1817847183670428,True,True,0.2,0.2,4
industry_market__market_breadth20__ge_0p55,single_primitive,2020,20849,0.9247367209543058,-0.041818427999460867,False,False,0.2,0.2,4
industry_market__market_breadth20__ge_0p55,single_primitive,2021,17847,0.8787193437617434,-0.5521475838428106,False,False,0.2,0.2,4
industry_market__market_breadth20__ge_0p65,single_primitive,2017,0,,,False,False,0.4,0.2,4
industry_market__market_breadth20__ge_0p65,single_primitive,2018,4910,1.3629761872320654,-1.4793703267226477,True,False,0.4,0.2,4
industry_market__market_breadth20__ge_0p65,single_primitive,2019,13232,1.0086384588454052,0.27306886117323154,True,True,0.4,0.2,4
industry_market__market_breadth20__ge_0p65,single_primitive,2020,11782,0.8771022195160191,-0.15321949777324806,False,False,0.4,0.2,4
industry_market__market_breadth20__ge_0p65,single_primitive,2021,4511,0.9028870336660181,-0.916830987912329,False,False,0.4,0.2,4
acceleration__gap_open_pct__ge_0p01,single_primitive,2017,346,1.5610859728506785,0.46433925570219314,True,True,1.0,0.6,5
acceleration__gap_open_pct__ge_0p01,single_primitive,2018,2423,1.5883305014873332,-0.9752565948551304,True,False,1.0,0.6,5
acceleration__gap_open_pct__ge_0p01,single_primitive,2019,2831,1.393919898783755,0.19898763373649472,True,True,1.0,0.6,5
acceleration__gap_open_pct__ge_0p01,single_primitive,2020,5636,1.4824197943919672,0.32806400180909345,True,True,1.0,0.6,5
acceleration__gap_open_pct__ge_0p01,single_primitive,2021,5899,1.4330498955742677,-0.47443466988207755,True,False,1.0,0.6,5
acceleration__gap_open_pct__ge_0p03,single_primitive,2017,33,1.3436105476673426,-0.04411509337750115,True,False,1.0,0.2,5
acceleration__gap_open_pct__ge_0p03,single_primitive,2018,186,4.6263647193654425,-1.0356503755866457,True,False,1.0,0.2,5
acceleration__gap_open_pct__ge_0p03,single_primitive,2019,376,1.403056352379008,0.15522174980899825,True,True,1.0,0.2,5
acceleration__gap_open_pct__ge_0p03,single_primitive,2020,656,1.5334851427650429,-0.029165794509755476,True,False,1.0,0.2,5
acceleration__gap_open_pct__ge_0p03,single_primitive,2021,910,1.8206225059856342,-0.4023711868634226,True,False,1.0,0.2,5
distribution_absence__past_h20_no_high_volume_down_day__eq_1,single_primitive,2017,4916,1.0298852947627832,0.34614615686433964,True,True,0.6,0.6,5
distribution_absence__past_h20_no_high_volume_down_day__eq_1,single_primitive,2018,14936,0.9933811517019863,-1.2534068414262505,False,False,0.6,0.6,5
distribution_absence__past_h20_no_high_volume_down_day__eq_1,single_primitive,2019,18474,0.8104235623228982,0.03159392959641873,False,True,0.6,0.6,5
distribution_absence__past_h20_no_high_volume_down_day__eq_1,single_primitive,2020,23997,1.0911835144398352,0.3946608258171481,True,True,0.6,0.6,5
distribution_absence__past_h20_no_high_volume_down_day__eq_1,single_primitive,2021,28505,1.1592027532268772,-0.48560155442827835,True,False,0.6,0.6,5
distribution_absence__past_h10_no_failed_breakout__eq_1,single_primitive,2017,4473,1.1496237285724447,0.2805889150159974,True,True,0.8,0.6,5
distribution_absence__past_h10_no_failed_breakout__eq_1,single_primitive,2018,18232,1.0317602564891655,-0.9102240959043421,True,False,0.8,0.6,5
distribution_absence__past_h10_no_failed_breakout__eq_1,single_primitive,2019,16744,1.0190230144314203,0.2764617147894944,True,True,0.8,0.6,5
distribution_absence__past_h10_no_failed_breakout__eq_1,single_primitive,2020,22752,0.8174227674078242,0.29872029847627257,False,True,0.8,0.6,5
distribution_absence__past_h10_no_failed_breakout__eq_1,single_primitive,2021,28754,1.0676537625511149,-0.42187397711384433,True,False,0.8,0.6,5
