audit_id,cost_model_status,cost_model_json,sell_cost_rate,price_return_basis,daily_return_net_source
cost_model_authority,same_as_EP2_R05,"{""commission_bps_buy"": 10, ""commission_bps_sell"": 10, ""cost_profile"": ""base"", ""derived_buy_cost_bps"": 30, ""derived_sell_cost_bps"": 80, ""min_commission_cny"": null, ""slippage_bps_buy"": 20, ""slippage_bps_sell"": 20, ""stamp_tax_bps_sell"": 50}",0.008,PIT OHLCV open[state_effective_date] then close-to-close,recomputed_not_R05_daily_return_net
