authority_check_id,primary_exposure_process_id,source_panel,source_row_count,unique_launch_episode_count,duplicate_launch_date_count,authority_status
primary_exposure_process,R03_original_H10_replay,ep2/outputs/requirement_05_daily_continuation_profit_protection_policy/cache/requirement_05_policy_exposure_daily_panel.parquet,5080,489,0,passed
