split,state_family_id,state_variant_id,action,horizon_id,mae_mean,mae_improvement_vs_no_action,drawdown_avoided_mean
validation,trend_hold_state,trend_hold_ema20_3d,no_action,H5,0.025112895661396236,0.0,0.0
validation,trend_hold_state,trend_hold_ema20_3d,no_action,H10,0.03446318213249816,0.0,0.0
validation,trend_hold_state,trend_hold_ema20_3d,no_action,H20,0.04896963394491623,0.0,0.0
validation,trend_hold_state,trend_hold_ema20_3d,no_action,H60,0.07655100319547314,0.0,0.0
validation,trend_hold_state,trend_hold_ema20_3d,continue,H5,0.025112895661396236,-0.00020147065640359688,-0.00020147065640359688
validation,trend_hold_state,trend_hold_ema20_3d,continue,H10,0.03446318213249816,-0.00021694730950099633,-0.00021694730950099633
validation,trend_hold_state,trend_hold_ema20_3d,continue,H20,0.04896963394491623,-0.0006341522466194252,-0.0006341522466194252
validation,trend_hold_state,trend_hold_ema20_3d,continue,H60,0.07655100319547314,-0.0008404071778638222,-0.0008404071778638222
validation,trend_hold_state,trend_hold_ema20_3d,exit,H5,0.0,0.025112895661396236,0.025112895661396236
validation,trend_hold_state,trend_hold_ema20_3d,exit,H10,0.0,0.03446318213249816,0.03446318213249816
validation,trend_hold_state,trend_hold_ema20_3d,exit,H20,0.0,0.04896963394491623,0.04896963394491623
validation,trend_hold_state,trend_hold_ema20_3d,exit,H60,0.0,0.07655100319547314,0.07655100319547314
validation,trend_hold_state,trend_hold_ema20_3d,reduce_to_0_50,H5,0.01450988411673064,0.010603011544665596,0.010603011544665596
validation,trend_hold_state,trend_hold_ema20_3d,reduce_to_0_50,H10,0.020020156077549024,0.014443026054949137,0.014443026054949137
validation,trend_hold_state,trend_hold_ema20_3d,reduce_to_0_50,H20,0.028214826558411586,0.02075480738650464,0.02075480738650464
validation,trend_hold_state,trend_hold_ema20_3d,reduce_to_0_50,H60,0.04385386680790257,0.032697136387570575,0.032697136387570575
validation,trend_hold_state,trend_hold_ema20_3d,reduce_to_0_30,H5,0.010268679498864404,0.014844216162531832,0.014844216162531832
validation,trend_hold_state,trend_hold_ema20_3d,reduce_to_0_30,H10,0.014242945655569371,0.02022023647692879,0.02022023647692879
validation,trend_hold_state,trend_hold_ema20_3d,reduce_to_0_30,H20,0.019912903603809734,0.029056730341106493,0.029056730341106493
validation,trend_hold_state,trend_hold_ema20_3d,reduce_to_0_30,H60,0.030775012252874344,0.0457759909425988,0.0457759909425988
validation,volume_support_state,volume_support_money20_floor,no_action,H5,0.025510470165555913,0.0,0.0
validation,volume_support_state,volume_support_money20_floor,no_action,H10,0.03516974764396183,0.0,0.0
validation,volume_support_state,volume_support_money20_floor,no_action,H20,0.049883524031611844,0.0,0.0
validation,volume_support_state,volume_support_money20_floor,no_action,H60,0.07757443160801898,0.0,0.0
validation,volume_support_state,volume_support_money20_floor,continue,H5,0.025510470165555913,-0.0005990451605632739,-0.0005990451605632739
validation,volume_support_state,volume_support_money20_floor,continue,H10,0.03516974764396183,-0.0009235128209646656,-0.0009235128209646656
validation,volume_support_state,volume_support_money20_floor,continue,H20,0.049883524031611844,-0.0015480423333150417,-0.0015480423333150417
validation,volume_support_state,volume_support_money20_floor,continue,H60,0.07757443160801898,-0.0018638355904096598,-0.0018638355904096598
validation,volume_support_state,volume_support_money20_floor,exit,H5,0.0,0.025510470165555913,0.025510470165555913
validation,volume_support_state,volume_support_money20_floor,exit,H10,0.0,0.03516974764396183,0.03516974764396183
validation,volume_support_state,volume_support_money20_floor,exit,H20,0.0,0.049883524031611844,0.049883524031611844
validation,volume_support_state,volume_support_money20_floor,exit,H60,0.0,0.07757443160801898,0.07757443160801898
validation,volume_support_state,volume_support_money20_floor,reduce_to_0_50,H5,0.014702442823776824,0.010808027341779089,0.010808027341779089
validation,volume_support_state,volume_support_money20_floor,reduce_to_0_50,H10,0.020363320891198095,0.014806426752763734,0.014806426752763734
validation,volume_support_state,volume_support_money20_floor,reduce_to_0_50,H20,0.02865740744983469,0.021226116581777154,0.021226116581777154
validation,volume_support_state,volume_support_money20_floor,reduce_to_0_50,H60,0.04428970730076598,0.033284724307253,0.033284724307253
validation,volume_support_state,volume_support_money20_floor,reduce_to_0_30,H5,0.01037923188706519,0.015131238278490724,0.015131238278490724
validation,volume_support_state,volume_support_money20_floor,reduce_to_0_30,H10,0.014440750190092597,0.020728997453869233,0.020728997453869233
validation,volume_support_state,volume_support_money20_floor,reduce_to_0_30,H20,0.020166960817123828,0.029716563214488016,0.029716563214488016
validation,volume_support_state,volume_support_money20_floor,reduce_to_0_30,H60,0.03097581757786478,0.0465986140301542,0.0465986140301542
validation,profit_buffer_state,profit_buffer_6pct,no_action,H5,0.03760899178938799,0.0,0.0
validation,profit_buffer_state,profit_buffer_6pct,no_action,H10,0.05266715119716331,0.0,0.0
validation,profit_buffer_state,profit_buffer_6pct,no_action,H20,0.07209942046276441,0.0,0.0
validation,profit_buffer_state,profit_buffer_6pct,no_action,H60,0.1026078437629447,0.0,0.0
validation,profit_buffer_state,profit_buffer_6pct,continue,H5,0.03760899178938799,-0.012697566784395348,-0.012697566784395348
validation,profit_buffer_state,profit_buffer_6pct,continue,H10,0.05266715119716331,-0.018420916374166145,-0.018420916374166145
validation,profit_buffer_state,profit_buffer_6pct,continue,H20,0.07209942046276441,-0.023763938764467606,-0.023763938764467606
validation,profit_buffer_state,profit_buffer_6pct,continue,H60,0.1026078437629447,-0.026897247745335376,-0.026897247745335376
validation,profit_buffer_state,profit_buffer_6pct,exit,H5,0.0,0.03760899178938799,0.03760899178938799
validation,profit_buffer_state,profit_buffer_6pct,exit,H10,0.0,0.05266715119716331,0.05266715119716331
validation,profit_buffer_state,profit_buffer_6pct,exit,H20,0.0,0.07209942046276441,0.07209942046276441
validation,profit_buffer_state,profit_buffer_6pct,exit,H60,0.0,0.1026078437629447,0.1026078437629447
validation,profit_buffer_state,profit_buffer_6pct,reduce_to_0_50,H5,0.021628662270447976,0.01598032951894001,0.01598032951894001
validation,profit_buffer_state,profit_buffer_6pct,reduce_to_0_50,H10,0.02983733544148965,0.02282981575567366,0.02282981575567366
validation,profit_buffer_state,profit_buffer_6pct,reduce_to_0_50,H20,0.04027766117886397,0.031821759283900436,0.031821759283900436
validation,profit_buffer_state,profit_buffer_6pct,reduce_to_0_50,H60,0.05809016077656955,0.04451768298637515,0.04451768298637515
validation,profit_buffer_state,profit_buffer_6pct,reduce_to_0_30,H5,0.015236530462871972,0.022372461326516015,0.022372461326516015
validation,profit_buffer_state,profit_buffer_6pct,reduce_to_0_30,H10,0.020705409139220185,0.031961742057943124,0.031961742057943124
validation,profit_buffer_state,profit_buffer_6pct,reduce_to_0_30,H20,0.02754895746530379,0.04455046299746061,0.04455046299746061
validation,profit_buffer_state,profit_buffer_6pct,reduce_to_0_30,H60,0.04028308758201948,0.062324756180925214,0.062324756180925214
validation,range_expansion_down_state,range_expansion_downside,no_action,H5,0.019943037493727563,0.0,0.0
validation,range_expansion_down_state,range_expansion_downside,no_action,H10,0.027575883338900386,0.0,0.0
validation,range_expansion_down_state,range_expansion_downside,no_action,H20,0.04249749553141957,0.0,0.0
validation,range_expansion_down_state,range_expansion_downside,no_action,H60,0.06680545814539747,0.0,0.0
validation,range_expansion_down_state,range_expansion_downside,continue,H5,0.019943037493727563,0.004968387511265077,0.004968387511265077
validation,range_expansion_down_state,range_expansion_downside,continue,H10,0.027575883338900386,0.006670351484096778,0.006670351484096778
validation,range_expansion_down_state,range_expansion_downside,continue,H20,0.04249749553141957,0.005837986166877231,0.005837986166877231
validation,range_expansion_down_state,range_expansion_downside,continue,H60,0.06680545814539747,0.008905137872211852,0.008905137872211852
validation,range_expansion_down_state,range_expansion_downside,exit,H5,0.0,0.019943037493727563,0.019943037493727563
validation,range_expansion_down_state,range_expansion_downside,exit,H10,0.0,0.027575883338900386,0.027575883338900386
validation,range_expansion_down_state,range_expansion_downside,exit,H20,0.0,0.04249749553141957,0.04249749553141957
validation,range_expansion_down_state,range_expansion_downside,exit,H60,0.0,0.06680545814539747,0.06680545814539747
validation,range_expansion_down_state,range_expansion_downside,reduce_to_0_50,H5,0.012491104038541003,0.0074519334551865594,0.0074519334551865594
validation,range_expansion_down_state,range_expansion_downside,reduce_to_0_50,H10,0.0172873777533963,0.010288505585504086,0.010288505585504086
validation,range_expansion_down_state,range_expansion_downside,reduce_to_0_50,H20,0.025689487596019984,0.016808007935399587,0.016808007935399587
validation,range_expansion_down_state,range_expansion_downside,reduce_to_0_50,H60,0.040152871219266674,0.026652586926130796,0.026652586926130796
validation,range_expansion_down_state,range_expansion_downside,reduce_to_0_30,H5,0.009510330656466377,0.010432706837261186,0.010432706837261186
validation,range_expansion_down_state,range_expansion_downside,reduce_to_0_30,H10,0.013171975519194667,0.014403907819705719,0.014403907819705719
validation,range_expansion_down_state,range_expansion_downside,reduce_to_0_30,H20,0.018966284421860144,0.023531211109559427,0.023531211109559427
validation,range_expansion_down_state,range_expansion_downside,reduce_to_0_30,H60,0.029491836448814368,0.0373136216965831,0.0373136216965831
validation,relative_strength_hold_state,relative_strength_hold_20d,no_action,H5,0.025333181942167902,0.0,0.0
validation,relative_strength_hold_state,relative_strength_hold_20d,no_action,H10,0.035957760641396976,0.0,0.0
validation,relative_strength_hold_state,relative_strength_hold_20d,no_action,H20,0.04974803535361224,0.0,0.0
validation,relative_strength_hold_state,relative_strength_hold_20d,no_action,H60,0.08196632839331745,0.0,0.0
validation,relative_strength_hold_state,relative_strength_hold_20d,continue,H5,0.025333181942167902,-0.0004217569371752633,-0.0004217569371752633
validation,relative_strength_hold_state,relative_strength_hold_20d,continue,H10,0.035957760641396976,-0.0017115258183998117,-0.0017115258183998117
validation,relative_strength_hold_state,relative_strength_hold_20d,continue,H20,0.04974803535361224,-0.0014125536553154378,-0.0014125536553154378
validation,relative_strength_hold_state,relative_strength_hold_20d,continue,H60,0.08196632839331745,-0.006255732375708131,-0.006255732375708131
validation,relative_strength_hold_state,relative_strength_hold_20d,exit,H5,0.0,0.025333181942167902,0.025333181942167902
validation,relative_strength_hold_state,relative_strength_hold_20d,exit,H10,0.0,0.035957760641396976,0.035957760641396976
validation,relative_strength_hold_state,relative_strength_hold_20d,exit,H20,0.0,0.04974803535361224,0.04974803535361224
validation,relative_strength_hold_state,relative_strength_hold_20d,exit,H60,0.0,0.08196632839331745,0.08196632839331745
validation,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_50,H5,0.015428787608860838,0.009904394333307065,0.009904394333307065
validation,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_50,H10,0.021848889691445397,0.014108870949951578,0.014108870949951578
validation,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_50,H20,0.029772710620568875,0.019975324733043365,0.019975324733043365
validation,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_50,H60,0.04736594210499983,0.034600386288317624,0.034600386288317624
validation,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_30,H5,0.011467029875538009,0.013866152066629894,0.013866152066629894
validation,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_30,H10,0.016205341311464762,0.019752419329932214,0.019752419329932214
validation,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_30,H20,0.021782580727351522,0.027965454626260718,0.027965454626260718
validation,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_30,H60,0.033525787589672784,0.04844054080364467,0.04844054080364467
validation,relative_strength_failure_state,relative_strength_failure_20d,no_action,H5,0.014178336452822177,0.0,0.0
validation,relative_strength_failure_state,relative_strength_failure_20d,no_action,H10,0.024388479168485407,0.0,0.0
validation,relative_strength_failure_state,relative_strength_failure_20d,no_action,H20,0.03362280500500648,0.0,0.0
validation,relative_strength_failure_state,relative_strength_failure_20d,no_action,H60,0.04373306422058632,0.0,0.0
validation,relative_strength_failure_state,relative_strength_failure_20d,continue,H5,0.014178336452822177,0.010733088552170462,0.010733088552170462
validation,relative_strength_failure_state,relative_strength_failure_20d,continue,H10,0.024388479168485407,0.009857755654511757,0.009857755654511757
validation,relative_strength_failure_state,relative_strength_failure_20d,continue,H20,0.03362280500500648,0.014712676693290322,0.014712676693290322
validation,relative_strength_failure_state,relative_strength_failure_20d,continue,H60,0.04373306422058632,0.031977531797023,0.031977531797023
validation,relative_strength_failure_state,relative_strength_failure_20d,exit,H5,0.0,0.014178336452822177,0.014178336452822177
validation,relative_strength_failure_state,relative_strength_failure_20d,exit,H10,0.0,0.024388479168485407,0.024388479168485407
validation,relative_strength_failure_state,relative_strength_failure_20d,exit,H20,0.0,0.03362280500500648,0.03362280500500648
validation,relative_strength_failure_state,relative_strength_failure_20d,exit,H60,0.0,0.04373306422058632,0.04373306422058632
validation,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_50,H5,0.008024706135043995,0.0061536303177781825,0.0061536303177781825
validation,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_50,H10,0.013610181139712409,0.010778298028772998,0.010778298028772998
validation,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_50,H20,0.01979647605653662,0.01382632894846986,0.01382632894846986
validation,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_50,H60,0.026259840249071055,0.017473223971515267,0.017473223971515267
validation,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_30,H5,0.005563254007932721,0.008615082444889456,0.008615082444889456
validation,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_30,H10,0.00929886192820321,0.015089617240282197,0.015089617240282197
validation,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_30,H20,0.014265944477148676,0.019356860527857803,0.019356860527857803
validation,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_30,H60,0.019270550660464954,0.024462513560121368,0.024462513560121368
train,support_break_state,support_break_ema20_2d,no_action,H5,0.005946093131719495,0.0,0.0
train,support_break_state,support_break_ema20_2d,no_action,H10,0.0062896894206426945,0.0,0.0
train,support_break_state,support_break_ema20_2d,no_action,H20,0.0062896894206426945,0.0,0.0
train,support_break_state,support_break_ema20_2d,no_action,H60,0.010271909641508443,0.0,0.0
train,support_break_state,support_break_ema20_2d,continue,H5,0.005946093131719495,0.022404899480173043,0.022404899480173043
train,support_break_state,support_break_ema20_2d,continue,H10,0.0062896894206426945,0.031360084985056,0.031360084985056
train,support_break_state,support_break_ema20_2d,continue,H20,0.0062896894206426945,0.04869299981347005,0.04869299981347005
train,support_break_state,support_break_ema20_2d,continue,H60,0.010271909641508443,0.07893718473196193,0.07893718473196193
train,support_break_state,support_break_ema20_2d,exit,H5,0.0,0.005946093131719495,0.005946093131719495
train,support_break_state,support_break_ema20_2d,exit,H10,0.0,0.0062896894206426945,0.0062896894206426945
train,support_break_state,support_break_ema20_2d,exit,H20,0.0,0.0062896894206426945,0.0062896894206426945
train,support_break_state,support_break_ema20_2d,exit,H60,0.0,0.010271909641508443,0.010271909641508443
train,support_break_state,support_break_ema20_2d,reduce_to_0_50,H5,0.003878677571838388,0.002067415559881107,0.002067415559881107
train,support_break_state,support_break_ema20_2d,reduce_to_0_50,H10,0.004222273860761587,0.002067415559881107,0.002067415559881107
train,support_break_state,support_break_ema20_2d,reduce_to_0_50,H20,0.004222273860761587,0.002067415559881107,0.002067415559881107
train,support_break_state,support_break_ema20_2d,reduce_to_0_50,H60,0.0069408665507142715,0.0033310430907941713,0.0033310430907941713
train,support_break_state,support_break_ema20_2d,reduce_to_0_30,H5,0.0030517113478859452,0.00289438178383355,0.00289438178383355
train,support_break_state,support_break_ema20_2d,reduce_to_0_30,H10,0.003395307636809145,0.0028943817838335494,0.0028943817838335494
train,support_break_state,support_break_ema20_2d,reduce_to_0_30,H20,0.003395307636809145,0.0028943817838335494,0.0028943817838335494
train,support_break_state,support_break_ema20_2d,reduce_to_0_30,H60,0.005608449314396604,0.004663460327111839,0.004663460327111839
train,volume_failure_state,volume_failure_money20_break,no_action,H5,0.0021903069622659864,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,no_action,H10,0.0021903069622659864,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,no_action,H20,0.0021903069622659864,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,no_action,H60,0.010090991604976717,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,continue,H5,0.0021903069622659864,0.026160685649626553,0.026160685649626553
train,volume_failure_state,volume_failure_money20_break,continue,H10,0.0021903069622659864,0.03545946744343271,0.03545946744343271
train,volume_failure_state,volume_failure_money20_break,continue,H20,0.0021903069622659864,0.05279238227184676,0.05279238227184676
train,volume_failure_state,volume_failure_money20_break,continue,H60,0.010090991604976717,0.07911810276849365,0.07911810276849365
train,volume_failure_state,volume_failure_money20_break,exit,H5,0.0,0.0021903069622659864,0.0021903069622659864
train,volume_failure_state,volume_failure_money20_break,exit,H10,0.0,0.0021903069622659864,0.0021903069622659864
train,volume_failure_state,volume_failure_money20_break,exit,H20,0.0,0.0021903069622659864,0.0021903069622659864
train,volume_failure_state,volume_failure_money20_break,exit,H60,0.0,0.010090991604976717,0.010090991604976717
train,volume_failure_state,volume_failure_money20_break,reduce_to_0_50,H5,0.0021903069622659864,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,reduce_to_0_50,H10,0.0021903069622659864,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,reduce_to_0_50,H20,0.0021903069622659864,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,reduce_to_0_50,H60,0.010090991604976717,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,reduce_to_0_30,H5,0.0021903069622659864,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,reduce_to_0_30,H10,0.0021903069622659864,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,reduce_to_0_30,H20,0.0021903069622659864,0.0,0.0
train,volume_failure_state,volume_failure_money20_break,reduce_to_0_30,H60,0.010090991604976717,0.0,0.0
train,range_compression_hold_state,range_compression_above_support,no_action,H5,0.02646091959487326,0.0,0.0
train,range_compression_hold_state,range_compression_above_support,no_action,H10,0.034954293686726465,0.0,0.0
train,range_compression_hold_state,range_compression_above_support,no_action,H20,0.050015256201296286,0.0,0.0
train,range_compression_hold_state,range_compression_above_support,no_action,H60,0.08176230713578415,0.0,0.0
train,range_compression_hold_state,range_compression_above_support,continue,H5,0.02646091959487326,0.0018900730170192774,0.0018900730170192774
train,range_compression_hold_state,range_compression_above_support,continue,H10,0.034954293686726465,0.002695480718972229,0.002695480718972229
train,range_compression_hold_state,range_compression_above_support,continue,H20,0.050015256201296286,0.004967433032816458,0.004967433032816458
train,range_compression_hold_state,range_compression_above_support,continue,H60,0.08176230713578415,0.007446787237686214,0.007446787237686214
train,range_compression_hold_state,range_compression_above_support,exit,H5,0.0,0.02646091959487326,0.02646091959487326
train,range_compression_hold_state,range_compression_above_support,exit,H10,0.0,0.034954293686726465,0.034954293686726465
train,range_compression_hold_state,range_compression_above_support,exit,H20,0.0,0.050015256201296286,0.050015256201296286
train,range_compression_hold_state,range_compression_above_support,exit,H60,0.0,0.08176230713578415,0.08176230713578415
train,range_compression_hold_state,range_compression_above_support,reduce_to_0_50,H5,0.015972137422920436,0.010488782171952826,0.010488782171952826
train,range_compression_hold_state,range_compression_above_support,reduce_to_0_50,H10,0.021082851307417175,0.01387144237930929,0.01387144237930929
train,range_compression_hold_state,range_compression_above_support,reduce_to_0_50,H20,0.03007016736602359,0.019945088835272694,0.019945088835272694
train,range_compression_hold_state,range_compression_above_support,reduce_to_0_50,H60,0.04948200296146041,0.032280304174323746,0.032280304174323746
train,range_compression_hold_state,range_compression_above_support,reduce_to_0_30,H5,0.011776624554139307,0.014684295040733954,0.014684295040733954
train,range_compression_hold_state,range_compression_above_support,reduce_to_0_30,H10,0.015534274355693461,0.019420019331033003,0.019420019331033003
train,range_compression_hold_state,range_compression_above_support,reduce_to_0_30,H20,0.022092131831914517,0.02792312436938177,0.02792312436938177
train,range_compression_hold_state,range_compression_above_support,reduce_to_0_30,H60,0.03656988129173091,0.045192425844053245,0.045192425844053245
train,relative_strength_hold_state,relative_strength_hold_20d,no_action,H5,0.02496835343364743,0.0,0.0
train,relative_strength_hold_state,relative_strength_hold_20d,no_action,H10,0.036749372771851196,0.0,0.0
train,relative_strength_hold_state,relative_strength_hold_20d,no_action,H20,0.05453821246714828,0.0,0.0
train,relative_strength_hold_state,relative_strength_hold_20d,no_action,H60,0.08561600144849674,0.0,0.0
train,relative_strength_hold_state,relative_strength_hold_20d,continue,H5,0.02496835343364743,0.0033826391782451094,0.0033826391782451094
train,relative_strength_hold_state,relative_strength_hold_20d,continue,H10,0.036749372771851196,0.0009004016338474974,0.0009004016338474974
train,relative_strength_hold_state,relative_strength_hold_20d,continue,H20,0.05453821246714828,0.00044447676696446337,0.00044447676696446337
train,relative_strength_hold_state,relative_strength_hold_20d,continue,H60,0.08561600144849674,0.0035930929249736315,0.0035930929249736315
train,relative_strength_hold_state,relative_strength_hold_20d,exit,H5,0.0,0.02496835343364743,0.02496835343364743
train,relative_strength_hold_state,relative_strength_hold_20d,exit,H10,0.0,0.036749372771851196,0.036749372771851196
train,relative_strength_hold_state,relative_strength_hold_20d,exit,H20,0.0,0.05453821246714828,0.05453821246714828
train,relative_strength_hold_state,relative_strength_hold_20d,exit,H60,0.0,0.08561600144849674,0.08561600144849674
train,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_50,H5,0.015385953866097795,0.009582399567549634,0.009582399567549634
train,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_50,H10,0.02260278296347204,0.014146589808379156,0.014146589808379156
train,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_50,H20,0.0340799837535715,0.020458228713576783,0.020458228713576783
train,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_50,H60,0.05449888496815746,0.031117116480339276,0.031117116480339276
train,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_30,H5,0.011552994039077938,0.013415359394569492,0.013415359394569492
train,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_30,H10,0.01694414704012037,0.019805225731730828,0.019805225731730828
train,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_30,H20,0.025896692268140786,0.028641520199007495,0.028641520199007495
train,relative_strength_hold_state,relative_strength_hold_20d,reduce_to_0_30,H60,0.042052038376021755,0.04356396307247498,0.04356396307247498
train,relative_strength_failure_state,relative_strength_failure_20d,no_action,H5,0.025648707549764022,0.0,0.0
train,relative_strength_failure_state,relative_strength_failure_20d,no_action,H10,0.03738141577006641,0.0,0.0
train,relative_strength_failure_state,relative_strength_failure_20d,no_action,H20,0.044365772815922855,0.0,0.0
train,relative_strength_failure_state,relative_strength_failure_20d,no_action,H60,0.06126091487090212,0.0,0.0
train,relative_strength_failure_state,relative_strength_failure_20d,continue,H5,0.025648707549764022,0.0027022850621285163,0.0027022850621285163
train,relative_strength_failure_state,relative_strength_failure_20d,continue,H10,0.03738141577006641,0.0002683586356322862,0.0002683586356322862
train,relative_strength_failure_state,relative_strength_failure_20d,continue,H20,0.044365772815922855,0.01061691641818989,0.01061691641818989
train,relative_strength_failure_state,relative_strength_failure_20d,continue,H60,0.06126091487090212,0.027948179502568248,0.027948179502568248
train,relative_strength_failure_state,relative_strength_failure_20d,exit,H5,0.0,0.025648707549764022,0.025648707549764022
train,relative_strength_failure_state,relative_strength_failure_20d,exit,H10,0.0,0.03738141577006641,0.03738141577006641
train,relative_strength_failure_state,relative_strength_failure_20d,exit,H20,0.0,0.044365772815922855,0.044365772815922855
train,relative_strength_failure_state,relative_strength_failure_20d,exit,H60,0.0,0.06126091487090212,0.06126091487090212
train,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_50,H5,0.016748879295398995,0.008899828254365028,0.008899828254365028
train,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_50,H10,0.024115704172796914,0.013265711597269494,0.013265711597269494
train,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_50,H20,0.028415233999664825,0.01595053881625803,0.01595053881625803
train,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_50,H60,0.03897979676115794,0.02228111810974418,0.02228111810974418
train,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_30,H5,0.01318894799365298,0.012459759556111042,0.012459759556111042
train,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_30,H10,0.018809419533889118,0.01857199623617729,0.01857199623617729
train,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_30,H20,0.02203501847316161,0.022330754342761244,0.022330754342761244
train,relative_strength_failure_state,relative_strength_failure_20d,reduce_to_0_30,H60,0.030067349517260266,0.031193565353641855,0.031193565353641855
validation,range_compression_hold_state,range_compression_above_support,no_action,H5,0.025702443559405545,0.0,0.0
validation,range_compression_hold_state,range_compression_above_support,no_action,H10,0.03501972409650339,0.0,0.0
validation,range_compression_hold_state,range_compression_above_support,no_action,H20,0.04870537049067219,0.0,0.0
validation,range_compression_hold_state,range_compression_above_support,no_action,H60,0.07883101540790588,0.0,0.0
validation,range_compression_hold_state,range_compression_above_support,continue,H5,0.025702443559405545,-0.0007910185544129054,-0.0007910185544129054
validation,range_compression_hold_state,range_compression_above_support,continue,H10,0.03501972409650339,-0.0007734892735062268,-0.0007734892735062268
validation,range_compression_hold_state,range_compression_above_support,continue,H20,0.04870537049067219,-0.0003698887923753863,-0.0003698887923753863
validation,range_compression_hold_state,range_compression_above_support,continue,H60,0.07883101540790588,-0.0031204193902965582,-0.0031204193902965582
validation,range_compression_hold_state,range_compression_above_support,exit,H5,0.0,0.025702443559405545,0.025702443559405545
validation,range_compression_hold_state,range_compression_above_support,exit,H10,0.0,0.03501972409650339,0.03501972409650339
validation,range_compression_hold_state,range_compression_above_support,exit,H20,0.0,0.04870537049067219,0.04870537049067219
validation,range_compression_hold_state,range_compression_above_support,exit,H60,0.0,0.07883101540790588,0.07883101540790588
validation,range_compression_hold_state,range_compression_above_support,reduce_to_0_50,H5,0.014716958278088282,0.010985485281317263,0.010985485281317263
validation,range_compression_hold_state,range_compression_above_support,reduce_to_0_50,H10,0.020287737492158966,0.014731986604344424,0.014731986604344424
validation,range_compression_hold_state,range_compression_above_support,reduce_to_0_50,H20,0.028062543109584705,0.020642827381087483,0.020642827381087483
validation,range_compression_hold_state,range_compression_above_support,reduce_to_0_50,H60,0.045353509491138894,0.033477505916766986,0.033477505916766986
validation,range_compression_hold_state,range_compression_above_support,reduce_to_0_30,H5,0.010322764165561379,0.015379679393844166,0.015379679393844166
validation,range_compression_hold_state,range_compression_above_support,reduce_to_0_30,H10,0.014394942850421198,0.02062478124608219,0.02062478124608219
validation,range_compression_hold_state,range_compression_above_support,reduce_to_0_30,H20,0.019805412157149708,0.02889995833352248,0.02889995833352248
validation,range_compression_hold_state,range_compression_above_support,reduce_to_0_30,H60,0.031962507124432105,0.046868508283473775,0.046868508283473775
robustness,relative_strength_failure_state,relative_strength_failure_20d,no_action,H5,0.017533078260002305,0.0,0.0
robustness,relative_strength_failure_state,relative_strength_failure_20d,no_action,H10,0.021976137613114944,0.0,0.0
robustness,relative_strength_failure_state,relative_strength_failure_20d,no_action,H20,0.028170017506443736,0.0,0.0
robustness,relative_strength_failure_state,relative_strength_failure_20d,no_action,H60,0.043114553842996464,0.0,0.0
robustness,relative_strength_failure_state,relative_strength_failure_20d,continue,H5,0.017533078260002305,0.012946607904065568,0.012946607904065568
robustness,relative_strength_failure_state,relative_strength_failure_20d,continue,H10,0.021976137613114944,0.015701054218346434,0.015701054218346434
robustness,relative_strength_failure_state,relative_strength_failure_20d,continue,H20,0.028170017506443736,0.014921303096163869,0.014921303096163869
robustness,relative_strength_failure_state,relative_strength_failure_20d,continue,H60,0.043114553842996464,0.02055367455890718,0.02055367455890718
