split,state_variant_id,action,regime_cell_id,event_count,mean_return_H20
train,relative_strength_hold_20d,exit,market_trend_off__industry_sync_on,6,-0.0023999999999999577
train,relative_strength_hold_20d,exit,market_trend_on__industry_sync_off,326,-0.0049217391304347624
train,relative_strength_hold_20d,exit,market_trend_on__industry_sync_on,154,-0.00588108108108107
train,relative_strength_hold_20d,no_action,market_trend_off__industry_sync_off,21,0.006820465370938357
train,relative_strength_hold_20d,no_action,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,relative_strength_hold_20d,no_action,market_trend_on__industry_sync_off,326,0.037871280278687
train,relative_strength_hold_20d,no_action,market_trend_on__industry_sync_on,154,0.03838327901046926
train,relative_strength_hold_20d,reduce_to_0_30,market_trend_off__industry_sync_off,21,0.004918111326894766
train,relative_strength_hold_20d,reduce_to_0_30,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,relative_strength_hold_20d,reduce_to_0_30,market_trend_on__industry_sync_off,326,0.011966240801588863
train,relative_strength_hold_20d,reduce_to_0_30,market_trend_on__industry_sync_on,154,0.00994463903106304
train,relative_strength_hold_20d,reduce_to_0_50,market_trend_off__industry_sync_off,21,0.005461641053764364
train,relative_strength_hold_20d,reduce_to_0_50,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,relative_strength_hold_20d,reduce_to_0_50,market_trend_on__industry_sync_off,326,0.01920018380714994
train,relative_strength_hold_20d,reduce_to_0_50,market_trend_on__industry_sync_on,154,0.01792620445064093
train,support_break_ema20_2d,continue,insufficient_industry_members,11,0.03955676090519631
train,support_break_ema20_2d,continue,market_trend_off__industry_sync_off,1,0.00192673447676861
train,support_break_ema20_2d,continue,market_trend_on__industry_sync_on,1,0.014225604119255664
train,support_break_ema20_2d,exit,insufficient_industry_members,11,-0.005454545454545439
train,support_break_ema20_2d,exit,market_trend_off__industry_sync_off,1,-0.008000000000000007
train,support_break_ema20_2d,exit,market_trend_on__industry_sync_on,1,-0.0023999999999999577
train,support_break_ema20_2d,no_action,insufficient_industry_members,11,0.03955676090519631
train,support_break_ema20_2d,no_action,market_trend_off__industry_sync_off,1,0.00192673447676861
train,support_break_ema20_2d,no_action,market_trend_on__industry_sync_on,1,0.014225604119255664
train,support_break_ema20_2d,reduce_to_0_30,insufficient_industry_members,11,0.023781824465343927
train,support_break_ema20_2d,reduce_to_0_30,market_trend_off__industry_sync_off,1,-0.0050219796569693775
train,support_break_ema20_2d,reduce_to_0_30,market_trend_on__industry_sync_on,1,0.014225604119255664
train,support_break_ema20_2d,reduce_to_0_50,insufficient_industry_members,11,0.028280542090961477
train,support_break_ema20_2d,reduce_to_0_50,market_trend_off__industry_sync_off,1,-0.0030366327616156985
train,support_break_ema20_2d,reduce_to_0_50,market_trend_on__industry_sync_on,1,0.014225604119255664
train,trend_hold_ema20_3d,continue,insufficient_industry_members,1384,0.03681074514667115
train,trend_hold_ema20_3d,continue,market_trend_off__industry_sync_off,18,0.006265167414041008
train,trend_hold_ema20_3d,continue,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,trend_hold_ema20_3d,continue,market_trend_on__industry_sync_off,364,0.036948816061785766
train,trend_hold_ema20_3d,continue,market_trend_on__industry_sync_on,394,0.0127365693668705
train,trend_hold_ema20_3d,exit,insufficient_industry_members,1384,-0.0060580645161290225
train,trend_hold_ema20_3d,exit,market_trend_off__industry_sync_off,18,-0.0027111111111110717
train,trend_hold_ema20_3d,exit,market_trend_off__industry_sync_on,6,-0.0023999999999999577
train,trend_hold_ema20_3d,exit,market_trend_on__industry_sync_off,364,-0.004826666666666646
train,trend_hold_ema20_3d,exit,market_trend_on__industry_sync_on,394,-0.005517525773195861
train,trend_hold_ema20_3d,no_action,insufficient_industry_members,1384,0.03681074514667115
train,trend_hold_ema20_3d,no_action,market_trend_off__industry_sync_off,18,0.006265167414041008
train,trend_hold_ema20_3d,no_action,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,trend_hold_ema20_3d,no_action,market_trend_on__industry_sync_off,364,0.036948816061785766
train,trend_hold_ema20_3d,no_action,market_trend_on__industry_sync_on,394,0.0127365693668705
train,trend_hold_ema20_3d,reduce_to_0_30,insufficient_industry_members,1384,0.00950629955752985
train,trend_hold_ema20_3d,reduce_to_0_30,market_trend_off__industry_sync_off,18,0.004045754362656818
train,trend_hold_ema20_3d,reduce_to_0_30,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,trend_hold_ema20_3d,reduce_to_0_30,market_trend_on__industry_sync_off,364,0.011996244240232525
train,trend_hold_ema20_3d,reduce_to_0_30,market_trend_on__industry_sync_on,394,-0.0011446949163169422
train,trend_hold_ema20_3d,reduce_to_0_50,insufficient_industry_members,1384,0.017272487748817244
train,trend_hold_ema20_3d,reduce_to_0_50,market_trend_off__industry_sync_off,18,0.0046798723773380175
train,trend_hold_ema20_3d,reduce_to_0_50,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,trend_hold_ema20_3d,reduce_to_0_50,market_trend_on__industry_sync_off,364,0.01895438340293225
train,trend_hold_ema20_3d,reduce_to_0_50,market_trend_on__industry_sync_on,394,0.0028060615001236975
train,volume_failure_money20_break,continue,insufficient_industry_members,3,0.013546664160391408
train,volume_failure_money20_break,exit,insufficient_industry_members,3,-0.0023999999999999577
train,volume_failure_money20_break,no_action,insufficient_industry_members,3,0.013546664160391408
train,volume_failure_money20_break,reduce_to_0_30,insufficient_industry_members,3,0.013546664160391408
train,volume_failure_money20_break,reduce_to_0_50,insufficient_industry_members,3,0.013546664160391408
train,volume_support_money20_floor,continue,insufficient_industry_members,1353,0.03644138903531752
train,volume_support_money20_floor,continue,market_trend_off__industry_sync_off,21,0.006820465370938357
train,volume_support_money20_floor,continue,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,volume_support_money20_floor,continue,market_trend_on__industry_sync_off,357,0.03959135879777444
train,volume_support_money20_floor,continue,market_trend_on__industry_sync_on,394,0.0127365693668705
train,volume_support_money20_floor,exit,insufficient_industry_members,1353,-0.006092723180795189
train,volume_support_money20_floor,exit,market_trend_off__industry_sync_off,21,-0.0026666666666666267
train,volume_support_money20_floor,exit,market_trend_off__industry_sync_on,6,-0.0023999999999999577
train,volume_support_money20_floor,exit,market_trend_on__industry_sync_off,357,-0.004843059490084965
train,volume_support_money20_floor,exit,market_trend_on__industry_sync_on,394,-0.005517525773195861
train,volume_support_money20_floor,no_action,insufficient_industry_members,1353,0.03644138903531752
train,volume_support_money20_floor,no_action,market_trend_off__industry_sync_off,21,0.006820465370938357
train,volume_support_money20_floor,no_action,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,volume_support_money20_floor,no_action,market_trend_on__industry_sync_off,357,0.03959135879777444
train,volume_support_money20_floor,no_action,market_trend_on__industry_sync_on,394,0.0127365693668705
train,volume_support_money20_floor,reduce_to_0_30,insufficient_industry_members,1353,0.00928866138072427
train,volume_support_money20_floor,reduce_to_0_30,market_trend_off__industry_sync_off,21,0.004918111326894766
train,volume_support_money20_floor,reduce_to_0_30,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,volume_support_money20_floor,reduce_to_0_30,market_trend_on__industry_sync_off,357,0.012927808129214128
train,volume_support_money20_floor,reduce_to_0_30,market_trend_on__industry_sync_on,394,-0.0011446949163169422
train,volume_support_money20_floor,reduce_to_0_50,insufficient_industry_members,1353,0.017014670586296504
train,volume_support_money20_floor,reduce_to_0_50,market_trend_off__industry_sync_off,21,0.005461641053764364
train,volume_support_money20_floor,reduce_to_0_50,market_trend_off__industry_sync_on,6,0.00020214331852954256
train,volume_support_money20_floor,reduce_to_0_50,market_trend_on__industry_sync_off,357,0.020357090464535765
train,volume_support_money20_floor,reduce_to_0_50,market_trend_on__industry_sync_on,394,0.0028060615001236975
validation,profit_buffer_6pct,continue,insufficient_industry_members,139,0.009297876204621384
validation,profit_buffer_6pct,continue,market_trend_off__industry_sync_off,28,0.047364457751315585
validation,profit_buffer_6pct,continue,market_trend_off__industry_sync_on,1,-0.07026246930730551
validation,profit_buffer_6pct,continue,market_trend_on__industry_sync_off,45,0.02552817933021658
validation,profit_buffer_6pct,continue,market_trend_on__industry_sync_on,37,-0.012776069424376764
validation,profit_buffer_6pct,exit,insufficient_industry_members,139,-0.006751079136690643
validation,profit_buffer_6pct,exit,market_trend_off__industry_sync_off,28,-0.006199999999999991
validation,profit_buffer_6pct,exit,market_trend_off__industry_sync_on,1,-0.008000000000000007
validation,profit_buffer_6pct,exit,market_trend_on__industry_sync_off,45,-0.006133333333333324
validation,profit_buffer_6pct,exit,market_trend_on__industry_sync_on,37,-0.006183783783783775
validation,profit_buffer_6pct,no_action,insufficient_industry_members,139,0.009297876204621384
validation,profit_buffer_6pct,no_action,market_trend_off__industry_sync_off,28,0.047364457751315585
validation,profit_buffer_6pct,no_action,market_trend_off__industry_sync_on,1,-0.07026246930730551
validation,profit_buffer_6pct,no_action,market_trend_on__industry_sync_off,45,0.02552817933021658
validation,profit_buffer_6pct,no_action,market_trend_on__industry_sync_on,37,-0.012776069424376764
validation,profit_buffer_6pct,reduce_to_0_30,insufficient_industry_members,139,-0.002205475246608309
validation,profit_buffer_6pct,reduce_to_0_30,market_trend_off__industry_sync_off,28,0.010730278935819142
validation,profit_buffer_6pct,reduce_to_0_30,market_trend_off__industry_sync_on,1,-0.026685784470593
validation,profit_buffer_6pct,reduce_to_0_30,market_trend_on__industry_sync_off,45,0.0027265855434674205
validation,profit_buffer_6pct,reduce_to_0_30,market_trend_on__industry_sync_on,37,-0.012205665951188174
validation,profit_buffer_6pct,reduce_to_0_50,insufficient_industry_members,139,0.0011288012383120038
validation,profit_buffer_6pct,reduce_to_0_50,market_trend_off__industry_sync_off,28,0.020846724524794635
validation,profit_buffer_6pct,reduce_to_0_50,market_trend_off__industry_sync_on,1,-0.03914043565348613
validation,profit_buffer_6pct,reduce_to_0_50,market_trend_on__industry_sync_off,45,0.009208729846443357
validation,profit_buffer_6pct,reduce_to_0_50,market_trend_on__industry_sync_on,37,-0.012360617087577968
validation,profit_giveback_10_6,continue,insufficient_industry_members,20,0.0026966009823274685
validation,profit_giveback_10_6,continue,market_trend_off__industry_sync_off,3,0.0031562554306952726
validation,profit_giveback_10_6,continue,market_trend_on__industry_sync_off,27,0.004329672440541404
validation,profit_giveback_10_6,continue,market_trend_on__industry_sync_on,2,-0.020147975721950817
validation,profit_giveback_10_6,exit,insufficient_industry_members,20,-0.005199999999999982
validation,profit_giveback_10_6,exit,market_trend_off__industry_sync_off,3,-0.008000000000000007
validation,profit_giveback_10_6,exit,market_trend_on__industry_sync_off,27,-0.0036444444444444133
validation,profit_giveback_10_6,exit,market_trend_on__industry_sync_on,2,-0.0023999999999999577
validation,profit_giveback_10_6,no_action,insufficient_industry_members,20,0.0026966009823274685
validation,profit_giveback_10_6,no_action,market_trend_off__industry_sync_off,3,0.0031562554306952726
validation,profit_giveback_10_6,no_action,market_trend_on__industry_sync_off,27,0.004329672440541404
validation,profit_giveback_10_6,no_action,market_trend_on__industry_sync_on,2,-0.020147975721950817
validation,profit_giveback_10_6,reduce_to_0_30,insufficient_industry_members,20,0.0006008466884217023
validation,profit_giveback_10_6,reduce_to_0_30,market_trend_off__industry_sync_off,3,-0.004627623143657167
validation,profit_giveback_10_6,reduce_to_0_30,market_trend_on__industry_sync_off,27,0.0007012725516752381
validation,profit_giveback_10_6,reduce_to_0_30,market_trend_on__industry_sync_on,2,-0.020147975721950817
validation,profit_giveback_10_6,reduce_to_0_50,insufficient_industry_members,20,0.0012096654384042172
validation,profit_giveback_10_6,reduce_to_0_50,market_trend_off__industry_sync_off,3,-0.00239151487139729
validation,profit_giveback_10_6,reduce_to_0_50,market_trend_on__industry_sync_off,27,0.001742371382709808
validation,profit_giveback_10_6,reduce_to_0_50,market_trend_on__industry_sync_on,2,-0.020147975721950817
validation,range_compression_above_support,continue,insufficient_industry_members,263,0.028045893459305197
validation,range_compression_above_support,continue,market_trend_off__industry_sync_off,56,0.04305417816413768
validation,range_compression_above_support,continue,market_trend_off__industry_sync_on,2,0.03451593486543214
validation,range_compression_above_support,continue,market_trend_on__industry_sync_off,123,0.031902117036389614
validation,range_compression_above_support,continue,market_trend_on__industry_sync_on,75,-0.007933273250655655
validation,range_compression_above_support,exit,insufficient_industry_members,263,-0.006168821292775657
validation,range_compression_above_support,exit,market_trend_off__industry_sync_off,56,-0.006599999999999995
validation,range_compression_above_support,exit,market_trend_off__industry_sync_on,2,-0.008000000000000007
validation,range_compression_above_support,exit,market_trend_on__industry_sync_off,123,-0.005769105691056898
validation,range_compression_above_support,exit,market_trend_on__industry_sync_on,75,-0.005386666666666651
validation,range_compression_above_support,no_action,insufficient_industry_members,263,0.028045893459305197
validation,range_compression_above_support,no_action,market_trend_off__industry_sync_off,56,0.04305417816413768
validation,range_compression_above_support,no_action,market_trend_off__industry_sync_on,2,0.03451593486543214
validation,range_compression_above_support,no_action,market_trend_on__industry_sync_off,123,0.031902117036389614
validation,range_compression_above_support,no_action,market_trend_on__industry_sync_on,75,-0.007933273250655655
validation,range_compression_above_support,reduce_to_0_30,insufficient_industry_members,263,0.004351731396458061
validation,range_compression_above_support,reduce_to_0_30,market_trend_off__industry_sync_off,56,0.010015894042728957
validation,range_compression_above_support,reduce_to_0_30,market_trend_off__industry_sync_on,2,0.004169537922644739
validation,range_compression_above_support,reduce_to_0_30,market_trend_on__industry_sync_off,123,0.007032072763390993
validation,range_compression_above_support,reduce_to_0_30,market_trend_on__industry_sync_on,75,-0.007161582702563044
validation,range_compression_above_support,reduce_to_0_50,insufficient_industry_members,263,0.011075464040226062
validation,range_compression_above_support,reduce_to_0_50,market_trend_off__industry_sync_off,56,0.019392220361604644
validation,range_compression_above_support,reduce_to_0_50,market_trend_off__industry_sync_on,2,0.01256064643013921
validation,range_compression_above_support,reduce_to_0_50,market_trend_on__industry_sync_off,123,0.014078372309794791
validation,range_compression_above_support,reduce_to_0_50,market_trend_on__industry_sync_on,75,-0.007363017029822634
validation,range_expansion_downside,continue,insufficient_industry_members,30,0.053945627997614015
validation,range_expansion_downside,continue,market_trend_off__industry_sync_off,2,0.022330732948037724
validation,range_expansion_downside,continue,market_trend_on__industry_sync_off,17,0.013146436183766163
validation,range_expansion_downside,continue,market_trend_on__industry_sync_on,14,0.011891889668462774
validation,range_expansion_downside,exit,insufficient_industry_members,30,-0.005573333333333319
validation,range_expansion_downside,exit,market_trend_off__industry_sync_off,2,-0.005199999999999982
validation,range_expansion_downside,exit,market_trend_on__industry_sync_off,17,-0.00503529411764704
validation,range_expansion_downside,exit,market_trend_on__industry_sync_on,14,-0.004399999999999975
validation,range_expansion_downside,no_action,insufficient_industry_members,30,0.053945627997614015
validation,range_expansion_downside,no_action,market_trend_off__industry_sync_off,2,0.022330732948037724
validation,range_expansion_downside,no_action,market_trend_on__industry_sync_off,17,0.013146436183766163
validation,range_expansion_downside,no_action,market_trend_on__industry_sync_on,14,0.011891889668462774
validation,range_expansion_downside,reduce_to_0_30,insufficient_industry_members,30,0.015331083267034336
validation,range_expansion_downside,reduce_to_0_30,market_trend_off__industry_sync_off,2,0.006845633449590216
validation,range_expansion_downside,reduce_to_0_30,market_trend_on__industry_sync_off,17,0.000649336583992381
validation,range_expansion_downside,reduce_to_0_30,market_trend_on__industry_sync_on,14,0.0010212800358526278
validation,range_expansion_downside,reduce_to_0_50,insufficient_industry_members,30,0.026200658045761875
validation,range_expansion_downside,reduce_to_0_50,market_trend_off__industry_sync_off,2,0.011495248063086272
validation,range_expansion_downside,reduce_to_0_50,market_trend_on__industry_sync_off,17,0.004175089823011924
validation,range_expansion_downside,reduce_to_0_50,market_trend_on__industry_sync_on,14,0.004103201342265812
validation,relative_strength_failure_20d,continue,market_trend_off__industry_sync_off,16,0.01942968343172978
validation,relative_strength_failure_20d,continue,market_trend_on__industry_sync_off,27,0.00757600219099737
validation,relative_strength_failure_20d,continue,market_trend_on__industry_sync_on,12,0.0008938992010767052
validation,relative_strength_failure_20d,exit,market_trend_off__industry_sync_off,16,-0.005899999999999989
validation,relative_strength_failure_20d,exit,market_trend_on__industry_sync_off,27,-0.006962962962962961
validation,relative_strength_failure_20d,exit,market_trend_on__industry_sync_on,12,-0.0028666666666666285
validation,relative_strength_failure_20d,no_action,market_trend_off__industry_sync_off,16,0.01942968343172978
validation,relative_strength_failure_20d,no_action,market_trend_on__industry_sync_off,27,0.00757600219099737
validation,relative_strength_failure_20d,no_action,market_trend_on__industry_sync_on,12,0.0008938992010767052
validation,relative_strength_failure_20d,reduce_to_0_30,market_trend_off__industry_sync_off,16,0.0038425043594734615
validation,relative_strength_failure_20d,reduce_to_0_30,market_trend_on__industry_sync_off,27,-0.00191284313774632
validation,relative_strength_failure_20d,reduce_to_0_30,market_trend_on__industry_sync_on,12,-0.00046883106311197226
validation,relative_strength_failure_20d,reduce_to_0_50,market_trend_off__industry_sync_off,16,0.008389267882456378
validation,relative_strength_failure_20d,reduce_to_0_50,market_trend_on__industry_sync_off,27,0.0008260962903008332
validation,relative_strength_failure_20d,reduce_to_0_50,market_trend_on__industry_sync_on,12,-6.671135551587308e-05
validation,relative_strength_hold_20d,continue,market_trend_off__industry_sync_off,59,0.06956354885215141
validation,relative_strength_hold_20d,continue,market_trend_off__industry_sync_on,2,0.03451593486543214
validation,relative_strength_hold_20d,continue,market_trend_on__industry_sync_off,208,0.03605492185397906
validation,relative_strength_hold_20d,continue,market_trend_on__industry_sync_on,101,-0.00913996943270911
validation,relative_strength_hold_20d,exit,market_trend_off__industry_sync_off,59,-0.006196610169491516
validation,relative_strength_hold_20d,exit,market_trend_off__industry_sync_on,2,-0.008000000000000007
validation,relative_strength_hold_20d,exit,market_trend_on__industry_sync_off,208,-0.005307692307692291
validation,relative_strength_hold_20d,exit,market_trend_on__industry_sync_on,101,-0.00550495049504949
validation,relative_strength_hold_20d,no_action,market_trend_off__industry_sync_off,59,0.06956354885215141
validation,relative_strength_hold_20d,no_action,market_trend_off__industry_sync_on,2,0.03451593486543214
validation,relative_strength_hold_20d,no_action,market_trend_on__industry_sync_off,208,0.03605492185397906
validation,relative_strength_hold_20d,no_action,market_trend_on__industry_sync_on,101,-0.00913996943270911
validation,relative_strength_hold_20d,reduce_to_0_30,market_trend_off__industry_sync_off,59,0.017540692888065538
validation,relative_strength_hold_20d,reduce_to_0_30,market_trend_off__industry_sync_on,2,0.004169537922644739
validation,relative_strength_hold_20d,reduce_to_0_30,market_trend_on__industry_sync_off,208,0.007917075101823346
validation,relative_strength_hold_20d,reduce_to_0_30,market_trend_on__industry_sync_on,101,-0.008490683210405294
validation,relative_strength_hold_20d,reduce_to_0_50,market_trend_off__industry_sync_off,59,0.03208958345763378
validation,relative_strength_hold_20d,reduce_to_0_50,market_trend_off__industry_sync_on,2,0.01256064643013921
validation,relative_strength_hold_20d,reduce_to_0_50,market_trend_on__industry_sync_off,208,0.015885117528046114
validation,relative_strength_hold_20d,reduce_to_0_50,market_trend_on__industry_sync_on,101,-0.008659008685279147
validation,support_break_ema20_2d,continue,insufficient_industry_members,7,0.08826421670839091
validation,support_break_ema20_2d,continue,market_trend_on__industry_sync_off,3,0.014247519147891055
validation,support_break_ema20_2d,exit,insufficient_industry_members,7,-0.0072
validation,support_break_ema20_2d,exit,market_trend_on__industry_sync_off,3,-0.006133333333333324
validation,support_break_ema20_2d,no_action,insufficient_industry_members,7,0.08826421670839091
validation,support_break_ema20_2d,no_action,market_trend_on__industry_sync_off,3,0.014247519147891055
validation,support_break_ema20_2d,reduce_to_0_30,insufficient_industry_members,7,0.021093187080403593
validation,support_break_ema20_2d,reduce_to_0_30,market_trend_on__industry_sync_off,3,-0.0013048894208380994
validation,support_break_ema20_2d,reduce_to_0_50,insufficient_industry_members,7,0.03989981110490418
validation,support_break_ema20_2d,reduce_to_0_50,market_trend_on__industry_sync_off,3,0.0032896610686449965
validation,trend_hold_ema20_3d,continue,insufficient_industry_members,501,0.031094877408731323
validation,trend_hold_ema20_3d,continue,market_trend_off__industry_sync_off,76,0.057399686320116765
validation,trend_hold_ema20_3d,continue,market_trend_off__industry_sync_on,2,0.03451593486543214
validation,trend_hold_ema20_3d,continue,market_trend_on__industry_sync_off,249,0.0310983448049331
validation,trend_hold_ema20_3d,continue,market_trend_on__industry_sync_on,142,-0.007522045422337618
validation,trend_hold_ema20_3d,exit,insufficient_industry_members,501,-0.0064127744510977976
validation,trend_hold_ema20_3d,exit,market_trend_off__industry_sync_off,76,-0.006231578947368413
validation,trend_hold_ema20_3d,exit,market_trend_off__industry_sync_on,2,-0.008000000000000007
validation,trend_hold_ema20_3d,exit,market_trend_on__industry_sync_off,249,-0.00541365461847388
validation,trend_hold_ema20_3d,exit,market_trend_on__industry_sync_on,142,-0.004923943661971811
validation,trend_hold_ema20_3d,no_action,insufficient_industry_members,501,0.031094877408731323
validation,trend_hold_ema20_3d,no_action,market_trend_off__industry_sync_off,76,0.057399686320116765
validation,trend_hold_ema20_3d,no_action,market_trend_off__industry_sync_on,2,0.03451593486543214
validation,trend_hold_ema20_3d,no_action,market_trend_on__industry_sync_off,249,0.0310983448049331
validation,trend_hold_ema20_3d,no_action,market_trend_on__industry_sync_on,142,-0.007522045422337618
validation,trend_hold_ema20_3d,reduce_to_0_30,insufficient_industry_members,501,0.005578673277142684
validation,trend_hold_ema20_3d,reduce_to_0_30,market_trend_off__industry_sync_off,76,0.0137866895606668
validation,trend_hold_ema20_3d,reduce_to_0_30,market_trend_off__industry_sync_on,2,0.004169537922644739
validation,trend_hold_ema20_3d,reduce_to_0_30,market_trend_on__industry_sync_off,249,0.0064222017584812715
validation,trend_hold_ema20_3d,reduce_to_0_30,market_trend_on__industry_sync_on,142,-0.0074393057763150194
validation,trend_hold_ema20_3d,reduce_to_0_50,insufficient_industry_members,501,0.012828630869313852
validation,trend_hold_ema20_3d,reduce_to_0_50,market_trend_off__industry_sync_off,76,0.026025821977083242
validation,trend_hold_ema20_3d,reduce_to_0_50,market_trend_off__industry_sync_on,2,0.01256064643013921
validation,trend_hold_ema20_3d,reduce_to_0_50,market_trend_on__industry_sync_off,249,0.013417720116018373
validation,trend_hold_ema20_3d,reduce_to_0_50,market_trend_on__industry_sync_on,142,-0.0074451970348904896
validation,volume_failure_money20_break,continue,insufficient_industry_members,2,0.14422654853212225
validation,volume_failure_money20_break,continue,market_trend_on__industry_sync_off,1,0.0010198138598978002
validation,volume_failure_money20_break,exit,insufficient_industry_members,2,-0.005199999999999982
validation,volume_failure_money20_break,exit,market_trend_on__industry_sync_off,1,-0.008000000000000007
validation,volume_failure_money20_break,no_action,insufficient_industry_members,2,0.14422654853212225
validation,volume_failure_money20_break,no_action,market_trend_on__industry_sync_off,1,0.0010198138598978002
validation,volume_failure_money20_break,reduce_to_0_30,insufficient_industry_members,2,0.03968772785996033
validation,volume_failure_money20_break,reduce_to_0_30,market_trend_on__industry_sync_off,1,-0.005294055842030687
validation,volume_failure_money20_break,reduce_to_0_50,insufficient_industry_members,2,0.06881590436670781
validation,volume_failure_money20_break,reduce_to_0_50,market_trend_on__industry_sync_off,1,-0.0034900930700511035
validation,volume_support_money20_floor,continue,insufficient_industry_members,476,0.033032721556144506
validation,volume_support_money20_floor,continue,market_trend_off__industry_sync_off,69,0.06025328654107912
validation,volume_support_money20_floor,continue,market_trend_off__industry_sync_on,2,0.03451593486543214
validation,volume_support_money20_floor,continue,market_trend_on__industry_sync_off,237,0.03284102860575843
validation,volume_support_money20_floor,continue,market_trend_on__industry_sync_on,138,-0.007237635266081886
validation,volume_support_money20_floor,exit,insufficient_industry_members,476,-0.00638823529411764
validation,volume_support_money20_floor,exit,market_trend_off__industry_sync_off,69,-0.005971014492753612
validation,volume_support_money20_floor,exit,market_trend_off__industry_sync_on,2,-0.008000000000000007
validation,volume_support_money20_floor,exit,market_trend_on__industry_sync_off,237,-0.005471729957805892
validation,volume_support_money20_floor,exit,market_trend_on__industry_sync_on,138,-0.004915942028985487
validation,volume_support_money20_floor,no_action,insufficient_industry_members,476,0.033032721556144506
validation,volume_support_money20_floor,no_action,market_trend_off__industry_sync_off,69,0.06025328654107912
validation,volume_support_money20_floor,no_action,market_trend_off__industry_sync_on,2,0.03451593486543214
validation,volume_support_money20_floor,no_action,market_trend_on__industry_sync_off,237,0.03284102860575843
validation,volume_support_money20_floor,no_action,market_trend_on__industry_sync_on,138,-0.007237635266081886
validation,volume_support_money20_floor,reduce_to_0_30,insufficient_industry_members,476,0.006186690358062901
validation,volume_support_money20_floor,reduce_to_0_30,market_trend_off__industry_sync_off,69,0.015266281493901942
validation,volume_support_money20_floor,reduce_to_0_30,market_trend_off__industry_sync_on,2,0.004169537922644739
validation,volume_support_money20_floor,reduce_to_0_30,market_trend_on__industry_sync_off,237,0.007042341012538553
validation,volume_support_money20_floor,reduce_to_0_30,market_trend_on__industry_sync_on,138,-0.007372506897569695
validation,volume_support_money20_floor,reduce_to_0_50,insufficient_industry_members,476,0.013816604235368016
validation,volume_support_money20_floor,reduce_to_0_50,market_trend_off__industry_sync_off,69,0.027876956777252934
validation,volume_support_money20_floor,reduce_to_0_50,market_trend_off__industry_sync_on,2,0.01256064643013921
validation,volume_support_money20_floor,reduce_to_0_50,market_trend_on__industry_sync_off,237,0.014356466217823485
validation,volume_support_money20_floor,reduce_to_0_50,market_trend_on__industry_sync_on,138,-0.007315679514583626
