split,state_family_id,state_variant_id,state_direction,action,horizon_id,event_count,unique_launch_episode_count,unique_instrument_year_count,mean_after_cost_return,p05_after_cost_return,mae_mean,mae_improvement_vs_no_action,drawdown_avoided_mean,future_winner_retention_rate,false_reject_winner_rate,partial_winner_haircut_rate,already_hit_target_row_count,horizon_truncated_row_count,capital_occupancy_multiple,comparison_reference_scope,mean_diff_vs_no_action_reference,p05_diff_vs_no_action_reference,matched_random_p95_diff,matched_delay_mean_diff,matched_delay_p05_diff,instrument_year_positive_rate_diff,interpretation_status,top1_instrument_year_pnl_share,top5_instrument_exposure_share
robustness,profit_buffer_state,profit_buffer_6pct,continuation,no_action,H20,363,88,85,-0.0050564053946101145,-0.12102256799582957,0.06599157689807189,0.0,0.0,1.0,0.0,0.0,0,45,1.0,same_row_no_action,0.0,0.0,-0.16224084183347928,-0.002794397317062416,-0.021164668144838403,0.0,interpretable,0.0,0.0
robustness,profit_buffer_state,profit_buffer_6pct,continuation,continue,H20,363,88,85,-0.0050564053946101145,-0.12102256799582957,0.06599157689807189,-0.022900256295464286,-0.022900256295464286,1.0,0.0,0.0,0,45,1.0,full_primary_exposure_no_action_universe,-0.016254989930466073,-0.058558669326595855,-0.16224084183347928,-0.002794397317062416,-0.021164668144838403,0.0,interpretable,0.0,0.0
robustness,profit_buffer_state,profit_buffer_6pct,continuation,exit,H20,363,88,85,-0.00621046831955922,-0.008000000000000007,0.0,0.06599157689807189,0.06599157689807189,0.0,1.0,0.0,0,45,0.0,same_row_no_action,-0.0011540629249491051,0.11302256799582956,-0.16339490475842838,-0.003948460242011521,0.09185789985099116,0.0,interpretable,0.0,0.0
robustness,profit_buffer_state,profit_buffer_6pct,continuation,reduce_to_0_50,H20,363,88,85,-0.006244287340789931,-0.0639406565503914,0.03767396516094746,0.02831761173712443,0.02831761173712443,0.6710526315789473,0.32894736842105265,0.6710526315789473,0,45,0.5713162034609335,same_row_no_action,-0.0011878819461798168,0.05708191144543817,-0.1634287237796591,-0.003982279263242233,0.03591724330059977,0.0,interpretable,0.0,0.0
robustness,profit_buffer_state,profit_buffer_6pct,continuation,reduce_to_0_30,H20,363,88,85,-0.006746350495363382,-0.04886759942830632,0.026346920466097677,0.039644656431974214,0.039644656431974214,0.0,1.0,0.6710526315789473,0,45,0.39984268484530683,same_row_no_action,-0.0016899451007532677,0.07215496856752325,-0.16393078693423255,-0.004484342417815684,0.05099030042268485,0.0,interpretable,0.0,0.0
robustness,range_expansion_down_state,range_expansion_downside,risk,no_action,H20,108,85,82,0.008188993484795813,-0.08409497657392573,0.0424175819129683,0.0,0.0,1.0,0.0,0.0,0,11,1.0,same_row_no_action,0.0,0.0,-0.08561848188345425,0.014083654784283917,0.01346852744571897,0.0,interpretable,0.0,0.0
robustness,range_expansion_down_state,range_expansion_downside,risk,continue,H20,108,85,82,0.008188993484795813,-0.08409497657392573,0.0424175819129683,0.0006737386896393041,0.0006737386896393041,1.0,0.0,0.0,0,11,1.0,full_primary_exposure_no_action_universe,-0.0030095910510601447,-0.021631077904692014,-0.08561848188345425,0.014083654784283917,0.01346852744571897,0.0,interpretable,0.0,0.0
robustness,range_expansion_down_state,range_expansion_downside,risk,exit,H20,108,85,82,-0.005459259259259244,-0.008000000000000007,0.0,0.0424175819129683,0.0424175819129683,0.0,1.0,0.0,0,11,0.0,same_row_no_action,-0.013648252744055057,0.07609497657392572,-0.09926673462750932,0.00043540204022885897,0.08956350401964469,0.0,interpretable,0.0,0.0
robustness,range_expansion_down_state,range_expansion_downside,risk,reduce_to_0_50,H20,108,85,82,0.003256769978722399,-0.045871842285518674,0.024550000401033324,0.017867581511934977,0.017867581511934977,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,11,0.5790430042398547,same_row_no_action,-0.0049322235060734135,0.038223134288407054,-0.09055070538952767,0.009151431278210501,0.051691661734126024,0.0,interpretable,0.0,0.0
robustness,range_expansion_down_state,range_expansion_downside,risk,reduce_to_0_30,H20,108,85,82,0.0013329390436376235,-0.03245920484211766,0.01740296779625934,0.02501461411670896,0.02501461411670896,0.0,1.0,0.6666666666666666,0,11,0.4106602059357965,same_row_no_action,-0.00685605444115819,0.05163577173180807,-0.09247453632461244,0.0072276003431257264,0.06510429917752704,0.0,interpretable,0.0,0.0
robustness,profit_giveback_state,profit_giveback_10_6,risk,no_action,H20,174,44,42,-0.01171368456281359,-0.08541022754990783,0.04313236441172475,0.0,0.0,1.0,0.0,0.0,0,18,1.0,same_row_no_action,0.0,0.0,-0.03458102468249345,-0.0050799774349597334,-0.056402586034587664,0.0,interpretable,0.0,0.0
robustness,profit_giveback_state,profit_giveback_10_6,risk,continue,H20,174,44,42,-0.01171368456281359,-0.08541022754990783,0.04313236441172475,-4.1043809117145835e-05,-4.1043809117145835e-05,1.0,0.0,0.0,0,18,1.0,full_primary_exposure_no_action_universe,-0.022912269098669547,-0.02294632888067412,-0.03458102468249345,-0.0050799774349597334,-0.056402586034587664,0.0,interpretable,0.0,0.0
robustness,profit_giveback_state,profit_giveback_10_6,risk,exit,H20,174,44,42,-0.005554022988505733,-0.008000000000000007,0.0,0.04313236441172475,0.04313236441172475,0.0,1.0,0.0,0,18,0.0,same_row_no_action,0.006159661574307857,0.07741022754990783,-0.028421363108185597,0.0010796841393481233,0.021007641515320162,0.0,interpretable,0.0,0.0
robustness,profit_giveback_state,profit_giveback_10_6,risk,reduce_to_0_50,H20,174,44,42,-0.0083348332222594,-0.046517514915019514,0.025198107708895072,0.01793425670282968,0.01793425670282968,0.9444444444444444,0.05555555555555555,0.9444444444444444,0,18,0.6025104602510459,same_row_no_action,0.0033788513405541894,0.03889271263488832,-0.03120217334193926,-0.001701126094405544,-0.017509873399699345,0.0,interpretable,0.0,0.0
robustness,profit_giveback_state,profit_giveback_10_6,risk,reduce_to_0_30,H20,174,44,42,-0.007002381798596344,-0.03224157195357279,0.0180244050277632,0.025107959383961553,0.025107959383961553,0.0,1.0,0.9444444444444444,0,18,0.44351464435146426,same_row_no_action,0.004711302764217246,0.053168655596335046,-0.029869721918276207,-0.00036867467074248785,-0.0032339304382526177,0.0,interpretable,0.0,0.0
robustness,range_compression_hold_state,range_compression_above_support,continuation,no_action,H20,1001,128,115,0.01562634889328623,-0.05080543530566295,0.04210190909422953,0.0,0.0,1.0,0.0,0.0,0,120,1.0,same_row_no_action,0.0,0.0,-0.11263490412071364,0.006050385626913233,0.005113989833883337,0.0,interpretable,0.0,0.0
robustness,range_compression_hold_state,range_compression_above_support,continuation,continue,H20,1001,128,115,0.01562634889328623,-0.05080543530566295,0.04210190909422953,0.0009894115083780783,0.0009894115083780783,1.0,0.0,0.0,0,120,1.0,full_primary_exposure_no_action_universe,0.004427764357430274,0.011658463363570765,-0.11263490412071364,0.006050385626913233,0.005113989833883337,0.0,interpretable,0.0,0.0
robustness,range_compression_hold_state,range_compression_above_support,continuation,exit,H20,1001,128,115,-0.006338461538461531,-0.008000000000000007,0.0,0.04210190909422953,0.04210190909422953,0.0,1.0,0.0,0,120,0.0,same_row_no_action,-0.021964810431747764,0.04280543530566294,-0.13459971455246142,-0.01591442480483453,0.04791942513954628,0.0,interpretable,0.0,0.0
robustness,range_compression_hold_state,range_compression_above_support,continuation,reduce_to_0_50,H20,1001,128,115,0.005568114847765882,-0.03144256555817415,0.023379533874880138,0.01872237521934939,0.01872237521934939,0.7598425196850394,0.24015748031496062,0.7598425196850394,0,120,0.5422855410730525,same_row_no_action,-0.01005823404552035,0.019362869747488798,-0.12269313816623399,-0.0040078484186071165,0.024476859581372135,0.0,interpretable,0.0,0.0
robustness,range_compression_hold_state,range_compression_above_support,continuation,reduce_to_0_30,H20,1001,128,115,0.0015390826932519053,-0.022759053449532995,0.015890583787140384,0.026211325307089143,0.026211325307089143,0.0,1.0,0.7598425196850394,0,120,0.3591997575022734,same_row_no_action,-0.014087266200034327,0.028046381856129954,-0.12672217032074798,-0.008036880573121092,0.03316037169001329,0.0,interpretable,0.0,0.0
train,trend_hold_state,trend_hold_ema20_3d,continuation,no_action,H20,2166,234,212,0.03210075138109176,-0.04502983813859307,0.05577453626770401,0.0,0.0,1.0,0.0,0.0,0,44,1.0,same_row_no_action,0.0,0.0,-0.14600759335267394,0.0034280349104409275,0.019492067011646755,0.0,interpretable,0.0,0.0
train,trend_hold_state,trend_hold_ema20_3d,continuation,continue,H20,2166,234,212,0.03210075138109176,-0.04502983813859307,0.05577453626770401,-0.000791847033591267,-0.000791847033591267,1.0,0.0,0.0,0,44,1.0,full_primary_exposure_no_action_universe,9.540563782475808e-05,-0.0003995171792868027,-0.14600759335267394,0.0034280349104409275,0.019492067011646755,0.0,interpretable,0.0,0.0
train,trend_hold_state,trend_hold_ema20_3d,continuation,exit,H20,2166,234,212,-0.005713857677902608,-0.008000000000000007,0.0,0.05577453626770401,0.05577453626770401,0.0,1.0,0.0,0,44,0.0,same_row_no_action,-0.037814609058994364,0.03702983813859306,-0.1838222024116683,-0.034386574148553437,0.05652190515023982,0.0,interpretable,0.0,0.0
train,trend_hold_state,trend_hold_ema20_3d,continuation,reduce_to_0_50,H20,2166,234,212,0.01477408882921048,-0.029637351863284422,0.03198833476618856,0.023786201501515454,0.023786201501515454,0.6700819672131147,0.32991803278688525,0.6700819672131147,0,44,0.5698682811093838,same_row_no_action,-0.01732666255188128,0.015392486275308648,-0.16333425590455522,-0.013898627641440352,0.0348845532869554,0.0,interpretable,0.0,0.0
train,trend_hold_state,trend_hold_ema20_3d,continuation,reduce_to_0_30,H20,2166,234,212,0.00791907084918654,-0.02304465658203725,0.022473854165582376,0.033300682102121636,0.033300682102121636,0.0,1.0,0.6700819672131147,0,44,0.3978155935531375,same_row_no_action,-0.02418168053190522,0.021985181556555822,-0.17018927388457916,-0.02075364562146429,0.04147724856820258,0.0,interpretable,0.0,0.0
train,volume_support_state,volume_support_money20_floor,continuation,no_action,H20,2131,233,211,0.03219340922738661,-0.04595878993388436,0.05648086883040253,0.0,0.0,1.0,0.0,0.0,0,45,1.0,same_row_no_action,0.0,0.0,-0.15152718085529426,0.004357842418471203,0.019088911427044053,0.0,interpretable,0.0,0.0
train,volume_support_state,volume_support_money20_floor,continuation,continue,H20,2131,233,211,0.03219340922738661,-0.04595878993388436,0.05648086883040253,-0.0014981795962897837,-0.0014981795962897837,1.0,0.0,0.0,0,45,1.0,full_primary_exposure_no_action_universe,0.00018806348411960772,-0.0013284689745780912,-0.15152718085529426,0.004357842418471203,0.019088911427044053,0.0,interpretable,0.0,0.0
train,volume_support_state,volume_support_money20_floor,continuation,exit,H20,2131,233,211,-0.005731746787244156,-0.008000000000000007,0.0,0.05648086883040253,0.05648086883040253,0.0,1.0,0.0,0,45,0.0,same_row_no_action,-0.03792515601463076,0.03795878993388435,-0.18945233686992505,-0.03356731359615956,0.057047701360928404,0.0,interpretable,0.0,0.0
train,volume_support_state,volume_support_money20_floor,continuation,reduce_to_0_50,H20,2131,233,211,0.014788799623799424,-0.029847091766946,0.032288477981109884,0.024192390849292644,0.024192390849292644,0.6799163179916318,0.3200836820083682,0.6799163179916318,0,45,0.5688804866020056,same_row_no_action,-0.017404609603587185,0.01611169816693836,-0.16893179045888146,-0.013046767185115982,0.03520060959398241,0.0,interpretable,0.0,0.0
train,volume_support_state,volume_support_money20_floor,continuation,reduce_to_0_30,H20,2131,233,211,0.007903690366664938,-0.023482943712086257,0.022611521641392816,0.03386934718900971,0.03386934718900971,0.0,1.0,0.6799163179916318,0,45,0.39643268124280784,same_row_no_action,-0.02428971886072167,0.0224758462217981,-0.17581689971601594,-0.019931876442250467,0.041564757648842154,0.0,interpretable,0.0,0.0
train,profit_buffer_state,profit_buffer_6pct,continuation,no_action,H20,869,189,175,0.016780401682566132,-0.06391862437944121,0.07232270522642571,0.0,0.0,1.0,0.0,0.0,0,19,1.0,same_row_no_action,0.0,0.0,-0.15787073324435846,0.0011282413925792038,0.007276127383900127,0.0,interpretable,0.0,0.0
train,profit_buffer_state,profit_buffer_6pct,continuation,continue,H20,869,189,175,0.016780401682566132,-0.06391862437944121,0.07232270522642571,-0.017340015992312968,-0.017340015992312968,1.0,0.0,0.0,0,19,1.0,full_primary_exposure_no_action_universe,-0.015224944060700869,-0.01928830342013494,-0.15787073324435846,0.0011282413925792038,0.007276127383900127,0.0,interpretable,0.0,0.0
train,profit_buffer_state,profit_buffer_6pct,continuation,exit,H20,869,189,175,-0.005858823529411752,-0.008000000000000007,0.0,0.07232270522642571,0.07232270522642571,0.0,1.0,0.0,0,19,0.0,same_row_no_action,-0.022639225211977886,0.0559186243794412,-0.18050995845633636,-0.02151098381939868,0.06319475176334133,0.0,interpretable,0.0,0.0
train,profit_buffer_state,profit_buffer_6pct,continuation,reduce_to_0_50,H20,869,189,175,0.007344605701250171,-0.03900232804388185,0.041293869428319585,0.031028835798106127,0.031028835798106127,0.6574585635359116,0.3425414364640884,0.6574585635359116,0,19,0.5958419782360165,same_row_no_action,-0.009435795981315961,0.024916296335559356,-0.16730652922567443,-0.008307554588736757,0.03219242371945948,0.0,interpretable,0.0,0.0
train,profit_buffer_state,profit_buffer_6pct,continuation,reduce_to_0_30,H20,869,189,175,0.003586376792219298,-0.03178711055490495,0.028882335109077138,0.043440370117348574,0.043440370117348574,0.0,1.0,0.6574585635359116,0,19,0.43417876953042306,same_row_no_action,-0.013194024890346835,0.03213151382453626,-0.1710647581347053,-0.012065783497767631,0.039407641208436386,0.0,interpretable,0.0,0.0
train,range_expansion_down_state,range_expansion_downside,risk,no_action,H20,197,138,130,0.0401980031559875,-0.03928744225365123,0.055465658770781946,0.0,0.0,1.0,0.0,0.0,0,5,1.0,same_row_no_action,0.0,0.0,-0.14742313921045447,0.013728040350135903,-0.0030372923797326173,0.0,interpretable,0.0,0.0
train,range_expansion_down_state,range_expansion_downside,risk,continue,H20,197,138,130,0.0401980031559875,-0.03928744225365123,0.055465658770781946,-0.0004829695366692019,-0.0004829695366692019,1.0,0.0,0.0,0,5,1.0,full_primary_exposure_no_action_universe,0.008192657412720496,0.005342878705655037,-0.14742313921045447,0.013728040350135903,-0.0030372923797326173,0.0,interpretable,0.0,0.0
train,range_expansion_down_state,range_expansion_downside,risk,exit,H20,197,138,130,-0.005846153846153834,-0.008000000000000007,0.0,0.055465658770781946,0.055465658770781946,0.0,1.0,0.0,0,5,0.0,same_row_no_action,-0.04604415700214133,0.031287442253651224,-0.1934672962125958,-0.03231611665200543,0.028250149873918606,0.0,interpretable,0.0,0.0
train,range_expansion_down_state,range_expansion_downside,risk,reduce_to_0_50,H20,197,138,130,0.019193278703329313,-0.02406276317140669,0.030587789106373782,0.024877869664408164,0.024877869664408164,0.7045454545454546,0.29545454545454547,0.7045454545454546,0,5,0.5581142056947254,same_row_no_action,-0.021004724452658184,0.015224679082244542,-0.16842786366311266,-0.007276684102522281,0.012187386702511925,0.0,interpretable,0.0,0.0
train,range_expansion_down_state,range_expansion_downside,risk,reduce_to_0_30,H20,197,138,130,0.010899940487811677,-0.02002250797336872,0.02063664124061051,0.03482901753017144,0.03482901753017144,0.0,1.0,0.7045454545454546,0,5,0.38135988797261544,same_row_no_action,-0.02929806266817582,0.01926493428028251,-0.1767212018786303,-0.015570022318039917,0.016227641900549893,0.0,interpretable,0.0,0.0
train,profit_giveback_state,profit_giveback_10_6,risk,no_action,H20,191,73,71,0.008757778813805477,-0.0396109614696645,0.06411044702265992,0.0,0.0,1.0,0.0,0.0,0,1,1.0,same_row_no_action,0.0,0.0,-0.05404915469065258,0.00795387383030883,0.0005454771858713139,0.0,interpretable,0.0,0.0
train,profit_giveback_state,profit_giveback_10_6,risk,continue,H20,191,73,71,0.008757778813805477,-0.0396109614696645,0.06411044702265992,-0.009127757788547172,-0.009127757788547172,1.0,0.0,0.0,0,1,1.0,full_primary_exposure_no_action_universe,-0.023247566929461526,0.005019359489641766,-0.05404915469065258,0.00795387383030883,0.0005454771858713139,0.0,interpretable,0.0,0.0
train,profit_giveback_state,profit_giveback_10_6,risk,exit,H20,191,73,71,-0.005435789473684195,-0.008000000000000007,0.0,0.06411044702265992,0.06411044702265992,0.0,1.0,0.0,0,1,0.0,same_row_no_action,-0.014193568287489671,0.031610961469664495,-0.06824272297814225,-0.006239694457180842,0.03215643865553581,0.0,interpretable,0.0,0.0
train,profit_giveback_state,profit_giveback_10_6,risk,reduce_to_0_50,H20,191,73,71,0.0009414901443177336,-0.03016561869827684,0.038658739005802696,0.02545170801685722,0.02545170801685722,0.6444444444444445,0.35555555555555557,0.6444444444444445,0,1,0.6046511627906976,same_row_no_action,-0.007816288669487744,0.009445342771387661,-0.06186544336014032,0.00013758516082108677,0.009990819957258975,0.0,interpretable,0.0,0.0
train,profit_giveback_state,profit_giveback_10_6,risk,reduce_to_0_30,H20,191,73,71,-0.0021305026257473483,-0.02279394172773804,0.028478055799059803,0.03563239122360011,0.03563239122360011,0.0,1.0,0.6444444444444445,0,1,0.4465116279069767,same_row_no_action,-0.010888281439552824,0.01681701974192646,-0.0649374361302054,-0.002934407609243995,0.017362496927797774,0.0,interpretable,0.0,0.0
validation,trend_hold_state,trend_hold_ema20_3d,continuation,no_action,H20,970,104,94,0.027510617544629412,-0.03452328844835138,0.04896963394491623,0.0,0.0,1.0,0.0,0.0,0,0,1.0,same_row_no_action,0.0,0.0,-0.11567881077499051,-0.0029158207015003157,0.006989646699058702,0.0,interpretable,0.0,0.0
validation,trend_hold_state,trend_hold_ema20_3d,continuation,continue,H20,970,104,94,0.027510617544629412,-0.03452328844835138,0.04896963394491623,-0.0006341522466194252,-0.0006341522466194252,1.0,0.0,0.0,0,0,1.0,full_primary_exposure_no_action_universe,-0.0005702586490900635,-0.00040627168274139785,-0.11567881077499051,-0.0029158207015003157,0.006989646699058702,0.0,interpretable,0.0,0.0
validation,trend_hold_state,trend_hold_ema20_3d,continuation,exit,H20,970,104,94,-0.005927422680412359,-0.008000000000000007,0.0,0.04896963394491623,0.04896963394491623,0.0,1.0,0.0,0,0,0.0,same_row_no_action,-0.03343804022504177,0.026523288448351376,-0.14911685100003227,-0.03635386092654209,0.03351293514741008,0.0,interpretable,0.0,0.0
validation,trend_hold_state,trend_hold_ema20_3d,continuation,reduce_to_0_50,H20,970,104,94,0.011045383668638114,-0.023156099321278028,0.028214826558411586,0.02075480738650464,0.02075480738650464,0.7422680412371134,0.25773195876288657,0.7422680412371134,0,0,0.5599613152804642,same_row_no_action,-0.016465233875991296,0.011367189127073355,-0.1321440446509818,-0.019381054577491612,0.018356835826132057,0.0,interpretable,0.0,0.0
validation,trend_hold_state,trend_hold_ema20_3d,continuation,reduce_to_0_30,H20,970,104,94,0.004529680012298511,-0.01858572357329506,0.019912903603809734,0.029056730341106493,0.029056730341106493,0.0,1.0,0.7422680412371134,0,0,0.3839458413926499,same_row_no_action,-0.0229809375323309,0.015937564875056324,-0.13865974830732142,-0.025896758233831217,0.022927211574115026,0.0,interpretable,0.0,0.0
validation,volume_support_state,volume_support_money20_floor,continuation,no_action,H20,922,104,94,0.02899632778160039,-0.03496960870432295,0.049883524031611844,0.0,0.0,1.0,0.0,0.0,0,0,1.0,same_row_no_action,0.0,0.0,-0.11614710703944747,-0.001618218609365913,0.011251050679442397,0.0,interpretable,0.0,0.0
validation,volume_support_state,volume_support_money20_floor,continuation,continue,H20,922,104,94,0.02899632778160039,-0.03496960870432295,0.049883524031611844,-0.0015480423333150417,-0.0015480423333150417,1.0,0.0,0.0,0,0,1.0,full_primary_exposure_no_action_universe,0.0009154515878809152,-0.0008525919387129682,-0.11614710703944747,-0.001618218609365913,0.011251050679442397,0.0,interpretable,0.0,0.0
validation,volume_support_state,volume_support_money20_floor,continuation,exit,H20,922,104,94,-0.005904555314533611,-0.008000000000000007,0.0,0.049883524031611844,0.049883524031611844,0.0,1.0,0.0,0,0,0.0,same_row_no_action,-0.034900883096134004,0.026969608704322946,-0.15104799013558146,-0.036519101705499914,0.03822065938376534,0.0,interpretable,0.0,0.0
validation,volume_support_state,volume_support_money20_floor,continuation,reduce_to_0_50,H20,922,104,94,0.011841923695376934,-0.023424091248936074,0.02865740744983469,0.021226116581777154,0.021226116581777154,0.7282608695652174,0.2717391304347826,0.7282608695652174,0,0,0.5598214285714286,same_row_no_action,-0.017154404086223457,0.01154551745538688,-0.13330151112567093,-0.01877262269558937,0.022796568134829276,0.0,interpretable,0.0,0.0
validation,volume_support_state,volume_support_money20_floor,continuation,reduce_to_0_30,H20,922,104,94,0.005052284140422434,-0.01889075068005433,0.020166960817123828,0.029716563214488016,0.029716563214488016,0.0,1.0,0.7282608695652174,0,0,0.38375000000000004,same_row_no_action,-0.023944043641177956,0.016078858024268623,-0.14009115068062541,-0.02556226225054387,0.02732990870371102,0.0,interpretable,0.0,0.0
validation,profit_buffer_state,profit_buffer_6pct,continuation,no_action,H20,250,73,67,0.012897602565318838,-0.05903882338153424,0.07209942046276441,0.0,0.0,1.0,0.0,0.0,0,0,1.0,same_row_no_action,0.0,0.0,-0.13618217773619187,-0.002718034497969859,-0.0034433127226700527,0.0,interpretable,0.0,0.0
validation,profit_buffer_state,profit_buffer_6pct,continuation,continue,H20,250,73,67,0.012897602565318838,-0.05903882338153424,0.07209942046276441,-0.023763938764467606,-0.023763938764467606,1.0,0.0,0.0,0,0,1.0,full_primary_exposure_no_action_universe,-0.015183273628400638,-0.024921806615924254,-0.13618217773619187,-0.002718034497969859,-0.0034433127226700527,0.0,interpretable,0.0,0.0
