split,state_variant_id,action,gate_name,gate_value,gate_threshold,passed,gate_group,comparison
validation,range_expansion_downside,reduce_to_0_30,validation__range_expansion_downside__reduce_to_0_30__instrument_year,0.0,0.0,True,support,>=
validation,relative_strength_hold_20d,no_action,validation__relative_strength_hold_20d__no_action__minimum_interpretability,True,min breadth,True,interpretability,
validation,relative_strength_hold_20d,continue,validation__relative_strength_hold_20d__continue__minimum_interpretability,True,min breadth,True,interpretability,
validation,relative_strength_hold_20d,continue,validation__relative_strength_hold_20d__continue__mean_diff_vs_no_action,0.0009720105223124699,0.0,True,support,>=
validation,relative_strength_hold_20d,continue,validation__relative_strength_hold_20d__continue__p05_diff_vs_no_action,-0.0014257621965479833,-0.003,True,support,>=
validation,relative_strength_hold_20d,continue,validation__relative_strength_hold_20d__continue__winner_retention,1.0,0.8,True,support,>=
validation,relative_strength_hold_20d,continue,validation__relative_strength_hold_20d__continue__capital_occupancy,1.0,1.5,True,support,<=
validation,relative_strength_hold_20d,continue,validation__relative_strength_hold_20d__continue__matched_random_p95,-0.12420812498580257,-0.001,False,support,>=
validation,relative_strength_hold_20d,continue,validation__relative_strength_hold_20d__continue__matched_delay_mean,-0.006774327195539078,-0.001,False,support,>=
validation,relative_strength_hold_20d,continue,validation__relative_strength_hold_20d__continue__matched_delay_p05,-0.004995213397256833,-0.003,False,support,>=
validation,relative_strength_hold_20d,continue,validation__relative_strength_hold_20d__continue__instrument_year,0.0,0.0,True,support,>=
validation,relative_strength_hold_20d,exit,validation__relative_strength_hold_20d__exit__minimum_interpretability,True,min breadth,True,interpretability,
validation,relative_strength_hold_20d,reduce_to_0_50,validation__relative_strength_hold_20d__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
validation,relative_strength_hold_20d,reduce_to_0_30,validation__relative_strength_hold_20d__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
validation,relative_strength_failure_20d,no_action,validation__relative_strength_failure_20d__no_action__minimum_interpretability,False,min breadth,False,interpretability,
validation,relative_strength_failure_20d,continue,validation__relative_strength_failure_20d__continue__minimum_interpretability,False,min breadth,False,interpretability,
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__minimum_interpretability,False,min breadth,False,interpretability,
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__drawdown_avoided,0.03362280500500648,0.0,True,support,>
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__p05_diff_vs_no_action,0.014164675213316814,0.005,True,support,>=
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__mae_improvement,0.03362280500500648,0.005,True,support,>=
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__false_reject,1.0,0.2,False,support,<=
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__partial_haircut,0.0,0.35,True,support,<=
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__winner_retention,0.0,0.7,False,support,>=
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__matched_random_p95,-0.06129035316310394,-0.001,False,support,>=
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__matched_delay_mean,-0.007060715130938564,-0.001,False,support,>=
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__matched_delay_p05,0.002477921898383882,-0.001,True,support,>=
validation,relative_strength_failure_20d,exit,validation__relative_strength_failure_20d__exit__instrument_year,0.0,0.0,True,support,>=
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__minimum_interpretability,False,min breadth,False,interpretability,
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__drawdown_avoided,0.01382632894846986,0.0,True,support,>
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__p05_diff_vs_no_action,0.007093050372922372,0.005,True,support,>=
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__mae_improvement,0.01382632894846986,0.005,True,support,>=
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__false_reject,0.2222222222222222,0.2,False,support,<=
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__partial_haircut,0.7777777777777778,0.35,False,support,<=
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__winner_retention,0.7777777777777778,0.7,True,support,>=
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__matched_random_p95,-0.052698855895990604,-0.001,False,support,>=
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__matched_delay_mean,0.0015307821361747703,-0.001,True,support,>=
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__matched_delay_p05,-0.00459370294201056,-0.001,False,support,>=
validation,relative_strength_failure_20d,reduce_to_0_50,validation__relative_strength_failure_20d__reduce_to_0_50__instrument_year,0.0,0.0,True,support,>=
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__minimum_interpretability,False,min breadth,False,interpretability,
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__drawdown_avoided,0.019356860527857803,0.0,True,support,>
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__p05_diff_vs_no_action,0.009924368566437804,0.005,True,support,>=
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__mae_improvement,0.019356860527857803,0.005,True,support,>=
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__false_reject,1.0,0.2,False,support,<=
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__partial_haircut,0.7777777777777778,0.35,False,support,<=
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__winner_retention,0.0,0.7,False,support,>=
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__matched_random_p95,-0.05545385621264793,-0.001,False,support,>=
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__matched_delay_mean,-0.0012242181804825569,-0.001,False,support,>=
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__matched_delay_p05,-0.0017623847484951275,-0.001,False,support,>=
validation,relative_strength_failure_20d,reduce_to_0_30,validation__relative_strength_failure_20d__reduce_to_0_30__instrument_year,0.0,0.0,True,support,>=
validation,range_compression_above_support,no_action,validation__range_compression_above_support__no_action__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_compression_above_support,continue,validation__range_compression_above_support__continue__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_compression_above_support,continue,validation__range_compression_above_support__continue__mean_diff_vs_no_action,-0.002676057834573836,0.0,False,support,>=
validation,range_compression_above_support,continue,validation__range_compression_above_support__continue__p05_diff_vs_no_action,9.332215999741794e-05,-0.003,True,support,>=
validation,range_compression_above_support,continue,validation__range_compression_above_support__continue__winner_retention,1.0,0.8,True,support,>=
validation,range_compression_above_support,continue,validation__range_compression_above_support__continue__capital_occupancy,1.0,1.5,True,support,<=
validation,range_compression_above_support,continue,validation__range_compression_above_support__continue__matched_random_p95,-0.11786737406895646,-0.001,False,support,>=
validation,range_compression_above_support,continue,validation__range_compression_above_support__continue__matched_delay_mean,0.0018726067065136624,-0.001,True,support,>=
validation,range_compression_above_support,continue,validation__range_compression_above_support__continue__matched_delay_p05,0.017905076391141292,-0.003,True,support,>=
validation,range_compression_above_support,continue,validation__range_compression_above_support__continue__instrument_year,0.0,0.0,True,support,>=
validation,range_compression_above_support,exit,validation__range_compression_above_support__exit__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_compression_above_support,reduce_to_0_50,validation__range_compression_above_support__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
validation,range_compression_above_support,reduce_to_0_30,validation__range_compression_above_support__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
robustness,relative_strength_failure_20d,no_action,robustness__relative_strength_failure_20d__no_action__minimum_interpretability,True,min breadth,True,interpretability,
robustness,relative_strength_failure_20d,continue,robustness__relative_strength_failure_20d__continue__minimum_interpretability,True,min breadth,True,interpretability,
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__minimum_interpretability,True,min breadth,True,interpretability,
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__drawdown_avoided,0.028170017506443736,0.0,True,support,>
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__p05_diff_vs_no_action,0.023111313049322138,0.0,True,support,>=
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__mae_improvement,0.028170017506443736,0.0,True,support,>=
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__false_reject,1.0,0.30000000000000004,False,support,<=
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__partial_haircut,0.0,0.44999999999999996,True,support,<=
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__winner_retention,0.0,0.7,False,support,>=
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__matched_random_p95,-0.11303037014921706,-0.001,False,support,>=
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__matched_delay_mean,-0.029152348869477537,-0.003,False,support,>=
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__matched_delay_p05,0.02632377359537752,-0.003,True,support,>=
robustness,relative_strength_failure_20d,exit,robustness__relative_strength_failure_20d__exit__instrument_year,0.0,0.0,True,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__minimum_interpretability,True,min breadth,True,interpretability,
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__drawdown_avoided,0.012669500825412747,0.0,True,support,>
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__p05_diff_vs_no_action,0.011178928483514455,0.0,True,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__mae_improvement,0.012669500825412747,0.0,True,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__false_reject,0.11764705882352941,0.30000000000000004,True,support,<=
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__partial_haircut,0.8823529411764706,0.44999999999999996,False,support,<=
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__winner_retention,0.8823529411764706,0.7,True,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__matched_random_p95,-0.09924799696814215,-0.001,False,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__matched_delay_mean,-0.015369975688402635,-0.003,False,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__matched_delay_p05,0.014391389029569837,-0.003,True,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_50,robustness__relative_strength_failure_20d__reduce_to_0_50__instrument_year,0.0,0.0,True,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__minimum_interpretability,True,min breadth,True,interpretability,
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__drawdown_avoided,0.017737301155577846,0.0,True,support,>
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__p05_diff_vs_no_action,0.015295729033148357,0.0,True,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__mae_improvement,0.017737301155577846,0.0,True,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__false_reject,1.0,0.30000000000000004,False,support,<=
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__partial_haircut,0.8823529411764706,0.44999999999999996,False,support,<=
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__winner_retention,0.0,0.7,False,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__matched_random_p95,-0.10451207472511095,-0.001,False,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__matched_delay_mean,-0.02063405344537143,-0.003,False,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__matched_delay_p05,0.01850818957920374,-0.003,True,support,>=
robustness,relative_strength_failure_20d,reduce_to_0_30,robustness__relative_strength_failure_20d__reduce_to_0_30__instrument_year,0.0,0.0,True,support,>=
robustness,support_break_ema20_2d,no_action,robustness__support_break_ema20_2d__no_action__minimum_interpretability,False,min breadth,False,interpretability,
robustness,support_break_ema20_2d,continue,robustness__support_break_ema20_2d__continue__minimum_interpretability,False,min breadth,False,interpretability,
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__minimum_interpretability,False,min breadth,False,interpretability,
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__drawdown_avoided,0.012122885158959647,0.0,True,support,>
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__p05_diff_vs_no_action,-0.008170530513035318,0.0,False,support,>=
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__mae_improvement,0.012122885158959647,0.0,True,support,>=
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__false_reject,1.0,0.30000000000000004,False,support,<=
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__partial_haircut,0.0,0.44999999999999996,True,support,<=
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__winner_retention,0.0,0.7,False,support,>=
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__matched_random_p95,-0.018799559593105343,-0.001,False,support,>=
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__matched_delay_mean,0.002210643509686433,-0.003,True,support,>=
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__matched_delay_p05,0.07045275258699721,-0.003,True,support,>=
robustness,support_break_ema20_2d,exit,robustness__support_break_ema20_2d__exit__instrument_year,0.0,0.0,True,support,>=
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__minimum_interpretability,False,min breadth,False,interpretability,
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__drawdown_avoided,0.0055546145642686295,0.0,True,support,>
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__p05_diff_vs_no_action,-0.0013601020515335515,0.0,False,support,>=
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__mae_improvement,0.0055546145642686295,0.0,True,support,>=
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__false_reject,0.5714285714285714,0.30000000000000004,False,support,<=
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__partial_haircut,0.42857142857142855,0.44999999999999996,True,support,<=
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__winner_retention,0.42857142857142855,0.7,False,support,>=
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__matched_random_p95,-0.007931896350182004,-0.001,False,support,>=
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__matched_delay_mean,0.013078306752609771,-0.003,True,support,>=
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__matched_delay_p05,0.07726318104849897,-0.003,True,support,>=
robustness,support_break_ema20_2d,reduce_to_0_50,robustness__support_break_ema20_2d__reduce_to_0_50__instrument_year,0.0,0.0,True,support,>=
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__minimum_interpretability,False,min breadth,False,interpretability,
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__drawdown_avoided,0.007776460389976081,0.0,True,support,>
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__p05_diff_vs_no_action,-0.004061684464922127,0.0,False,support,>=
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__mae_improvement,0.007776460389976081,0.0,True,support,>=
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__false_reject,1.0,0.30000000000000004,False,support,<=
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__partial_haircut,0.42857142857142855,0.44999999999999996,True,support,<=
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__winner_retention,0.0,0.7,False,support,>=
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__matched_random_p95,-0.011154079988596093,-0.001,False,support,>=
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__matched_delay_mean,0.009856123114195682,-0.003,True,support,>=
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__matched_delay_p05,0.0745615986351104,-0.003,True,support,>=
robustness,support_break_ema20_2d,reduce_to_0_30,robustness__support_break_ema20_2d__reduce_to_0_30__instrument_year,0.0,0.0,True,support,>=
validation,support_break_ema20_2d,no_action,validation__support_break_ema20_2d__no_action__minimum_interpretability,False,min breadth,False,interpretability,
validation,support_break_ema20_2d,continue,validation__support_break_ema20_2d__continue__minimum_interpretability,False,min breadth,False,interpretability,
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__minimum_interpretability,False,min breadth,False,interpretability,
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__drawdown_avoided,0.012840940052941386,0.0,True,support,>
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__p05_diff_vs_no_action,-0.004202599661570778,0.005,False,support,>=
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__mae_improvement,0.012840940052941386,0.005,True,support,>=
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__false_reject,1.0,0.2,False,support,<=
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__partial_haircut,0.0,0.35,True,support,<=
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__winner_retention,0.0,0.7,False,support,>=
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__matched_random_p95,-0.16120634793225475,-0.001,False,support,>=
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__matched_delay_mean,0.015157974844172768,-0.001,True,support,>=
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__matched_delay_p05,0.0145351900790468,-0.001,True,support,>=
validation,support_break_ema20_2d,exit,validation__support_break_ema20_2d__exit__instrument_year,0.0,0.0,True,support,>=
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__minimum_interpretability,False,min breadth,False,interpretability,
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__drawdown_avoided,0.005500261132796353,0.0,True,support,>
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__p05_diff_vs_no_action,-0.0024484143618678676,0.005,False,support,>=
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__mae_improvement,0.005500261132796353,0.005,True,support,>=
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__false_reject,0.0,0.2,True,support,<=
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__partial_haircut,1.0,0.35,False,support,<=
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__winner_retention,1.0,0.7,True,support,>=
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__matched_random_p95,-0.1254095818382283,-0.001,False,support,>=
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__matched_delay_mean,0.05095474093819919,-0.001,True,support,>=
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__matched_delay_p05,0.01628937537874971,-0.001,True,support,>=
validation,support_break_ema20_2d,reduce_to_0_50,validation__support_break_ema20_2d__reduce_to_0_50__instrument_year,0.0,0.0,True,support,>=
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__minimum_interpretability,False,min breadth,False,interpretability,
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__drawdown_avoided,0.0077003655859148945,0.0,True,support,>
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__p05_diff_vs_no_action,-0.003427780106615025,0.005,False,support,>=
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__mae_improvement,0.0077003655859148945,0.005,True,support,>=
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__false_reject,1.0,0.2,False,support,<=
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__partial_haircut,1.0,0.35,False,support,<=
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__winner_retention,0.0,0.7,False,support,>=
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__matched_random_p95,-0.13995258380222367,-0.001,False,support,>=
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__matched_delay_mean,0.03641173897420385,-0.001,True,support,>=
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__matched_delay_p05,0.015310009634002553,-0.001,True,support,>=
validation,support_break_ema20_2d,reduce_to_0_30,validation__support_break_ema20_2d__reduce_to_0_30__instrument_year,0.0,0.0,True,support,>=
validation,profit_giveback_10_6,no_action,validation__profit_giveback_10_6__no_action__minimum_interpretability,False,min breadth,False,interpretability,
validation,profit_giveback_10_6,continue,validation__profit_giveback_10_6__continue__minimum_interpretability,False,min breadth,False,interpretability,
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__minimum_interpretability,False,min breadth,False,interpretability,
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__drawdown_avoided,0.0444462582472617,0.0,True,support,>
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__p05_diff_vs_no_action,0.01339495114392291,0.005,True,support,>=
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__mae_improvement,0.0444462582472617,0.005,True,support,>=
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__false_reject,1.0,0.2,False,support,<=
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__partial_haircut,0.0,0.35,True,support,<=
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__winner_retention,0.0,0.7,False,support,>=
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__matched_random_p95,-0.028748938159125118,-0.001,False,support,>=
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__matched_delay_mean,-0.006275240315357991,-0.001,False,support,>=
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__matched_delay_p05,0.0062155528932343485,-0.001,True,support,>=
validation,profit_giveback_10_6,exit,validation__profit_giveback_10_6__exit__instrument_year,0.0,0.0,True,support,>=
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__minimum_interpretability,False,min breadth,False,interpretability,
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__drawdown_avoided,0.013889178564316776,0.0,True,support,>
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__p05_diff_vs_no_action,0.00594522224797182,0.005,True,support,>=
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__mae_improvement,0.013889178564316776,0.005,True,support,>=
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__false_reject,1.0,0.2,False,support,<=
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__partial_haircut,0.0,0.35,True,support,<=
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__winner_retention,0.0,0.7,False,support,>=
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__matched_random_p95,-0.023845729696756763,-0.001,False,support,>=
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__matched_delay_mean,-0.0013720318529896374,-0.001,False,support,>=
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__matched_delay_p05,-0.0012341760027167418,-0.001,False,support,>=
validation,profit_giveback_10_6,reduce_to_0_50,validation__profit_giveback_10_6__reduce_to_0_50__instrument_year,0.0,0.0,True,support,>=
validation,profit_giveback_10_6,reduce_to_0_30,validation__profit_giveback_10_6__reduce_to_0_30__minimum_interpretability,False,min breadth,False,interpretability,
validation,profit_giveback_10_6,reduce_to_0_30,validation__profit_giveback_10_6__reduce_to_0_30__drawdown_avoided,0.01944484999004348,0.0,True,support,>
validation,profit_giveback_10_6,reduce_to_0_30,validation__profit_giveback_10_6__reduce_to_0_30__p05_diff_vs_no_action,0.007868718981977184,0.005,True,support,>=
validation,profit_giveback_10_6,reduce_to_0_30,validation__profit_giveback_10_6__reduce_to_0_30__mae_improvement,0.01944484999004348,0.005,True,support,>=
validation,profit_giveback_10_6,reduce_to_0_30,validation__profit_giveback_10_6__reduce_to_0_30__false_reject,1.0,0.2,False,support,<=
validation,profit_giveback_10_6,reduce_to_0_30,validation__profit_giveback_10_6__reduce_to_0_30__partial_haircut,0.0,0.35,True,support,<=
validation,profit_giveback_10_6,reduce_to_0_30,validation__profit_giveback_10_6__reduce_to_0_30__winner_retention,0.0,0.7,False,support,>=
validation,profit_giveback_10_6,reduce_to_0_30,validation__profit_giveback_10_6__reduce_to_0_30__matched_random_p95,-0.02474946754780221,-0.001,False,support,>=
