instrument_id,signal_date,split,open,high,low,close,volume,money,vwap,avg_money20_D,industry_id,industry_name,liquidity_quintile,beta_bucket,market_state,base_eligible,candidate_row_id,included_factor_count,valid_included_factor_count,eligible_after_factor_coverage,active_factor_count,score_raw,eligible_count,selected_flag,canonical_unit_id,event_key,unit_role
SH601901,2021-01-29,train,9.0,9.69,9.0,9.39,189072750.0,1825116000.0,9.652983,1560470702.4,sw_801790,非银金融,q4,mid_beta,risk_on,True,51052,125,125,True,124,-0.1334964477216765,228,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601901_2021-01-29,nonselected_baseline
SZ002064,2021-01-29,train,12.05,13.27,11.88,13.16,57000650.0,814994900.0,14.297994,522580309.6,sw_801030,基础化工,q2,high_beta,risk_on,True,74298,125,125,True,124,-0.13710289379401552,228,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002064_2021-01-29,nonselected_baseline
SH601398,2021-01-29,train,3.76,3.83,3.75,3.81,411143700.0,2088594400.0,5.079962,1831545344.0,sw_801780,银行,q4,low_beta,risk_on,True,39449,125,125,True,124,-0.13742541305480466,228,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601398_2021-01-29,nonselected_baseline
SZ000338,2021-01-29,train,16.61,18.1,16.37,17.81,195274830.0,4079320800.0,20.890152,2264656368.0,sw_801880,汽车,q4,mid_beta,risk_on,True,63712,125,125,True,124,-0.13762988464065617,228,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000338_2021-01-29,nonselected_baseline
SH601658,2021-01-29,train,4.14,4.22,4.09,4.19,221700800.0,1203032800.0,5.42638,1178748792.0,sw_801780,银行,q3,low_beta,risk_on,True,42369,125,125,True,124,-0.14099031278953678,228,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601658_2021-01-29,nonselected_baseline
SH600143,2021-01-29,train,24.37,25.59,23.09,25.3,189371310.0,5106521000.0,26.965652,3382496044.8,sw_801030,基础化工,q5,mid_beta,risk_on,True,9642,125,125,True,124,-0.1424815361087601,228,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600143_2021-01-29,nonselected_baseline
SH601939,2021-01-29,train,4.97,5.08,4.92,5.02,189463180.0,1278534900.0,6.748197,1187495945.6,sw_801780,银行,q3,low_beta,risk_on,True,52333,125,125,True,124,-0.14911473014452045,228,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601939_2021-01-29,nonselected_baseline
SZ000157,2021-01-29,train,9.42,9.88,9.35,9.76,246609840.0,3040012000.0,12.327213,2265924595.2,sw_801890,机械设备,q4,high_beta,risk_on,True,62210,125,125,True,124,-0.16232647506460066,228,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000157_2021-01-29,nonselected_baseline
SH601919,2021-02-05,train,4.69,4.83,4.55,4.57,209570180.0,2253133000.0,10.75121,2992032460.8,sw_801170,交通运输,q5,high_beta,mixed,True,51706,125,125,True,124,0.06051285673053034,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601919_2021-02-05,nonselected_baseline
SH600660,2021-02-05,train,50.92,51.25,48.32,49.57,28623664.0,1643453600.0,57.415905,1912249484.8,sw_801880,汽车,q4,mid_beta,mixed,True,19267,125,125,True,124,0.05970363574282777,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600660_2021-02-05,nonselected_baseline
SZ000596,2021-02-05,train,222.09,230.99,219.28,227.26,3560219.0,892018240.0,250.55151,788820860.8,sw_801120,食品饮料,q3,high_beta,mixed,True,65230,125,125,True,124,0.058902346453959906,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000596_2021-02-05,nonselected_baseline
SZ002415,2021-02-05,train,53.74,54.16,51.3,52.7,56512176.0,3363584300.0,59.519638,4030488627.2,sw_801080,电子,q5,mid_beta,mixed,True,79428,125,125,True,124,0.05876139587452335,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002415_2021-02-05,nonselected_baseline
SH600150,2021-02-05,train,13.89,14.92,13.84,14.67,14903006.0,214349400.0,14.382965,273232226.4,sw_801740,国防军工,q1,low_beta,mixed,True,9725,125,125,True,124,0.05815126569641213,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600150_2021-02-05,nonselected_baseline
SH600809,2021-02-05,train,261.98,271.88,252.55,261.32,8063398.0,3228268800.0,400.36084,2844207731.2,sw_801120,食品饮料,q5,high_beta,mixed,True,22761,125,125,True,124,0.055407706678154006,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600809_2021-02-05,nonselected_baseline
SZ002410,2021-02-05,train,56.25,58.01,55.89,56.6,5943700.0,482730300.0,81.21714,712827088.0,sw_801750,计算机,q2,high_beta,mixed,True,79020,125,125,True,124,0.05504361978326473,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002410_2021-02-05,nonselected_baseline
SZ002938,2021-02-05,train,36.26,37.45,35.96,36.64,11962947.0,490403260.0,40.993515,632874438.4,sw_801080,电子,q2,mid_beta,mixed,True,85279,125,125,True,124,0.05499666371202517,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002938_2021-02-05,nonselected_baseline
SH603939,2021-02-05,train,42.95,44.58,42.25,43.46,3902900.0,388946800.0,99.65585,572351787.2,sw_801150,医药生物,q2,mid_beta,mixed,True,59052,125,125,True,124,0.05494979716416809,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH603939_2021-02-05,nonselected_baseline
SZ002600,2021-02-05,train,9.88,9.94,9.58,9.6,43760830.0,439485220.0,10.04289,978459323.2,sw_801080,电子,q3,mid_beta,mixed,True,82326,125,125,True,124,0.05297035148607627,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002600_2021-02-05,nonselected_baseline
SH600570,2021-02-05,train,55.66,56.09,53.54,53.63,14047614.0,1415763100.0,100.78317,1806631737.6,sw_801750,计算机,q4,mid_beta,mixed,True,17301,125,125,True,124,0.05291041833979468,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600570_2021-02-05,nonselected_baseline
SH603338,2021-02-05,train,119.9,120.2,114.71,114.9,2555900.0,305058940.0,119.354805,425725105.6,sw_801890,机械设备,q1,high_beta,mixed,True,56831,125,125,True,124,0.05199499721188219,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH603338_2021-02-05,nonselected_baseline
SZ002230,2021-02-05,train,45.06,45.22,42.78,43.16,60603610.0,2674485200.0,44.13079,3724197689.6,sw_801750,计算机,q5,mid_beta,mixed,True,76085,125,125,True,124,0.05138360971825257,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002230_2021-02-05,nonselected_baseline
SH601088,2021-02-05,train,11.31,11.33,11.07,11.07,28978996.0,477271400.0,16.469563,750640782.4,sw_801950,煤炭,q3,low_beta,mixed,True,30839,125,125,True,124,0.05059101567753861,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601088_2021-02-05,nonselected_baseline
SZ002304,2021-02-05,train,170.39,179.37,166.51,176.21,23763784.0,4950829600.0,208.33507,3382360838.4,sw_801120,食品饮料,q5,mid_beta,mixed,True,77531,125,125,True,124,0.04949964103739588,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002304_2021-02-05,nonselected_baseline
SH601881,2021-02-05,train,9.08,9.27,9.01,9.07,20377468.0,209938850.0,10.302499,368680771.2,sw_801790,非银金融,q1,high_beta,mixed,True,49408,125,125,True,124,0.04919242474340623,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601881_2021-02-05,nonselected_baseline
SZ000625,2021-02-05,train,9.88,9.94,9.03,9.06,162655970.0,3040619000.0,18.69356,2652052800.0,sw_801880,汽车,q4,mid_beta,mixed,True,65822,125,125,True,124,0.04892773400511472,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000625_2021-02-05,nonselected_baseline
SZ000938,2021-02-05,train,20.35,20.63,19.54,19.6,31289968.0,638895500.0,20.418541,1210260956.8,sw_801750,计算机,q4,mid_beta,mixed,True,70476,125,125,True,124,0.047736053204824845,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000938_2021-02-05,nonselected_baseline
SZ000786,2021-02-05,train,48.49,49.21,46.46,46.77,10177200.0,521789250.0,51.270412,779500963.2,sw_801710,建筑材料,q3,mid_beta,mixed,True,68475,125,125,True,124,0.04604541535879816,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000786_2021-02-05,nonselected_baseline
SZ000895,2021-02-05,train,34.91,35.57,34.25,34.42,14401094.0,688214200.0,47.789024,1015700164.8,sw_801120,食品饮料,q3,mid_beta,mixed,True,70002,125,125,True,124,0.04561874531810322,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000895_2021-02-05,nonselected_baseline
SZ002236,2021-02-05,train,20.95,20.95,19.64,19.72,73535510.0,1674273000.0,22.768225,1939737836.8,sw_801080,电子,q4,mid_beta,mixed,True,76458,125,125,True,124,0.041824048565280054,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002236_2021-02-05,nonselected_baseline
SZ002736,2021-02-05,train,10.32,10.35,10.11,10.14,11257492.0,136963460.0,12.166427,284716933.6,sw_801790,非银金融,q1,mid_beta,mixed,True,83941,125,125,True,124,0.04059219121512386,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002736_2021-02-05,nonselected_baseline
SH600104,2021-02-05,train,19.05,19.33,18.91,18.97,28602052.0,620548350.0,21.695938,1944114921.6,sw_801880,汽车,q4,mid_beta,mixed,True,8539,125,125,True,124,0.03867839269279953,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600104_2021-02-05,nonselected_baseline
SZ002594,2021-02-05,train,84.81,86.85,80.12,80.61,48055052.0,12356335000.0,257.12872,9973400217.6,sw_801880,汽车,q5,high_beta,mixed,True,81983,125,125,True,124,0.03773750511989478,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002594_2021-02-05,nonselected_baseline
SH601698,2021-02-05,train,16.95,17.07,16.62,16.7,5870193.0,99402130.0,16.933367,304611092.0,sw_801740,国防军工,q1,mid_beta,mixed,True,44212,125,125,True,124,0.03727479127325838,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601698_2021-02-05,nonselected_baseline
SH603899,2021-02-05,train,86.61,90.66,85.97,89.61,4565100.0,422454600.0,92.540054,423459129.6,sw_801140,轻工制造,q1,mid_beta,mixed,True,58972,125,125,True,124,0.037190772367701415,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH603899_2021-02-05,nonselected_baseline
SH601238,2021-02-05,train,10.16,10.22,9.67,9.74,29585058.0,314723100.0,10.637907,812736204.8,sw_801880,汽车,q3,mid_beta,mixed,True,35845,125,125,True,124,0.036154451960277174,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601238_2021-02-05,nonselected_baseline
SH601336,2021-02-05,train,39.39,40.72,38.94,40.19,20635760.0,997795900.0,48.352757,1032010915.2,sw_801790,非银金融,q3,high_beta,mixed,True,37998,125,125,True,124,0.035964744901585,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601336_2021-02-05,nonselected_baseline
SH603806,2021-02-05,train,30.63,31.1,29.64,30.45,5401200.0,559145200.0,103.52241,643265187.2,sw_801730,电力设备,q2,high_beta,mixed,True,58442,125,124,True,123,0.03575297055114818,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH603806_2021-02-05,nonselected_baseline
SH600958,2021-02-05,train,8.58,8.65,8.42,8.44,24110336.0,235622660.0,9.772682,502213950.4,sw_801790,非银金融,q2,high_beta,mixed,True,27309,125,125,True,124,0.03401122147577905,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600958_2021-02-05,nonselected_baseline
SH603486,2021-02-05,train,122.26,122.76,115.55,115.76,3167200.0,383900930.0,121.21146,516817052.8,sw_801890,机械设备,q2,low_beta,mixed,True,57379,125,125,True,124,0.03390313163700123,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH603486_2021-02-05,nonselected_baseline
SH601360,2021-02-05,train,14.94,15.24,14.78,14.85,18633028.0,291646880.0,15.652146,771191129.6,sw_801750,计算机,q3,low_beta,mixed,True,38389,125,125,True,124,0.032489902805536985,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601360_2021-02-05,nonselected_baseline
SH600584,2021-02-05,train,39.87,40.16,38.99,39.15,47228730.0,1911667700.0,40.4768,3734184326.4,sw_801080,电子,q5,mid_beta,mixed,True,17550,125,125,True,124,0.032229104575010076,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600584_2021-02-05,nonselected_baseline
SH600346,2021-02-05,train,37.25,37.69,33.25,33.36,64260950.0,2593125000.0,40.353046,1699653113.6,sw_801030,基础化工,q4,high_beta,mixed,True,13084,125,125,True,124,0.03170647764308078,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600346_2021-02-05,nonselected_baseline
SH600600,2021-02-05,train,86.45,90.5,84.52,88.63,9840068.0,960930400.0,97.654854,845098966.4,sw_801120,食品饮料,q3,mid_beta,mixed,True,18589,125,125,True,124,0.03090575824101125,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600600_2021-02-05,nonselected_baseline
SZ002821,2021-02-05,train,221.29,226.58,216.51,218.56,3349700.0,1065525250.0,318.09573,896597724.8,sw_801150,医药生物,q3,high_beta,mixed,True,84484,125,125,True,124,0.029161140938559846,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002821_2021-02-05,nonselected_baseline
SZ000063,2021-02-05,train,29.14,29.36,28.6,28.66,49682310.0,1545825500.0,31.114202,3327228364.8,sw_801770,通信,q5,mid_beta,mixed,True,61318,125,125,True,124,0.028940644415636218,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000063_2021-02-05,nonselected_baseline
SH601233,2021-02-05,train,24.9,25.04,22.38,23.37,91784100.0,2216871000.0,24.153105,1480444000.0,sw_801030,基础化工,q4,high_beta,mixed,True,35543,125,125,True,124,0.027793549804858143,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601233_2021-02-05,nonselected_baseline
SH600276,2021-02-05,train,85.05,88.6,83.87,87.79,38071176.0,4059241200.0,106.62243,3253955699.2,sw_801150,医药生物,q5,mid_beta,mixed,True,11848,125,125,True,124,0.02467833696714332,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600276_2021-02-05,nonselected_baseline
SZ000333,2021-02-05,train,84.23,85.62,82.25,84.5,37262400.0,3600456000.0,96.62437,3428354291.2,sw_801110,家用电器,q5,high_beta,mixed,True,63283,125,125,True,124,0.024257128021769946,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000333_2021-02-05,nonselected_baseline
SZ000301,2021-02-05,train,14.37,14.41,12.79,12.79,58989316.0,823261500.0,13.956112,1022226758.4,sw_801030,基础化工,q3,high_beta,mixed,True,62886,125,125,True,124,0.023748889355169188,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000301_2021-02-05,nonselected_baseline
SH601318,2021-02-05,train,63.17,63.39,62.07,62.94,84557224.0,6724535300.0,79.52644,9895154636.8,sw_801790,非银金融,q5,mid_beta,mixed,True,36799,125,125,True,124,0.02199222601108974,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601318_2021-02-05,nonselected_baseline
SH600406,2021-02-05,train,15.63,15.81,15.23,15.39,27387108.0,807371140.0,29.47997,816972408.0,sw_801730,电力设备,q3,mid_beta,mixed,True,14458,125,125,True,124,0.021596741457019123,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600406_2021-02-05,nonselected_baseline
SH601100,2021-02-05,train,114.43,117.16,112.62,115.39,6595071.0,809414140.0,122.73016,1069683948.8,sw_801890,机械设备,q3,high_beta,mixed,True,31132,125,125,True,124,0.020791393216519106,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601100_2021-02-05,nonselected_baseline
SH600999,2021-02-05,train,20.52,20.92,20.28,20.45,36148550.0,849898000.0,23.51126,1980116915.2,sw_801790,非银金融,q4,high_beta,mixed,True,28075,125,124,True,123,0.020732026592623895,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600999_2021-02-05,nonselected_baseline
SH601898,2021-02-05,train,3.2,3.26,3.15,3.16,17375796.0,67203540.0,3.8676522,167656192.8,sw_801950,煤炭,q1,mid_beta,mixed,True,50224,125,125,True,124,0.020012453303582246,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601898_2021-02-05,nonselected_baseline
SZ000538,2021-02-05,train,75.34,81.05,74.74,78.6,12419280.0,1672889000.0,134.70096,1352173244.8,sw_801150,医药生物,q4,high_beta,mixed,True,64449,125,125,True,124,0.01959650813331527,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000538_2021-02-05,nonselected_baseline
SZ002601,2021-02-05,train,39.1,40.17,35.55,35.89,38407600.0,1631033300.0,42.466423,1066172467.2,sw_801030,基础化工,q3,high_beta,mixed,True,82447,125,125,True,124,0.019496716378677274,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002601_2021-02-05,nonselected_baseline
SH600030,2021-02-05,train,22.73,23.03,22.58,22.67,92497180.0,2513992700.0,27.179127,5691175436.8,sw_801790,非银金融,q5,high_beta,mixed,True,5450,125,125,True,124,0.0190004495333039,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600030_2021-02-05,nonselected_baseline
SH603833,2021-02-05,train,154.84,158.84,150.84,151.81,2668200.0,442196930.0,165.72856,408893048.8,sw_801140,轻工制造,q1,mid_beta,mixed,True,58677,125,125,True,124,0.016682228328840386,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH603833_2021-02-05,nonselected_baseline
SH600143,2021-02-05,train,25.88,26.23,23.63,23.63,193750690.0,5285047000.0,27.277563,4167538265.6,sw_801030,基础化工,q5,high_beta,mixed,True,9643,125,125,True,124,0.016201456745846138,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600143_2021-02-05,nonselected_baseline
SZ002032,2021-02-05,train,65.63,68.54,64.69,67.83,1919200.0,154151070.0,80.32048,151513898.8,sw_801110,家用电器,q1,mid_beta,mixed,True,73600,125,125,True,124,0.016186198715360894,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002032_2021-02-05,nonselected_baseline
SH600585,2021-02-05,train,38.03,39.43,37.68,38.98,42428144.0,2113033500.0,49.80264,2282578841.6,sw_801710,建筑材料,q4,low_beta,mixed,True,17910,125,125,True,124,0.016075739591953256,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600585_2021-02-05,nonselected_baseline
SZ000661,2021-02-05,train,470.48,486.39,470.48,476.99,5167500.0,2544452000.0,492.39517,2270587673.6,sw_801150,医药生物,q4,high_beta,mixed,True,66636,125,125,True,124,0.01548800718850426,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000661_2021-02-05,nonselected_baseline
SZ002607,2021-02-05,train,39.7,40.5,38.61,39.46,13147400.0,522756350.0,39.761196,782894291.2,sw_801760,传媒,q3,low_beta,mixed,True,82775,125,125,True,124,0.015313022349390292,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002607_2021-02-05,nonselected_baseline
SH600886,2021-02-05,train,7.35,7.42,7.16,7.22,22149888.0,183488940.0,8.283967,157822183.2,sw_801160,公用事业,q1,low_beta,mixed,True,24169,125,125,True,124,0.01494934594619178,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600886_2021-02-05,nonselected_baseline
SH601800,2021-02-05,train,5.62,5.69,5.61,5.62,15024731.0,98478904.0,6.554454,257770362.8,sw_801720,建筑装饰,q1,low_beta,mixed,True,46162,125,125,True,124,0.013419631643280867,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601800_2021-02-05,nonselected_baseline
SH601607,2021-02-05,train,15.75,15.93,15.66,15.71,5428795.0,96861800.0,17.842228,201351151.6,sw_801150,医药生物,q1,low_beta,mixed,True,40740,125,125,True,124,0.012318997771569317,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601607_2021-02-05,nonselected_baseline
SZ002024,2021-02-05,train,6.69,6.84,6.67,6.68,19797400.0,133535784.0,6.745117,246064756.0,sw_801200,商贸零售,q1,low_beta,mixed,True,72963,125,125,True,124,0.010686007373395466,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002024_2021-02-05,nonselected_baseline
SZ002064,2021-02-05,train,13.67,13.85,12.57,12.66,66302244.0,974102340.0,14.691846,621648107.2,sw_801030,基础化工,q2,high_beta,mixed,True,74299,125,125,True,124,0.007977397072189037,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002064_2021-02-05,nonselected_baseline
SH600196,2021-02-05,train,44.11,45.88,44.0,44.83,39792580.0,1896681100.0,47.66419,1669815024.0,sw_801150,医药生物,q4,mid_beta,mixed,True,10991,125,125,True,124,0.007431713894249931,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600196_2021-02-05,nonselected_baseline
SZ000799,2021-02-05,train,181.2,188.09,174.1,180.1,13630800.0,2552614100.0,187.26811,3226341241.6,sw_801120,食品饮料,q5,high_beta,mixed,True,68802,125,125,True,124,0.005234479288300199,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ000799_2021-02-05,nonselected_baseline
SH600438,2021-02-05,train,39.42,41.11,38.5,39.27,116863110.0,5416703500.0,46.35084,5652541465.6,sw_801730,电力设备,q5,high_beta,mixed,True,15547,125,125,True,124,0.0036524674599809994,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600438_2021-02-05,nonselected_baseline
SH601138,2021-02-05,train,11.62,11.63,11.34,11.37,29235344.0,389817300.0,13.333769,1001488299.2,sw_801080,电子,q3,low_beta,mixed,True,32379,125,125,True,124,0.003475323304413788,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601138_2021-02-05,nonselected_baseline
SZ002179,2021-02-05,train,38.61,39.99,38.61,39.05,11195752.0,852443100.0,76.13987,1223852131.2,sw_801740,国防军工,q4,mid_beta,mixed,True,75412,125,125,True,124,0.0030957976911937996,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002179_2021-02-05,nonselected_baseline
SZ002568,2021-02-05,train,67.15,67.66,64.4,66.31,3364500.0,444900540.0,132.23378,521605347.2,sw_801120,食品饮料,q2,low_beta,mixed,True,81770,125,125,True,124,0.0021391509911946713,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002568_2021-02-05,nonselected_baseline
SH600111,2021-02-05,train,17.45,17.54,15.79,15.86,212408240.0,3613851600.0,17.013708,4262451353.6,sw_801050,有色金属,q5,high_beta,mixed,True,8820,125,125,True,124,0.0018413097582637302,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600111_2021-02-05,nonselected_baseline
SH600741,2021-02-05,train,25.53,26.06,24.76,25.16,18314428.0,580540700.0,31.698542,635372369.6,sw_801880,汽车,q2,mid_beta,mixed,True,21128,125,125,True,124,0.0016912442647040852,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600741_2021-02-05,nonselected_baseline
SH603882,2021-02-05,train,154.17,163.48,154.17,159.86,8509800.0,1416382800.0,166.44138,1179723899.2,sw_801150,医药生物,q3,high_beta,mixed,True,58826,125,125,True,124,0.0007595322395284329,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH603882_2021-02-05,nonselected_baseline
SH600132,2021-02-05,train,123.1,130.49,121.11,129.77,3164800.0,436682240.0,137.98099,423553327.2,sw_801120,食品饮料,q1,mid_beta,mixed,True,9526,125,125,True,124,-0.0003687259140274217,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600132_2021-02-05,nonselected_baseline
SH601225,2021-02-05,train,7.04,7.14,6.78,6.79,51873030.0,522723970.0,10.076989,700221571.2,sw_801950,煤炭,q2,mid_beta,mixed,True,34839,125,125,True,124,-0.002423257281583163,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601225_2021-02-05,nonselected_baseline
SH601899,2021-02-05,train,9.1,9.42,8.86,8.93,263340420.0,2621783000.0,9.955871,3089240166.4,sw_801050,有色金属,q5,high_beta,mixed,True,50649,125,125,True,124,-0.004371972574341682,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH601899_2021-02-05,nonselected_baseline
SH603993,2021-02-05,train,5.65,5.73,5.28,5.28,389437900.0,2312944000.0,5.939186,3163420947.2,sw_801050,有色金属,q5,high_beta,mixed,True,59539,125,125,True,124,-0.004697816746850167,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH603993_2021-02-05,nonselected_baseline
SH600011,2021-02-05,train,3.47,3.52,3.45,3.49,25408468.0,98123624.0,3.8618474,175563427.2,sw_801160,公用事业,q1,low_beta,mixed,True,1444,125,125,True,124,-0.004845521367725826,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SH600011_2021-02-05,nonselected_baseline
SZ002841,2021-02-05,train,136.2,138.75,134.81,136.99,1696000.0,241119090.0,142.16928,257395600.8,sw_801080,电子,q1,low_beta,mixed,True,84704,125,125,True,124,-0.005452100202561387,226,False,r04_gtja191_train_direction_equal_weight_residual_composite_v0,r04_nonselected_baseline_SZ002841_2021-02-05,nonselected_baseline
