rebuild_attempted,rebuild_status,rebuild_skip_reason,rebuild_formula_source,rebuild_row_count,rebuild_duplicate_source_row_key_n,rebuild_required_columns_present
False,not_required_pass,adapter_or_rule_reproduction_passed,15B_frozen_path_shape_formula,0,0,True
