decision_state,next_allowed_requirement,selected_threshold_id,eligible_train_phase_subgroup_n_pit,eligible_train_phase_subgroup_n_outcome,pit_scheme_supported_for_15d,outcome_scheme_descriptive_supported,label_deployment_authorized,signal_search_authorized,model_training_authorized,entry_policy_authorized,separability_search_authorized,decision_status
15C_entry_phase_reduces_heterogeneity_but_coverage_insufficient,none,up50pct,1340,1081,False,False,False,False,False,False,False,pass
