startup_authorization_basis,manual_research_plan_override,selected_threshold_id,threshold_selection_source,taxonomy_fit_split,validation_usage,robustness_usage,validation_robustness_usage_detail,entry_phase_pit_upgradeable_to_t0_feature,entry_phase_outcome_upgradeable_to_t0_feature,random_baseline_seed,random_baseline_repeat_n,dominant_share_threshold,min_phase_subgroup_anchor_n,subgroup_weighting,pit_scheme_required_for_15d,outcome_phase_can_authorize_15d,entry_search_authorized,signal_search_authorized,model_training_authorized,separability_search_authorized,search_accounting_status
15B_unit_granularity_insufficiency_not_15B_separability_block,True,up50pct,inherited_from_15A_lowest_pre_registered_material_censoring_threshold,train,support_gate_no_fit,support_gate_no_fit,frozen_train_rules_applied_for_material_confirmation_only,True,False,151503,20,0.7,10,anchor_weighted,True,False,False,False,False,False,pass
