dominant_share_threshold_primary,dominant_share_threshold_sensitivity,min_phase_subgroup_anchor_n,subgroup_weighting,unclassified_policy,sparse_policy,random_baseline_seed,random_baseline_repeat_n,cross_split_excluded_from_primary_gate,mixture_rule_fit_status
0.7,0.75,10,anchor_weighted,unclassified_and_data_quality_blocked_never_become_single_subtype,anchor_n_below_min_counted_as_sparse_residual_not_single_subtype,151503,20,True,pass
