threshold_id,split_bucket,phase_scheme,episode_cluster_id,cluster_anchor_n,cluster_subtype_set,cluster_phase_resolved,cluster_single_subtype_after_phase,cluster_residual_mixed_share,cluster_sparse_phase_anchor_share,cluster_outcome_only_descriptor_flag
up50pct,train,pit,up50pct::SZ002500::000000,23,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6086956521739131,0.391304347826087,False
up50pct,train,pit,up50pct::SZ002563::000000,105,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.5523809523809524,0.009523809523809525,False
up50pct,validation,pit,up50pct::SZ002568::000000,19,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.3684210526315789,False
up50pct,train,pit,up50pct::SZ002585::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002626::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002626::000001,8,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002673::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002673::000001,10,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,robustness,pit,up50pct::SZ002714::000000,45,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.4222222222222222,0.08888888888888889,False
up50pct,train,pit,up50pct::SZ002737::000000,3,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002739::000000,39,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8461538461538461,0.15384615384615385,False
up50pct,train,pit,up50pct::SZ002745::000000,34,mixed_episode_winner|sparse_phase_subgroup,False,False,0.7941176470588235,0.20588235294117646,False
up50pct,robustness,pit,up50pct::SZ002773::000000,4,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ002821::000000,127,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.9133858267716536,0.007874015748031496,False
up50pct,train,pit,up50pct::SZ002841::000000,8,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,validation,pit,up50pct::SZ002865::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002926::000000,29,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9655172413793104,0.034482758620689655,False
up50pct,robustness,pit,up50pct::SZ002966::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ002985::000001,27,mixed_episode_winner|sparse_phase_subgroup,False,False,0.7037037037037037,0.2962962962962963,False
up50pct,validation,pit,up50pct::SZ003035::000000,16,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300015::000000,25,jump_repricing_winner|sparse_phase_subgroup,True,True,0.0,0.32,False
up50pct,train,pit,up50pct::SZ300027::000000,136,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.9117647058823529,0.007352941176470588,False
up50pct,train,pit,up50pct::SZ300070::000000,56,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6607142857142857,0.3392857142857143,False
up50pct,robustness,pit,up50pct::SZ300070::000001,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300094::000000,35,late_rescue_winner|mixed_episode_winner,True,True,0.34285714285714286,0.0,False
up50pct,train,pit,up50pct::SZ300096::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300098::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300098::000001,22,mixed_episode_winner|sparse_phase_subgroup,False,False,0.7272727272727273,0.2727272727272727,False
up50pct,train,pit,up50pct::SZ300098::000002,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300098::000003,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300145::000000,60,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.6666666666666666,0.16666666666666666,False
up50pct,train,pit,up50pct::SZ300146::000000,98,mixed_episode_winner|smooth_trend_winner,True,True,0.8163265306122449,0.0,False
up50pct,train,pit,up50pct::SZ300168::000000,13,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300170::000000,15,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300176::000000,19,mixed_episode_winner|sparse_phase_subgroup,False,False,0.631578947368421,0.3684210526315789,False
up50pct,train,pit,up50pct::SZ300198::000000,7,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300204::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300212::000001,26,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6538461538461539,0.34615384615384615,False
up50pct,train,pit,up50pct::SZ300225::000000,4,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300225::000001,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300226::000000,16,mixed_episode_winner|sparse_phase_subgroup,False,False,0.75,0.25,False
up50pct,train,pit,up50pct::SZ300226::000001,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,validation,pit,up50pct::SZ300229::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300230::000000,3,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300252::000000,25,mixed_episode_winner|sparse_phase_subgroup,False,False,0.68,0.32,False
up50pct,train,pit,up50pct::SZ300266::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300288::000000,42,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.14285714285714285,False
up50pct,train,pit,up50pct::SZ300307::000000,21,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.23809523809523808,False
up50pct,train,pit,up50pct::SZ300324::000000,3,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300324::000001,16,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.1875,False
up50pct,train,pit,up50pct::SZ300359::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300365::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300374::000000,14,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9285714285714286,0.07142857142857142,False
up50pct,train,pit,up50pct::SZ300384::000000,13,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8461538461538461,0.15384615384615385,False
up50pct,train,pit,up50pct::SZ300441::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300448::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300497::000000,46,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8913043478260869,0.10869565217391304,False
up50pct,train,pit,up50pct::SZ300510::000000,27,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9259259259259259,0.07407407407407407,False
up50pct,train,pit,up50pct::SZ300523::000000,43,mixed_episode_winner|stair_step_winner,True,True,0.6744186046511628,0.0,False
up50pct,robustness,pit,up50pct::SZ300568::000000,25,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,train,pit,up50pct::SZ300571::000000,7,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300572::000000,84,mixed_episode_winner|sparse_phase_subgroup,False,False,0.7857142857142857,0.21428571428571427,False
up50pct,train,pit,up50pct::SZ300581::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300595::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300612::000000,7,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300616::000000,51,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9607843137254902,0.0392156862745098,False
up50pct,robustness,pit,up50pct::SZ300624::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300660::000000,8,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300662::000000,7,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300683::000000,16,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300688::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300694::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300696::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300702::000000,13,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300702::000001,45,jump_repricing_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.5333333333333333,0.022222222222222223,False
up50pct,robustness,pit,up50pct::SZ300718::000000,26,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6923076923076923,0.3076923076923077,False
up50pct,train,pit,up50pct::SZ300722::000000,15,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6666666666666666,0.3333333333333333,False
up50pct,robustness,pit,up50pct::SZ300723::000000,15,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300738::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,validation,pit,up50pct::SZ300747::000000,14,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300768::000000,51,mixed_episode_winner|sparse_phase_subgroup,False,False,0.803921568627451,0.19607843137254902,False
up50pct,train,pit,up50pct::SZ300771::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300775::000000,8,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ300779::000000,4,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300783::000000,12,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9166666666666666,0.08333333333333333,False
up50pct,train,pit,up50pct::SZ300783::000001,22,jump_repricing_winner,True,True,0.0,0.0,False
up50pct,train,pit,up50pct::SZ300805::000000,64,jump_repricing_winner|mixed_episode_winner,True,True,0.703125,0.0,False
up50pct,robustness,pit,up50pct::SZ300811::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300815::000000,3,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,train,pit,up50pct::SZ300860::000000,25,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,robustness,pit,up50pct::SZ300972::000000,31,mixed_episode_winner|sparse_phase_subgroup,False,False,0.5806451612903226,0.41935483870967744,False
up50pct,robustness,pit,up50pct::SZ301029::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,validation,pit,up50pct::SZ301039::000000,78,mixed_episode_winner|sparse_phase_subgroup,False,False,0.8974358974358975,0.10256410256410256,False
up50pct,validation,pit,up50pct::SZ301219::000000,46,late_rescue_winner|mixed_episode_winner,True,True,0.43478260869565216,0.0,False
up50pct,robustness,pit,up50pct::SZ301275::000000,9,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ301297::000000,10,mixed_episode_winner,False,False,1.0,0.0,False
up50pct,validation,pit,up50pct::SZ301363::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,False
up50pct,robustness,pit,up50pct::SZ301606::000000,40,mixed_episode_winner|sparse_phase_subgroup,False,False,0.725,0.275,False
up100pct,train,outcome,up100pct::SH600004::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600004::000000,69,mixed_episode_winner,False,False,1.0,0.0,True
up100pct,train,outcome,up100pct::SH600009::000000,5,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600009::000000,54,mixed_episode_winner|smooth_trend_winner,True,True,0.37037037037037035,0.0,True
up100pct,train,outcome,up100pct::SH600010::000000,370,late_rescue_winner|mixed_episode_winner|stair_step_winner,True,False,0.5756756756756757,0.0,True
up150pct,train,outcome,up150pct::SH600010::000000,305,mixed_episode_winner|smooth_trend_winner|stair_step_winner,True,False,0.08196721311475409,0.0,True
up50pct,train,outcome,up50pct::SH600010::000000,393,late_rescue_winner|mixed_episode_winner,True,True,0.9491094147582697,0.0,True
up50pct,train,outcome,up50pct::SH600018::000000,13,smooth_trend_winner|sparse_phase_subgroup,True,True,0.0,0.15384615384615385,True
up100pct,train,outcome,up100pct::SH600019::000000,216,mixed_episode_winner|stair_step_winner,True,True,0.4444444444444444,0.0,True
up150pct,train,outcome,up150pct::SH600019::000000,90,stair_step_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600019::000000,317,mixed_episode_winner,False,False,1.0,0.0,True
up100pct,train,outcome,up100pct::SH600031::000000,39,mixed_episode_winner|sparse_phase_subgroup,False,False,0.7948717948717948,0.20512820512820512,True
up50pct,train,outcome,up50pct::SH600031::000000,83,mixed_episode_winner|smooth_trend_winner,True,True,0.43373493975903615,0.0,True
up100pct,train,outcome,up100pct::SH600036::000000,28,slow_grind_winner|stair_step_winner,True,False,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600036::000000,264,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,False,0.4356060606060606,0.01893939393939394,True
up100pct,train,outcome,up100pct::SH600037::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600037::000000,54,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9814814814814815,0.018518518518518517,True
up100pct,train,outcome,up100pct::SH600038::000000,61,late_rescue_winner|mixed_episode_winner,True,True,0.8032786885245902,0.0,True
up50pct,train,outcome,up50pct::SH600038::000000,351,late_rescue_winner|mixed_episode_winner|stair_step_winner,True,False,0.7891737891737892,0.0,True
up50pct,robustness,outcome,up50pct::SH600048::000001,11,mixed_episode_winner,False,False,1.0,0.0,True
up100pct,train,outcome,up100pct::SH600056::000000,106,late_rescue_winner,True,True,0.0,0.0,True
up150pct,train,outcome,up150pct::SH600056::000000,88,late_rescue_winner|mixed_episode_winner,True,True,0.17045454545454544,0.0,True
up50pct,train,outcome,up50pct::SH600056::000000,108,late_rescue_winner,True,True,0.0,0.0,True
up100pct,train,outcome,up100pct::SH600062::000000,22,mixed_episode_winner|sparse_phase_subgroup,False,False,0.6363636363636364,0.36363636363636365,True
up150pct,train,outcome,up150pct::SH600062::000000,14,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9285714285714286,0.07142857142857142,True
up50pct,train,outcome,up50pct::SH600062::000000,34,late_rescue_winner,True,True,0.0,0.0,True
up100pct,train,outcome,up100pct::SH600095::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600095::000000,23,smooth_trend_winner|sparse_phase_subgroup,True,True,0.0,0.4782608695652174,True
up50pct,train,outcome,up50pct::SH600095::000001,14,jump_repricing_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600120::000000,63,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.07936507936507936,True
up100pct,train,outcome,up100pct::SH600132::000000,255,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.3686274509803922,0.00392156862745098,True
up150pct,train,outcome,up150pct::SH600132::000000,233,mixed_episode_winner|stair_step_winner,True,True,0.3133047210300429,0.0,True
up50pct,train,outcome,up50pct::SH600132::000000,323,mixed_episode_winner|stair_step_winner,True,True,0.9473684210526315,0.0,True
up100pct,train,outcome,up100pct::SH600143::000000,209,mixed_episode_winner|stair_step_winner,True,True,0.22488038277511962,0.0,True
up150pct,train,outcome,up150pct::SH600143::000000,163,late_rescue_winner|sparse_phase_subgroup|stair_step_winner,True,False,0.0,0.006134969325153374,True
up50pct,train,outcome,up50pct::SH600143::000000,287,mixed_episode_winner,False,False,1.0,0.0,True
up100pct,train,outcome,up100pct::SH600161::000000,151,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.006622516556291391,True
up150pct,train,outcome,up150pct::SH600161::000000,80,slow_grind_winner|stair_step_winner,True,False,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600161::000000,203,mixed_episode_winner|smooth_trend_winner|stair_step_winner,True,False,0.3399014778325123,0.0,True
up100pct,train,outcome,up100pct::SH600166::000000,37,mixed_episode_winner,False,False,1.0,0.0,True
up150pct,train,outcome,up150pct::SH600166::000000,3,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600166::000000,86,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.5930232558139535,0.1744186046511628,True
up50pct,train,outcome,up50pct::SH600171::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,True
up100pct,train,outcome,up100pct::SH600185::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,True
up150pct,train,outcome,up150pct::SH600185::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600185::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600185::000001,9,sparse_phase_subgroup,False,False,0.0,1.0,True
up100pct,train,outcome,up100pct::SH600196::000000,232,late_rescue_winner|smooth_trend_winner|sparse_phase_subgroup|stair_step_winner,True,False,0.0,0.021551724137931036,True
up150pct,train,outcome,up150pct::SH600196::000000,199,mixed_episode_winner|stair_step_winner,True,True,0.6432160804020101,0.0,True
up50pct,train,outcome,up50pct::SH600196::000000,332,late_rescue_winner|mixed_episode_winner,True,True,0.9397590361445783,0.0,True
up50pct,robustness,outcome,up50pct::SH600196::000001,3,sparse_phase_subgroup,False,False,0.0,1.0,True
up100pct,train,outcome,up100pct::SH600201::000000,11,stair_step_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600201::000000,130,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.046153846153846156,True
up100pct,train,outcome,up100pct::SH600211::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600211::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,True
up100pct,train,outcome,up100pct::SH600221::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,True
up100pct,robustness,outcome,up100pct::SH600221::000001,10,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600221::000000,198,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9797979797979798,0.020202020202020204,True
up50pct,robustness,outcome,up50pct::SH600256::000001,2,sparse_phase_subgroup,False,False,0.0,1.0,True
up100pct,train,outcome,up100pct::SH600273::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600273::000000,17,smooth_trend_winner|sparse_phase_subgroup,True,True,0.0,0.35294117647058826,True
up50pct,train,outcome,up50pct::SH600273::000001,15,mixed_episode_winner,False,False,1.0,0.0,True
up100pct,train,outcome,up100pct::SH600276::000000,27,stair_step_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600276::000000,121,mixed_episode_winner|sparse_phase_subgroup|stair_step_winner,True,True,0.23140495867768596,0.008264462809917356,True
up50pct,train,outcome,up50pct::SH600295::000000,83,late_rescue_winner|mixed_episode_winner,True,True,0.8192771084337349,0.0,True
up100pct,train,outcome,up100pct::SH600298::000000,173,late_rescue_winner|mixed_episode_winner|smooth_trend_winner|stair_step_winner,True,False,0.4393063583815029,0.0,True
up150pct,train,outcome,up150pct::SH600298::000000,96,smooth_trend_winner|stair_step_winner,True,False,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600298::000000,211,late_rescue_winner|mixed_episode_winner|smooth_trend_winner|stair_step_winner,True,False,0.36018957345971564,0.0,True
up50pct,train,outcome,up50pct::SH600298::000001,10,smooth_trend_winner,True,True,0.0,0.0,True
up50pct,robustness,outcome,up50pct::SH600298::000002,13,stair_step_winner,True,True,0.0,0.0,True
up100pct,train,outcome,up100pct::SH600305::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600305::000000,26,smooth_trend_winner|sparse_phase_subgroup,True,True,0.0,0.4230769230769231,True
up100pct,train,outcome,up100pct::SH600309::000000,241,mixed_episode_winner|stair_step_winner,True,True,0.35269709543568467,0.0,True
up150pct,train,outcome,up150pct::SH600309::000000,203,stair_step_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600309::000000,292,mixed_episode_winner,False,False,1.0,0.0,True
up50pct,robustness,outcome,up50pct::SH600309::000001,84,mixed_episode_winner|sparse_phase_subgroup,False,False,0.9761904761904762,0.023809523809523808,True
up100pct,train,outcome,up100pct::SH600315::000000,117,stair_step_winner,True,True,0.0,0.0,True
up150pct,train,outcome,up150pct::SH600315::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600315::000000,288,late_rescue_winner|mixed_episode_winner,True,True,0.9305555555555556,0.0,True
up100pct,train,outcome,up100pct::SH600316::000000,9,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600316::000000,64,mixed_episode_winner|smooth_trend_winner,True,True,0.8125,0.0,True
up50pct,train,outcome,up50pct::SH600316::000001,4,sparse_phase_subgroup,False,False,0.0,1.0,True
up100pct,train,outcome,up100pct::SH600323::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600323::000000,40,mixed_episode_winner,False,False,1.0,0.0,True
up100pct,train,outcome,up100pct::SH600325::000000,66,late_rescue_winner|mixed_episode_winner,True,True,0.6060606060606061,0.0,True
up50pct,train,outcome,up50pct::SH600325::000000,145,late_rescue_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600329::000000,4,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,robustness,outcome,up50pct::SH600329::000002,16,mixed_episode_winner,False,False,1.0,0.0,True
up100pct,train,outcome,up100pct::SH600338::000000,64,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.125,True
up150pct,train,outcome,up150pct::SH600338::000000,60,late_rescue_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600338::000000,77,late_rescue_winner|mixed_episode_winner|sparse_phase_subgroup,True,True,0.7272727272727273,0.012987012987012988,True
up100pct,train,outcome,up100pct::SH600339::000000,16,late_rescue_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600339::000000,76,late_rescue_winner,True,True,0.0,0.0,True
up100pct,train,outcome,up100pct::SH600346::000000,283,slow_grind_winner|smooth_trend_winner|stair_step_winner,True,False,0.0,0.0,True
up150pct,train,outcome,up150pct::SH600346::000000,254,mixed_episode_winner|slow_grind_winner|stair_step_winner,True,False,0.15748031496062992,0.0,True
up50pct,train,outcome,up50pct::SH600346::000000,315,mixed_episode_winner|smooth_trend_winner,True,True,0.6793650793650794,0.0,True
up50pct,train,outcome,up50pct::SH600348::000000,47,late_rescue_winner|mixed_episode_winner,True,True,0.574468085106383,0.0,True
up100pct,train,outcome,up100pct::SH600352::000000,50,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.32,0.08,True
up150pct,train,outcome,up150pct::SH600352::000000,12,smooth_trend_winner|sparse_phase_subgroup,True,True,0.0,0.08333333333333333,True
up50pct,train,outcome,up50pct::SH600352::000000,45,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.35555555555555557,0.08888888888888889,True
up50pct,robustness,outcome,up50pct::SH600378::000001,104,mixed_episode_winner|stair_step_winner,True,True,0.6057692307692307,0.0,True
up50pct,robustness,outcome,up50pct::SH600398::000001,5,sparse_phase_subgroup,False,False,0.0,1.0,True
up100pct,train,outcome,up100pct::SH600399::000000,46,mixed_episode_winner|smooth_trend_winner|sparse_phase_subgroup,True,True,0.6086956521739131,0.15217391304347827,True
up150pct,train,outcome,up150pct::SH600399::000000,11,stair_step_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600399::000000,112,mixed_episode_winner|smooth_trend_winner|stair_step_winner,True,False,0.4107142857142857,0.0,True
up100pct,train,outcome,up100pct::SH600409::000000,31,mixed_episode_winner,False,False,1.0,0.0,True
up150pct,train,outcome,up150pct::SH600409::000000,19,mixed_episode_winner,False,False,1.0,0.0,True
up50pct,train,outcome,up50pct::SH600409::000000,61,late_rescue_winner|mixed_episode_winner,True,True,0.6721311475409836,0.0,True
up100pct,train,outcome,up100pct::SH600410::000000,13,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.07692307692307693,True
up150pct,train,outcome,up150pct::SH600410::000000,1,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600410::000000,13,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.07692307692307693,True
up100pct,train,outcome,up100pct::SH600435::000000,37,late_rescue_winner,True,True,0.0,0.0,True
up150pct,train,outcome,up150pct::SH600435::000000,2,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600435::000000,48,late_rescue_winner,True,True,0.0,0.0,True
up100pct,train,outcome,up100pct::SH600436::000000,290,mixed_episode_winner|stair_step_winner,True,True,0.503448275862069,0.0,True
up150pct,train,outcome,up150pct::SH600436::000000,229,late_rescue_winner|mixed_episode_winner|stair_step_winner,True,False,0.2838427947598253,0.0,True
up50pct,train,outcome,up50pct::SH600436::000000,338,mixed_episode_winner,False,False,1.0,0.0,True
up100pct,train,outcome,up100pct::SH600446::000000,4,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,train,outcome,up50pct::SH600446::000000,22,mixed_episode_winner|sparse_phase_subgroup,False,False,0.5454545454545454,0.45454545454545453,True
up100pct,train,outcome,up100pct::SH600460::000000,339,late_rescue_winner|mixed_episode_winner|stair_step_winner,True,False,0.41002949852507375,0.0,True
up100pct,robustness,outcome,up100pct::SH600460::000001,29,stair_step_winner,True,True,0.0,0.0,True
up150pct,train,outcome,up150pct::SH600460::000000,331,late_rescue_winner|stair_step_winner,True,False,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600460::000000,354,late_rescue_winner|mixed_episode_winner,True,True,0.943502824858757,0.0,True
up100pct,train,outcome,up100pct::SH600486::000000,216,late_rescue_winner|mixed_episode_winner|stair_step_winner,True,False,0.06018518518518518,0.0,True
up150pct,train,outcome,up150pct::SH600486::000000,152,late_rescue_winner|stair_step_winner,True,False,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600486::000000,276,mixed_episode_winner|stair_step_winner,True,True,0.6702898550724637,0.0,True
up100pct,robustness,outcome,up100pct::SH600498::000000,32,sparse_phase_subgroup|stair_step_winner,True,True,0.0,0.28125,True
up150pct,robustness,outcome,up150pct::SH600498::000000,6,sparse_phase_subgroup,False,False,0.0,1.0,True
up50pct,robustness,outcome,up50pct::SH600498::000000,32,mixed_episode_winner|sparse_phase_subgroup,False,False,0.84375,0.15625,True
up100pct,train,outcome,up100pct::SH600499::000000,24,late_rescue_winner|sparse_phase_subgroup,True,True,0.0,0.16666666666666666,True
up150pct,train,outcome,up150pct::SH600499::000000,17,late_rescue_winner,True,True,0.0,0.0,True
up50pct,train,outcome,up50pct::SH600499::000000,67,late_rescue_winner|mixed_episode_winner,True,True,0.7014925373134329,0.0,True
