threshold_id,split_bucket,phase_scheme,entry_phase_value,episode_cluster_id,anchor_n,eligible_phase_subgroup,sparse_phase_subgroup,distinct_path_type_n,path_type_distribution_vector,dominant_path_type,dominant_share,internal_entropy,subgroup_earliest_anchor_path_type,subgroup_shortest_duration_anchor_path_type,subgroup_medoid_anchor_path_type,subgroup_representative_disagreement,subtype_0p70,subtype_0p75,subtype_assignment_status
up100pct,train,pit,breakout_pit,up100pct::SZ300171::000000,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,late_chase_pit,up100pct::SZ300171::000000,83,True,False,3,"{""smooth_trend_winner"": 0.060240963855421686, ""stair_step_winner"": 0.14457831325301204, ""unclassified_mixed_path"": 0.7951807228915663}",unclassified_mixed_path,0.7951807228915663,0.5744430721806426,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,mid_trend_pit,up100pct::SZ300171::000000,30,True,False,4,"{""jump_repricing_winner"": 0.03333333333333333, ""smooth_trend_winner"": 0.06666666666666667, ""stair_step_winner"": 0.23333333333333334, ""unclassified_mixed_path"": 0.6666666666666666}",unclassified_mixed_path,0.6666666666666666,0.6519445252684181,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,early_base_pit,up100pct::SZ300171::000000,38,True,False,3,"{""smooth_trend_winner"": 0.10526315789473684, ""stair_step_winner"": 0.05263157894736842, ""unclassified_mixed_path"": 0.8421052631578947}",unclassified_mixed_path,0.8421052631578947,0.48849313631394425,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,mixed_episode_winner,mixed_episode_winner,pass
up150pct,train,pit,undetermined_pit,up150pct::SZ300171::000000,65,True,False,3,"{""smooth_trend_winner"": 0.06153846153846154, ""stair_step_winner"": 0.3076923076923077, ""unclassified_mixed_path"": 0.6307692307692307}",unclassified_mixed_path,0.6307692307692307,0.750861867996771,unclassified_mixed_path,smooth_trend_winner,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up150pct,train,pit,breakout_pit,up150pct::SZ300171::000000,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,late_chase_pit,up150pct::SZ300171::000000,82,True,False,2,"{""stair_step_winner"": 0.14634146341463414, ""unclassified_mixed_path"": 0.8536585365853658}",unclassified_mixed_path,0.8536585365853658,0.6006085754131871,unclassified_mixed_path,stair_step_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up150pct,train,pit,mid_trend_pit,up150pct::SZ300171::000000,27,True,False,2,"{""stair_step_winner"": 0.7407407407407407, ""unclassified_mixed_path"": 0.25925925925925924}",stair_step_winner,0.7407407407407407,0.8256265261578953,unclassified_mixed_path,stair_step_winner,stair_step_winner,True,stair_step_winner,mixed_episode_winner,pass
up150pct,train,pit,early_base_pit,up150pct::SZ300171::000000,38,True,False,2,"{""stair_step_winner"": 0.5789473684210527, ""unclassified_mixed_path"": 0.42105263157894735}",stair_step_winner,0.5789473684210527,0.9819407868640977,stair_step_winner,unclassified_mixed_path,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,undetermined_pit,up50pct::SZ300171::000000,64,True,False,4,"{""jump_repricing_winner"": 0.0625, ""smooth_trend_winner"": 0.515625, ""stair_step_winner"": 0.15625, ""unclassified_mixed_path"": 0.265625}",smooth_trend_winner,0.515625,0.8346003500862629,smooth_trend_winner,smooth_trend_winner,smooth_trend_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,breakout_pit,up50pct::SZ300171::000000,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,late_chase_pit,up50pct::SZ300171::000000,122,True,False,4,"{""jump_repricing_winner"": 0.09836065573770492, ""smooth_trend_winner"": 0.4918032786885246, ""stair_step_winner"": 0.00819672131147541, ""unclassified_mixed_path"": 0.4016393442622951}",smooth_trend_winner,0.4918032786885246,0.7090007667043523,unclassified_mixed_path,smooth_trend_winner,smooth_trend_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,mid_trend_pit,up50pct::SZ300171::000000,32,True,False,3,"{""jump_repricing_winner"": 0.125, ""smooth_trend_winner"": 0.03125, ""unclassified_mixed_path"": 0.84375}",unclassified_mixed_path,0.84375,0.4656663294644227,unclassified_mixed_path,jump_repricing_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,early_base_pit,up50pct::SZ300171::000000,38,True,False,2,"{""stair_step_winner"": 0.42105263157894735, ""unclassified_mixed_path"": 0.5789473684210527}",unclassified_mixed_path,0.5789473684210527,0.9819407868640977,unclassified_mixed_path,unclassified_mixed_path,stair_step_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SZ300177::000000,7,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,early_base_pit,up50pct::SZ300177::000000,5,False,True,2,"{""choppy_reversal_winner"": 0.2, ""unclassified_mixed_path"": 0.8}",unclassified_mixed_path,0.8,0.7219280948873623,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SZ300177::000000,38,True,False,4,"{""choppy_reversal_winner"": 0.02631578947368421, ""late_rescue_winner"": 0.18421052631578946, ""smooth_trend_winner"": 0.34210526315789475, ""unclassified_mixed_path"": 0.4473684210526316}",unclassified_mixed_path,0.4473684210526316,0.8181207423600403,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,breakout_pit,up50pct::SZ300177::000000,3,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,mid_trend_pit,up50pct::SZ300177::000000,24,True,False,3,"{""late_rescue_winner"": 0.7916666666666666, ""smooth_trend_winner"": 0.041666666666666664, ""unclassified_mixed_path"": 0.16666666666666666}",late_rescue_winner,0.7916666666666666,0.560698787620506,late_rescue_winner,smooth_trend_winner,late_rescue_winner,True,late_rescue_winner,late_rescue_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SZ300177::000000,7,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,early_base_pit,up100pct::SZ300180::000000,19,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SZ300180::000000,4,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,early_base_pit,up50pct::SZ300180::000000,75,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up50pct,train,pit,undetermined_pit,up50pct::SZ300180::000000,43,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,undetermined_pit,up100pct::SZ300181::000000,14,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,early_base_pit,up100pct::SZ300181::000000,3,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,late_chase_pit,up100pct::SZ300181::000000,2,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,undetermined_pit,up150pct::SZ300181::000000,14,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up150pct,train,pit,early_base_pit,up150pct::SZ300181::000000,3,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,late_chase_pit,up150pct::SZ300181::000000,2,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SZ300181::000000,14,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,early_base_pit,up50pct::SZ300181::000000,3,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,late_chase_pit,up50pct::SZ300181::000000,2,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,early_base_pit,up100pct::SZ300183::000000,5,False,True,2,"{""late_rescue_winner"": 0.2, ""unclassified_mixed_path"": 0.8}",unclassified_mixed_path,0.8,0.7219280948873623,late_rescue_winner,unclassified_mixed_path,unclassified_mixed_path,True,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,undetermined_pit,up100pct::SZ300183::000000,81,True,False,2,"{""late_rescue_winner"": 0.037037037037037035, ""unclassified_mixed_path"": 0.9629629629629629}",unclassified_mixed_path,0.9629629629629629,0.22853814395352803,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,breakout_pit,up100pct::SZ300183::000000,7,False,True,2,"{""late_rescue_winner"": 0.14285714285714285, ""unclassified_mixed_path"": 0.8571428571428571}",unclassified_mixed_path,0.8571428571428571,0.5916727785823274,late_rescue_winner,unclassified_mixed_path,unclassified_mixed_path,True,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,mid_trend_pit,up100pct::SZ300183::000000,30,True,False,3,"{""choppy_reversal_winner"": 0.13333333333333333, ""late_rescue_winner"": 0.3333333333333333, ""unclassified_mixed_path"": 0.5333333333333333}",unclassified_mixed_path,0.5333333333333333,0.8830374409547586,late_rescue_winner,unclassified_mixed_path,choppy_reversal_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,late_chase_pit,up100pct::SZ300183::000000,4,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,early_base_pit,up50pct::SZ300183::000000,20,True,False,4,"{""jump_repricing_winner"": 0.1, ""late_rescue_winner"": 0.75, ""smooth_trend_winner"": 0.05, ""unclassified_mixed_path"": 0.1}",late_rescue_winner,0.75,0.5958800740904867,late_rescue_winner,smooth_trend_winner,late_rescue_winner,True,late_rescue_winner,late_rescue_winner,pass
up50pct,train,pit,undetermined_pit,up50pct::SZ300183::000000,93,True,False,5,"{""choppy_reversal_winner"": 0.010752688172043012, ""jump_repricing_winner"": 0.16129032258064516, ""late_rescue_winner"": 0.010752688172043012, ""smooth_trend_winner"": 0.11827956989247312, ""unclassified_mixed_path"": 0.6989247311827957}",unclassified_mixed_path,0.6989247311827957,0.5558541114030404,late_rescue_winner,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,mid_trend_pit,up50pct::SZ300183::000000,50,True,False,2,"{""choppy_reversal_winner"": 0.08, ""unclassified_mixed_path"": 0.92}",unclassified_mixed_path,0.92,0.4021791902022728,choppy_reversal_winner,unclassified_mixed_path,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,breakout_pit,up50pct::SZ300183::000000,14,True,False,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SZ300183::000000,34,True,False,3,"{""choppy_reversal_winner"": 0.029411764705882353, ""late_rescue_winner"": 0.029411764705882353, ""unclassified_mixed_path"": 0.9411764705882353}",unclassified_mixed_path,0.9411764705882353,0.24075048345657654,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SZ300184::000000,71,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,early_base_pit,up100pct::SZ300184::000000,49,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up100pct,train,pit,breakout_pit,up100pct::SZ300184::000000,4,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,mid_trend_pit,up100pct::SZ300184::000000,11,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up100pct,train,pit,late_chase_pit,up100pct::SZ300184::000000,1,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,early_base_pit,up150pct::SZ300184::000000,48,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up150pct,train,pit,undetermined_pit,up150pct::SZ300184::000000,33,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up150pct,train,pit,mid_trend_pit,up150pct::SZ300184::000000,1,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,late_chase_pit,up50pct::SZ300184::000000,6,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SZ300184::000000,71,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,early_base_pit,up50pct::SZ300184::000000,49,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up50pct,train,pit,breakout_pit,up50pct::SZ300184::000000,4,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,mid_trend_pit,up50pct::SZ300184::000000,11,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up100pct,train,pit,early_base_pit,up100pct::SZ300191::000000,40,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up100pct,train,pit,undetermined_pit,up100pct::SZ300191::000000,41,True,False,2,"{""late_rescue_winner"": 0.8780487804878049, ""unclassified_mixed_path"": 0.12195121951219512}",late_rescue_winner,0.8780487804878049,0.5349436990971067,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,late_chase_pit,up100pct::SZ300191::000000,12,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up100pct,train,pit,breakout_pit,up100pct::SZ300191::000000,5,False,True,2,"{""late_rescue_winner"": 0.2, ""unclassified_mixed_path"": 0.8}",unclassified_mixed_path,0.8,0.7219280948873623,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,mid_trend_pit,up100pct::SZ300191::000000,35,True,False,3,"{""jump_repricing_winner"": 0.05714285714285714, ""late_rescue_winner"": 0.5714285714285714, ""unclassified_mixed_path"": 0.37142857142857144}",late_rescue_winner,0.5714285714285714,0.7747930465220333,late_rescue_winner,jump_repricing_winner,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up150pct,train,pit,early_base_pit,up150pct::SZ300191::000000,34,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up150pct,train,pit,undetermined_pit,up150pct::SZ300191::000000,27,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up150pct,train,pit,breakout_pit,up150pct::SZ300191::000000,5,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up150pct,train,pit,mid_trend_pit,up150pct::SZ300191::000000,22,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up150pct,train,pit,late_chase_pit,up150pct::SZ300191::000000,8,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,early_base_pit,up50pct::SZ300191::000000,11,True,False,2,"{""smooth_trend_winner"": 0.18181818181818182, ""unclassified_mixed_path"": 0.8181818181818182}",unclassified_mixed_path,0.8181818181818182,0.6840384356390417,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,undetermined_pit,up50pct::SZ300191::000000,15,True,False,3,"{""jump_repricing_winner"": 0.06666666666666667, ""smooth_trend_winner"": 0.13333333333333333, ""unclassified_mixed_path"": 0.8}",unclassified_mixed_path,0.8,0.5713619478607342,unclassified_mixed_path,smooth_trend_winner,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,late_chase_pit,up50pct::SZ300191::000000,10,True,False,2,"{""jump_repricing_winner"": 0.8, ""unclassified_mixed_path"": 0.2}",jump_repricing_winner,0.8,0.7219280948873623,unclassified_mixed_path,jump_repricing_winner,jump_repricing_winner,True,jump_repricing_winner,jump_repricing_winner,pass
up50pct,train,pit,breakout_pit,up50pct::SZ300191::000000,5,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,mid_trend_pit,up50pct::SZ300191::000000,22,True,False,2,"{""jump_repricing_winner"": 0.6818181818181818, ""unclassified_mixed_path"": 0.3181818181818182}",jump_repricing_winner,0.6818181818181818,0.9023932827949789,unclassified_mixed_path,jump_repricing_winner,jump_repricing_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,mid_trend_pit,up50pct::SZ300191::000001,13,True,False,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,late_rescue_winner,late_rescue_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SZ300191::000001,2,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SZ300191::000001,26,True,False,2,"{""late_rescue_winner"": 0.9230769230769231, ""unclassified_mixed_path"": 0.07692307692307693}",late_rescue_winner,0.9230769230769231,0.3912435636292556,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,early_base_pit,up50pct::SZ300191::000001,29,True,False,3,"{""choppy_reversal_winner"": 0.034482758620689655, ""late_rescue_winner"": 0.5862068965517241, ""unclassified_mixed_path"": 0.3793103448275862}",late_rescue_winner,0.5862068965517241,0.7253697721503475,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,late_chase_pit,up100pct::SZ300194::000000,3,False,True,1,"{""smooth_trend_winner"": 1.0}",smooth_trend_winner,1.0,0.0,smooth_trend_winner,smooth_trend_winner,smooth_trend_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,early_base_pit,up50pct::SZ300194::000001,3,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,undetermined_pit,up100pct::SZ300199::000000,38,True,False,2,"{""late_rescue_winner"": 0.9736842105263158, ""unclassified_mixed_path"": 0.02631578947368421}",late_rescue_winner,0.9736842105263158,0.17556502585750278,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up100pct,train,pit,breakout_pit,up100pct::SZ300199::000000,6,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,mid_trend_pit,up100pct::SZ300199::000000,23,True,False,2,"{""late_rescue_winner"": 0.9565217391304348, ""unclassified_mixed_path"": 0.043478260869565216}",late_rescue_winner,0.9565217391304348,0.2580186686648155,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,late_rescue_winner,late_rescue_winner,pass
up100pct,train,pit,early_base_pit,up100pct::SZ300199::000000,17,True,False,3,"{""choppy_reversal_winner"": 0.11764705882352941, ""late_rescue_winner"": 0.23529411764705882, ""unclassified_mixed_path"": 0.6470588235294118}",unclassified_mixed_path,0.6470588235294118,0.7954584372331485,late_rescue_winner,unclassified_mixed_path,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
up100pct,train,pit,late_chase_pit,up100pct::SZ300199::000000,1,False,True,1,"{""unclassified_mixed_path"": 1.0}",unclassified_mixed_path,1.0,0.0,unclassified_mixed_path,unclassified_mixed_path,unclassified_mixed_path,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,undetermined_pit,up50pct::SZ300199::000000,38,True,False,3,"{""choppy_reversal_winner"": 0.21052631578947367, ""late_rescue_winner"": 0.7631578947368421, ""unclassified_mixed_path"": 0.02631578947368421}",late_rescue_winner,0.7631578947368421,0.573478562898775,unclassified_mixed_path,unclassified_mixed_path,late_rescue_winner,True,mixed_episode_winner,mixed_episode_winner,pass_undetermined_pit_residual
up50pct,train,pit,breakout_pit,up50pct::SZ300199::000000,6,False,True,1,"{""late_rescue_winner"": 1.0}",late_rescue_winner,1.0,0.0,late_rescue_winner,late_rescue_winner,late_rescue_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up50pct,train,pit,mid_trend_pit,up50pct::SZ300199::000000,23,True,False,2,"{""late_rescue_winner"": 0.9565217391304348, ""unclassified_mixed_path"": 0.043478260869565216}",late_rescue_winner,0.9565217391304348,0.2580186686648155,late_rescue_winner,unclassified_mixed_path,late_rescue_winner,True,late_rescue_winner,late_rescue_winner,pass
up50pct,train,pit,early_base_pit,up50pct::SZ300199::000000,17,True,False,3,"{""choppy_reversal_winner"": 0.5882352941176471, ""late_rescue_winner"": 0.23529411764705882, ""unclassified_mixed_path"": 0.17647058823529413}",choppy_reversal_winner,0.5882352941176471,0.8726389366057713,late_rescue_winner,unclassified_mixed_path,choppy_reversal_winner,True,mixed_episode_winner,mixed_episode_winner,pass
up50pct,train,pit,late_chase_pit,up50pct::SZ300199::000000,1,False,True,1,"{""choppy_reversal_winner"": 1.0}",choppy_reversal_winner,1.0,0.0,choppy_reversal_winner,choppy_reversal_winner,choppy_reversal_winner,False,sparse_phase_subgroup,sparse_phase_subgroup,pass
up100pct,train,pit,early_base_pit,up100pct::SZ300203::000000,34,True,False,2,"{""late_rescue_winner"": 0.38235294117647056, ""unclassified_mixed_path"": 0.6176470588235294}",unclassified_mixed_path,0.6176470588235294,0.9596868937742168,late_rescue_winner,unclassified_mixed_path,unclassified_mixed_path,True,mixed_episode_winner,mixed_episode_winner,pass
