schedule_id,variant_id,counterfactual_id,counterfactual_variant_id,split,big_winner_capture_delta,exposure_weighted_capture_delta,partial_capture_delta,mean_return_delta,p05_return_delta,max_adverse_excursion_delta,fast_fail_saved_loss_count,fast_fail_false_exit_winner_count,fast_fail_false_exit_big_winner_count,fast_fail_false_exit_partial_capture_count
R03_original_H10,base,R03_no_fast_fail,no_fast_fail,robustness,0.0,0.0,0.0,0.0021231818651928185,0.008285331647934971,-0.00013770912201913586,0,0,0,4
R03_original_H10,base,R03_no_fast_fail,no_fast_fail,train,0.005405405405405406,0.005405405405405406,0.0,0.0019082566657471454,0.0026947702231088916,-0.00011060153289568645,0,0,0,7
R03_original_H10,base,R03_no_fast_fail,no_fast_fail,validation,0.0,0.0,0.0,0.0015362193993099411,0.004845962822677974,3.463986619866395e-05,1,0,0,2
R03_original_H10,base,R03_relaxed_fast_fail,relaxed_fast_fail,robustness,0.0,0.0,0.0,0.0014907591240395698,0.004052590698569338,-0.00010398650763967718,0,0,0,4
R03_original_H10,base,R03_relaxed_fast_fail,relaxed_fast_fail,train,0.005405405405405406,0.005405405405405406,0.0,0.0016776129962763047,0.0026947702231088916,-0.00011837113192148885,0,0,0,7
R03_original_H10,base,R03_relaxed_fast_fail,relaxed_fast_fail,validation,0.0,0.0,0.0,0.0013720917501917115,0.003986428767126082,2.5948874806692827e-05,1,0,0,2
