schedule_id,variant_id,diagnostic_family,parameter_name,parameter_value,split,metric_name,metric_value,diff_vs_R03,eligible_for_selection,diagnostic_interpretation
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,robustness,mean_after_cost_return,0.007259715135381558,0.0014907591240395698,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,robustness,p05_after_cost_return,-0.014172825674521662,0.004052590698569338,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,robustness,strict_big_winner_capture_rate_50h120,0.023622047244094488,0.0,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,robustness,exposure_weighted_big_winner_capture_rate_50h120,0.01811023622047244,0.0,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,robustness,partial_capture_rate_50h120,0.36220472440944884,0.0,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,train,mean_after_cost_return,0.014529459396741435,0.0016776129962763047,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,train,p05_after_cost_return,0.0,0.0026947702231088916,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,train,strict_big_winner_capture_rate_50h120,0.03783783783783784,0.005405405405405406,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,train,exposure_weighted_big_winner_capture_rate_50h120,0.03027027027027027,0.005405405405405406,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,train,partial_capture_rate_50h120,0.3945945945945946,0.0,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,validation,mean_after_cost_return,0.009963761437282214,0.0013720917501917115,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,validation,p05_after_cost_return,-0.0035561669625408794,0.003986428767126082,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,validation,strict_big_winner_capture_rate_50h120,0.046511627906976744,0.0,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,validation,exposure_weighted_big_winner_capture_rate_50h120,0.030232558139534883,0.0,False,diagnostic_only
R03_relaxed_fast_fail,relaxed_fast_fail,R03_relaxed_fast_fail,,,validation,partial_capture_rate_50h120,0.37209302325581395,0.0,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,robustness,mean_after_cost_return,0.012712871649449183,0.006943915638107194,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,robustness,p05_after_cost_return,-0.005654979934800472,0.012570436438290528,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,robustness,strict_big_winner_capture_rate_50h120,0.07874015748031496,0.05511811023622047,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,robustness,exposure_weighted_big_winner_capture_rate_50h120,0.07322834645669292,0.05511811023622048,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,robustness,partial_capture_rate_50h120,0.36220472440944884,0.0,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,train,mean_after_cost_return,0.013307570656995829,0.0004557242565306988,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,train,p05_after_cost_return,-0.015106278715622527,-0.012411508492513636,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,train,strict_big_winner_capture_rate_50h120,0.07027027027027027,0.03783783783783784,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,train,exposure_weighted_big_winner_capture_rate_50h120,0.0627027027027027,0.03783783783783784,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,train,partial_capture_rate_50h120,0.3945945945945946,0.0,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,validation,mean_after_cost_return,0.007734960239685476,-0.000856709447405026,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,validation,p05_after_cost_return,-0.011358870242826268,-0.0038162745131593064,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,validation,strict_big_winner_capture_rate_50h120,0.06976744186046512,0.023255813953488372,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,validation,exposure_weighted_big_winner_capture_rate_50h120,0.053488372093023255,0.023255813953488372,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_10,winner_state_gain_threshold_sensitivity,,,validation,partial_capture_rate_50h120,0.37209302325581395,0.0,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,robustness,mean_after_cost_return,0.014388838685771104,0.008619882674429116,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,robustness,p05_after_cost_return,-0.0060845569264257994,0.012140859446665202,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,robustness,strict_big_winner_capture_rate_50h120,0.08661417322834646,0.06299212598425197,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,robustness,exposure_weighted_big_winner_capture_rate_50h120,0.08110236220472442,0.06299212598425197,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,robustness,partial_capture_rate_50h120,0.36220472440944884,0.0,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,train,mean_after_cost_return,0.01356404121098991,0.0007121948105247803,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,train,p05_after_cost_return,-0.014142148197294212,-0.01144737797418532,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,train,strict_big_winner_capture_rate_50h120,0.07027027027027027,0.03783783783783784,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,train,exposure_weighted_big_winner_capture_rate_50h120,0.0627027027027027,0.03783783783783784,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,train,partial_capture_rate_50h120,0.3945945945945946,0.0,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,validation,mean_after_cost_return,0.00736504325057803,-0.0012266264365124726,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,validation,p05_after_cost_return,-0.014278732804190225,-0.006736137074523264,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,validation,strict_big_winner_capture_rate_50h120,0.06976744186046512,0.023255813953488372,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,validation,exposure_weighted_big_winner_capture_rate_50h120,0.053488372093023255,0.023255813953488372,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_15,winner_state_gain_threshold_sensitivity,,,validation,partial_capture_rate_50h120,0.37209302325581395,0.0,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,robustness,mean_after_cost_return,0.014384861479309525,0.008615905467967536,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,robustness,p05_after_cost_return,-0.0060845569264257994,0.012140859446665202,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,robustness,strict_big_winner_capture_rate_50h120,0.08661417322834646,0.06299212598425197,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,robustness,exposure_weighted_big_winner_capture_rate_50h120,0.08110236220472442,0.06299212598425197,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,robustness,partial_capture_rate_50h120,0.36220472440944884,0.0,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,train,mean_after_cost_return,0.013464684673369278,0.0006128382729041482,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,train,p05_after_cost_return,-0.01405535260400919,-0.011360582380900298,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,train,strict_big_winner_capture_rate_50h120,0.07027027027027027,0.03783783783783784,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,train,exposure_weighted_big_winner_capture_rate_50h120,0.0627027027027027,0.03783783783783784,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,train,partial_capture_rate_50h120,0.3945945945945946,0.0,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,validation,mean_after_cost_return,0.007354769132677304,-0.0012369005544131985,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,validation,p05_after_cost_return,-0.014278732804190225,-0.006736137074523264,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,validation,strict_big_winner_capture_rate_50h120,0.06976744186046512,0.023255813953488372,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,validation,exposure_weighted_big_winner_capture_rate_50h120,0.053488372093023255,0.023255813953488372,False,diagnostic_only
winner_state_gain_threshold_sensitivity,gain_20,winner_state_gain_threshold_sensitivity,,,validation,partial_capture_rate_50h120,0.37209302325581395,0.0,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,robustness,mean_after_cost_return,0.013426634434026388,0.007657678422684399,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,robustness,p05_after_cost_return,-0.0060845569264257994,0.012140859446665202,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,robustness,strict_big_winner_capture_rate_50h120,0.07874015748031496,0.05511811023622047,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,robustness,exposure_weighted_big_winner_capture_rate_50h120,0.07322834645669292,0.05511811023622048,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,robustness,partial_capture_rate_50h120,0.36220472440944884,0.0,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,train,mean_after_cost_return,0.013006120908345515,0.0001542745078803847,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,train,p05_after_cost_return,-0.01242735433353832,-0.009732584110429428,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,train,strict_big_winner_capture_rate_50h120,0.07027027027027027,0.03783783783783784,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,train,exposure_weighted_big_winner_capture_rate_50h120,0.0627027027027027,0.03783783783783784,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,train,partial_capture_rate_50h120,0.3945945945945946,0.0,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,validation,mean_after_cost_return,0.007650060448029315,-0.000941609239061187,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,validation,p05_after_cost_return,-0.013453130210107099,-0.005910534480440138,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,validation,strict_big_winner_capture_rate_50h120,0.06976744186046512,0.023255813953488372,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,validation,exposure_weighted_big_winner_capture_rate_50h120,0.053488372093023255,0.023255813953488372,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_10,winner_state_trailing_sensitivity,,,validation,partial_capture_rate_50h120,0.37209302325581395,0.0,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,robustness,mean_after_cost_return,0.01491025553754078,0.009141299526198791,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,robustness,p05_after_cost_return,-0.0060845569264257994,0.012140859446665202,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,robustness,strict_big_winner_capture_rate_50h120,0.08661417322834646,0.06299212598425197,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,robustness,exposure_weighted_big_winner_capture_rate_50h120,0.08110236220472442,0.06299212598425197,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,robustness,partial_capture_rate_50h120,0.36220472440944884,0.0,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,train,mean_after_cost_return,0.013227994890086935,0.00037614848962180467,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,train,p05_after_cost_return,-0.01746472267798523,-0.014769952454876337,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,train,strict_big_winner_capture_rate_50h120,0.07027027027027027,0.03783783783783784,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,train,exposure_weighted_big_winner_capture_rate_50h120,0.0627027027027027,0.03783783783783784,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,train,partial_capture_rate_50h120,0.3945945945945946,0.0,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,validation,mean_after_cost_return,0.007328115413396726,-0.001263554273693776,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,validation,p05_after_cost_return,-0.013453130210107099,-0.005910534480440138,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,validation,strict_big_winner_capture_rate_50h120,0.06976744186046512,0.023255813953488372,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,validation,exposure_weighted_big_winner_capture_rate_50h120,0.053488372093023255,0.023255813953488372,False,diagnostic_only
winner_state_trailing_sensitivity,trailing_20,winner_state_trailing_sensitivity,,,validation,partial_capture_rate_50h120,0.37209302325581395,0.0,False,diagnostic_only
