selected_schedule_id,selected_variant_id,selection_split,selection_status,selected_from_primary_matrix,validation_objective_rank,validation_strict_big_winner_capture_rate_50h120_diff_vs_R03,validation_exposure_weighted_big_winner_capture_rate_50h120_diff_vs_R03,validation_p05_after_cost_return_diff_vs_R03,validation_mean_after_cost_return_diff_vs_R03,validation_exposure_day_multiple_vs_R03,materiality_guard_applied,winner_state_min_support_pass,robustness_gate_status,next_phase_proceed_status,recommendation
,,validation,failed_tail_risk,False,0,,,,,,False,False,not_evaluated,failed_tail_risk,reframe_EP2_as_risk_filter_overlay
