,,risk
excess_return_without_cost,mean,0.002087085210632885
excess_return_without_cost,std,0.010040958089632231
excess_return_without_cost,annualized_return,0.49672628013062664
excess_return_without_cost,information_ratio,3.206664359045052
excess_return_without_cost,max_drawdown,-0.0927307996457375
excess_return_with_cost,mean,0.0011639080926099336
excess_return_with_cost,std,0.010040320473130745
excess_return_with_cost,annualized_return,0.2770101260411642
excess_return_with_cost,information_ratio,1.7883791223802183
excess_return_with_cost,max_drawdown,-0.11676663948438418
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002764458365790279
strategy_return_without_cost,std,0.015168167667937327
strategy_return_without_cost,annualized_return,0.6579410910580864
strategy_return_without_cost,information_ratio,2.811676890962407
strategy_return_without_cost,max_drawdown,-0.16659849958645753
strategy_return_with_cost,mean,0.0018412812477673279
strategy_return_with_cost,std,0.015157130530514255
strategy_return_with_cost,annualized_return,0.438224936968624
strategy_return_with_cost,information_ratio,1.8740950691465543
strategy_return_with_cost,max_drawdown,-0.19344235909507176
