instrument,candidate_rows,member_rows,is_sh_lifetime_st_excluded,interval_rows,executable_rows_total
SH601139,0,0,False,5697,470682
SH601155,1143,1143,False,5697,470682
SH601156,0,0,False,5697,470682
SH601158,0,0,False,5697,470682
SH601162,178,178,False,5697,470682
SH601163,0,0,False,5697,470682
SH601166,822,822,False,5697,470682
SH601168,160,160,False,5697,470682
SH601169,2273,2273,False,5697,470682
SH601177,0,0,False,5697,470682
SH601179,99,99,False,5697,470682
SH601186,2281,2281,False,5697,470682
SH601187,0,0,False,5697,470682
SH601188,0,0,False,5697,470682
SH601198,105,105,False,5697,470682
SH601199,0,0,False,5697,470682
SH601200,0,0,False,5697,470682
SH601208,8,8,False,5697,470682
SH601211,968,968,False,5697,470682
SH601212,224,224,False,5697,470682
SH601216,142,142,False,5697,470682
SH601218,0,0,False,5697,470682
SH601222,0,0,False,5697,470682
SH601225,2273,2273,False,5697,470682
SH601226,0,0,False,5697,470682
SH601228,63,63,False,5697,470682
SH601229,855,855,False,5697,470682
SH601231,128,128,False,5697,470682
SH601233,235,235,False,5697,470682
SH601236,543,543,False,5697,470682
SH601238,778,778,False,5697,470682
SH601279,0,0,False,5697,470682
SH601288,2281,2281,False,5697,470682
SH601298,638,638,False,5697,470682
SH601311,0,0,False,5697,470682
SH601318,2281,2281,False,5697,470682
SH601319,1825,1825,False,5697,470682
SH601326,16,16,False,5697,470682
SH601328,2281,2281,False,5697,470682
SH601330,0,0,False,5697,470682
SH601333,0,0,False,5697,470682
SH601336,2281,2281,False,5697,470682
SH601339,0,0,False,5697,470682
SH601360,1914,1914,False,5697,470682
SH601366,0,0,False,5697,470682
SH601368,0,0,False,5697,470682
SH601369,0,0,False,5697,470682
SH601375,2,2,False,5697,470682
SH601377,1332,1332,False,5697,470682
SH601388,0,0,False,5697,470682
SH601390,2207,2207,False,5697,470682
SH601398,2281,2281,False,5697,470682
SH601399,0,0,False,5697,470682
SH601456,340,340,False,5697,470682
SH601500,0,0,False,5697,470682
SH601512,0,0,False,5697,470682
SH601515,0,0,False,5697,470682
SH601518,0,0,False,5697,470682
SH601519,0,0,False,5697,470682
SH601528,0,0,False,5697,470682
SH601555,16,16,False,5697,470682
SH601568,1,1,False,5697,470682
SH601567,7,7,False,5697,470682
SH601566,0,0,False,5697,470682
SH601577,0,0,False,5697,470682
SH601588,0,0,False,5697,470682
SH601579,0,0,False,5697,470682
SH601595,0,0,False,5697,470682
SH601598,9,9,False,5697,470682
SH601599,0,0,False,5697,470682
SH601601,2281,2281,False,5697,470682
SH601600,2103,2103,False,5697,470682
SH601606,3,3,False,5697,470682
SH601608,0,0,False,5697,470682
SH601607,787,787,False,5697,470682
SH601609,0,0,False,5697,470682
SH601611,19,19,False,5697,470682
SH601615,337,337,False,5697,470682
SH601616,0,0,False,5697,470682
SH601618,2280,2280,False,5697,470682
SH601619,0,0,False,5697,470682
SH601628,2281,2281,False,5697,470682
SH601636,0,0,False,5697,470682
SH601633,267,267,False,5697,470682
SH601658,1566,1566,False,5697,470682
SH601665,0,0,False,5697,470682
SH601666,0,0,False,5697,470682
SH601668,1919,1919,False,5697,470682
SH601669,2281,2281,False,5697,470682
SH601677,0,0,False,5697,470682
SH601678,0,0,False,5697,470682
SH601686,0,0,False,5697,470682
SH601688,2281,2281,False,5697,470682
SH601696,256,256,False,5697,470682
SH601689,1126,1126,False,5697,470682
SH601698,1365,1365,False,5697,470682
SH601699,408,408,False,5697,470682
SH601702,0,0,False,5697,470682
SH601700,0,0,False,5697,470682
SH601717,0,0,False,5697,470682
SH601718,0,0,False,5697,470682
SH601727,1654,1654,False,5697,470682
SH601728,1153,1153,False,5697,470682
SH601766,2281,2281,False,5697,470682
SH601777,98,98,False,5697,470682
SH601778,0,0,False,5697,470682
SH601788,2103,2103,False,5697,470682
SH601789,0,0,False,5697,470682
SH601798,0,0,False,5697,470682
SH601799,298,298,False,5697,470682
SH601800,2281,2281,False,5697,470682
SH601801,0,0,False,5697,470682
SH601808,2008,2008,False,5697,470682
SH601811,0,0,False,5697,470682
SH601816,1540,1540,False,5697,470682
SH601818,1287,1287,False,5697,470682
SH601827,0,0,False,5697,470682
SH601825,1154,1154,False,5697,470682
SH601828,133,133,False,5697,470682
SH601838,687,687,False,5697,470682
SH601858,0,0,False,5697,470682
SH601857,2281,2281,False,5697,470682
SH601860,0,0,False,5697,470682
SH601865,219,219,False,5697,470682
SH601866,17,17,False,5697,470682
SH601868,1128,1128,False,5697,470682
SH601869,182,182,False,5697,470682
SH601877,1521,1521,False,5697,470682
SH601872,761,761,False,5697,470682
SH601878,243,243,False,5697,470682
SH601880,0,0,False,5697,470682
SH601882,0,0,False,5697,470682
SH601881,883,883,False,5697,470682
SH601886,0,0,False,5697,470682
SH601888,2231,2231,False,5697,470682
SH601890,0,0,False,5697,470682
SH601898,2267,2267,False,5697,470682
SH601899,1055,1055,False,5697,470682
SH601900,0,0,False,5697,470682
SH601901,2139,2139,False,5697,470682
SH601908,0,0,False,5697,470682
SH601918,0,0,False,5697,470682
SH601916,1570,1570,False,5697,470682
SH601921,0,0,False,5697,470682
SH601919,544,544,False,5697,470682
SH601929,0,0,False,5697,470682
SH601928,0,0,False,5697,470682
SH601933,1101,1101,False,5697,470682
SH601939,2281,2281,False,5697,470682
SH601949,0,0,False,5697,470682
SH601952,0,0,False,5697,470682
SH601956,0,0,False,5697,470682
SH601958,109,109,False,5697,470682
SH601963,0,0,False,5697,470682
SH601965,0,0,False,5697,470682
SH601966,203,203,False,5697,470682
SH601968,0,0,False,5697,470682
SH601969,2,2,False,5697,470682
SH601975,0,0,False,5697,470682
SH601985,1425,1425,False,5697,470682
SH601990,60,60,False,5697,470682
SH601988,2281,2281,False,5697,470682
SH601991,1575,1575,False,5697,470682
SH601992,272,272,False,5697,470682
SH601995,1331,1331,False,5697,470682
SH601996,0,0,False,5697,470682
SH601997,0,0,False,5697,470682
SH601998,523,523,False,5697,470682
SH601999,0,0,False,5697,470682
SH603001,0,0,False,5697,470682
SH603000,0,0,False,5697,470682
SH603002,0,0,False,5697,470682
SH603004,0,0,False,5697,470682
SH603005,0,0,False,5697,470682
SH603006,0,0,False,5697,470682
SH603007,0,0,False,5697,470682
SH603008,0,0,False,5697,470682
SH603009,0,0,False,5697,470682
SH603010,0,0,False,5697,470682
SH603011,0,0,False,5697,470682
SH603012,0,0,False,5697,470682
SH603014,0,0,False,5697,470682
SH603013,0,0,False,5697,470682
SH603016,0,0,False,5697,470682
SH603015,0,0,False,5697,470682
SH603017,0,0,False,5697,470682
SH603018,0,0,False,5697,470682
SH603020,0,0,False,5697,470682
SH603019,879,879,False,5697,470682
SH603021,0,0,False,5697,470682
SH603022,0,0,False,5697,470682
SH603023,0,0,False,5697,470682
SH603025,0,0,False,5697,470682
SH603026,43,43,False,5697,470682
SH603027,0,0,False,5697,470682
SH603028,0,0,False,5697,470682
SH603029,0,0,False,5697,470682
SH603030,0,0,False,5697,470682
SH603031,0,0,False,5697,470682
SH603032,0,0,False,5697,470682
SH603033,0,0,False,5697,470682
SH603035,0,0,False,5697,470682
SH603036,0,0,False,5697,470682
SH603037,0,0,False,5697,470682
SH603038,0,0,False,5697,470682
SH603039,0,0,False,5697,470682
SH603040,0,0,False,5697,470682
SH603041,0,0,False,5697,470682
SH603042,0,0,False,5697,470682
SH603043,0,0,False,5697,470682
SH603045,0,0,False,5697,470682
SH603048,0,0,False,5697,470682
SH603049,21,21,False,5697,470682
SH603051,0,0,False,5697,470682
SH603050,0,0,False,5697,470682
SH603052,0,0,False,5697,470682
SH603053,0,0,False,5697,470682
SH603055,0,0,False,5697,470682
SH603057,0,0,False,5697,470682
SH603058,0,0,False,5697,470682
SH603059,0,0,False,5697,470682
SH603060,0,0,False,5697,470682
SH603061,0,0,False,5697,470682
SH603062,0,0,False,5697,470682
SH603063,0,0,False,5697,470682
SH603065,0,0,False,5697,470682
SH603066,0,0,False,5697,470682
SH603067,0,0,False,5697,470682
SH603068,0,0,False,5697,470682
SH603069,0,0,False,5697,470682
SH603070,0,0,False,5697,470682
SH603071,0,0,False,5697,470682
SH603072,0,0,False,5697,470682
SH603073,0,0,False,5697,470682
SH603075,0,0,False,5697,470682
SH603076,0,0,False,5697,470682
SH603077,0,0,False,5697,470682
SH603078,0,0,False,5697,470682
SH603079,0,0,False,5697,470682
SH603080,0,0,False,5697,470682
SH603081,0,0,False,5697,470682
SH603082,0,0,False,5697,470682
SH603083,28,28,False,5697,470682
SH603085,0,0,False,5697,470682
SH603086,0,0,False,5697,470682
SH603087,219,219,False,5697,470682
SH603088,0,0,False,5697,470682
SH603089,0,0,False,5697,470682
SH603091,0,0,False,5697,470682
SH603090,0,0,False,5697,470682
SH603092,0,0,False,5697,470682
SH603093,0,0,False,5697,470682
SH603095,0,0,False,5697,470682
SH603096,0,0,False,5697,470682
SH603097,0,0,False,5697,470682
SH603098,0,0,False,5697,470682
SH603099,0,0,False,5697,470682
SH603100,0,0,False,5697,470682
SH603101,0,0,False,5697,470682
SH603102,0,0,False,5697,470682
SH603103,0,0,False,5697,470682
SH603105,0,0,False,5697,470682
SH603106,0,0,False,5697,470682
SH603107,0,0,False,5697,470682
SH603109,0,0,False,5697,470682
SH603108,0,0,False,5697,470682
SH603110,0,0,False,5697,470682
SH603112,0,0,False,5697,470682
SH603111,0,0,False,5697,470682
SH603113,0,0,False,5697,470682
SH603115,0,0,False,5697,470682
SH603116,0,0,False,5697,470682
SH603117,0,0,False,5697,470682
SH603118,0,0,False,5697,470682
SH603119,0,0,False,5697,470682
SH603120,0,0,False,5697,470682
SH603122,0,0,False,5697,470682
SH603121,0,0,False,5697,470682
SH603123,0,0,False,5697,470682
SH603124,0,0,False,5697,470682
SH603125,0,0,False,5697,470682
SH603128,0,0,False,5697,470682
SH603126,0,0,False,5697,470682
SH603127,93,93,False,5697,470682
SH603129,0,0,False,5697,470682
SH603130,0,0,False,5697,470682
SH603131,0,0,False,5697,470682
SH603132,0,0,False,5697,470682
SH603135,0,0,False,5697,470682
SH603137,0,0,False,5697,470682
SH603136,0,0,False,5697,470682
SH603138,0,0,False,5697,470682
SH603150,0,0,False,5697,470682
SH603139,0,0,False,5697,470682
SH603151,0,0,False,5697,470682
SH603153,0,0,False,5697,470682
SH603155,0,0,False,5697,470682
SH603156,40,40,False,5697,470682
SH603159,0,0,False,5697,470682
SH603158,0,0,False,5697,470682
SH603161,0,0,False,5697,470682
SH603160,27,27,False,5697,470682
SH603162,0,0,False,5697,470682
SH603163,0,0,False,5697,470682
SH603165,0,0,False,5697,470682
SH603166,0,0,False,5697,470682
SH603167,0,0,False,5697,470682
SH603168,0,0,False,5697,470682
SH603169,0,0,False,5697,470682
SH603170,0,0,False,5697,470682
SH603172,0,0,False,5697,470682
SH603171,0,0,False,5697,470682
SH603175,0,0,False,5697,470682
SH603173,0,0,False,5697,470682
SH603176,0,0,False,5697,470682
SH603177,0,0,False,5697,470682
SH603178,0,0,False,5697,470682
SH603179,3,3,False,5697,470682
SH603180,0,0,False,5697,470682
SH603181,0,0,False,5697,470682
SH603182,0,0,False,5697,470682
SH603183,0,0,False,5697,470682
SH603185,106,106,False,5697,470682
SH603186,0,0,False,5697,470682
SH603187,0,0,False,5697,470682
SH603188,0,0,False,5697,470682
SH603189,0,0,False,5697,470682
SH603190,0,0,False,5697,470682
SH603191,0,0,False,5697,470682
SH603192,0,0,False,5697,470682
SH603193,0,0,False,5697,470682
SH603194,0,0,False,5697,470682
SH603195,706,706,False,5697,470682
SH603196,0,0,False,5697,470682
SH603197,0,0,False,5697,470682
SH603198,363,363,False,5697,470682
SH603199,0,0,False,5697,470682
SH603200,0,0,False,5697,470682
SH603202,0,0,False,5697,470682
SH603201,0,0,False,5697,470682
SH603205,0,0,False,5697,470682
SH603203,0,0,False,5697,470682
SH603206,0,0,False,5697,470682
SH603207,0,0,False,5697,470682
SH603208,0,0,False,5697,470682
SH603209,0,0,False,5697,470682
SH603210,0,0,False,5697,470682
SH603211,0,0,False,5697,470682
SH603212,0,0,False,5697,470682
SH603213,0,0,False,5697,470682
SH603214,0,0,False,5697,470682
SH603215,0,0,False,5697,470682
SH603216,0,0,False,5697,470682
SH603217,0,0,False,5697,470682
SH603218,0,0,False,5697,470682
SH603219,0,0,False,5697,470682
SH603220,0,0,False,5697,470682
SH603221,0,0,False,5697,470682
SH603222,0,0,False,5697,470682
SH603223,0,0,False,5697,470682
SH603225,0,0,False,5697,470682
SH603226,0,0,False,5697,470682
SH603227,0,0,False,5697,470682
SH603228,206,206,False,5697,470682
SH603230,0,0,False,5697,470682
SH603229,0,0,False,5697,470682
SH603231,0,0,False,5697,470682
SH603232,0,0,False,5697,470682
SH603233,0,0,False,5697,470682
SH603235,0,0,False,5697,470682
SH603236,0,0,False,5697,470682
SH603237,0,0,False,5697,470682
SH603238,0,0,False,5697,470682
SH603239,0,0,False,5697,470682
SH603248,0,0,False,5697,470682
SH603255,0,0,False,5697,470682
SH603256,70,70,False,5697,470682
SH603257,0,0,False,5697,470682
SH603258,0,0,False,5697,470682
SH603259,497,497,False,5697,470682
SH603261,0,0,False,5697,470682
SH603260,1236,1236,False,5697,470682
SH603262,0,0,False,5697,470682
SH603266,0,0,False,5697,470682
SH603267,0,0,False,5697,470682
SH603268,158,158,False,5697,470682
SH603269,0,0,False,5697,470682
SH603270,0,0,False,5697,470682
SH603271,0,0,False,5697,470682
SH603272,0,0,False,5697,470682
SH603273,0,0,False,5697,470682
SH603275,0,0,False,5697,470682
SH603276,0,0,False,5697,470682
SH603278,0,0,False,5697,470682
SH603277,0,0,False,5697,470682
SH603279,0,0,False,5697,470682
SH603280,0,0,False,5697,470682
SH603281,0,0,False,5697,470682
SH603282,0,0,False,5697,470682
SH603283,0,0,False,5697,470682
SH603284,0,0,False,5697,470682
SH603285,0,0,False,5697,470682
SH603286,0,0,False,5697,470682
SH603289,0,0,False,5697,470682
SH603288,2281,2281,False,5697,470682
SH603290,314,314,False,5697,470682
SH603293,0,0,False,5697,470682
SH603291,0,0,False,5697,470682
SH603296,501,501,False,5697,470682
SH603297,0,0,False,5697,470682
SH603298,0,0,False,5697,470682
SH603299,0,0,False,5697,470682
SH603300,0,0,False,5697,470682
SH603301,0,0,False,5697,470682
SH603303,0,0,False,5697,470682
SH603305,0,0,False,5697,470682
SH603306,0,0,False,5697,470682
SH603307,0,0,False,5697,470682
SH603308,15,15,False,5697,470682
SH603309,0,0,False,5697,470682
SH603310,0,0,False,5697,470682
SH603311,0,0,False,5697,470682
SH603312,0,0,False,5697,470682
SH603313,0,0,False,5697,470682
SH603315,0,0,False,5697,470682
SH603316,0,0,False,5697,470682
SH603317,0,0,False,5697,470682
SH603318,0,0,False,5697,470682
SH603319,0,0,False,5697,470682
SH603320,0,0,False,5697,470682
SH603321,0,0,False,5697,470682
SH603322,0,0,False,5697,470682
SH603323,0,0,False,5697,470682
SH603325,0,0,False,5697,470682
SH603324,0,0,False,5697,470682
SH603326,0,0,False,5697,470682
SH603327,0,0,False,5697,470682
SH603328,0,0,False,5697,470682
SH603329,0,0,False,5697,470682
SH603330,0,0,False,5697,470682
SH603331,0,0,False,5697,470682
SH603332,0,0,False,5697,470682
SH603333,0,0,False,5697,470682
SH603334,0,0,False,5697,470682
SH603335,0,0,False,5697,470682
SH603336,0,0,False,5697,470682
SH603337,0,0,False,5697,470682
SH603338,81,81,False,5697,470682
SH603339,0,0,False,5697,470682
SH603344,0,0,False,5697,470682
SH603341,0,0,False,5697,470682
SH603345,100,100,False,5697,470682
SH603348,0,0,False,5697,470682
SH603350,0,0,False,5697,470682
SH603351,0,0,False,5697,470682
SH603352,0,0,False,5697,470682
SH603353,0,0,False,5697,470682
SH603355,0,0,False,5697,470682
SH603356,0,0,False,5697,470682
SH603357,0,0,False,5697,470682
SH603359,0,0,False,5697,470682
SH603358,0,0,False,5697,470682
SH603360,0,0,False,5697,470682
SH603363,0,0,False,5697,470682
SH603366,0,0,False,5697,470682
SH603365,0,0,False,5697,470682
SH603367,0,0,False,5697,470682
SH603368,0,0,False,5697,470682
SH603370,0,0,False,5697,470682
SH603373,0,0,False,5697,470682
SH603369,1200,1200,False,5697,470682
SH603375,0,0,False,5697,470682
SH603376,0,0,False,5697,470682
SH603377,0,0,False,5697,470682
SH603378,0,0,False,5697,470682
SH603379,0,0,False,5697,470682
SH603380,0,0,False,5697,470682
SH603381,0,0,False,5697,470682
SH603382,0,0,False,5697,470682
SH603383,0,0,False,5697,470682
SH603385,0,0,False,5697,470682
SH603386,0,0,False,5697,470682
SH603387,0,0,False,5697,470682
SH603389,0,0,False,5697,470682
SH603390,0,0,False,5697,470682
SH603391,0,0,False,5697,470682
SH603395,0,0,False,5697,470682
SH603393,0,0,False,5697,470682
SH603392,1417,1417,False,5697,470682
SH603396,0,0,False,5697,470682
SH603399,0,0,False,5697,470682
SH603398,0,0,False,5697,470682
SH603400,0,0,False,5697,470682
SH603402,0,0,False,5697,470682
SH603406,0,0,False,5697,470682
SH603407,0,0,False,5697,470682
SH603409,0,0,False,5697,470682
SH603408,0,0,False,5697,470682
SH603416,0,0,False,5697,470682
SH603418,0,0,False,5697,470682
SH603421,0,0,False,5697,470682
SH603435,1,1,False,5697,470682
SH603429,0,0,False,5697,470682
SH603439,0,0,False,5697,470682
SH603444,0,0,False,5697,470682
SH603456,4,4,False,5697,470682
SH603459,21,21,False,5697,470682
SH603458,0,0,False,5697,470682
SH603466,0,0,False,5697,470682
SH603477,0,0,False,5697,470682
SH603486,59,59,False,5697,470682
SH603488,0,0,False,5697,470682
SH603489,0,0,False,5697,470682
SH603496,0,0,False,5697,470682
SH603499,0,0,False,5697,470682
SH603500,0,0,False,5697,470682
SH603501,222,222,False,5697,470682
SH603505,0,0,False,5697,470682
SH603506,0,0,False,5697,470682
SH603507,0,0,False,5697,470682
SH603508,0,0,False,5697,470682
SH603511,0,0,False,5697,470682
SH603515,0,0,False,5697,470682
SH603516,4,4,False,5697,470682
SH603517,112,112,False,5697,470682
SH603518,0,0,False,5697,470682
SH603519,0,0,False,5697,470682
SH603520,0,0,False,5697,470682
SH603527,0,0,False,5697,470682
SH603528,0,0,False,5697,470682
SH603529,0,0,False,5697,470682
SH603530,0,0,False,5697,470682
SH603533,0,0,False,5697,470682
SH603535,0,0,False,5697,470682
SH603536,0,0,False,5697,470682
SH603551,0,0,False,5697,470682
SH603538,0,0,False,5697,470682
SH603557,0,0,False,5697,470682
SH603556,0,0,False,5697,470682
SH603558,0,0,False,5697,470682
SH603559,0,0,False,5697,470682
SH603565,0,0,False,5697,470682
SH603566,0,0,False,5697,470682
SH603567,0,0,False,5697,470682
SH603568,22,22,False,5697,470682
SH603569,0,0,False,5697,470682
SH603577,0,0,False,5697,470682
SH603578,0,0,False,5697,470682
SH603579,0,0,False,5697,470682
SH603580,0,0,False,5697,470682
SH603583,0,0,False,5697,470682
SH603585,0,0,False,5697,470682
SH603586,0,0,False,5697,470682
SH603587,0,0,False,5697,470682
SH603588,0,0,False,5697,470682
SH603589,3,3,False,5697,470682
SH603590,0,0,False,5697,470682
SH603596,0,0,False,5697,470682
SH603595,0,0,False,5697,470682
SH603598,0,0,False,5697,470682
SH603599,0,0,False,5697,470682
SH603600,0,0,False,5697,470682
SH603601,0,0,False,5697,470682
SH603602,0,0,False,5697,470682
SH603605,0,0,False,5697,470682
SH603606,92,92,False,5697,470682
SH603607,0,0,False,5697,470682
SH603608,0,0,False,5697,470682
SH603609,0,0,False,5697,470682
SH603610,0,0,False,5697,470682
SH603611,0,0,False,5697,470682
SH603612,0,0,False,5697,470682
SH603613,78,78,False,5697,470682
SH603615,0,0,False,5697,470682
SH603616,0,0,False,5697,470682
SH603617,0,0,False,5697,470682
SH603619,0,0,False,5697,470682
SH603618,0,0,False,5697,470682
SH603628,0,0,False,5697,470682
SH603626,0,0,False,5697,470682
SH603629,6,6,False,5697,470682
SH603630,0,0,False,5697,470682
SH603633,0,0,False,5697,470682
SH603636,0,0,False,5697,470682
SH603637,0,0,False,5697,470682
SH603638,0,0,False,5697,470682
SH603639,0,0,False,5697,470682
SH603648,0,0,False,5697,470682
SH603650,0,0,False,5697,470682
SH603655,0,0,False,5697,470682
SH603656,0,0,False,5697,470682
SH603657,0,0,False,5697,470682
SH603658,290,290,False,5697,470682
SH603659,795,795,False,5697,470682
SH603660,0,0,False,5697,470682
SH603661,0,0,False,5697,470682
SH603662,0,0,False,5697,470682
SH603663,0,0,False,5697,470682
SH603665,0,0,False,5697,470682
SH603666,0,0,False,5697,470682
SH603667,0,0,False,5697,470682
SH603668,0,0,False,5697,470682
SH603669,0,0,False,5697,470682
SH603676,0,0,False,5697,470682
SH603677,0,0,False,5697,470682
SH603678,0,0,False,5697,470682
SH603679,0,0,False,5697,470682
SH603680,0,0,False,5697,470682
SH603681,0,0,False,5697,470682
SH603682,0,0,False,5697,470682
SH603683,0,0,False,5697,470682
SH603685,0,0,False,5697,470682
SH603686,0,0,False,5697,470682
SH603687,0,0,False,5697,470682
SH603688,46,46,False,5697,470682
SH603689,0,0,False,5697,470682
SH603690,0,0,False,5697,470682
SH603693,0,0,False,5697,470682
SH603696,0,0,False,5697,470682
SH603697,0,0,False,5697,470682
SH603698,0,0,False,5697,470682
SH603699,5,5,False,5697,470682
SH603701,0,0,False,5697,470682
SH603700,0,0,False,5697,470682
SH603703,0,0,False,5697,470682
SH603706,0,0,False,5697,470682
SH603707,25,25,False,5697,470682
SH603708,0,0,False,5697,470682
SH603709,0,0,False,5697,470682
SH603711,0,0,False,5697,470682
SH603712,0,0,False,5697,470682
SH603713,0,0,False,5697,470682
SH603716,0,0,False,5697,470682
SH603717,0,0,False,5697,470682
SH603718,0,0,False,5697,470682
SH603719,0,0,False,5697,470682
SH603721,0,0,False,5697,470682
SH603722,0,0,False,5697,470682
SH603725,0,0,False,5697,470682
SH603726,0,0,False,5697,470682
SH603727,0,0,False,5697,470682
SH603729,0,0,False,5697,470682
SH603728,0,0,False,5697,470682
SH603730,0,0,False,5697,470682
SH603733,0,0,False,5697,470682
SH603738,0,0,False,5697,470682
SH603737,135,135,False,5697,470682
SH603739,0,0,False,5697,470682
SH603755,0,0,False,5697,470682
SH603757,0,0,False,5697,470682
SH603758,0,0,False,5697,470682
SH603759,0,0,False,5697,470682
SH603766,0,0,False,5697,470682
SH603767,0,0,False,5697,470682
SH603768,0,0,False,5697,470682
SH603773,0,0,False,5697,470682
SH603776,0,0,False,5697,470682
SH603777,0,0,False,5697,470682
SH603778,0,0,False,5697,470682
SH603779,0,0,False,5697,470682
SH603786,0,0,False,5697,470682
SH603787,0,0,False,5697,470682
SH603788,0,0,False,5697,470682
SH603789,0,0,False,5697,470682
SH603790,0,0,False,5697,470682
SH603797,0,0,False,5697,470682
SH603798,0,0,False,5697,470682
SH603799,404,404,False,5697,470682
SH603800,0,0,False,5697,470682
SH603801,0,0,False,5697,470682
SH603803,0,0,False,5697,470682
SH603808,0,0,False,5697,470682
SH603806,604,604,False,5697,470682
SH603809,0,0,False,5697,470682
SH603810,0,0,False,5697,470682
SH603811,0,0,False,5697,470682
SH603813,0,0,False,5697,470682
SH603815,0,0,False,5697,470682
SH603816,71,71,False,5697,470682
SH603817,0,0,False,5697,470682
SH603818,0,0,False,5697,470682
SH603819,0,0,False,5697,470682
SH603822,0,0,False,5697,470682
SH603823,0,0,False,5697,470682
SH603825,0,0,False,5697,470682
SH603826,0,0,False,5697,470682
SH603828,0,0,False,5697,470682
SH603829,0,0,False,5697,470682
SH603836,0,0,False,5697,470682
SH603833,764,764,False,5697,470682
SH603838,0,0,False,5697,470682
SH603839,0,0,False,5697,470682
SH603843,0,0,False,5697,470682
SH603848,0,0,False,5697,470682
SH603855,0,0,False,5697,470682
SH603856,0,0,False,5697,470682
SH603858,103,103,False,5697,470682
SH603859,0,0,False,5697,470682
SH603860,0,0,False,5697,470682
SH603861,0,0,False,5697,470682
SH603863,0,0,False,5697,470682
SH603866,0,0,False,5697,470682
SH603867,0,0,False,5697,470682
SH603868,0,0,False,5697,470682
SH603869,0,0,False,5697,470682
SH603871,0,0,False,5697,470682
SH603876,0,0,False,5697,470682
SH603877,0,0,False,5697,470682
SH603878,0,0,False,5697,470682
SH603879,0,0,False,5697,470682
SH603880,0,0,False,5697,470682
SH603881,0,0,False,5697,470682
SH603882,212,212,False,5697,470682
SH603883,0,0,False,5697,470682
SH603885,0,0,False,5697,470682
SH603886,0,0,False,5697,470682
SH603887,0,0,False,5697,470682
SH603888,0,0,False,5697,470682
SH603889,0,0,False,5697,470682
SH603890,0,0,False,5697,470682
SH603893,333,333,False,5697,470682
SH603896,0,0,False,5697,470682
SH603895,0,0,False,5697,470682
SH603897,0,0,False,5697,470682
SH603898,0,0,False,5697,470682
SH603899,452,452,False,5697,470682
SH603900,0,0,False,5697,470682
SH603901,0,0,False,5697,470682
SH603903,0,0,False,5697,470682
SH603906,0,0,False,5697,470682
SH603908,0,0,False,5697,470682
SH603909,0,0,False,5697,470682
SH603912,0,0,False,5697,470682
SH603915,0,0,False,5697,470682
SH603916,0,0,False,5697,470682
SH603917,0,0,False,5697,470682
SH603918,0,0,False,5697,470682
SH603919,0,0,False,5697,470682
SH603920,2,2,False,5697,470682
SH603922,0,0,False,5697,470682
SH603926,0,0,False,5697,470682
SH603927,0,0,False,5697,470682
SH603928,0,0,False,5697,470682
SH603929,0,0,False,5697,470682
SH603931,0,0,False,5697,470682
SH603933,0,0,False,5697,470682
SH603936,0,0,False,5697,470682
SH603937,0,0,False,5697,470682
SH603938,0,0,False,5697,470682
SH603939,0,0,False,5697,470682
SH603948,0,0,False,5697,470682
SH603949,0,0,False,5697,470682
SH603950,0,0,False,5697,470682
SH603955,0,0,False,5697,470682
SH603958,0,0,False,5697,470682
SH603956,0,0,False,5697,470682
SH603959,0,0,False,5697,470682
SH603960,0,0,False,5697,470682
SH603966,0,0,False,5697,470682
SH603967,0,0,False,5697,470682
SH603968,0,0,False,5697,470682
SH603970,0,0,False,5697,470682
SH603969,0,0,False,5697,470682
SH603976,0,0,False,5697,470682
SH603978,0,0,False,5697,470682
SH603977,0,0,False,5697,470682
SH603979,4,4,False,5697,470682
SH603980,0,0,False,5697,470682
SH603982,0,0,False,5697,470682
SH603983,0,0,False,5697,470682
SH603985,0,0,False,5697,470682
SH603987,0,0,False,5697,470682
SH603986,671,671,False,5697,470682
SH603988,0,0,False,5697,470682
SH603990,0,0,False,5697,470682
SH603989,0,0,False,5697,470682
SH603991,0,0,False,5697,470682
SH603992,0,0,False,5697,470682
SH603993,2281,2281,False,5697,470682
SH603995,0,0,False,5697,470682
SH603997,0,0,False,5697,470682
SH603998,0,0,False,5697,470682
SH603999,0,0,False,5697,470682
SH605001,0,0,False,5697,470682
SH605003,0,0,False,5697,470682
SH605005,0,0,False,5697,470682
SH605006,0,0,False,5697,470682
SH605007,0,0,False,5697,470682
SH605008,0,0,False,5697,470682
SH605009,0,0,False,5697,470682
SH605011,0,0,False,5697,470682
SH605016,0,0,False,5697,470682
SH605018,0,0,False,5697,470682
SH605020,0,0,False,5697,470682
SH605028,0,0,False,5697,470682
SH605033,0,0,False,5697,470682
SH605050,0,0,False,5697,470682
SH605055,0,0,False,5697,470682
SH605056,0,0,False,5697,470682
SH605058,0,0,False,5697,470682
SH605060,0,0,False,5697,470682
SH605066,0,0,False,5697,470682
SH605068,0,0,False,5697,470682
SH605069,0,0,False,5697,470682
SH605077,0,0,False,5697,470682
SH605080,0,0,False,5697,470682
SH605081,0,0,False,5697,470682
SH605086,0,0,False,5697,470682
SH605088,0,0,False,5697,470682
SH605089,0,0,False,5697,470682
SH605090,0,0,False,5697,470682
SH605098,0,0,False,5697,470682
SH605099,0,0,False,5697,470682
SH605100,0,0,False,5697,470682
