population_id,baseline_role,scope_id,slice_type,split,board_bucket,primary_family_id,calendar_year,horizon_sessions,lower_barrier_pct,event_n,entry_blocked_n,censored_n,complete_executable_event_n,fast_fail_n,fast_fail_rate,no_fast_fail_n,no_fast_fail_rate,median_time_to_fast_fail_sessions,p75_time_to_fast_fail_sessions,label_status,diagnostic_only_flag,seed
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,10,-0.1,2151.0,0.0,0.0,2151.0,304.0,0.1413296141329614,1847.0,0.8586703858670386,7.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,10,-0.12,2151.0,0.0,0.0,2151.0,169.0,0.07856810785681079,1982.0,0.9214318921431892,7.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,10,-0.15,2151.0,0.0,0.0,2151.0,74.0,0.034402603440260346,2077.0,0.9655973965597396,8.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,10,-0.2,2151.0,0.0,0.0,2151.0,21.0,0.009762900976290097,2130.0,0.9902370990237099,9.0,10.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,20,-0.06,2151.0,0.0,0.0,2151.0,1174.0,0.5457926545792655,977.0,0.4542073454207345,7.0,12.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,20,-0.08,2151.0,0.0,0.0,2151.0,902.0,0.4193398419339842,1249.0,0.5806601580660158,10.0,14.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,20,-0.1,2151.0,0.0,0.0,2151.0,660.0,0.3068340306834031,1491.0,0.6931659693165969,11.0,15.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,20,-0.12,2151.0,0.0,0.0,2151.0,466.0,0.21664342166434217,1685.0,0.7833565783356579,13.0,16.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,20,-0.15,2151.0,0.0,0.0,2151.0,260.0,0.12087401208740121,1891.0,0.8791259879125988,14.0,17.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_split,split,validation,all,all,all,20,-0.2,2151.0,0.0,0.0,2151.0,81.0,0.03765690376569038,2070.0,0.9623430962343096,15.0,18.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,10,-0.06,3115.0,0.0,0.0,3115.0,1576.0,0.5059390048154093,1539.0,0.4940609951845907,4.0,6.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,10,-0.08,3115.0,0.0,0.0,3115.0,1163.0,0.37335473515248796,1952.0,0.626645264847512,4.0,7.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,10,-0.1,3115.0,0.0,0.0,3115.0,841.0,0.269983948635634,2274.0,0.730016051364366,5.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,10,-0.12,3115.0,0.0,0.0,3115.0,578.0,0.185553772070626,2537.0,0.814446227929374,5.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,10,-0.15,3115.0,0.0,0.0,3115.0,353.0,0.11332263242375602,2762.0,0.8866773675762439,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,10,-0.2,3115.0,0.0,0.0,3115.0,147.0,0.04719101123595506,2968.0,0.952808988764045,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,20,-0.06,3115.0,0.0,0.0,3115.0,1980.0,0.6356340288924559,1135.0,0.3643659711075441,5.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,20,-0.08,3115.0,0.0,0.0,3115.0,1667.0,0.5351524879614767,1448.0,0.46484751203852326,7.0,12.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,20,-0.1,3115.0,0.0,0.0,3115.0,1343.0,0.43113964686998396,1772.0,0.568860353130016,8.0,13.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,20,-0.12,3115.0,0.0,0.0,3115.0,1062.0,0.34093097913322634,2053.0,0.6590690208667737,10.0,14.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,20,-0.15,3115.0,0.0,0.0,3115.0,721.0,0.23146067415730337,2394.0,0.7685393258426967,11.0,15.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,chinext,all,all,20,-0.2,3115.0,0.0,0.0,3115.0,353.0,0.11332263242375602,2762.0,0.8866773675762439,13.0,17.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,10,-0.06,11998.0,0.0,0.0,11998.0,4336.0,0.3613935655942657,7662.0,0.6386064344057343,4.0,7.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,10,-0.08,11998.0,0.0,0.0,11998.0,2982.0,0.2485414235705951,9016.0,0.7514585764294048,5.0,7.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,10,-0.1,11998.0,0.0,0.0,11998.0,2009.0,0.1674445740956826,9989.0,0.8325554259043174,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,10,-0.12,11998.0,0.0,0.0,11998.0,1379.0,0.11493582263710618,10619.0,0.8850641773628938,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,10,-0.15,11998.0,0.0,0.0,11998.0,765.0,0.06376062677112852,11233.0,0.9362393732288715,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,10,-0.2,11998.0,0.0,0.0,11998.0,254.0,0.021170195032505418,11744.0,0.9788298049674946,7.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,20,-0.06,11998.0,0.0,0.0,11998.0,6098.0,0.5082513752292048,5900.0,0.4917486247707952,6.0,11.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,20,-0.08,11998.0,0.0,0.0,11998.0,4732.0,0.3943990665110852,7266.0,0.6056009334889147,8.0,13.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,20,-0.1,11998.0,0.0,0.0,11998.0,3585.0,0.2987997999666611,8413.0,0.7012002000333388,9.0,14.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,20,-0.12,11998.0,0.0,0.0,11998.0,2730.0,0.22753792298716452,9268.0,0.7724620770128354,10.0,15.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,20,-0.15,11998.0,0.0,0.0,11998.0,1740.0,0.14502417069511586,10258.0,0.8549758293048841,12.0,16.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_board,board,all,main_board,all,all,20,-0.2,11998.0,0.0,0.0,11998.0,707.0,0.058926487747957994,11291.0,0.941073512252042,12.0,17.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,10,-0.06,344.0,0.0,0.0,344.0,221.0,0.6424418604651163,123.0,0.3575581395348837,5.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,10,-0.08,344.0,0.0,0.0,344.0,187.0,0.5436046511627907,157.0,0.45639534883720934,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,10,-0.1,344.0,0.0,0.0,344.0,151.0,0.438953488372093,193.0,0.561046511627907,7.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,10,-0.12,344.0,0.0,0.0,344.0,122.0,0.3546511627906977,222.0,0.6453488372093024,7.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,10,-0.15,344.0,0.0,0.0,344.0,80.0,0.23255813953488372,264.0,0.7674418604651163,8.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,10,-0.2,344.0,0.0,0.0,344.0,31.0,0.09011627906976744,313.0,0.9098837209302326,8.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,20,-0.06,344.0,0.0,0.0,344.0,318.0,0.9244186046511628,26.0,0.07558139534883723,7.5,11.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,20,-0.08,344.0,0.0,0.0,344.0,291.0,0.8459302325581395,53.0,0.15406976744186052,8.0,12.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,20,-0.1,344.0,0.0,0.0,344.0,262.0,0.7616279069767442,82.0,0.2383720930232558,9.0,14.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,20,-0.12,344.0,0.0,0.0,344.0,231.0,0.6715116279069767,113.0,0.3284883720930233,10.0,15.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,20,-0.15,344.0,0.0,0.0,344.0,168.0,0.4883720930232558,176.0,0.5116279069767442,11.0,15.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2018,20,-0.2,344.0,0.0,0.0,344.0,74.0,0.21511627906976744,270.0,0.7848837209302326,11.0,16.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,10,-0.06,2189.0,0.0,0.0,2189.0,730.0,0.3334856098675194,1459.0,0.6665143901324806,4.0,6.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,10,-0.08,2189.0,0.0,0.0,2189.0,470.0,0.2147099132023755,1719.0,0.7852900867976245,5.0,7.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,10,-0.1,2189.0,0.0,0.0,2189.0,315.0,0.1439013248058474,1874.0,0.8560986751941526,5.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,10,-0.12,2189.0,0.0,0.0,2189.0,218.0,0.09958885335769758,1971.0,0.9004111466423024,6.0,8.75,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,10,-0.15,2189.0,0.0,0.0,2189.0,121.0,0.05527638190954774,2068.0,0.9447236180904522,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,10,-0.2,2189.0,0.0,0.0,2189.0,36.0,0.01644586569209685,2153.0,0.9835541343079032,7.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,20,-0.06,2189.0,0.0,0.0,2189.0,1062.0,0.485153037916857,1127.0,0.5148469620831431,6.0,13.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,20,-0.08,2189.0,0.0,0.0,2189.0,812.0,0.37094563727729557,1377.0,0.6290543627227044,9.0,15.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,20,-0.1,2189.0,0.0,0.0,2189.0,621.0,0.28369118318867065,1568.0,0.7163088168113294,10.0,16.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,20,-0.12,2189.0,0.0,0.0,2189.0,487.0,0.2224760164458657,1702.0,0.7775239835541343,12.0,17.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,20,-0.15,2189.0,0.0,0.0,2189.0,324.0,0.14801279122887162,1865.0,0.8519872087711284,13.0,17.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2019,20,-0.2,2189.0,0.0,0.0,2189.0,144.0,0.0657834627683874,2045.0,0.9342165372316126,14.0,18.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,10,-0.06,3083.0,0.0,0.0,3083.0,1415.0,0.4589685371391502,1668.0,0.5410314628608498,4.0,6.5,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,10,-0.08,3083.0,0.0,0.0,3083.0,1063.0,0.34479403178722023,2020.0,0.6552059682127798,5.0,7.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,10,-0.1,3083.0,0.0,0.0,3083.0,754.0,0.2445669802140772,2329.0,0.7554330197859228,5.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,10,-0.12,3083.0,0.0,0.0,3083.0,524.0,0.16996432046707752,2559.0,0.8300356795329225,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,10,-0.15,3083.0,0.0,0.0,3083.0,301.0,0.09763217645150828,2782.0,0.9023678235484918,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,10,-0.2,3083.0,0.0,0.0,3083.0,110.0,0.03567953292247811,2973.0,0.9643204670775218,7.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,20,-0.06,3083.0,0.0,0.0,3083.0,1786.0,0.5793058709049627,1297.0,0.42069412909503734,5.0,10.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,20,-0.08,3083.0,0.0,0.0,3083.0,1469.0,0.47648394421018486,1614.0,0.5235160557898151,6.0,11.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,20,-0.1,3083.0,0.0,0.0,3083.0,1164.0,0.3775543301978592,1919.0,0.6224456698021408,8.0,13.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,20,-0.12,3083.0,0.0,0.0,3083.0,902.0,0.29257216996432045,2181.0,0.7074278300356796,9.0,13.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,20,-0.15,3083.0,0.0,0.0,3083.0,610.0,0.1978592280246513,2473.0,0.8021407719753487,11.0,14.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2020,20,-0.2,3083.0,0.0,0.0,3083.0,258.0,0.08368472267272138,2825.0,0.9163152773272786,11.0,15.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,10,-0.06,2687.0,0.0,0.0,2687.0,1284.0,0.47785634536657984,1403.0,0.5221436546334202,3.0,6.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,10,-0.08,2687.0,0.0,0.0,2687.0,964.0,0.35876442128768143,1723.0,0.6412355787123185,4.0,7.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,10,-0.1,2687.0,0.0,0.0,2687.0,695.0,0.25865277260885744,1992.0,0.7413472273911426,5.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,10,-0.12,2687.0,0.0,0.0,2687.0,493.0,0.18347599553405286,2194.0,0.8165240044659472,5.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,10,-0.15,2687.0,0.0,0.0,2687.0,294.0,0.10941570524748791,2393.0,0.8905842947525121,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,10,-0.2,2687.0,0.0,0.0,2687.0,118.0,0.04391514700409378,2569.0,0.9560848529959062,7.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,20,-0.06,2687.0,0.0,0.0,2687.0,1646.0,0.6125790844808336,1041.0,0.38742091551916635,5.0,10.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,20,-0.08,2687.0,0.0,0.0,2687.0,1378.0,0.5128395980647562,1309.0,0.4871604019352438,7.0,12.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,20,-0.1,2687.0,0.0,0.0,2687.0,1133.0,0.42165984369184967,1554.0,0.5783401563081503,8.0,13.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,20,-0.12,2687.0,0.0,0.0,2687.0,925.0,0.3442500930405657,1762.0,0.6557499069594344,10.0,14.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,20,-0.15,2687.0,0.0,0.0,2687.0,623.0,0.23185708969110533,2064.0,0.7681429103088947,11.0,15.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2021,20,-0.2,2687.0,0.0,0.0,2687.0,308.0,0.1146259769259397,2379.0,0.8853740230740603,13.0,17.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2022,10,-0.06,749.0,0.0,0.0,749.0,340.0,0.4539385847797063,409.0,0.5460614152202937,5.0,7.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2022,10,-0.08,749.0,0.0,0.0,749.0,236.0,0.315086782376502,513.0,0.684913217623498,6.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2022,10,-0.1,749.0,0.0,0.0,749.0,140.0,0.18691588785046728,609.0,0.8130841121495327,7.0,8.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2022,10,-0.12,749.0,0.0,0.0,749.0,77.0,0.102803738317757,672.0,0.897196261682243,7.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2022,10,-0.15,749.0,0.0,0.0,749.0,39.0,0.0520694259012016,710.0,0.9479305740987984,7.0,9.0,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2022,10,-0.2,749.0,0.0,0.0,749.0,15.0,0.020026702269692925,734.0,0.9799732977303071,8.0,9.5,ok,False,120600
matched_random_risk_on_seed_120600,matched_random,risk_on_year,year,all,all,all,2022,20,-0.06,749.0,0.0,0.0,749.0,464.0,0.6194926568758344,285.0,0.38050734312416556,6.0,11.0,ok,False,120600
