population_id,scope_id,slice_type,split,board_bucket,primary_family_id,calendar_year,complete_executable_event_n,fast_fail_n,fast_fail_rate,no_fast_fail_n,no_fast_fail_rate,retention_after_no_fast_fail,diagnostic_only_flag
r_core_risk_on,risk_on_split,split,train,all,all,all,16297.0,7483.0,0.45916426336135485,8814.0,0.5408357366386451,0.5408357366386451,False
r_core_risk_on,risk_on_split,split,validation,all,all,all,4402.0,1543.0,0.35052248977737394,2859.0,0.649477510222626,0.649477510222626,False
r_core_risk_on,risk_on_board,board,all,chinext,all,all,6356.0,3260.0,0.512901195720579,3096.0,0.487098804279421,0.487098804279421,False
r_core_risk_on,risk_on_board,board,all,main_board,all,all,23910.0,9116.0,0.38126306984525304,14794.0,0.618736930154747,0.618736930154747,False
r_core_risk_on,risk_on_year,year,all,all,all,2018,538.0,394.0,0.7323420074349443,144.0,0.26765799256505574,0.26765799256505574,False
r_core_risk_on,risk_on_year,year,all,all,all,2019,4485.0,1593.0,0.3551839464882943,2892.0,0.6448160535117057,0.6448160535117057,False
r_core_risk_on,risk_on_year,year,all,all,all,2020,6025.0,2821.0,0.4682157676348548,3204.0,0.5317842323651452,0.5317842323651452,False
r_core_risk_on,risk_on_year,year,all,all,all,2021,5249.0,2675.0,0.509620880167651,2574.0,0.49037911983234905,0.49037911983234905,False
r_core_risk_on,risk_on_year,year,all,all,all,2022,1694.0,693.0,0.4090909090909091,1001.0,0.5909090909090908,0.5909090909090908,False
r_core_risk_on,risk_on_year,year,all,all,all,2023,2708.0,850.0,0.31388478581979323,1858.0,0.6861152141802067,0.6861152141802067,False
r_core_risk_on,risk_on_year,year,all,all,all,2024,4222.0,1678.0,0.39744197063003317,2544.0,0.6025580293699668,0.6025580293699668,False
r_core_risk_on,risk_on_year,year,all,all,all,2025,5345.0,1672.0,0.3128157156220767,3673.0,0.6871842843779232,0.6871842843779232,False
matched_random_risk_on_seed_120600,risk_on_all,all,all,all,all,all,15113.0,4928.0,0.32607688744789254,10185.0,0.6739231125521075,0.6739231125521075,False
matched_random_risk_on_seed_120600,risk_on_split,split,robustness,all,all,all,4659.0,1088.0,0.2335265078342992,3571.0,0.7664734921657008,0.7664734921657008,False
matched_random_risk_on_seed_120600,risk_on_split,split,train,all,all,all,8303.0,3180.0,0.3829940985186077,5123.0,0.6170059014813922,0.6170059014813922,False
matched_random_risk_on_seed_120600,risk_on_split,split,validation,all,all,all,2151.0,660.0,0.3068340306834031,1491.0,0.6931659693165969,0.6931659693165969,False
matched_random_risk_on_seed_120600,risk_on_board,board,all,chinext,all,all,3115.0,1343.0,0.43113964686998396,1772.0,0.568860353130016,0.568860353130016,False
matched_random_risk_on_seed_120600,risk_on_board,board,all,main_board,all,all,11998.0,3585.0,0.2987997999666611,8413.0,0.7012002000333388,0.7012002000333388,False
matched_random_risk_on_seed_120600,risk_on_year,year,all,all,all,2018,344.0,262.0,0.7616279069767442,82.0,0.2383720930232558,0.2383720930232558,False
matched_random_risk_on_seed_120600,risk_on_year,year,all,all,all,2019,2189.0,621.0,0.28369118318867065,1568.0,0.7163088168113294,0.7163088168113294,False
matched_random_risk_on_seed_120600,risk_on_year,year,all,all,all,2020,3083.0,1164.0,0.3775543301978592,1919.0,0.6224456698021408,0.6224456698021408,False
matched_random_risk_on_seed_120600,risk_on_year,year,all,all,all,2021,2687.0,1133.0,0.42165984369184967,1554.0,0.5783401563081503,0.5783401563081503,False
matched_random_risk_on_seed_120600,risk_on_year,year,all,all,all,2022,749.0,264.0,0.35246995994659547,485.0,0.6475300400534045,0.6475300400534045,False
matched_random_risk_on_seed_120600,risk_on_year,year,all,all,all,2023,1402.0,396.0,0.28245363766048504,1006.0,0.717546362339515,0.717546362339515,False
matched_random_risk_on_seed_120600,risk_on_year,year,all,all,all,2024,2039.0,586.0,0.2873957822461991,1453.0,0.7126042177538009,0.7126042177538009,False
matched_random_risk_on_seed_120600,risk_on_year,year,all,all,all,2025,2620.0,502.0,0.1916030534351145,2118.0,0.8083969465648855,0.8083969465648855,False
matched_random_risk_on_seed_120601,risk_on_all,all,all,all,all,all,15113.0,4993.0,0.33037782041950636,10120.0,0.6696221795804936,0.6696221795804936,False
matched_random_risk_on_seed_120601,risk_on_split,split,robustness,all,all,all,4659.0,1157.0,0.24833655290834944,3502.0,0.7516634470916506,0.7516634470916506,False
matched_random_risk_on_seed_120601,risk_on_split,split,train,all,all,all,8303.0,3147.0,0.379019631458509,5156.0,0.620980368541491,0.620980368541491,False
matched_random_risk_on_seed_120601,risk_on_split,split,validation,all,all,all,2151.0,689.0,0.3203161320316132,1462.0,0.6796838679683868,0.6796838679683868,False
matched_random_risk_on_seed_120601,risk_on_board,board,all,chinext,all,all,3115.0,1395.0,0.4478330658105939,1720.0,0.5521669341894061,0.5521669341894061,False
matched_random_risk_on_seed_120601,risk_on_board,board,all,main_board,all,all,11998.0,3598.0,0.2998833138856476,8400.0,0.7001166861143524,0.7001166861143524,False
matched_random_risk_on_seed_120601,risk_on_year,year,all,all,all,2018,344.0,268.0,0.7790697674418605,76.0,0.22093023255813948,0.22093023255813948,False
matched_random_risk_on_seed_120601,risk_on_year,year,all,all,all,2019,2189.0,619.0,0.28277752398355416,1570.0,0.7172224760164458,0.7172224760164458,False
matched_random_risk_on_seed_120601,risk_on_year,year,all,all,all,2020,3083.0,1137.0,0.36879662666234186,1946.0,0.6312033733376581,0.6312033733376581,False
matched_random_risk_on_seed_120601,risk_on_year,year,all,all,all,2021,2687.0,1123.0,0.41793822106438405,1564.0,0.582061778935616,0.582061778935616,False
matched_random_risk_on_seed_120601,risk_on_year,year,all,all,all,2022,749.0,265.0,0.3538050734312417,484.0,0.6461949265687583,0.6461949265687583,False
matched_random_risk_on_seed_120601,risk_on_year,year,all,all,all,2023,1402.0,424.0,0.3024251069900143,978.0,0.6975748930099857,0.6975748930099857,False
matched_random_risk_on_seed_120601,risk_on_year,year,all,all,all,2024,2039.0,626.0,0.3070132417851888,1413.0,0.6929867582148113,0.6929867582148113,False
matched_random_risk_on_seed_120601,risk_on_year,year,all,all,all,2025,2620.0,531.0,0.20267175572519083,2089.0,0.7973282442748092,0.7973282442748092,False
matched_random_risk_on_seed_120602,risk_on_all,all,all,all,all,all,15113.0,5006.0,0.33123800701382916,10107.0,0.6687619929861708,0.6687619929861708,False
matched_random_risk_on_seed_120602,risk_on_split,split,robustness,all,all,all,4659.0,1181.0,0.253487872934106,3478.0,0.746512127065894,0.746512127065894,False
matched_random_risk_on_seed_120602,risk_on_split,split,train,all,all,all,8303.0,3180.0,0.3829940985186077,5123.0,0.6170059014813922,0.6170059014813922,False
matched_random_risk_on_seed_120602,risk_on_split,split,validation,all,all,all,2151.0,645.0,0.299860529986053,1506.0,0.7001394700139469,0.7001394700139469,False
matched_random_risk_on_seed_120602,risk_on_board,board,all,chinext,all,all,3115.0,1358.0,0.43595505617977526,1757.0,0.5640449438202247,0.5640449438202247,False
matched_random_risk_on_seed_120602,risk_on_board,board,all,main_board,all,all,11998.0,3648.0,0.30405067511251876,8350.0,0.6959493248874813,0.6959493248874813,False
matched_random_risk_on_seed_120602,risk_on_year,year,all,all,all,2018,344.0,243.0,0.7063953488372093,101.0,0.29360465116279066,0.29360465116279066,False
matched_random_risk_on_seed_120602,risk_on_year,year,all,all,all,2019,2189.0,631.0,0.2882594792142531,1558.0,0.7117405207857469,0.7117405207857469,False
matched_random_risk_on_seed_120602,risk_on_year,year,all,all,all,2020,3083.0,1176.0,0.3814466428803114,1907.0,0.6185533571196886,0.6185533571196886,False
matched_random_risk_on_seed_120602,risk_on_year,year,all,all,all,2021,2687.0,1130.0,0.42054335690361,1557.0,0.57945664309639,0.57945664309639,False
matched_random_risk_on_seed_120602,risk_on_year,year,all,all,all,2022,749.0,271.0,0.36181575433911883,478.0,0.6381842456608812,0.6381842456608812,False
matched_random_risk_on_seed_120602,risk_on_year,year,all,all,all,2023,1402.0,374.0,0.26676176890156916,1028.0,0.7332382310984309,0.7332382310984309,False
matched_random_risk_on_seed_120602,risk_on_year,year,all,all,all,2024,2039.0,627.0,0.30750367827366354,1412.0,0.6924963217263365,0.6924963217263365,False
matched_random_risk_on_seed_120602,risk_on_year,year,all,all,all,2025,2620.0,554.0,0.21145038167938932,2066.0,0.7885496183206107,0.7885496183206107,False
matched_random_risk_on_seed_120603,risk_on_all,all,all,all,all,all,15113.0,4912.0,0.32501819625487993,10201.0,0.6749818037451201,0.6749818037451201,False
matched_random_risk_on_seed_120603,risk_on_split,split,robustness,all,all,all,4659.0,1192.0,0.2558488946125778,3467.0,0.7441511053874221,0.7441511053874221,False
matched_random_risk_on_seed_120603,risk_on_split,split,train,all,all,all,8303.0,3064.0,0.3690232446103818,5239.0,0.6309767553896182,0.6309767553896182,False
matched_random_risk_on_seed_120603,risk_on_split,split,validation,all,all,all,2151.0,656.0,0.30497443049744305,1495.0,0.6950255695025569,0.6950255695025569,False
matched_random_risk_on_seed_120603,risk_on_board,board,all,chinext,all,all,3115.0,1391.0,0.4465489566613162,1724.0,0.5534510433386838,0.5534510433386838,False
matched_random_risk_on_seed_120603,risk_on_board,board,all,main_board,all,all,11998.0,3521.0,0.29346557759626607,8477.0,0.706534422403734,0.706534422403734,False
matched_random_risk_on_seed_120603,risk_on_year,year,all,all,all,2018,344.0,269.0,0.7819767441860465,75.0,0.21802325581395354,0.21802325581395354,False
matched_random_risk_on_seed_120603,risk_on_year,year,all,all,all,2019,2189.0,584.0,0.26678848789401555,1605.0,0.7332115121059845,0.7332115121059845,False
matched_random_risk_on_seed_120603,risk_on_year,year,all,all,all,2020,3083.0,1125.0,0.3649043139798897,1958.0,0.6350956860201102,0.6350956860201102,False
matched_random_risk_on_seed_120603,risk_on_year,year,all,all,all,2021,2687.0,1086.0,0.4041682173427614,1601.0,0.5958317826572386,0.5958317826572386,False
matched_random_risk_on_seed_120603,risk_on_year,year,all,all,all,2022,749.0,267.0,0.35647530040053405,482.0,0.6435246995994659,0.6435246995994659,False
matched_random_risk_on_seed_120603,risk_on_year,year,all,all,all,2023,1402.0,389.0,0.27746077032810273,1013.0,0.7225392296718973,0.7225392296718973,False
matched_random_risk_on_seed_120603,risk_on_year,year,all,all,all,2024,2039.0,654.0,0.3207454634624816,1385.0,0.6792545365375184,0.6792545365375184,False
matched_random_risk_on_seed_120603,risk_on_year,year,all,all,all,2025,2620.0,538.0,0.20534351145038168,2082.0,0.7946564885496183,0.7946564885496183,False
matched_random_risk_on_seed_120604,risk_on_all,all,all,all,all,all,15113.0,4850.0,0.3209157678819559,10263.0,0.6790842321180441,0.6790842321180441,False
matched_random_risk_on_seed_120604,risk_on_split,split,robustness,all,all,all,4659.0,1108.0,0.2378192745224297,3551.0,0.7621807254775703,0.7621807254775703,False
matched_random_risk_on_seed_120604,risk_on_split,split,train,all,all,all,8303.0,3075.0,0.37034806696374806,5228.0,0.629651933036252,0.629651933036252,False
matched_random_risk_on_seed_120604,risk_on_split,split,validation,all,all,all,2151.0,667.0,0.3100883310088331,1484.0,0.6899116689911668,0.6899116689911668,False
matched_random_risk_on_seed_120604,risk_on_board,board,all,chinext,all,all,3115.0,1348.0,0.43274478330658106,1767.0,0.5672552166934189,0.5672552166934189,False
matched_random_risk_on_seed_120604,risk_on_board,board,all,main_board,all,all,11998.0,3502.0,0.291881980330055,8496.0,0.708118019669945,0.708118019669945,False
matched_random_risk_on_seed_120604,risk_on_year,year,all,all,all,2018,344.0,257.0,0.747093023255814,87.0,0.25290697674418605,0.25290697674418605,False
matched_random_risk_on_seed_120604,risk_on_year,year,all,all,all,2019,2189.0,583.0,0.2663316582914573,1606.0,0.7336683417085428,0.7336683417085428,False
matched_random_risk_on_seed_120604,risk_on_year,year,all,all,all,2020,3083.0,1122.0,0.36393123580927667,1961.0,0.6360687641907233,0.6360687641907233,False
matched_random_risk_on_seed_120604,risk_on_year,year,all,all,all,2021,2687.0,1113.0,0.4142165984369185,1574.0,0.5857834015630815,0.5857834015630815,False
matched_random_risk_on_seed_120604,risk_on_year,year,all,all,all,2022,749.0,288.0,0.38451268357810414,461.0,0.6154873164218959,0.6154873164218959,False
matched_random_risk_on_seed_120604,risk_on_year,year,all,all,all,2023,1402.0,379.0,0.2703281027104137,1023.0,0.7296718972895864,0.7296718972895864,False
matched_random_risk_on_seed_120604,risk_on_year,year,all,all,all,2024,2039.0,594.0,0.29131927415399705,1445.0,0.708680725846003,0.708680725846003,False
matched_random_risk_on_seed_120604,risk_on_year,year,all,all,all,2025,2620.0,514.0,0.19618320610687023,2106.0,0.8038167938931298,0.8038167938931298,False
matched_random_risk_on_seed_120605,risk_on_all,all,all,all,all,all,15113.0,5045.0,0.33381856679679744,10068.0,0.6661814332032026,0.6661814332032026,False
matched_random_risk_on_seed_120605,risk_on_split,split,robustness,all,all,all,4659.0,1169.0,0.25091221292122773,3490.0,0.7490877870787722,0.7490877870787722,False
matched_random_risk_on_seed_120605,risk_on_split,split,train,all,all,all,8303.0,3220.0,0.3878116343490305,5083.0,0.6121883656509695,0.6121883656509695,False
matched_random_risk_on_seed_120605,risk_on_split,split,validation,all,all,all,2151.0,656.0,0.30497443049744305,1495.0,0.6950255695025569,0.6950255695025569,False
matched_random_risk_on_seed_120605,risk_on_board,board,all,chinext,all,all,3115.0,1374.0,0.44109149277688603,1741.0,0.5589085072231139,0.5589085072231139,False
matched_random_risk_on_seed_120605,risk_on_board,board,all,main_board,all,all,11998.0,3671.0,0.30596766127687947,8327.0,0.6940323387231205,0.6940323387231205,False
matched_random_risk_on_seed_120605,risk_on_year,year,all,all,all,2018,344.0,253.0,0.7354651162790697,91.0,0.26453488372093026,0.26453488372093026,False
matched_random_risk_on_seed_120605,risk_on_year,year,all,all,all,2019,2189.0,637.0,0.29100045682960257,1552.0,0.7089995431703975,0.7089995431703975,False
matched_random_risk_on_seed_120605,risk_on_year,year,all,all,all,2020,3083.0,1178.0,0.38209536166072006,1905.0,0.6179046383392799,0.6179046383392799,False
matched_random_risk_on_seed_120605,risk_on_year,year,all,all,all,2021,2687.0,1152.0,0.42873092668403423,1535.0,0.5712690733159658,0.5712690733159658,False
matched_random_risk_on_seed_120605,risk_on_year,year,all,all,all,2022,749.0,271.0,0.36181575433911883,478.0,0.6381842456608812,0.6381842456608812,False
matched_random_risk_on_seed_120605,risk_on_year,year,all,all,all,2023,1402.0,385.0,0.2746077032810271,1017.0,0.7253922967189729,0.7253922967189729,False
matched_random_risk_on_seed_120605,risk_on_year,year,all,all,all,2024,2039.0,637.0,0.312408043158411,1402.0,0.687591956841589,0.687591956841589,False
matched_random_risk_on_seed_120605,risk_on_year,year,all,all,all,2025,2620.0,532.0,0.20305343511450383,2088.0,0.7969465648854962,0.7969465648854962,False
matched_random_risk_on_seed_120606,risk_on_all,all,all,all,all,all,15113.0,4955.0,0.32786342883610137,10158.0,0.6721365711638987,0.6721365711638987,False
matched_random_risk_on_seed_120606,risk_on_split,split,robustness,all,all,all,4659.0,1087.0,0.2333118694998927,3572.0,0.7666881305001073,0.7666881305001073,False
matched_random_risk_on_seed_120606,risk_on_split,split,train,all,all,all,8303.0,3170.0,0.381789714561002,5133.0,0.6182102854389979,0.6182102854389979,False
matched_random_risk_on_seed_120606,risk_on_split,split,validation,all,all,all,2151.0,698.0,0.32450023245002324,1453.0,0.6754997675499768,0.6754997675499768,False
matched_random_risk_on_seed_120606,risk_on_board,board,all,chinext,all,all,3115.0,1377.0,0.4420545746388443,1738.0,0.5579454253611558,0.5579454253611558,False
matched_random_risk_on_seed_120606,risk_on_board,board,all,main_board,all,all,11998.0,3578.0,0.29821636939489915,8420.0,0.7017836306051008,0.7017836306051008,False
matched_random_risk_on_seed_120606,risk_on_year,year,all,all,all,2018,344.0,261.0,0.7587209302325582,83.0,0.24127906976744184,0.24127906976744184,False
matched_random_risk_on_seed_120606,risk_on_year,year,all,all,all,2019,2189.0,593.0,0.2708999543170397,1596.0,0.7291000456829603,0.7291000456829603,False
matched_random_risk_on_seed_120606,risk_on_year,year,all,all,all,2020,3083.0,1204.0,0.3905287058060331,1879.0,0.6094712941939668,0.6094712941939668,False
matched_random_risk_on_seed_120606,risk_on_year,year,all,all,all,2021,2687.0,1112.0,0.41384443617417194,1575.0,0.586155563825828,0.586155563825828,False
matched_random_risk_on_seed_120606,risk_on_year,year,all,all,all,2022,749.0,296.0,0.3951935914552737,453.0,0.6048064085447262,0.6048064085447262,False
matched_random_risk_on_seed_120606,risk_on_year,year,all,all,all,2023,1402.0,402.0,0.2867332382310984,1000.0,0.7132667617689016,0.7132667617689016,False
matched_random_risk_on_seed_120606,risk_on_year,year,all,all,all,2024,2039.0,587.0,0.28788621873467385,1452.0,0.7121137812653262,0.7121137812653262,False
matched_random_risk_on_seed_120606,risk_on_year,year,all,all,all,2025,2620.0,500.0,0.19083969465648856,2120.0,0.8091603053435115,0.8091603053435115,False
matched_random_risk_on_seed_120607,risk_on_all,all,all,all,all,all,15113.0,4985.0,0.32984847482300006,10128.0,0.6701515251769999,0.6701515251769999,False
matched_random_risk_on_seed_120607,risk_on_split,split,robustness,all,all,all,4659.0,1109.0,0.23803391285683623,3550.0,0.7619660871431637,0.7619660871431637,False
matched_random_risk_on_seed_120607,risk_on_split,split,train,all,all,all,8303.0,3184.0,0.38347585210165,5119.0,0.61652414789835,0.61652414789835,False
matched_random_risk_on_seed_120607,risk_on_split,split,validation,all,all,all,2151.0,692.0,0.3217108321710832,1459.0,0.6782891678289168,0.6782891678289168,False
matched_random_risk_on_seed_120607,risk_on_board,board,all,chinext,all,all,3115.0,1354.0,0.4346709470304976,1761.0,0.5653290529695024,0.5653290529695024,False
matched_random_risk_on_seed_120607,risk_on_board,board,all,main_board,all,all,11998.0,3631.0,0.3026337722953826,8367.0,0.6973662277046174,0.6973662277046174,False
matched_random_risk_on_seed_120607,risk_on_year,year,all,all,all,2018,344.0,263.0,0.7645348837209303,81.0,0.23546511627906974,0.23546511627906974,False
matched_random_risk_on_seed_120607,risk_on_year,year,all,all,all,2019,2189.0,636.0,0.2905436272270443,1553.0,0.7094563727729557,0.7094563727729557,False
matched_random_risk_on_seed_120607,risk_on_year,year,all,all,all,2020,3083.0,1169.0,0.37917612714888094,1914.0,0.6208238728511191,0.6208238728511191,False
matched_random_risk_on_seed_120607,risk_on_year,year,all,all,all,2021,2687.0,1116.0,0.41533308522515816,1571.0,0.5846669147748418,0.5846669147748418,False
matched_random_risk_on_seed_120607,risk_on_year,year,all,all,all,2022,749.0,291.0,0.3885180240320427,458.0,0.6114819759679573,0.6114819759679573,False
matched_random_risk_on_seed_120607,risk_on_year,year,all,all,all,2023,1402.0,401.0,0.2860199714693295,1001.0,0.7139800285306706,0.7139800285306706,False
matched_random_risk_on_seed_120607,risk_on_year,year,all,all,all,2024,2039.0,610.0,0.29916625796959295,1429.0,0.700833742030407,0.700833742030407,False
matched_random_risk_on_seed_120607,risk_on_year,year,all,all,all,2025,2620.0,499.0,0.19045801526717557,2121.0,0.8095419847328245,0.8095419847328245,False
matched_random_risk_on_seed_120608,risk_on_all,all,all,all,all,all,15113.0,4971.0,0.32892212002911403,10142.0,0.671077879970886,0.671077879970886,False
matched_random_risk_on_seed_120608,risk_on_split,split,robustness,all,all,all,4659.0,1120.0,0.240394934535308,3539.0,0.759605065464692,0.759605065464692,False
matched_random_risk_on_seed_120608,risk_on_split,split,train,all,all,all,8303.0,3211.0,0.38672768878718533,5092.0,0.6132723112128147,0.6132723112128147,False
matched_random_risk_on_seed_120608,risk_on_split,split,validation,all,all,all,2151.0,640.0,0.297536029753603,1511.0,0.7024639702463971,0.7024639702463971,False
matched_random_risk_on_seed_120608,risk_on_board,board,all,chinext,all,all,3115.0,1342.0,0.43081861958266454,1773.0,0.5691813804173355,0.5691813804173355,False
matched_random_risk_on_seed_120608,risk_on_board,board,all,main_board,all,all,11998.0,3629.0,0.3024670778463077,8369.0,0.6975329221536923,0.6975329221536923,False
matched_random_risk_on_seed_120608,risk_on_year,year,all,all,all,2018,344.0,266.0,0.7732558139534884,78.0,0.2267441860465116,0.2267441860465116,False
matched_random_risk_on_seed_120608,risk_on_year,year,all,all,all,2019,2189.0,627.0,0.2864321608040201,1562.0,0.7135678391959799,0.7135678391959799,False
matched_random_risk_on_seed_120608,risk_on_year,year,all,all,all,2020,3083.0,1217.0,0.3947453778786896,1866.0,0.6052546221213104,0.6052546221213104,False
matched_random_risk_on_seed_120608,risk_on_year,year,all,all,all,2021,2687.0,1101.0,0.4097506512839598,1586.0,0.5902493487160402,0.5902493487160402,False
matched_random_risk_on_seed_120608,risk_on_year,year,all,all,all,2022,749.0,263.0,0.35113484646194926,486.0,0.6488651535380507,0.6488651535380507,False
matched_random_risk_on_seed_120608,risk_on_year,year,all,all,all,2023,1402.0,377.0,0.2689015691868759,1025.0,0.7310984308131241,0.7310984308131241,False
matched_random_risk_on_seed_120608,risk_on_year,year,all,all,all,2024,2039.0,618.0,0.3030897498773909,1421.0,0.6969102501226091,0.6969102501226091,False
matched_random_risk_on_seed_120608,risk_on_year,year,all,all,all,2025,2620.0,502.0,0.1916030534351145,2118.0,0.8083969465648855,0.8083969465648855,False
matched_random_risk_on_seed_120609,risk_on_all,all,all,all,all,all,15113.0,4894.0,0.3238271686627407,10219.0,0.6761728313372593,0.6761728313372593,False
matched_random_risk_on_seed_120609,risk_on_split,split,robustness,all,all,all,4659.0,1132.0,0.2429705945481863,3527.0,0.7570294054518136,0.7570294054518136,False
matched_random_risk_on_seed_120609,risk_on_split,split,train,all,all,all,8303.0,3117.0,0.3754064795856919,5186.0,0.624593520414308,0.624593520414308,False
matched_random_risk_on_seed_120609,risk_on_split,split,validation,all,all,all,2151.0,645.0,0.299860529986053,1506.0,0.7001394700139469,0.7001394700139469,False
matched_random_risk_on_seed_120609,risk_on_board,board,all,chinext,all,all,3115.0,1362.0,0.437239165329053,1753.0,0.562760834670947,0.562760834670947,False
matched_random_risk_on_seed_120609,risk_on_board,board,all,main_board,all,all,11998.0,3532.0,0.2943823970661777,8466.0,0.7056176029338224,0.7056176029338224,False
matched_random_risk_on_seed_120609,risk_on_year,year,all,all,all,2018,344.0,249.0,0.7238372093023255,95.0,0.27616279069767447,0.27616279069767447,False
matched_random_risk_on_seed_120609,risk_on_year,year,all,all,all,2019,2189.0,611.0,0.2791228871630882,1578.0,0.7208771128369118,0.7208771128369118,False
matched_random_risk_on_seed_120609,risk_on_year,year,all,all,all,2020,3083.0,1173.0,0.38047356470969834,1910.0,0.6195264352903016,0.6195264352903016,False
matched_random_risk_on_seed_120609,risk_on_year,year,all,all,all,2021,2687.0,1084.0,0.4034238928172683,1603.0,0.5965761071827317,0.5965761071827317,False
matched_random_risk_on_seed_120609,risk_on_year,year,all,all,all,2022,749.0,263.0,0.35113484646194926,486.0,0.6488651535380507,0.6488651535380507,False
matched_random_risk_on_seed_120609,risk_on_year,year,all,all,all,2023,1402.0,382.0,0.2724679029957204,1020.0,0.7275320970042796,0.7275320970042796,False
matched_random_risk_on_seed_120609,risk_on_year,year,all,all,all,2024,2039.0,602.0,0.295242766061795,1437.0,0.704757233938205,0.704757233938205,False
matched_random_risk_on_seed_120609,risk_on_year,year,all,all,all,2025,2620.0,530.0,0.20229007633587787,2090.0,0.7977099236641221,0.7977099236641221,False
matched_random_risk_on_seed_120610,risk_on_all,all,all,all,all,all,15113.0,4969.0,0.32878978362998745,10144.0,0.6712102163700125,0.6712102163700125,False
matched_random_risk_on_seed_120610,risk_on_split,split,robustness,all,all,all,4659.0,1138.0,0.24425842455462546,3521.0,0.7557415754453746,0.7557415754453746,False
matched_random_risk_on_seed_120610,risk_on_split,split,train,all,all,all,8303.0,3165.0,0.3811875225821992,5138.0,0.6188124774178008,0.6188124774178008,False
matched_random_risk_on_seed_120610,risk_on_split,split,validation,all,all,all,2151.0,666.0,0.30962343096234307,1485.0,0.6903765690376569,0.6903765690376569,False
matched_random_risk_on_seed_120610,risk_on_board,board,all,chinext,all,all,3115.0,1365.0,0.43820224719101125,1750.0,0.5617977528089888,0.5617977528089888,False
matched_random_risk_on_seed_120610,risk_on_board,board,all,main_board,all,all,11998.0,3604.0,0.30038339723287216,8394.0,0.6996166027671278,0.6996166027671278,False
matched_random_risk_on_seed_120610,risk_on_year,year,all,all,all,2018,344.0,261.0,0.7587209302325582,83.0,0.24127906976744184,0.24127906976744184,False
