population_id,baseline_role,scope_id,slice_type,split,board_bucket,primary_family_id,calendar_year,condition_label_id,condition_horizon_sessions,condition_lower_barrier_pct,upper_horizon_sessions,upper_barrier_pct,complete_executable_event_n,no_fast_fail_n,upper_touch_n_total,upper_touch_rate_total,upper_touch_n_given_no_fast_fail,upper_touch_rate_given_no_fast_fail,uplift_given_no_fast_fail_vs_total,conditional_readout_status,diagnostic_only_flag,random_upper_touch_rate_given_no_fast_fail_p05,random_upper_touch_rate_given_no_fast_fail_p50,random_upper_touch_rate_given_no_fast_fail_p95,r_core_upper_touch_rate_given_no_fast_fail
c0_risk_on,c0_candidate,risk_on_all,all,all,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.1,15113.0,9481.0,6214.0,0.41116919208628333,5086.0,0.5364413036599515,1.3046729034780893,ok,False,0.46930636690977734,0.47558540754192924,0.4829379862760515,0.5762437115707099
c0_risk_on,c0_candidate,risk_on_all,all,all,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.15,15113.0,9481.0,3997.0,0.26447429365446967,3432.0,0.3619871321590549,1.36870441038774,ok,False,0.3060710396128894,0.3132196614864219,0.31997052251821007,0.4030743432084964
c0_risk_on,c0_candidate,risk_on_all,all,all,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.2,15113.0,9481.0,2689.0,0.1779262886256865,2376.0,0.25060647611011494,1.4084848172005084,ok,False,0.20149661688209883,0.2069119240892124,0.21301338407481116,0.27993292342090553
c0_risk_on,c0_candidate,risk_on_all,all,all,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.25,15113.0,9481.0,1831.0,0.12115397340038378,1656.0,0.17466511971311044,1.4416788390083222,ok,False,0.13700990819232,0.14026334483009895,0.14580078891984452,0.19435438792621576
c0_risk_on,c0_candidate,risk_on_all,all,all,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.3,15113.0,9481.0,1280.0,0.08469529544101105,1176.0,0.12403754878177407,1.464515214639806,ok,False,0.09327847877625321,0.09785889206566059,0.10358697794804549,0.13460033538289548
c0_risk_on,c0_candidate,risk_on_split,split,robustness,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.1,4659.0,3234.0,1812.0,0.38892466194462333,1542.0,0.47680890538033394,1.2259672683040705,ok,False,0.40528352776072274,0.4165951729595079,0.4276310851948874,0.5213125301592408
c0_risk_on,c0_candidate,risk_on_split,split,robustness,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.15,4659.0,3234.0,1155.0,0.24790727623953637,1009.0,0.31199752628324057,1.258525086539929,ok,False,0.24511392028564052,0.25586987458048316,0.2672141459295299,0.3450217146533698
c0_risk_on,c0_candidate,risk_on_split,split,robustness,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.2,4659.0,3234.0,776.0,0.1665593474994634,694.0,0.21459492888064316,1.2883991928542737,ok,False,0.15189774970620987,0.16050264813081133,0.1706562649607732,0.23805694064661412
c0_risk_on,c0_candidate,risk_on_split,split,robustness,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.25,4659.0,3234.0,514.0,0.11032410388495385,470.0,0.1453308596165739,1.317308317030385,ok,False,0.101889068240624,0.10761373493952653,0.11599313790646093,0.16583561203152647
c0_risk_on,c0_candidate,risk_on_split,split,robustness,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.3,4659.0,3234.0,368.0,0.0789869070616012,340.0,0.10513296227581942,1.3310175848995724,ok,False,0.07150983224041518,0.07726416746059706,0.0848077935098777,0.11725912819687953
c0_risk_on,c0_candidate,risk_on_split,split,train,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.1,8303.0,4827.0,3776.0,0.4547753823919065,3001.0,0.6217112077895173,1.3670731351367484,ok,False,0.5474259893499865,0.559694312122525,0.5690785178794937,0.6729067392784207
c0_risk_on,c0_candidate,risk_on_split,split,train,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.15,8303.0,4827.0,2493.0,0.3002529206310972,2111.0,0.4373316759892273,1.4565442862970532,ok,False,0.38217918096582904,0.39321485297241643,0.40261884004331056,0.5
c0_risk_on,c0_candidate,risk_on_split,split,train,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.2,8303.0,4827.0,1729.0,0.20823798627002288,1515.0,0.31385954008701056,1.5072155936046552,ok,False,0.2620131110270949,0.2707180166037124,0.280135382005611,0.35749943272067164
c0_risk_on,c0_candidate,risk_on_split,split,train,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.25,8303.0,4827.0,1209.0,0.14561002047452729,1089.0,0.22560596643878186,1.5493848960638592,ok,False,0.17962254780428635,0.1878985141649791,0.193798957716235,0.25119128658951667
c0_risk_on,c0_candidate,risk_on_split,split,train,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.3,8303.0,4827.0,848.0,0.10213175960496206,779.0,0.16138388232856846,1.5801537440732358,ok,False,0.12283447339320812,0.1304602816732715,0.1373860509115927,0.17404129793510326
c0_risk_on,c0_candidate,risk_on_split,split,validation,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.1,2151.0,1420.0,626.0,0.29102742910274293,543.0,0.3823943661971831,1.313946136885209,ok,False,0.30951257861635223,0.3296000936574718,0.3490252048710537,0.39769150052465896
c0_risk_on,c0_candidate,risk_on_split,split,validation,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.15,2151.0,1420.0,349.0,0.16225011622501162,312.0,0.21971830985915494,1.3541950845473991,ok,False,0.16119637335593037,0.17325236007245615,0.1927907530334764,0.23050017488632388
c0_risk_on,c0_candidate,risk_on_split,split,validation,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.2,2151.0,1420.0,184.0,0.08554160855416086,167.0,0.1176056338028169,1.3748354255970605,ok,False,0.08556127063209297,0.09507777486758628,0.10603903631883636,0.13186428821266177
c0_risk_on,c0_candidate,risk_on_split,split,validation,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.25,2151.0,1420.0,108.0,0.0502092050209205,97.0,0.06830985915492958,1.360504694835681,ok,False,0.04654100025387154,0.056484246951181365,0.06357389223242882,0.08114725428471493
c0_risk_on,c0_candidate,risk_on_split,split,validation,all,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.3,2151.0,1420.0,64.0,0.029753602975360297,57.0,0.04014084507042254,1.3491087147887324,ok,False,0.027376014927165408,0.03547256576400202,0.04300667435312059,0.05071703392794683
c0_risk_on,c0_candidate,risk_on_board,board,all,chinext,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.1,3115.0,1591.0,1577.0,0.5062600321027287,1146.0,0.7203016970458831,1.4227899722878414,ok,False,0.643629996485754,0.6611692262136648,0.6792738875395411,0.7306201550387597
c0_risk_on,c0_candidate,risk_on_board,board,all,chinext,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.15,3115.0,1591.0,1098.0,0.3524879614767255,860.0,0.5405405405405406,1.5335007138285828,ok,False,0.46391798933315126,0.4833981617247746,0.5042954078063472,0.563953488372093
c0_risk_on,c0_candidate,risk_on_board,board,all,chinext,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.2,3115.0,1591.0,798.0,0.25617977528089886,659.0,0.4142049025769956,1.6168524705856409,ok,False,0.33840512518191396,0.35626956459874787,0.37221187033831293,0.4312015503875969
c0_risk_on,c0_candidate,risk_on_board,board,all,chinext,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.25,3115.0,1591.0,571.0,0.18330658105939004,485.0,0.3048397234443746,1.6630047960231644,ok,False,0.2466549519329972,0.2610546444030225,0.2789573199351425,0.312984496124031
c0_risk_on,c0_candidate,risk_on_board,board,all,chinext,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.3,3115.0,1591.0,419.0,0.13451043338683788,369.0,0.23192960402262727,1.7242499201204868,ok,False,0.17811089205534342,0.1957768059574188,0.21113237973312324,0.2364341085271318
c0_risk_on,c0_candidate,risk_on_board,board,all,main_board,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.1,11998.0,7890.0,4637.0,0.38648108018003,3940.0,0.49936628643852976,1.292084689387423,ok,False,0.4292470396848273,0.4377037260117417,0.4464296161684195,0.5439367311072056
c0_risk_on,c0_candidate,risk_on_board,board,all,main_board,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.15,11998.0,7890.0,2899.0,0.241623603933989,2572.0,0.32598225602027886,1.3491324966303229,ok,False,0.2709700979724745,0.2782281982477411,0.2856564787196466,0.36940651615519804
c0_risk_on,c0_candidate,risk_on_board,board,all,main_board,all,all,no_fast_fail_L10_H20,20,-0.1,20,0.2,11998.0,7890.0,1891.0,0.1576096016002667,1717.0,0.21761723700887198,1.3807359120213887,ok,False,0.17080953013425393,0.17610744257280167,0.18355672259776357,0.24827632824117885
