seed,split,board_bucket,calendar_month,calendar_quarter,c0_cell_event_n,random_candidate_cell_n,exact_c0_key_excluded_n,sampled_event_n,replacement_used_flag,replacement_rate,fallback_merge_applied_flag,fallback_merge_rule,merged_random_candidate_cell_n,merged_replacement_rate,cell_status
120600,robustness,chinext,2024-03,2024Q1,89,1887,89,89,False,0.0,False,,,,ok
120600,robustness,chinext,2024-04,2024Q2,60,1711,60,60,False,0.0,False,,,,ok
120600,robustness,chinext,2024-05,2024Q2,49,1423,49,49,False,0.0,False,,,,ok
120600,robustness,chinext,2024-09,2024Q3,56,240,56,56,False,0.0,False,,,,ok
120600,robustness,chinext,2024-10,2024Q4,94,1277,94,94,False,0.0,False,,,,ok
120600,robustness,chinext,2024-11,2024Q4,77,1990,77,77,False,0.0,False,,,,ok
120600,robustness,chinext,2024-12,2024Q4,48,2033,48,48,False,0.0,False,,,,ok
120600,robustness,chinext,2025-02,2025Q1,73,1404,73,73,False,0.0,False,,,,ok
120600,robustness,chinext,2025-03,2025Q1,40,2011,40,40,False,0.0,False,,,,ok
120600,robustness,chinext,2025-04,2025Q2,4,192,4,4,False,0.0,False,,,,ok
120600,robustness,chinext,2025-05,2025Q2,28,661,28,28,False,0.0,False,,,,ok
120600,robustness,chinext,2025-06,2025Q2,85,1690,85,85,False,0.0,False,,,,ok
120600,robustness,chinext,2025-07,2025Q3,92,2170,92,92,False,0.0,False,,,,ok
120600,robustness,chinext,2025-08,2025Q3,114,1937,114,114,False,0.0,False,,,,ok
120600,robustness,chinext,2025-09,2025Q3,62,2105,62,62,False,0.0,False,,,,ok
120600,robustness,chinext,2025-10,2025Q4,43,1628,43,43,False,0.0,False,,,,ok
120600,robustness,chinext,2025-11,2025Q4,26,1250,26,26,False,0.0,False,,,,ok
120600,robustness,main_board,2024-03,2024Q1,265,7659,265,265,False,0.0,False,,,,ok
120600,robustness,main_board,2024-04,2024Q2,306,6839,306,306,False,0.0,False,,,,ok
120600,robustness,main_board,2024-05,2024Q2,161,5798,161,161,False,0.0,False,,,,ok
120600,robustness,main_board,2024-09,2024Q3,129,1052,129,129,False,0.0,False,,,,ok
120600,robustness,main_board,2024-10,2024Q4,221,5317,221,221,False,0.0,False,,,,ok
120600,robustness,main_board,2024-11,2024Q4,218,8092,218,218,False,0.0,False,,,,ok
120600,robustness,main_board,2024-12,2024Q4,266,8060,266,266,False,0.0,False,,,,ok
120600,robustness,main_board,2025-02,2025Q1,184,5762,184,184,False,0.0,False,,,,ok
120600,robustness,main_board,2025-03,2025Q1,244,8084,244,244,False,0.0,False,,,,ok
120600,robustness,main_board,2025-04,2025Q2,13,776,13,13,False,0.0,False,,,,ok
120600,robustness,main_board,2025-05,2025Q2,129,2654,129,129,False,0.0,False,,,,ok
120600,robustness,main_board,2025-06,2025Q2,266,6882,266,266,False,0.0,False,,,,ok
120600,robustness,main_board,2025-07,2025Q3,363,8753,363,363,False,0.0,False,,,,ok
120600,robustness,main_board,2025-08,2025Q3,312,8008,312,312,False,0.0,False,,,,ok
120600,robustness,main_board,2025-09,2025Q3,217,8457,217,217,False,0.0,False,,,,ok
120600,robustness,main_board,2025-10,2025Q4,217,6501,217,217,False,0.0,False,,,,ok
120600,robustness,main_board,2025-11,2025Q4,108,5044,108,108,False,0.0,False,,,,ok
120600,train,chinext,2018-01,2018Q1,32,1445,32,32,False,0.0,False,,,,ok
120600,train,chinext,2018-03,2018Q1,6,93,6,6,False,0.0,False,,,,ok
120600,train,chinext,2018-05,2018Q2,12,380,12,12,False,0.0,False,,,,ok
120600,train,chinext,2019-02,2019Q1,99,1378,99,99,False,0.0,False,,,,ok
120600,train,chinext,2019-03,2019Q1,98,1962,98,98,False,0.0,False,,,,ok
120600,train,chinext,2019-04,2019Q2,43,2013,43,43,False,0.0,False,,,,ok
120600,train,chinext,2019-07,2019Q3,17,469,17,17,False,0.0,False,,,,ok
120600,train,chinext,2019-09,2019Q3,73,1406,73,73,False,0.0,False,,,,ok
120600,train,chinext,2019-10,2019Q4,38,1534,38,38,False,0.0,False,,,,ok
120600,train,chinext,2019-11,2019Q4,18,669,18,18,False,0.0,False,,,,ok
120600,train,chinext,2019-12,2019Q4,62,1416,62,62,False,0.0,False,,,,ok
120600,train,chinext,2020-01,2020Q1,97,1468,97,97,False,0.0,False,,,,ok
120600,train,chinext,2020-02,2020Q1,73,1476,73,73,False,0.0,False,,,,ok
120600,train,chinext,2020-03,2020Q1,29,842,29,29,False,0.0,False,,,,ok
120600,train,chinext,2020-05,2020Q2,61,1409,61,61,False,0.0,False,,,,ok
120600,train,chinext,2020-06,2020Q2,95,1870,95,95,False,0.0,False,,,,ok
120600,train,chinext,2020-07,2020Q3,90,2175,90,90,False,0.0,False,,,,ok
120600,train,chinext,2020-08,2020Q3,64,1992,64,64,False,0.0,False,,,,ok
120600,train,chinext,2020-09,2020Q3,26,752,26,26,False,0.0,False,,,,ok
120600,train,chinext,2020-10,2020Q4,24,659,24,24,False,0.0,False,,,,ok
120600,train,chinext,2020-11,2020Q4,34,1731,34,34,False,0.0,False,,,,ok
120600,train,chinext,2020-12,2020Q4,67,2087,67,67,False,0.0,False,,,,ok
120600,train,chinext,2021-01,2021Q1,56,1898,56,56,False,0.0,False,,,,ok
120600,train,chinext,2021-02,2021Q1,37,1335,37,37,False,0.0,False,,,,ok
120600,train,chinext,2021-03,2021Q1,4,291,4,4,False,0.0,False,,,,ok
120600,train,chinext,2021-04,2021Q2,1,96,1,1,False,0.0,False,,,,ok
120600,train,chinext,2021-05,2021Q2,47,1137,47,47,False,0.0,False,,,,ok
120600,train,chinext,2021-06,2021Q2,90,1967,90,90,False,0.0,False,,,,ok
120600,train,chinext,2021-07,2021Q3,51,1623,51,51,False,0.0,False,,,,ok
120600,train,chinext,2021-08,2021Q3,35,1440,35,35,False,0.0,False,,,,ok
120600,train,chinext,2021-09,2021Q3,45,1533,45,45,False,0.0,False,,,,ok
120600,train,chinext,2021-10,2021Q4,20,574,20,20,False,0.0,False,,,,ok
120600,train,chinext,2021-11,2021Q4,69,1304,69,69,False,0.0,False,,,,ok
120600,train,chinext,2021-12,2021Q4,56,2211,56,56,False,0.0,False,,,,ok
120600,train,main_board,2018-01,2018Q1,228,5708,228,228,False,0.0,False,,,,ok
120600,train,main_board,2018-03,2018Q1,18,378,18,18,False,0.0,False,,,,ok
120600,train,main_board,2018-05,2018Q2,48,1540,48,48,False,0.0,False,,,,ok
120600,train,main_board,2019-02,2019Q1,352,5602,352,352,False,0.0,False,,,,ok
120600,train,main_board,2019-03,2019Q1,328,7977,328,328,False,0.0,False,,,,ok
120600,train,main_board,2019-04,2019Q2,246,8067,246,246,False,0.0,False,,,,ok
120600,train,main_board,2019-07,2019Q3,96,1892,96,96,False,0.0,False,,,,ok
120600,train,main_board,2019-09,2019Q3,197,5740,197,197,False,0.0,False,,,,ok
120600,train,main_board,2019-10,2019Q4,149,6201,149,149,False,0.0,False,,,,ok
120600,train,main_board,2019-11,2019Q4,64,2717,64,64,False,0.0,False,,,,ok
120600,train,main_board,2019-12,2019Q4,309,5635,309,309,False,0.0,False,,,,ok
120600,train,main_board,2020-01,2020Q1,200,6137,200,200,False,0.0,False,,,,ok
120600,train,main_board,2020-02,2020Q1,194,6130,194,194,False,0.0,False,,,,ok
120600,train,main_board,2020-03,2020Q1,145,3415,145,145,False,0.0,False,,,,ok
120600,train,main_board,2020-05,2020Q2,198,5761,198,198,False,0.0,False,,,,ok
120600,train,main_board,2020-06,2020Q2,280,7643,280,280,False,0.0,False,,,,ok
120600,train,main_board,2020-07,2020Q3,471,8606,471,471,False,0.0,False,,,,ok
120600,train,main_board,2020-08,2020Q3,223,8090,223,223,False,0.0,False,,,,ok
120600,train,main_board,2020-09,2020Q3,77,3097,77,77,False,0.0,False,,,,ok
120600,train,main_board,2020-10,2020Q4,121,2641,121,121,False,0.0,False,,,,ok
120600,train,main_board,2020-11,2020Q4,265,6859,265,265,False,0.0,False,,,,ok
120600,train,main_board,2020-12,2020Q4,249,8448,249,249,False,0.0,False,,,,ok
120600,train,main_board,2021-01,2021Q1,287,7612,287,287,False,0.0,False,,,,ok
120600,train,main_board,2021-02,2021Q1,195,5337,195,195,False,0.0,False,,,,ok
120600,train,main_board,2021-03,2021Q1,25,1162,25,25,False,0.0,False,,,,ok
120600,train,main_board,2021-04,2021Q2,11,383,11,11,False,0.0,False,,,,ok
120600,train,main_board,2021-05,2021Q2,179,4565,179,179,False,0.0,False,,,,ok
120600,train,main_board,2021-06,2021Q2,223,8082,223,223,False,0.0,False,,,,ok
120600,train,main_board,2021-07,2021Q3,209,6495,209,209,False,0.0,False,,,,ok
120600,train,main_board,2021-08,2021Q3,215,5708,215,215,False,0.0,False,,,,ok
120600,train,main_board,2021-09,2021Q3,250,6056,250,250,False,0.0,False,,,,ok
120600,train,main_board,2021-10,2021Q4,64,2309,64,64,False,0.0,False,,,,ok
120600,train,main_board,2021-11,2021Q4,162,5381,162,162,False,0.0,False,,,,ok
120600,train,main_board,2021-12,2021Q4,356,8743,356,356,False,0.0,False,,,,ok
120600,validation,chinext,2022-01,2022Q1,9,286,9,9,False,0.0,False,,,,ok
120600,validation,chinext,2022-06,2022Q2,9,91,9,9,False,0.0,False,,,,ok
120600,validation,chinext,2022-07,2022Q3,27,1254,27,27,False,0.0,False,,,,ok
120600,validation,chinext,2022-08,2022Q3,47,1337,47,47,False,0.0,False,,,,ok
120600,validation,chinext,2022-11,2022Q4,17,475,17,17,False,0.0,False,,,,ok
120600,validation,chinext,2022-12,2022Q4,29,1151,29,29,False,0.0,False,,,,ok
120600,validation,chinext,2023-01,2023Q1,82,1500,82,82,False,0.0,False,,,,ok
120600,validation,chinext,2023-02,2023Q1,48,1926,48,48,False,0.0,False,,,,ok
120600,validation,chinext,2023-03,2023Q1,34,1347,34,34,False,0.0,False,,,,ok
