stage,process_role,path,artifact_sha256,access_scope,row_scope,value_scope,allowed,row_n,first_key,last_key,reason
preflight,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/outputs/21B_alpha158_sequence_baseline_benchmark_v5,0d16cb3d1c8cdcd620d8b8e9244a367cfea82c8df0dd0737762675ea3b90c806,control_metadata_only,none,no_panel_score_or_checkpoint_tensor,true,0,,,
preflight,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/outputs/21B_alpha158_sequence_baseline_benchmark_v5/paper_lineage_erratum_21a_for_21b_v5.json,e2a59f199fa2c947d91c3b2d9d4410ce2bf59af725a5c789257620e6b3c87b3d,control_metadata_only,none,no_panel_score_or_checkpoint_tensor,true,0,,,
preflight,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/references/21c_full/execution_authorization.json,c075bcd04b89080701db000f1fcd46d331f2d1816cccadbb140ee98a6a46d924,control_metadata_only,none,no_panel_score_or_checkpoint_tensor,true,0,,,
preflight,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/references/21c_full/scope_restart_decision.json,7814bab1df0d1837b0cb71ce0b871d75d08e5dacff02faa077febf39096f40c6,control_metadata_only,none,no_panel_score_or_checkpoint_tensor,true,0,,,
