arm_id,semantic_track,return_semantics,weighting,bucket_count,holding_month_n,month_scope,P5_date_scope,month_n,favorable_extreme_mean,middle_mean,unfavorable_extreme_mean,favorable_minus_unfavorable_mean,favorable_minus_middle_mean,spread_positive_month_rate,raw_mean_bucket_spearman,favorable_aligned_mean_bucket_spearman,HAC_t_stat,HAC_p_value,inference_role,paper_sort_direction_gate,positive_exposure_design_gate
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,1,full,,99,0.00481369734498,0.0055393242785,0.000441756478536,0.00437194086645,-0.000725626933515,0.555555555556,0.0878787878788,0.0878787878788,0.753166879269,0.45134963947,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,1,early,,49,0.00491138035055,0.00167421362893,0.000407800444926,0.00450357990563,0.00323716672163,0.571428571429,0.0918367346939,0.0918367346939,0.588352239012,0.556295888631,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,1,late,,50,0.00471796799953,0.00932713271508,0.000475033391474,0.00424293460805,-0.00460916471555,0.54,0.084,0.084,0.483775703056,0.62854506028,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,1,full,,99,0.00152032039785,0.00552282846057,-7.88069807094e-05,0.00159912737856,-0.00400250806271,0.515151515152,0.0651974288338,0.0651974288338,0.229654036328,0.818360613959,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,1,early,,49,0.00321610106271,0.00166220623949,0.00151801747012,0.00169808359259,0.00155389482323,0.530612244898,0.0488559059988,0.0488559059988,0.199366020512,0.841976438618,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,1,late,,50,-0.000141544653712,0.00930623823722,-0.00164369494252,0.00150215028881,-0.00944778289093,0.5,0.0812121212121,0.0812121212121,0.135367374621,0.892321417948,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,VW,5,1,full,,99,0.00628436730377,0.00385221227049,-6.25767611391e-05,0.00634694406491,0.00243215503327,0.555555555556,0.0959595959596,0.0959595959596,0.987482431932,0.323406191174,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,VW,5,1,early,,49,0.0068214160677,0.00056480936096,-0.00322747747683,0.0100488935445,0.00625660670674,0.571428571429,0.114285714286,0.114285714286,1.18623783224,0.235528389685,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,VW,5,1,late,,50,0.00575805951511,0.00707386712184,0.00303902594024,0.00271903357487,-0.00131580760673,0.54,0.078,0.078,0.286012794963,0.77486832177,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,VW,10,1,full,,99,0.00354662318925,0.00412353854202,-0.00213344264386,0.00568006583311,-0.00057691535277,0.494949494949,0.089072543618,0.089072543618,0.730590498914,0.465029317099,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,VW,10,1,early,,49,0.00654246062818,0.00118430384559,-0.0039958296708,0.010538290299,0.00535815678259,0.551020408163,0.105751391466,0.105751391466,1.01713586899,0.309088798928,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,VW,10,1,late,,50,0.000610702499085,0.00700398854451,-0.000308303357467,0.000919005856552,-0.00639328604542,0.44,0.0727272727273,0.0727272727273,0.0800196122898,0.936221657636,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,EW,5,1,full,,56,0.00244322780894,0.00528866504475,-0.00300289565814,0.00544612346709,-0.00284543723581,0.571428571429,0.0964285714286,0.0964285714286,0.879979119676,0.378870621113,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,EW,5,1,early,,24,-0.00147750182939,0.00384980664859,0.00159909336999,-0.00307659519939,-0.00532730847799,0.5,-0.0458333333333,-0.0458333333333,-0.314937736495,0.752808928856,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,EW,5,1,late,,32,0.0053837750377,0.00636780884186,-0.00645438742925,0.0118381624669,-0.000984033804167,0.625,0.203125,0.203125,1.55995803285,0.118769798964,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,EW,10,1,full,,56,-0.00258101713095,0.00527549785648,-0.00598672379475,0.0034057066638,-0.00785651498743,0.5,0.069696969697,0.069696969697,0.438735632649,0.660853104892,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,EW,10,1,early,,24,-0.00804650449354,0.0038533223426,-0.000704668445318,-0.00734183604822,-0.0118998268361,0.416666666667,-0.0560606060606,-0.0560606060606,-0.645060725729,0.518887833818,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,EW,10,1,late,,32,0.00151809839098,0.00634212949189,-0.00994826530683,0.0114663636978,-0.00482403110091,0.5625,0.164015151515,0.164015151515,1.11260123834,0.265879728379,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,VW,5,1,full,,56,0.00650166761913,0.00479276530144,-0.00142283057575,0.00792449819488,0.00170890231769,0.589285714286,0.130357142857,0.130357142857,1.15388444679,0.248547546473,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,VW,5,1,early,,24,0.00370029947718,0.00683862856367,0.00192514961929,0.00177514985789,-0.00313832908649,0.541666666667,0.0666666666667,0.0666666666667,0.151050514471,0.879935868218,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,VW,5,1,late,,32,0.0086026937256,0.00325836785477,-0.00393381572202,0.0125365094476,0.00534432587083,0.625,0.178125,0.178125,1.61127802384,0.107119138431,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,VW,10,1,full,,56,-0.00079125703228,0.00493455197748,-0.00648797984995,0.00569672281767,-0.00572580900976,0.482142857143,0.103246753247,0.103246753247,0.646795043535,0.517764600633,design_only_not_support,False,False
P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,project_conservative_primary,VW,10,1,early,,24,-0.00537208115426,0.00687706083604,-0.0031888996343,-0.00218318151996,-0.0122491419903,0.458333333333,0.0545454545455,0.0545454545455,-0.149992821767,0.880770278592,design_only_not_support,False,False
