split,event_scope,event_stage,family_group,family_id,outcome_anchor,filter_policy,denominator_policy,baseline_event_count,baseline_weighted_event_count,passed_event_count,dropped_event_count,dropped_p_bad,event_count,weighted_event_count,unique_instrument_count,unique_signal_date_count,p_good,p_bad,p_neutral,big_winner_rate,p_good_minus_p_bad,delta_p_bad_vs_parent,delta_p_good_vs_parent,delta_p_good_minus_p_bad_vs_parent,delta_big_winner_rate_vs_parent
train,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,filter_decision_close_anchor,drop_score_ge5,baseline_1,1037,1037.0,858,179,0.9441340782122905,858,858.0,237,383,0.05244755244755245,0.9452214452214452,0.002331002331002331,0.27855477855477856,-0.8927738927738929,0.00018769401604501468,0.00037426411582631297,0.00018657009978129135,-0.00013374603538535146
train,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,filter_decision_close_anchor,drop_score_ge7,baseline_1,1037,1037.0,968,69,0.9710144927536232,968,968.0,245,399,0.05371900826446281,0.9431818181818182,0.0030991735537190084,0.27789256198347106,-0.8894628099173554,-0.0018519330235819975,0.0016457199327366764,0.003497652956318764,-0.000795962606692846
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,signal_anchor_retention_audit,no_badshape_filter_t10_survivor,baseline_1,1191,1191.0,1191,0,,1191,1191.0,243,412,0.0906801007556675,0.906801007556675,0.0025188916876574307,0.2787573467674223,-0.8161209068010076,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,signal_anchor_retention_audit,drop_score_ge3,baseline_1,1191,1191.0,533,658,0.9300911854103343,533,533.0,172,287,0.11632270168855535,0.8780487804878049,0.005628517823639775,0.3527204502814259,-0.7617260787992495,-0.02875222706887015,0.025642600932887852,0.0543948280017581,0.07396310351400359
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,signal_anchor_retention_audit,drop_score_ge5,baseline_1,1191,1191.0,975,216,0.9675925925925926,975,975.0,229,390,0.10358974358974359,0.8933333333333333,0.003076923076923077,0.31076923076923074,-0.7897435897435897,-0.013467674223341719,0.012909642834076085,0.02637731705741786,0.03201188400180843
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,signal_anchor_retention_audit,drop_score_ge7,baseline_1,1191,1191.0,1115,76,1.0,1115,1115.0,240,407,0.0968609865470852,0.9004484304932735,0.0026905829596412557,0.2878923766816143,-0.8035874439461883,-0.006352577063401532,0.006180885791417706,0.012533462854819266,0.009135029914192017
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,filter_decision_next_open_anchor,no_badshape_filter_t10_survivor,baseline_1,1191,1191.0,1191,0,,1191,1191.0,243,412,0.06968933669185558,0.927791771620487,0.0025188916876574307,0.29135180520570947,-0.8581024349286314,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,filter_decision_next_open_anchor,drop_score_ge3,baseline_1,1191,1191.0,533,658,0.9088145896656535,533,533.0,172,287,0.04878048780487805,0.9512195121951219,0.0,0.3133208255159475,-0.9024390243902438,0.023427740574634925,-0.020908848886977527,-0.04433658946161245,0.021969020310238008
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,filter_decision_next_open_anchor,drop_score_ge5,baseline_1,1191,1191.0,975,216,0.8935185185185185,975,975.0,229,390,0.06461538461538462,0.9353846153846154,0.0,0.29846153846153844,-0.8707692307692307,0.0075928437641283875,-0.005073952076470961,-0.012666795840599376,0.007109733255828976
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,filter_decision_next_open_anchor,drop_score_ge7,baseline_1,1191,1191.0,1115,76,0.8947368421052632,1115,1115.0,240,407,0.06726457399103139,0.9300448430493273,0.0026905829596412557,0.28699551569506726,-0.862780269058296,0.0022530714288403475,-0.0024247627008241873,-0.004677834129664604,-0.004356289510642208
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,filter_decision_close_anchor,no_badshape_filter_t10_survivor,baseline_1,1191,1191.0,1191,0,,1191,1191.0,243,412,0.06968933669185558,0.927791771620487,0.0025188916876574307,0.2695214105793451,-0.8581024349286314,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,filter_decision_close_anchor,drop_score_ge3,baseline_1,1191,1191.0,533,658,0.9088145896656535,533,533.0,172,287,0.04878048780487805,0.9512195121951219,0.0,0.28893058161350843,-0.9024390243902438,0.023427740574634925,-0.020908848886977527,-0.04433658946161245,0.01940917103416334
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,filter_decision_close_anchor,drop_score_ge5,baseline_1,1191,1191.0,975,216,0.8935185185185185,975,975.0,229,390,0.06461538461538462,0.9353846153846154,0.0,0.27487179487179486,-0.8707692307692307,0.0075928437641283875,-0.005073952076470961,-0.012666795840599376,0.005350384292449772
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,filter_decision_close_anchor,drop_score_ge7,baseline_1,1191,1191.0,1115,76,0.8947368421052632,1115,1115.0,240,407,0.06726457399103139,0.9300448430493273,0.0026905829596412557,0.26547085201793724,-0.862780269058296,0.0022530714288403475,-0.0024247627008241873,-0.004677834129664604,-0.0040505585614078465
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,signal_anchor_retention_audit,no_badshape_filter_t10_survivor,baseline_1,1091,1091.0,1091,0,,1091,1091.0,251,387,0.08890925756186985,0.9083409715857012,0.0009165902841429881,0.29605866177818513,-0.8194317140238313,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,signal_anchor_retention_audit,drop_score_ge3,baseline_1,1091,1091.0,492,599,0.9315525876460768,492,492.0,181,267,0.11585365853658537,0.8800813008130082,0.0020325203252032522,0.3516260162601626,-0.7642276422764228,-0.02825967077269298,0.026944400974715524,0.05520407174740849,0.05556735448197747
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,signal_anchor_retention_audit,drop_score_ge5,baseline_1,1091,1091.0,908,183,0.9890710382513661,908,908.0,241,363,0.10572687224669604,0.8920704845814978,0.0011013215859030838,0.32268722466960353,-0.7863436123348018,-0.016270487004203305,0.01681761468482619,0.033088101689029537,0.026628562891418406
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,signal_anchor_retention_audit,drop_score_ge7,baseline_1,1091,1091.0,1022,69,1.0,1022,1022.0,249,378,0.0949119373776908,0.9021526418786693,0.0009784735812133072,0.30430528375733856,-0.8072407045009785,-0.00618832970703187,0.006002679815820949,0.012191009522852791,0.008246621979153435
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,filter_decision_next_open_anchor,no_badshape_filter_t10_survivor,baseline_1,1091,1091.0,1091,0,,1091,1091.0,251,387,0.0614115490375802,0.9367552703941339,0.0018331805682859762,0.2933088909257562,-0.8753437213565537,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,filter_decision_next_open_anchor,drop_score_ge3,baseline_1,1091,1091.0,492,599,0.9282136894824707,492,492.0,181,267,0.052845528455284556,0.9471544715447154,0.0,0.3048780487804878,-0.8943089430894309,0.010399201150581572,-0.008566020582295643,-0.01896522173287718,0.011569157854731615
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,filter_decision_next_open_anchor,drop_score_ge5,baseline_1,1091,1091.0,908,183,0.9344262295081968,908,908.0,241,363,0.06167400881057269,0.9372246696035242,0.0011013215859030838,0.29405286343612336,-0.8755506607929515,0.0004693992093903754,0.00026245977299248907,-0.00020693943639782386,0.0007439725103671746
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,filter_decision_next_open_anchor,drop_score_ge7,baseline_1,1091,1091.0,1022,69,0.927536231884058,1022,1022.0,249,378,0.060665362035225046,0.9373776908023483,0.0019569471624266144,0.29158512720156554,-0.8767123287671232,0.0006224204082144746,-0.0007461870023551531,-0.0013686074105695445,-0.0017237637241906412
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,filter_decision_close_anchor,no_badshape_filter_t10_survivor,baseline_1,1091,1091.0,1091,0,,1091,1091.0,251,387,0.0614115490375802,0.9367552703941339,0.0018331805682859762,0.2676443629697525,-0.8753437213565537,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,filter_decision_close_anchor,drop_score_ge3,baseline_1,1091,1091.0,492,599,0.9282136894824707,492,492.0,181,267,0.052845528455284556,0.9471544715447154,0.0,0.2784552845528455,-0.8943089430894309,0.010399201150581572,-0.008566020582295643,-0.01896522173287718,0.010810921583092992
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,filter_decision_close_anchor,drop_score_ge5,baseline_1,1091,1091.0,908,183,0.9344262295081968,908,908.0,241,363,0.06167400881057269,0.9372246696035242,0.0011013215859030838,0.2709251101321586,-0.8755506607929515,0.0004693992093903754,0.00026245977299248907,-0.00020693943639782386,0.0032807471624060613
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,filter_decision_close_anchor,drop_score_ge7,baseline_1,1091,1091.0,1022,69,0.927536231884058,1022,1022.0,249,378,0.060665362035225046,0.9373776908023483,0.0019569471624266144,0.26810176125244617,-0.8767123287671232,0.0006224204082144746,-0.0007461870023551531,-0.0013686074105695445,0.000457398282693644
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,signal_anchor_retention_audit,no_badshape_filter_t10_survivor,baseline_1,954,954.0,954,0,,954,954.0,249,378,0.10062893081761007,0.8962264150943396,0.0020964360587002098,0.2976939203354298,-0.7955974842767296,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,signal_anchor_retention_audit,drop_score_ge3,baseline_1,954,954.0,456,498,0.9196787148594378,456,456.0,176,262,0.12280701754385964,0.8706140350877193,0.0043859649122807015,0.35526315789473684,-0.7478070175438596,-0.02561238000662036,0.022178086726249574,0.04779046673287002,0.05756923755930704
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,signal_anchor_retention_audit,drop_score_ge5,baseline_1,954,954.0,798,156,0.9551282051282052,798,798.0,235,351,0.11152882205513784,0.8847117794486216,0.002506265664160401,0.32706766917293234,-0.7731829573934837,-0.011514635645718085,0.01089989123752777,0.022414526883245856,0.029373748837502545
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,signal_anchor_retention_audit,drop_score_ge7,baseline_1,954,954.0,888,66,1.0,888,888.0,248,370,0.10810810810810811,0.8885135135135135,0.0022522522522522522,0.3063063063063063,-0.7804054054054054,-0.007712901580826159,0.007479177290498046,0.015192078871324233,0.00861238597087649
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,filter_decision_next_open_anchor,no_badshape_filter_t10_survivor,baseline_1,954,954.0,954,0,,954,954.0,249,378,0.06184486373165619,0.9371069182389937,0.0010482180293501049,0.2809224318658281,-0.8752620545073375,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,filter_decision_next_open_anchor,drop_score_ge3,baseline_1,954,954.0,456,498,0.9257028112449799,456,456.0,176,262,0.05043859649122807,0.9495614035087719,0.0,0.3026315789473684,-0.8991228070175439,0.012454485269778215,-0.01140626724042812,-0.023860752510206362,0.021709147081540314
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,filter_decision_next_open_anchor,drop_score_ge5,baseline_1,954,954.0,798,156,0.9038461538461539,798,798.0,235,351,0.05639097744360902,0.943609022556391,0.0,0.2857142857142857,-0.887218045112782,0.006502104317397284,-0.0054538862880471675,-0.0119559906054445,0.0047918538484575945
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,filter_decision_next_open_anchor,drop_score_ge7,baseline_1,954,954.0,888,66,0.9242424242424242,888,888.0,248,370,0.060810810810810814,0.9380630630630631,0.0011261261261261261,0.2759009009009009,-0.8772522522522522,0.0009561448240693604,-0.0010340529208453728,-0.0019901977449147124,-0.00502153096492719
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,filter_decision_close_anchor,no_badshape_filter_t10_survivor,baseline_1,954,954.0,954,0,,954,954.0,249,378,0.06184486373165619,0.9371069182389937,0.0010482180293501049,0.259958071278826,-0.8752620545073375,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,filter_decision_close_anchor,drop_score_ge3,baseline_1,954,954.0,456,498,0.9257028112449799,456,456.0,176,262,0.05043859649122807,0.9495614035087719,0.0,0.27631578947368424,-0.8991228070175439,0.012454485269778215,-0.01140626724042812,-0.023860752510206362,0.01635771819485826
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,filter_decision_close_anchor,drop_score_ge5,baseline_1,954,954.0,798,156,0.9038461538461539,798,798.0,235,351,0.05639097744360902,0.943609022556391,0.0,0.2644110275689223,-0.887218045112782,0.006502104317397284,-0.0054538862880471675,-0.0119559906054445,0.004452956290096344
train,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,filter_decision_close_anchor,drop_score_ge7,baseline_1,954,954.0,888,66,0.9242424242424242,888,888.0,248,370,0.060810810810810814,0.9380630630630631,0.0011261261261261261,0.25563063063063063,-0.8772522522522522,0.0009561448240693604,-0.0010340529208453728,-0.0019901977449147124,-0.0043274406481953465
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,signal_anchor_retention_audit,no_badshape_filter_t10_survivor,baseline_1,990,990.0,990,0,,990,990.0,250,377,0.12121212121212122,0.8747474747474747,0.0030303030303030303,0.29494949494949496,-0.7535353535353535,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,signal_anchor_retention_audit,drop_score_ge3,baseline_1,990,990.0,460,530,0.9113207547169812,460,460.0,185,265,0.15869565217391304,0.8326086956521739,0.006521739130434782,0.35,-0.6739130434782609,-0.04213877909530084,0.03748353096179183,0.07962231005709264,0.055050505050505016
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,signal_anchor_retention_audit,drop_score_ge5,baseline_1,990,990.0,824,166,0.963855421686747,824,824.0,243,352,0.1383495145631068,0.8567961165048543,0.0036407766990291263,0.316747572815534,-0.7184466019417475,-0.017951358242620397,0.017137393350985575,0.03508875159360603,0.021798077866039045
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,signal_anchor_retention_audit,drop_score_ge7,baseline_1,990,990.0,925,65,1.0,925,925.0,248,364,0.12972972972972974,0.865945945945946,0.003243243243243243,0.3027027027027027,-0.7362162162162162,-0.008801528801528735,0.008517608517608521,0.017319137319137257,0.007753207753207758
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,filter_decision_next_open_anchor,no_badshape_filter_t10_survivor,baseline_1,990,990.0,990,0,,990,990.0,250,377,0.0707070707070707,0.9272727272727272,0.00202020202020202,0.2777777777777778,-0.8565656565656565,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,filter_decision_next_open_anchor,drop_score_ge3,baseline_1,990,990.0,460,530,0.9226415094339623,460,460.0,185,265,0.06739130434782609,0.9326086956521739,0.0,0.2826086956521739,-0.8652173913043477,0.0053359683794466095,-0.003315766359244618,-0.008651734738691186,0.004830917874396101
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,filter_decision_next_open_anchor,drop_score_ge5,baseline_1,990,990.0,824,166,0.9156626506024096,824,824.0,243,352,0.0691747572815534,0.9296116504854369,0.0012135922330097086,0.2815533980582524,-0.8604368932038835,0.002338923212709676,-0.0015323134255173093,-0.0038712366382269714,0.003775620280474623
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,filter_decision_next_open_anchor,drop_score_ge7,baseline_1,990,990.0,925,65,0.9384615384615385,925,925.0,248,364,0.07135135135135136,0.9264864864864865,0.002162162162162162,0.27783783783783783,-0.8551351351351351,-0.0007862407862407883,0.0006442806442806537,0.0014305214305214697,6.006006006004094e-05
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,filter_decision_close_anchor,no_badshape_filter_t10_survivor,baseline_1,990,990.0,990,0,,990,990.0,250,377,0.0707070707070707,0.9272727272727272,0.00202020202020202,0.2545454545454545,-0.8565656565656565,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,filter_decision_close_anchor,drop_score_ge3,baseline_1,990,990.0,460,530,0.9226415094339623,460,460.0,185,265,0.06739130434782609,0.9326086956521739,0.0,0.2565217391304348,-0.8652173913043477,0.0053359683794466095,-0.003315766359244618,-0.008651734738691186,0.0019762845849802813
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,filter_decision_close_anchor,drop_score_ge5,baseline_1,990,990.0,824,166,0.9156626506024096,824,824.0,243,352,0.0691747572815534,0.9296116504854369,0.0012135922330097086,0.25485436893203883,-0.8604368932038835,0.002338923212709676,-0.0015323134255173093,-0.0038712366382269714,0.0003089143865843136
train,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,filter_decision_close_anchor,drop_score_ge7,baseline_1,990,990.0,925,65,0.9384615384615385,925,925.0,248,364,0.07135135135135136,0.9264864864864865,0.002162162162162162,0.25405405405405407,-0.8551351351351351,-0.0007862407862407883,0.0006442806442806537,0.0014305214305214697,-0.0004914004914004511
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,signal_anchor_retention_audit,no_badshape_filter_t10_survivor,baseline_1,1121,1121.0,1121,0,,1121,1121.0,249,394,0.1008028545941124,0.8938447814451382,0.003568242640499554,0.2649420160570919,-0.7930419268510258,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,signal_anchor_retention_audit,drop_score_ge3,baseline_1,1121,1121.0,501,620,0.9193548387096774,501,501.0,183,279,0.1277445109780439,0.8622754491017964,0.007984031936127744,0.313373253493014,-0.7345309381237526,-0.031569332343341805,0.026941656383931506,0.05851098872727323,0.04843123743592209
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,signal_anchor_retention_audit,drop_score_ge5,baseline_1,1121,1121.0,928,193,0.9637305699481865,928,928.0,239,362,0.11530172413793104,0.8793103448275862,0.004310344827586207,0.28771551724137934,-0.7640086206896551,-0.014534436617552049,0.01449886954381864,0.029033306161370676,0.022773501184287448
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,signal_anchor_retention_audit,drop_score_ge7,baseline_1,1121,1121.0,1047,74,1.0,1047,1047.0,246,382,0.10792741165234002,0.8863419293218721,0.0038204393505253103,0.2722063037249284,-0.7784145176695321,-0.007502852123266179,0.007124557058227621,0.014627409181493745,0.007264287667836489
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,filter_decision_next_open_anchor,no_badshape_filter_t10_survivor,baseline_1,1121,1121.0,1121,0,,1121,1121.0,249,394,0.06690454950936664,0.9304192685102587,0.0026761819803746653,0.27653880463871544,-0.863514719000892,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,filter_decision_next_open_anchor,drop_score_ge3,baseline_1,1121,1121.0,501,620,0.9193548387096774,501,501.0,183,279,0.05588822355289421,0.9441117764471058,0.0,0.2954091816367265,-0.8882235528942115,0.013692507936847065,-0.01101632595647243,-0.02470883389331946,0.018870376998011085
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,filter_decision_next_open_anchor,drop_score_ge5,baseline_1,1121,1121.0,928,193,0.8860103626943006,928,928.0,239,362,0.059267241379310345,0.9396551724137931,0.0010775862068965517,0.28125,-0.8803879310344828,0.00923590390353446,-0.0076373081300562945,-0.016873212033590712,0.004711195361284559
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,filter_decision_next_open_anchor,drop_score_ge7,baseline_1,1121,1121.0,1047,74,0.9054054054054054,1047,1047.0,246,382,0.06494746895893028,0.9321872015281757,0.0028653295128939827,0.2731614135625597,-0.8672397325692454,0.0017679330179170005,-0.001957080550436363,-0.003725013568353308,-0.0033773910761557557
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,filter_decision_close_anchor,no_badshape_filter_t10_survivor,baseline_1,1121,1121.0,1121,0,,1121,1121.0,249,394,0.06690454950936664,0.9304192685102587,0.0026761819803746653,0.25245316681534347,-0.863514719000892,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,filter_decision_close_anchor,drop_score_ge3,baseline_1,1121,1121.0,501,620,0.9193548387096774,501,501.0,183,279,0.05588822355289421,0.9441117764471058,0.0,0.25748502994011974,-0.8882235528942115,0.013692507936847065,-0.01101632595647243,-0.02470883389331946,0.00503186312477627
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,filter_decision_close_anchor,drop_score_ge5,baseline_1,1121,1121.0,928,193,0.8860103626943006,928,928.0,239,362,0.059267241379310345,0.9396551724137931,0.0010775862068965517,0.2543103448275862,-0.8803879310344828,0.00923590390353446,-0.0076373081300562945,-0.016873212033590712,0.0018571780122427217
train,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,filter_decision_close_anchor,drop_score_ge7,baseline_1,1121,1121.0,1047,74,0.9054054054054054,1047,1047.0,246,382,0.06494746895893028,0.9321872015281757,0.0028653295128939827,0.24832855778414517,-0.8672397325692454,0.0017679330179170005,-0.001957080550436363,-0.003725013568353308,-0.004124609031198295
train,r02_signal_episode_start,r02_episode_start,per_family,volume_money,signal_anchor_retention_audit,no_badshape_filter_t10_survivor,baseline_1,1087,1087.0,1087,0,,1087,1087.0,242,389,0.1140754369825207,0.8794848206071757,0.005519779208831647,0.265869365225391,-0.7654093836246549,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,volume_money,signal_anchor_retention_audit,drop_score_ge3,baseline_1,1087,1087.0,483,604,0.9006622516556292,483,483.0,177,264,0.13871635610766045,0.8530020703933747,0.008281573498964804,0.3167701863354037,-0.7142857142857143,-0.026482750213800976,0.024640919125139743,0.051123669338940636,0.050900821110012706
train,r02_signal_episode_start,r02_episode_start,per_family,volume_money,signal_anchor_retention_audit,drop_score_ge5,baseline_1,1087,1087.0,904,183,0.9398907103825137,904,904.0,234,360,0.12831858407079647,0.8672566371681416,0.004424778761061947,0.2942477876106195,-0.7389380530973452,-0.01222818343903409,0.01424314708827576,0.026471330527309767,0.028378422385228474
train,r02_signal_episode_start,r02_episode_start,per_family,volume_money,signal_anchor_retention_audit,drop_score_ge7,baseline_1,1087,1087.0,1022,65,1.0,1022,1022.0,239,379,0.12133072407045009,0.8718199608610567,0.005870841487279843,0.2759295499021526,-0.7504892367906066,-0.007664859746118968,0.007255287087929385,0.014920146834048298,0.010060184676761619
train,r02_signal_episode_start,r02_episode_start,per_family,volume_money,filter_decision_next_open_anchor,no_badshape_filter_t10_survivor,baseline_1,1087,1087.0,1087,0,,1087,1087.0,242,389,0.06899724011039558,0.9291628334866605,0.0018399264029438822,0.2548298068077277,-0.860165593376265,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,volume_money,filter_decision_next_open_anchor,drop_score_ge3,baseline_1,1087,1087.0,483,604,0.9172185430463576,483,483.0,177,264,0.055900621118012424,0.9440993788819876,0.0,0.2629399585921325,-0.8881987577639752,0.014936545395327072,-0.013096618992383159,-0.028033164387710197,0.008110151784404773
train,r02_signal_episode_start,r02_episode_start,per_family,volume_money,filter_decision_next_open_anchor,drop_score_ge5,baseline_1,1087,1087.0,904,183,0.912568306010929,904,904.0,234,360,0.06747787610619468,0.9325221238938053,0.0,0.2588495575221239,-0.8650442477876106,0.003359290407144777,-0.0015193640042008988,-0.0048786544113456065,0.0040197507143961975
train,r02_signal_episode_start,r02_episode_start,per_family,volume_money,filter_decision_next_open_anchor,drop_score_ge7,baseline_1,1087,1087.0,1022,65,0.9692307692307692,1022,1022.0,239,379,0.07142857142857142,0.9266144814090019,0.0019569471624266144,0.25146771037182,-0.8551859099804305,-0.0025483520776585777,0.0024313313181758417,0.004979683395834433,-0.0033620964359077354
