split,event_scope,event_stage,family_group,family_id,baseline,event_count,weighted_event_count,shape_eval_complete_rate,bad_score_complete_rate,filter_path_complete_rate,signal_anchor_big_winner_rate
validation,r03_seed_family_event,seed_family,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,96,96.0,1.0,1.0,1.0,0.15625
validation,r03_seed_family_event,seed_family,per_family,range_breakout,baseline_0_all_events,2212,2212.0,0.9570524412296564,0.0867992766726944,0.7215189873417721,0.04159132007233273
validation,r03_seed_family_event,seed_family,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,148,148.0,1.0,1.0,1.0,0.10810810810810811
validation,r03_seed_family_event,seed_family,per_family,volatility_band,baseline_0_all_events,736,736.0,0.9565217391304348,0.13043478260869565,0.7051630434782609,0.058423913043478264
validation,r03_seed_family_event,seed_family,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,72,72.0,1.0,1.0,1.0,0.16666666666666666
validation,r03_seed_family_event,seed_family,per_family,volume_money,baseline_0_all_events,1128,1128.0,0.950354609929078,0.07624113475177305,0.7189716312056738,0.0398936170212766
validation,r03_seed_family_event,seed_family,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,65,65.0,1.0,1.0,1.0,0.07692307692307693
validation,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,baseline_0_all_events,24429,12004.0,0.9795068310563145,0.11537820726424525,0.7706597800733089,0.046734421859380204
validation,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,2557,1188.0,1.0,1.0,1.0,0.08922558922558922
validation,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,baseline_0_all_events,3224,1675.0,0.9767164179104477,0.12119402985074627,0.7498507462686567,0.0382089552238806
validation,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,357,168.0,1.0,1.0,1.0,0.05952380952380952
validation,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,baseline_0_all_events,1468,944.0,0.9830508474576272,0.16101694915254236,0.7584745762711864,0.045550847457627115
validation,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,209,128.0,1.0,1.0,1.0,0.10937500000000001
validation,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,baseline_0_all_events,568,405.0,0.9925925925925926,0.19259259259259257,0.8246913580246914,0.05185185185185185
validation,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,106,70.0,1.0,1.0,1.0,0.1
validation,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,baseline_0_all_events,154,126.0,1.0,0.1825396825396825,0.8888888888888888,0.05555555555555555
validation,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,29,21.999999999999996,1.0,1.0,1.0,0.04545454545454546
validation,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,baseline_0_all_events,7124,2891.0,0.962642684192321,0.08578346592874438,0.738498789346247,0.04392943618125216
validation,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,599,199.0,1.0,1.0,1.0,0.11055276381909548
robustness,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,baseline_0_all_events,3078,3078.0,0.9671864847303444,0.28167641325536064,0.6673164392462638,0.07667316439246263
robustness,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,507,507.0,1.0,1.0,1.0,0.05325443786982249
robustness,r02_signal_episode_start,r02_episode_start,per_family,oscillator,baseline_0_all_events,3906,3906.0,0.9662058371735791,0.2736815156169995,0.65847414234511,0.058627752176139275
robustness,r02_signal_episode_start,r02_episode_start,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,669,669.0,1.0,1.0,1.0,0.06427503736920777
robustness,r02_signal_episode_start,r02_episode_start,per_family,price_trend,baseline_0_all_events,3156,3156.0,0.9683143219264893,0.30038022813688214,0.6631812420785805,0.07224334600760456
robustness,r02_signal_episode_start,r02_episode_start,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,567,567.0,1.0,1.0,1.0,0.07231040564373897
robustness,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,baseline_0_all_events,3385,3385.0,0.9692762186115215,0.272082717872969,0.6791728212703102,0.07385524372230429
robustness,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,573,573.0,1.0,1.0,1.0,0.06980802792321117
robustness,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,baseline_0_all_events,5128,5128.0,0.9664586583463338,0.17901716068642745,0.6751170046801872,0.06903276131045241
robustness,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,580,580.0,1.0,1.0,1.0,0.08448275862068966
robustness,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,baseline_0_all_events,3675,3675.0,0.9736054421768707,0.2816326530612245,0.6555102040816326,0.06149659863945578
robustness,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,646,646.0,1.0,1.0,1.0,0.0696594427244582
robustness,r02_signal_episode_start,r02_episode_start,per_family,volume_money,baseline_0_all_events,4350,4350.0,0.9698850574712644,0.22252873563218392,0.6508045977011494,0.07172413793103448
robustness,r02_signal_episode_start,r02_episode_start,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,602,602.0,1.0,1.0,1.0,0.07807308970099668
robustness,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,baseline_0_all_events,527,527.0,0.9791271347248577,0.2808349146110057,0.6470588235294118,0.07210626185958255
robustness,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,88,88.0,1.0,1.0,1.0,0.09090909090909091
robustness,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,baseline_0_all_events,572,572.0,0.9597902097902098,0.2744755244755245,0.6433566433566433,0.05944055944055944
robustness,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,99,99.0,1.0,1.0,1.0,0.09090909090909091
robustness,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,baseline_0_all_events,353,353.0,0.9688385269121813,0.3314447592067989,0.6147308781869688,0.0764872521246459
robustness,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,70,70.0,1.0,1.0,1.0,0.12857142857142856
robustness,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,baseline_0_all_events,718,718.0,0.9749303621169917,0.28969359331476324,0.6601671309192201,0.07520891364902507
robustness,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,128,128.0,1.0,1.0,1.0,0.0703125
robustness,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,baseline_0_all_events,325,325.0,0.9692307692307692,0.2153846153846154,0.6523076923076923,0.07692307692307693
robustness,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,38,38.0,1.0,1.0,1.0,0.10526315789473684
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,baseline_0_all_events,555,555.0,0.9801801801801802,0.2702702702702703,0.6360360360360361,0.06126126126126126
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,91,91.0,1.0,1.0,1.0,0.06593406593406594
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,baseline_0_all_events,541,541.0,0.966728280961183,0.2199630314232902,0.6506469500924215,0.066543438077634
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,76,76.0,1.0,1.0,1.0,0.07894736842105263
robustness,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,baseline_0_all_events,247,247.0,0.97165991902834,0.26720647773279355,0.6963562753036437,0.048582995951417005
robustness,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,44,44.0,1.0,1.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,baseline_0_all_events,403,403.0,0.967741935483871,0.23821339950372208,0.6401985111662531,0.06699751861042183
robustness,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,61,61.0,1.0,1.0,1.0,0.09836065573770492
robustness,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,baseline_0_all_events,239,239.0,0.9539748953974896,0.29707112970711297,0.6276150627615062,0.07531380753138076
robustness,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,45,45.0,1.0,1.0,1.0,0.06666666666666667
robustness,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,baseline_0_all_events,222,222.0,0.9774774774774775,0.23873873873873874,0.6306306306306306,0.04954954954954955
robustness,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,35,35.0,1.0,1.0,1.0,0.02857142857142857
robustness,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,baseline_0_all_events,47,47.0,0.9787234042553191,0.3617021276595745,0.6808510638297872,0.10638297872340426
robustness,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,11,11.0,1.0,1.0,1.0,0.09090909090909091
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,baseline_0_all_events,336,336.0,0.9494047619047619,0.2708333333333333,0.6190476190476191,0.05952380952380952
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,59,59.0,1.0,1.0,1.0,0.1016949152542373
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,baseline_0_all_events,277,277.0,0.9819494584837545,0.2851985559566787,0.6967509025270758,0.06498194945848375
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,51,51.0,1.0,1.0,1.0,0.058823529411764705
robustness,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,baseline_0_all_events,118,118.0,0.9661016949152542,0.3728813559322034,0.6610169491525424,0.0423728813559322
robustness,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,31,31.0,1.0,1.0,1.0,0.06451612903225806
robustness,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,baseline_0_all_events,119,119.0,0.957983193277311,0.3277310924369748,0.7058823529411765,0.05042016806722689
robustness,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,23,23.0,1.0,1.0,1.0,0.043478260869565216
robustness,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,baseline_0_all_events,123,123.0,0.975609756097561,0.34146341463414637,0.6178861788617886,0.04065040650406504
robustness,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,26,26.0,1.0,1.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,baseline_0_all_events,93,93.0,0.978494623655914,0.3870967741935484,0.6881720430107527,0.021505376344086023
robustness,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,28,28.0,1.0,1.0,1.0,0.03571428571428571
robustness,r03_clean_fresh_family_event,fresh_3,per_family,range_breakout,baseline_0_all_events,5,5.0,1.0,0.2,0.8,0.2
robustness,r03_clean_fresh_family_event,fresh_3,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,0,0.0,,,,
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,baseline_0_all_events,116,116.0,0.9396551724137931,0.25,0.6896551724137931,0.09482758620689655
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,19,19.0,1.0,1.0,1.0,0.10526315789473684
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,baseline_0_all_events,115,115.0,0.9652173913043478,0.41739130434782606,0.6869565217391305,0.02608695652173913
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,32,32.0,1.0,1.0,1.0,0.0625
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,baseline_0_all_events,52,52.0,1.0,0.3076923076923077,0.6538461538461539,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,11,11.0,1.0,1.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,baseline_0_all_events,27,27.0,1.0,0.2962962962962963,0.7407407407407407,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,5,5.0,1.0,1.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,baseline_0_all_events,53,53.0,0.9811320754716981,0.4339622641509434,0.6415094339622641,0.03773584905660377
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,15,15.0,1.0,1.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,baseline_0_all_events,28,28.0,0.9642857142857143,0.35714285714285715,0.6071428571428571,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,8,8.0,1.0,1.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,baseline_0_all_events,28,28.0,0.9642857142857143,0.39285714285714285,0.8214285714285714,0.03571428571428571
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,9,9.0,1.0,1.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,baseline_0_all_events,20,20.0,1.0,0.6,0.7,0.1
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,7,7.0,1.0,1.0,1.0,0.0
robustness,r03_seed_family_event,seed_family,per_family,momentum_rps,baseline_0_all_events,748,748.0,0.9585561497326203,0.31283422459893045,0.6203208556149733,0.08957219251336898
robustness,r03_seed_family_event,seed_family,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,113,113.0,1.0,1.0,1.0,0.07079646017699115
robustness,r03_seed_family_event,seed_family,per_family,oscillator,baseline_0_all_events,714,714.0,0.9705882352941176,0.25910364145658266,0.6148459383753502,0.058823529411764705
robustness,r03_seed_family_event,seed_family,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,110,110.0,1.0,1.0,1.0,0.07272727272727272
robustness,r03_seed_family_event,seed_family,per_family,price_trend,baseline_0_all_events,849,849.0,0.9681978798586572,0.31919905771495877,0.64075382803298,0.07302709069493522
robustness,r03_seed_family_event,seed_family,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,143,143.0,1.0,1.0,1.0,0.07692307692307693
robustness,r03_seed_family_event,seed_family,per_family,pullback_drawdown,baseline_0_all_events,800,800.0,0.96875,0.34,0.64375,0.07875
robustness,r03_seed_family_event,seed_family,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,150,150.0,1.0,1.0,1.0,0.09333333333333334
robustness,r03_seed_family_event,seed_family,per_family,range_breakout,baseline_0_all_events,2399,2399.0,0.9679032930387661,0.18799499791579824,0.6661108795331389,0.05960817007086286
robustness,r03_seed_family_event,seed_family,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,280,280.0,1.0,1.0,1.0,0.07142857142857142
robustness,r03_seed_family_event,seed_family,per_family,volatility_band,baseline_0_all_events,850,850.0,0.9741176470588235,0.3070588235294118,0.6270588235294118,0.06235294117647059
robustness,r03_seed_family_event,seed_family,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,157,157.0,1.0,1.0,1.0,0.05732484076433121
robustness,r03_seed_family_event,seed_family,per_family,volume_money,baseline_0_all_events,1135,1135.0,0.973568281938326,0.15859030837004406,0.6387665198237885,0.0722466960352423
robustness,r03_seed_family_event,seed_family,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,115,115.0,1.0,1.0,1.0,0.09565217391304348
robustness,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,baseline_0_all_events,26678,12959.000000000002,0.9685932556524421,0.2323481750135041,0.6782930781696117,0.06690331044062041
robustness,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,4144,1926.0,1.0,1.0,1.0,0.06438213914849429
robustness,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,baseline_0_all_events,3591,1817.0,0.969179966978536,0.23665382498624105,0.658778205833792,0.06439185470555861
robustness,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,590,275.0,1.0,1.0,1.0,0.06909090909090908
robustness,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,baseline_0_all_events,1771,1118.0,0.9669051878354203,0.27280858676207514,0.6636851520572451,0.05813953488372093
robustness,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,306,202.0,1.0,1.0,1.0,0.0594059405940594
robustness,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,baseline_0_all_events,689,503.0,0.9562624254473161,0.3260437375745527,0.6858846918489065,0.0536779324055666
robustness,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,159,110.0,1.0,1.0,1.0,0.05454545454545454
robustness,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,baseline_0_all_events,208,164.0,0.9817073170731707,0.39634146341463417,0.6951219512195121,0.024390243902439025
robustness,r03_clean_fresh_family_event,fresh_4plus,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,55,45.0,1.0,1.0,1.0,0.0
robustness,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,baseline_0_all_events,7495,2973.0,0.9704002690884629,0.1917255297679112,0.6693575512949882,0.06693575512949883
robustness,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,baseline_1_t10_survivor_badscore_evaluable,1068,353.0,1.0,1.0,1.0,0.0651558073654391
all,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,baseline_0_all_events,11879,11879.0,0.9787860931054803,0.21281252630692818,0.7588180823301625,0.10758481353649298
all,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,1875,1875.0,1.0,1.0,1.0,0.20106666666666667
all,r02_signal_episode_start,r02_episode_start,per_family,oscillator,baseline_0_all_events,13515,13515.0,0.9795782463928968,0.22108768035516094,0.763448020717721,0.08849426563078061
all,r02_signal_episode_start,r02_episode_start,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,2269,2269.0,1.0,1.0,1.0,0.17937417364477742
all,r02_signal_episode_start,r02_episode_start,per_family,price_trend,baseline_0_all_events,12573,12573.0,0.981309154537501,0.2133142448103078,0.7647339537103317,0.10633898035472839
all,r02_signal_episode_start,r02_episode_start,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,2004,2004.0,1.0,1.0,1.0,0.19910179640718562
all,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,baseline_0_all_events,12889,12889.0,0.9811467142524634,0.19055008146481495,0.7651485763053767,0.09923190317324851
all,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,1849,1849.0,1.0,1.0,1.0,0.19091400757166035
all,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,baseline_0_all_events,18249,18249.0,0.9769302427530275,0.13896651871335416,0.7542879061866403,0.08712806181160612
all,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,1904,1904.0,1.0,1.0,1.0,0.19852941176470587
all,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,baseline_0_all_events,12756,12756.0,0.9808717466290373,0.22499216055189714,0.7561931640012544,0.08576356224521793
all,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,2166,2166.0,1.0,1.0,1.0,0.17359187442289936
all,r02_signal_episode_start,r02_episode_start,per_family,volume_money,baseline_0_all_events,15975,15975.0,0.9788419405320814,0.17283255086071989,0.7564945226917058,0.0860093896713615
all,r02_signal_episode_start,r02_episode_start,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,2105,2105.0,1.0,1.0,1.0,0.17624703087885984
all,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,baseline_0_all_events,1890,1890.0,0.9830687830687831,0.21216931216931217,0.7571428571428571,0.0962962962962963
all,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,306,306.0,1.0,1.0,1.0,0.17320261437908496
all,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,baseline_0_all_events,1810,1810.0,0.9756906077348066,0.20607734806629835,0.7546961325966851,0.0718232044198895
all,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,282,282.0,1.0,1.0,1.0,0.16312056737588654
all,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,baseline_0_all_events,1282,1282.0,0.984399375975039,0.24492979719188768,0.7722308892355694,0.10062402496099844
all,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,237,237.0,1.0,1.0,1.0,0.21518987341772153
all,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,baseline_0_all_events,2662,2662.0,0.9842223891810669,0.1859504132231405,0.7682193839218633,0.0946656649135988
all,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,372,372.0,1.0,1.0,1.0,0.1989247311827957
all,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,baseline_0_all_events,1166,1166.0,0.9794168096054888,0.17152658662092624,0.7770154373927959,0.09691252144082332
all,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,155,155.0,1.0,1.0,1.0,0.22580645161290322
all,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,baseline_0_all_events,1703,1703.0,0.9812096300645919,0.22724603640634175,0.7345860246623606,0.0739870816206694
all,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,284,284.0,1.0,1.0,1.0,0.176056338028169
all,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,baseline_0_all_events,1790,1790.0,0.9754189944134078,0.1793296089385475,0.7463687150837989,0.07150837988826815
all,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,245,245.0,1.0,1.0,1.0,0.13877551020408163
all,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,baseline_0_all_events,730,730.0,0.9821917808219178,0.20821917808219179,0.7904109589041096,0.08767123287671233
all,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,117,117.0,1.0,1.0,1.0,0.1282051282051282
all,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,baseline_0_all_events,1365,1365.0,0.9794871794871794,0.20293040293040293,0.7582417582417582,0.07692307692307693
all,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,215,215.0,1.0,1.0,1.0,0.15348837209302327
all,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,baseline_0_all_events,789,789.0,0.9809885931558935,0.22813688212927757,0.7832699619771863,0.08111533586818757
all,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,140,140.0,1.0,1.0,1.0,0.12142857142857143
all,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,baseline_0_all_events,693,693.0,0.9855699855699855,0.18759018759018758,0.7619047619047619,0.06493506493506493
all,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,98,98.0,1.0,1.0,1.0,0.09183673469387756
all,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,baseline_0_all_events,255,255.0,0.9921568627450981,0.20784313725490197,0.803921568627451,0.11372549019607843
all,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,41,41.0,1.0,1.0,1.0,0.14634146341463414
all,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,baseline_0_all_events,1181,1181.0,0.9771380186282811,0.21761219305673157,0.7637595258255715,0.08806096528365792
all,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,baseline_1_t10_survivor_badscore_evaluable,203,203.0,1.0,1.0,1.0,0.20689655172413793
all,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,baseline_0_all_events,933,933.0,0.984994640943194,0.2357984994640943,0.7706323687031083,0.09539121114683816
all,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,baseline_1_t10_survivor_badscore_evaluable,174,174.0,1.0,1.0,1.0,0.20114942528735633
all,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,baseline_0_all_events,357,357.0,0.9831932773109243,0.28291316526610644,0.7983193277310925,0.047619047619047616
all,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,baseline_1_t10_survivor_badscore_evaluable,82,82.0,1.0,1.0,1.0,0.0975609756097561
all,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,baseline_0_all_events,469,469.0,0.9850746268656716,0.255863539445629,0.8038379530916845,0.08528784648187633
all,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,baseline_1_t10_survivor_badscore_evaluable,97,97.0,1.0,1.0,1.0,0.14432989690721648
all,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,baseline_0_all_events,381,381.0,0.9816272965879265,0.29133858267716534,0.7769028871391076,0.07349081364829396
all,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,baseline_1_t10_survivor_badscore_evaluable,88,88.0,1.0,1.0,1.0,0.14772727272727273
all,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,baseline_0_all_events,274,274.0,0.9817518248175182,0.2518248175182482,0.7883211678832117,0.025547445255474453
all,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,baseline_1_t10_survivor_badscore_evaluable,55,55.0,1.0,1.0,1.0,0.03636363636363636
all,r03_clean_fresh_family_event,fresh_3,per_family,range_breakout,baseline_0_all_events,18,18.0,1.0,0.16666666666666666,0.7777777777777778,0.1111111111111111
all,r03_clean_fresh_family_event,fresh_3,per_family,range_breakout,baseline_1_t10_survivor_badscore_evaluable,2,2.0,1.0,1.0,1.0,0.0
all,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,baseline_0_all_events,455,455.0,0.9758241758241758,0.22197802197802197,0.8153846153846154,0.0967032967032967
