split,event_scope,event_stage,family_group,family_id,bad_score_bucket,event_count,weighted_event_count,unique_instrument_count,unique_signal_date_count,p_good,p_bad,p_neutral,p_good_minus_p_bad,big_winner_rate
validation,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,5_6,58,18.0,16,13,0.1111111111111111,0.833333333333333,0.05555555555555555,-0.7222222222222219,0.1111111111111111
validation,r03_seed_family_event,seed_family,all_families_dedup_weighted,ALL,7plus,32,14.0,11,11,0.2857142857142857,0.7142857142857141,0.0,-0.4285714285714284,0.14285714285714285
robustness,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,0_2,196,196.0,113,121,0.10714285714285714,0.8928571428571429,0.0,-0.7857142857142858,0.02040816326530612
robustness,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,3_4,225,225.0,144,121,0.1288888888888889,0.8711111111111111,0.0,-0.7422222222222221,0.05333333333333334
robustness,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,5_6,58,58.0,51,42,0.15517241379310345,0.8103448275862069,0.034482758620689655,-0.6551724137931034,0.08620689655172414
robustness,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,7plus,28,28.0,25,27,0.14285714285714285,0.8571428571428571,0.0,-0.7142857142857142,0.03571428571428571
robustness,r02_signal_episode_start,r02_episode_start,per_family,oscillator,0_2,269,269.0,134,138,0.1412639405204461,0.8550185873605948,0.0037174721189591076,-0.7137546468401487,0.04460966542750929
robustness,r02_signal_episode_start,r02_episode_start,per_family,oscillator,3_4,314,314.0,172,132,0.15286624203821655,0.8471337579617835,0.0,-0.694267515923567,0.041401273885350316
robustness,r02_signal_episode_start,r02_episode_start,per_family,oscillator,5_6,62,62.0,53,42,0.20967741935483872,0.7580645161290323,0.03225806451612903,-0.5483870967741935,0.03225806451612903
robustness,r02_signal_episode_start,r02_episode_start,per_family,oscillator,7plus,24,24.0,22,22,0.08333333333333333,0.9166666666666666,0.0,-0.8333333333333333,0.041666666666666664
robustness,r02_signal_episode_start,r02_episode_start,per_family,price_trend,0_2,207,207.0,120,111,0.10628019323671498,0.893719806763285,0.0,-0.78743961352657,0.03864734299516908
robustness,r02_signal_episode_start,r02_episode_start,per_family,price_trend,3_4,268,268.0,170,108,0.11194029850746269,0.8843283582089553,0.0037313432835820895,-0.7723880597014926,0.04477611940298507
robustness,r02_signal_episode_start,r02_episode_start,per_family,price_trend,5_6,64,64.0,55,48,0.140625,0.84375,0.015625,-0.703125,0.046875
robustness,r02_signal_episode_start,r02_episode_start,per_family,price_trend,7plus,28,28.0,25,24,0.07142857142857142,0.9285714285714286,0.0,-0.8571428571428572,0.03571428571428571
robustness,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,0_2,216,216.0,121,118,0.12962962962962962,0.8703703703703703,0.0,-0.7407407407407407,0.023148148148148147
robustness,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,3_4,269,269.0,168,117,0.15985130111524162,0.8401486988847584,0.0,-0.6802973977695168,0.03345724907063197
robustness,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,5_6,58,58.0,55,45,0.13793103448275862,0.8275862068965517,0.034482758620689655,-0.6896551724137931,0.08620689655172414
robustness,r02_signal_episode_start,r02_episode_start,per_family,pullback_drawdown,7plus,30,30.0,27,27,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.1
robustness,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,0_2,223,223.0,130,128,0.10762331838565023,0.8878923766816144,0.004484304932735426,-0.7802690582959642,0.03139013452914798
robustness,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,3_4,265,265.0,169,114,0.1320754716981132,0.8603773584905661,0.007547169811320755,-0.7283018867924529,0.045283018867924525
robustness,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,5_6,61,61.0,50,47,0.13114754098360656,0.8360655737704918,0.03278688524590164,-0.7049180327868853,0.08196721311475409
robustness,r02_signal_episode_start,r02_episode_start,per_family,range_breakout,7plus,31,31.0,27,30,0.16129032258064516,0.8387096774193549,0.0,-0.6774193548387097,0.0
robustness,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,0_2,236,236.0,124,136,0.11440677966101695,0.8771186440677966,0.00847457627118644,-0.7627118644067796,0.03389830508474576
robustness,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,3_4,310,310.0,176,140,0.17096774193548386,0.8258064516129032,0.0032258064516129032,-0.6548387096774193,0.05161290322580645
robustness,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,5_6,77,77.0,64,58,0.16883116883116883,0.8051948051948052,0.025974025974025976,-0.6363636363636365,0.05194805194805195
robustness,r02_signal_episode_start,r02_episode_start,per_family,volatility_band,7plus,23,23.0,22,20,0.13043478260869565,0.8695652173913043,0.0,-0.7391304347826086,0.0
robustness,r02_signal_episode_start,r02_episode_start,per_family,volume_money,0_2,235,235.0,125,130,0.11063829787234042,0.8893617021276595,0.0,-0.778723404255319,0.04680851063829787
robustness,r02_signal_episode_start,r02_episode_start,per_family,volume_money,3_4,267,267.0,165,118,0.1198501872659176,0.8726591760299626,0.00749063670411985,-0.752808988764045,0.033707865168539325
robustness,r02_signal_episode_start,r02_episode_start,per_family,volume_money,5_6,74,74.0,61,51,0.12162162162162163,0.8783783783783784,0.0,-0.7567567567567568,0.06756756756756757
robustness,r02_signal_episode_start,r02_episode_start,per_family,volume_money,7plus,26,26.0,23,25,0.15384615384615385,0.8076923076923077,0.038461538461538464,-0.6538461538461539,0.038461538461538464
robustness,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,0_2,36,36.0,33,32,0.08333333333333333,0.9166666666666666,0.0,-0.8333333333333333,0.05555555555555555
robustness,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,3_4,38,38.0,36,31,0.2631578947368421,0.7368421052631579,0.0,-0.47368421052631576,0.02631578947368421
robustness,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,5_6,10,10.0,10,7,0.1,0.9,0.0,-0.8,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,momentum_rps,7plus,4,4.0,4,4,0.75,0.25,0.0,0.5,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,0_2,41,41.0,38,35,0.12195121951219512,0.8780487804878049,0.0,-0.7560975609756098,0.07317073170731707
robustness,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,3_4,49,49.0,43,33,0.20408163265306123,0.7959183673469388,0.0,-0.5918367346938775,0.02040816326530612
robustness,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,5_6,8,8.0,8,7,0.25,0.75,0.0,-0.5,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,oscillator,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,0_2,25,25.0,24,23,0.08,0.92,0.0,-0.8400000000000001,0.12
robustness,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,3_4,38,38.0,35,22,0.15789473684210525,0.8421052631578947,0.0,-0.6842105263157894,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,5_6,6,6.0,6,6,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,price_trend,7plus,1,1.0,1,1,1.0,0.0,0.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,0_2,55,55.0,47,42,0.12727272727272726,0.8727272727272727,0.0,-0.7454545454545454,0.03636363636363636
robustness,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,3_4,58,58.0,54,34,0.1724137931034483,0.8275862068965517,0.0,-0.6551724137931034,0.017241379310344827
robustness,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,5_6,9,9.0,9,8,0.1111111111111111,0.8888888888888888,0.0,-0.7777777777777777,0.1111111111111111
robustness,r03_clean_fresh_family_event,fresh_1,per_family,pullback_drawdown,7plus,6,6.0,6,6,0.5,0.5,0.0,0.0,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,0_2,14,14.0,14,14,0.0,1.0,0.0,-1.0,0.14285714285714285
robustness,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,3_4,20,20.0,19,18,0.1,0.9,0.0,-0.8,0.05
robustness,r03_clean_fresh_family_event,fresh_1,per_family,range_breakout,5_6,4,4.0,4,4,0.25,0.75,0.0,-0.5,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,0_2,37,37.0,35,32,0.08108108108108109,0.918918918918919,0.0,-0.8378378378378379,0.02702702702702703
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,3_4,45,45.0,41,30,0.15555555555555556,0.8444444444444444,0.0,-0.6888888888888889,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,5_6,8,8.0,8,7,0.25,0.75,0.0,-0.5,0.125
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volatility_band,7plus,1,1.0,1,1,1.0,0.0,0.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,0_2,34,34.0,32,30,0.17647058823529413,0.8235294117647058,0.0,-0.6470588235294117,0.029411764705882353
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,3_4,33,33.0,30,26,0.15151515151515152,0.8181818181818182,0.030303030303030304,-0.6666666666666667,0.030303030303030304
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,5_6,6,6.0,6,6,0.0,1.0,0.0,-1.0,0.16666666666666666
robustness,r03_clean_fresh_family_event,fresh_1,per_family,volume_money,7plus,3,3.0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,0_2,14,14.0,14,14,0.21428571428571427,0.7857142857142857,0.0,-0.5714285714285714,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,3_4,22,22.0,20,17,0.09090909090909091,0.9090909090909091,0.0,-0.8181818181818181,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,5_6,6,6.0,6,6,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.16666666666666666
robustness,r03_clean_fresh_family_event,fresh_2,per_family,momentum_rps,7plus,2,2.0,2,2,0.5,0.5,0.0,0.0,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,0_2,27,27.0,27,25,0.18518518518518517,0.8148148148148148,0.0,-0.6296296296296295,0.1111111111111111
robustness,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,3_4,26,26.0,26,19,0.038461538461538464,0.9615384615384616,0.0,-0.9230769230769231,0.038461538461538464
robustness,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,5_6,6,6.0,6,6,0.3333333333333333,0.5,0.16666666666666666,-0.16666666666666669,0.16666666666666666
robustness,r03_clean_fresh_family_event,fresh_2,per_family,oscillator,7plus,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,0_2,20,20.0,18,19,0.3,0.7,0.0,-0.39999999999999997,0.05
robustness,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,3_4,21,21.0,20,17,0.14285714285714285,0.8571428571428571,0.0,-0.7142857142857142,0.047619047619047616
robustness,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,5_6,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,price_trend,7plus,2,2.0,2,2,1.0,0.0,0.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,0_2,16,16.0,15,16,0.3125,0.6875,0.0,-0.375,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,3_4,15,15.0,14,14,0.2,0.8,0.0,-0.6000000000000001,0.06666666666666667
robustness,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,5_6,2,2.0,2,2,0.0,0.5,0.5,-0.5,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,pullback_drawdown,7plus,2,2.0,2,2,0.5,0.5,0.0,0.0,0.5
robustness,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,0_2,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,3_4,7,7.0,7,6,0.42857142857142855,0.5714285714285714,0.0,-0.14285714285714285,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,5_6,1,1.0,1,1,0.0,0.0,1.0,0.0,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,range_breakout,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,0_2,27,27.0,23,26,0.25925925925925924,0.7407407407407407,0.0,-0.48148148148148145,0.1111111111111111
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,3_4,28,28.0,25,25,0.25,0.75,0.0,-0.5,0.07142857142857142
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volatility_band,5_6,4,4.0,4,4,0.25,0.75,0.0,-0.5,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,0_2,20,20.0,19,15,0.2,0.8,0.0,-0.6000000000000001,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,3_4,21,21.0,19,19,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,5_6,7,7.0,7,7,0.14285714285714285,0.8571428571428571,0.0,-0.7142857142857142,0.0
robustness,r03_clean_fresh_family_event,fresh_2,per_family,volume_money,7plus,3,3.0,3,3,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.3333333333333333
robustness,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,0_2,14,14.0,14,12,0.35714285714285715,0.6428571428571429,0.0,-0.28571428571428575,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,3_4,13,13.0,13,11,0.15384615384615385,0.8461538461538461,0.0,-0.6923076923076923,0.07692307692307693
robustness,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,5_6,1,1.0,1,1,1.0,0.0,0.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,momentum_rps,7plus,3,3.0,3,3,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,0_2,11,11.0,11,11,0.09090909090909091,0.9090909090909091,0.0,-0.8181818181818181,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,3_4,7,7.0,7,6,0.2857142857142857,0.7142857142857143,0.0,-0.4285714285714286,0.14285714285714285
robustness,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,5_6,4,4.0,4,4,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,oscillator,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,0_2,11,11.0,11,9,0.09090909090909091,0.9090909090909091,0.0,-0.8181818181818181,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,3_4,11,11.0,11,10,0.45454545454545453,0.5454545454545454,0.0,-0.09090909090909088,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,5_6,3,3.0,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,price_trend,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,0_2,15,15.0,15,13,0.4,0.6,0.0,-0.19999999999999996,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,3_4,9,9.0,9,9,0.5555555555555556,0.4444444444444444,0.0,0.11111111111111116,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,5_6,1,1.0,1,1,1.0,0.0,0.0,1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,pullback_drawdown,7plus,3,3.0,3,3,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,0_2,5,5.0,5,5,0.2,0.8,0.0,-0.6000000000000001,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,3_4,11,11.0,11,11,0.18181818181818182,0.8181818181818182,0.0,-0.6363636363636365,0.18181818181818182
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,5_6,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volatility_band,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,0_2,14,14.0,14,13,0.14285714285714285,0.8571428571428571,0.0,-0.7142857142857142,0.14285714285714285
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,3_4,9,9.0,9,9,0.0,1.0,0.0,-1.0,0.1111111111111111
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,5_6,7,7.0,7,6,0.2857142857142857,0.7142857142857143,0.0,-0.4285714285714286,0.0
robustness,r03_clean_fresh_family_event,fresh_3,per_family,volume_money,7plus,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,0_2,6,6.0,6,6,0.16666666666666666,0.8333333333333334,0.0,-0.6666666666666667,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,3_4,4,4.0,4,4,0.75,0.25,0.0,0.5,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,momentum_rps,5_6,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,0_2,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,oscillator,3_4,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,0_2,11,11.0,11,11,0.18181818181818182,0.8181818181818182,0.0,-0.6363636363636365,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,3_4,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,price_trend,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,0_2,5,5.0,5,5,0.2,0.8,0.0,-0.6000000000000001,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,pullback_drawdown,3_4,3,3.0,3,3,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,0_2,4,4.0,4,4,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,3_4,3,3.0,2,3,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volatility_band,5_6,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,0_2,3,3.0,3,3,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,3_4,2,2.0,2,2,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,5_6,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
robustness,r03_clean_fresh_family_event,fresh_4plus,per_family,volume_money,7plus,1,1.0,1,1,0.0,1.0,0.0,-1.0,0.0
robustness,r03_seed_family_event,seed_family,per_family,momentum_rps,0_2,40,40.0,36,36,0.075,0.925,0.0,-0.8500000000000001,0.05
robustness,r03_seed_family_event,seed_family,per_family,momentum_rps,3_4,52,52.0,51,45,0.07692307692307693,0.9038461538461539,0.019230769230769232,-0.8269230769230769,0.019230769230769232
robustness,r03_seed_family_event,seed_family,per_family,momentum_rps,5_6,16,16.0,14,16,0.125,0.875,0.0,-0.75,0.1875
robustness,r03_seed_family_event,seed_family,per_family,momentum_rps,7plus,5,5.0,5,5,0.0,1.0,0.0,-1.0,0.0
robustness,r03_seed_family_event,seed_family,per_family,oscillator,0_2,49,49.0,41,37,0.14285714285714285,0.8367346938775511,0.02040816326530612,-0.6938775510204083,0.02040816326530612
robustness,r03_seed_family_event,seed_family,per_family,oscillator,3_4,49,49.0,47,34,0.08163265306122448,0.8979591836734694,0.02040816326530612,-0.8163265306122449,0.061224489795918366
robustness,r03_seed_family_event,seed_family,per_family,oscillator,5_6,9,9.0,8,9,0.2222222222222222,0.7777777777777778,0.0,-0.5555555555555556,0.0
robustness,r03_seed_family_event,seed_family,per_family,oscillator,7plus,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.0
robustness,r03_seed_family_event,seed_family,per_family,price_trend,0_2,55,55.0,49,42,0.07272727272727272,0.9272727272727272,0.0,-0.8545454545454545,0.01818181818181818
robustness,r03_seed_family_event,seed_family,per_family,price_trend,3_4,66,66.0,63,45,0.045454545454545456,0.9393939393939394,0.015151515151515152,-0.893939393939394,0.06060606060606061
robustness,r03_seed_family_event,seed_family,per_family,price_trend,5_6,15,15.0,15,14,0.26666666666666666,0.7333333333333333,0.0,-0.4666666666666666,0.06666666666666667
robustness,r03_seed_family_event,seed_family,per_family,price_trend,7plus,7,7.0,7,7,0.0,1.0,0.0,-1.0,0.0
robustness,r03_seed_family_event,seed_family,per_family,pullback_drawdown,0_2,54,54.0,50,41,0.1111111111111111,0.8888888888888888,0.0,-0.7777777777777777,0.037037037037037035
robustness,r03_seed_family_event,seed_family,per_family,pullback_drawdown,3_4,74,74.0,70,51,0.0945945945945946,0.8918918918918919,0.013513513513513514,-0.7972972972972973,0.06756756756756757
robustness,r03_seed_family_event,seed_family,per_family,pullback_drawdown,5_6,18,18.0,16,17,0.2222222222222222,0.7777777777777778,0.0,-0.5555555555555556,0.05555555555555555
robustness,r03_seed_family_event,seed_family,per_family,pullback_drawdown,7plus,4,4.0,4,4,0.0,1.0,0.0,-1.0,0.0
robustness,r03_seed_family_event,seed_family,per_family,range_breakout,0_2,126,126.0,95,83,0.16666666666666666,0.8253968253968254,0.007936507936507936,-0.6587301587301587,0.015873015873015872
robustness,r03_seed_family_event,seed_family,per_family,range_breakout,3_4,113,113.0,99,72,0.168141592920354,0.8230088495575221,0.008849557522123894,-0.654867256637168,0.05309734513274336
robustness,r03_seed_family_event,seed_family,per_family,range_breakout,5_6,32,32.0,30,29,0.3125,0.6875,0.0,-0.375,0.0625
robustness,r03_seed_family_event,seed_family,per_family,range_breakout,7plus,9,9.0,9,9,0.2222222222222222,0.7777777777777778,0.0,-0.5555555555555556,0.0
robustness,r03_seed_family_event,seed_family,per_family,volatility_band,0_2,58,58.0,53,40,0.15517241379310345,0.8275862068965517,0.017241379310344827,-0.6724137931034483,0.017241379310344827
robustness,r03_seed_family_event,seed_family,per_family,volatility_band,3_4,76,76.0,76,49,0.19736842105263158,0.7894736842105263,0.013157894736842105,-0.5921052631578947,0.05263157894736842
robustness,r03_seed_family_event,seed_family,per_family,volatility_band,5_6,19,19.0,18,19,0.2631578947368421,0.6842105263157895,0.05263157894736842,-0.4210526315789474,0.10526315789473684
robustness,r03_seed_family_event,seed_family,per_family,volatility_band,7plus,4,4.0,4,4,0.0,1.0,0.0,-1.0,0.0
robustness,r03_seed_family_event,seed_family,per_family,volume_money,0_2,44,44.0,44,31,0.09090909090909091,0.9090909090909091,0.0,-0.8181818181818181,0.022727272727272728
robustness,r03_seed_family_event,seed_family,per_family,volume_money,3_4,52,52.0,49,33,0.1346153846153846,0.8461538461538461,0.019230769230769232,-0.7115384615384616,0.038461538461538464
robustness,r03_seed_family_event,seed_family,per_family,volume_money,5_6,16,16.0,16,14,0.125,0.875,0.0,-0.75,0.0625
robustness,r03_seed_family_event,seed_family,per_family,volume_money,7plus,3,3.0,3,3,0.0,1.0,0.0,-1.0,0.0
robustness,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,0_2,1582,754.0,159,254,0.1419098143236074,0.8554376657824934,0.002652519893899204,-0.713527851458886,0.03846153846153846
robustness,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,3_4,1918,853.0,203,241,0.17819460726846426,0.8159437280187574,0.005861664712778429,-0.6377491207502931,0.03634232121922626
robustness,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,5_6,454,227.0,114,119,0.16740088105726875,0.8061674008810573,0.026431718061674006,-0.6387665198237886,0.06607929515418501
robustness,r02_signal_episode_start,r02_episode_start,all_families_dedup_weighted,ALL,7plus,190,92.00000000000001,54,74,0.18478260869565213,0.8043478260869564,0.010869565217391302,-0.6195652173913043,0.03260869565217392
robustness,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,0_2,242,112.0,87,83,0.125,0.875,0.0,-0.75,0.05357142857142857
robustness,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,3_4,281,124.0,96,78,0.22580645161290322,0.7661290322580645,0.008064516129032258,-0.5403225806451613,0.024193548387096777
robustness,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,5_6,51,30.0,29,23,0.13333333333333333,0.8666666666666667,0.0,-0.7333333333333334,0.06666666666666667
robustness,r03_clean_fresh_family_event,fresh_1,all_families_dedup_weighted,ALL,7plus,16,9.0,9,9,0.4444444444444444,0.5555555555555556,0.0,-0.11111111111111116,0.0
robustness,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,0_2,126,84.0,68,63,0.2261904761904762,0.7738095238095238,0.0,-0.5476190476190477,0.047619047619047616
robustness,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,3_4,140,87.0,69,57,0.20689655172413793,0.7931034482758621,0.0,-0.5862068965517242,0.022988505747126436
robustness,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,5_6,28,22.0,20,21,0.22727272727272727,0.7272727272727273,0.045454545454545456,-0.5,0.09090909090909091
robustness,r03_clean_fresh_family_event,fresh_2,all_families_dedup_weighted,ALL,7plus,12,9.0,9,9,0.2222222222222222,0.7777777777777778,0.0,-0.5555555555555556,0.2222222222222222
robustness,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,0_2,70,51.0,48,43,0.21568627450980393,0.7843137254901961,0.0,-0.5686274509803921,0.0392156862745098
robustness,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,3_4,60,39.0,35,33,0.23076923076923078,0.7692307692307693,0.0,-0.5384615384615385,0.07692307692307694
robustness,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,5_6,18,13.0,13,12,0.2307692307692308,0.6923076923076923,0.07692307692307693,-0.46153846153846145,0.0
robustness,r03_clean_fresh_family_event,fresh_3,all_families_dedup_weighted,ALL,7plus,11,7.0,7,7,0.2857142857142857,0.7142857142857143,0.0,-0.4285714285714286,0.0
