split,event_scope,event_stage,family_group,family_id,filter_policy,denominator_policy,baseline_event_count,baseline_weighted_event_count,passed_event_count,dropped_event_count,dropped_weighted_event_count,dropped_event_rate,signal_anchor_big_winner_weight,signal_anchor_big_winner_dropped_weight,signal_anchor_big_winner_retention_rate,dropped_p_bad,event_count,weighted_event_count,unique_instrument_count,unique_signal_date_count,p_good,p_bad,p_neutral,p_good_minus_p_bad,big_winner_rate,delta_p_bad_vs_parent,delta_p_good_vs_parent,delta_p_good_minus_p_bad_vs_parent,delta_big_winner_rate_vs_parent
train,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,drop_ma20_break_no_reclaim,component_non_null:ma20_break_no_reclaim_flag,656,656.0,594,62,62.0,0.09451219512195122,195.0,8.0,0.958974358974359,0.9516129032258065,594,594.0,212,304,0.058922558922558925,0.9393939393939394,0.0016835016835016834,-0.8804713804713805,0.27946127946127947,-0.005639811811460782,0.00684927059083279,0.012489082402293628,-0.027192529603329962
train,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,drop_volatility_up_no_price,component_non_null:volatility_up_no_price_flag,1037,1037.0,893,144,144.0,0.13886210221793635,320.0,24.0,0.925,0.9236111111111112,893,893.0,235,383,0.04927211646136618,0.948488241881299,0.0022396416573348264,-0.8992161254199328,0.3124300111982083,0.003454490675898758,-0.002801171870359956,-0.006255662546258645,0.005776202133598862
train,r02_signal_episode_start,r02_episode_start,per_family,momentum_rps,drop_volume_stall,component_non_null:volume_stall_flag,1037,1037.0,929,108,108.0,0.10414657666345227,320.0,17.0,0.946875,0.9444444444444444,929,929.0,242,396,0.0527448869752422,0.9451022604951561,0.002152852529601722,-0.892357373519914,0.3067814854682454,6.850928975588033e-05,0.0006715986435160623,0.0006030893537601889,0.00012767640363597899
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,no_badshape_filter_t10_survivor,baseline_1,1191,1191.0,1191,0,0.0,0.0,332.0,0.0,1.0,,1191,1191.0,243,412,0.06968933669185558,0.927791771620487,0.0025188916876574307,-0.8581024349286314,0.29135180520570947,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_score_ge3,baseline_1,1191,1191.0,533,658,658.0,0.5524769101595298,332.0,144.0,0.5662650602409638,0.9088145896656535,533,533.0,172,287,0.04878048780487805,0.9512195121951219,0.0,-0.9024390243902438,0.3133208255159475,0.023427740574634925,-0.020908848886977527,-0.04433658946161245,0.021969020310238008
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_score_ge5,baseline_1,1191,1191.0,975,216,216.0,0.181360201511335,332.0,29.0,0.9126506024096386,0.8935185185185185,975,975.0,229,390,0.06461538461538462,0.9353846153846154,0.0,-0.8707692307692307,0.29846153846153844,0.0075928437641283875,-0.005073952076470961,-0.012666795840599376,0.007109733255828976
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_score_ge7,baseline_1,1191,1191.0,1115,76,76.0,0.06381192275398824,332.0,11.0,0.9668674698795181,0.8947368421052632,1115,1115.0,240,407,0.06726457399103139,0.9300448430493273,0.0026905829596412557,-0.862780269058296,0.28699551569506726,0.0022530714288403475,-0.0024247627008241873,-0.004677834129664604,-0.004356289510642208
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_dense_upper_shadow,component_non_null:dense_upper_shadow_flag,1191,1191.0,332,859,859.0,0.7212426532325776,332.0,235.0,0.29216867469879515,0.9266589057043073,332,332.0,158,204,0.06325301204819277,0.9307228915662651,0.006024096385542169,-0.8674698795180723,0.2620481927710843,0.0029311199457781045,-0.006436324643662811,-0.009367444589440943,-0.029303612434625148
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_down_volume_dominance,component_non_null:down_volume_dominance_flag,1191,1191.0,879,312,312.0,0.2619647355163728,332.0,77.0,0.7680722891566265,0.9102564102564102,879,879.0,228,381,0.06484641638225255,0.9340159271899886,0.0011376564277588168,-0.8691695108077361,0.28668941979522183,0.0062241555695016215,-0.004842920309603024,-0.011067075879104715,-0.004662385410487635
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_failed_breakout,component_non_null:failed_breakout_flag,1191,1191.0,180,1011,1011.0,0.8488664987405542,332.0,259.0,0.21987951807228912,0.9268051434223541,180,180.0,96,139,0.06666666666666667,0.9333333333333333,0.0,-0.8666666666666667,0.36666666666666664,0.005541561712846366,-0.0030226700251889116,-0.008564231738035333,0.07531486146095717
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_gap_up_fade,component_non_null:gap_up_fade_flag,1191,1191.0,707,484,484.0,0.4063811922753988,332.0,143.0,0.5692771084337349,0.9566115702479339,707,707.0,204,332,0.0891089108910891,0.9080622347949081,0.002828854314002829,-0.818953323903819,0.26025459688826025,-0.019729536825578875,0.019419574199233527,0.03914911102481233,-0.03109720831744922
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_large_bearish_engulf,component_non_null:large_bearish_engulf_flag,1191,1191.0,890,301,301.0,0.25272879932829556,332.0,81.0,0.7560240963855421,0.9235880398671097,890,890.0,217,373,0.06853932584269663,0.9292134831460674,0.0022471910112359553,-0.8606741573033708,0.2898876404494382,0.0014217115255804602,-0.0011500108491589445,-0.00257172237473946,-0.0014641647562712579
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_low_upside_efficiency,component_non_null:low_upside_efficiency_flag,1191,1191.0,941,250,250.0,0.20990764063811923,332.0,38.0,0.8855421686746988,0.908,941,941.0,226,382,0.06588735387885228,0.9330499468650372,0.0010626992561105207,-0.8671625929861849,0.29968119022316686,0.0052581752445501895,-0.003801982813003299,-0.009060158057553558,0.008329385017457391
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_lower_low_lower_high,component_non_null:lower_low_lower_high_flag,1191,1191.0,1109,82,82.0,0.0688497061293031,332.0,12.0,0.963855421686747,0.8658536585365854,1109,1109.0,238,402,0.06582506762849413,0.9323715058611362,0.0018034265103697023,-0.866546438232642,0.284941388638413,0.004579734240649169,-0.0038642690633614446,-0.008444003304010628,-0.006410416567296462
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_ma20_break_no_reclaim,component_non_null:ma20_break_no_reclaim_flag,681,681.0,625,56,56.0,0.08223201174743025,180.0,7.0,0.9611111111111111,0.9107142857142857,625,625.0,212,291,0.0848,0.912,0.0032,-0.8272,0.2576,-0.01579177162048695,0.015110663308144423,0.030902434928631317,-0.03375180520570947
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_volatility_up_no_price,component_non_null:volatility_up_no_price_flag,1191,1191.0,1033,158,158.0,0.13266162888329136,332.0,17.0,0.9487951807228916,0.8670886075949367,1033,1033.0,229,397,0.061955469506292354,0.9370764762826719,0.000968054211035818,-0.8751210067763795,0.29912875121006777,0.009284704662184895,-0.007733867185563223,-0.017018571847748132,0.007776946004358298
train,r02_signal_episode_start,r02_episode_start,per_family,oscillator,drop_volume_stall,component_non_null:volume_stall_flag,1191,1191.0,1067,124,124.0,0.10411418975650713,332.0,13.0,0.9608433734939759,0.9112903225806451,1067,1067.0,235,394,0.06841611996251172,0.92970946579194,0.0018744142455482662,-0.8612933458294283,0.2942830365510778,0.0019176941714530438,-0.0012732167293438568,-0.0031909109007969283,0.0029312313453683236
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,no_badshape_filter_t10_survivor,baseline_1,1091,1091.0,1091,0,0.0,0.0,323.0,0.0,1.0,,1091,1091.0,251,387,0.0614115490375802,0.9367552703941339,0.0018331805682859762,-0.8753437213565537,0.2933088909257562,0.0,0.0,0.0,0.0
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_score_ge3,baseline_1,1091,1091.0,492,599,599.0,0.5490375802016498,323.0,150.0,0.5356037151702786,0.9282136894824707,492,492.0,181,267,0.052845528455284556,0.9471544715447154,0.0,-0.8943089430894309,0.3048780487804878,0.010399201150581572,-0.008566020582295643,-0.01896522173287718,0.011569157854731615
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_score_ge5,baseline_1,1091,1091.0,908,183,183.0,0.1677360219981668,323.0,30.0,0.9071207430340558,0.9344262295081968,908,908.0,241,363,0.06167400881057269,0.9372246696035242,0.0011013215859030838,-0.8755506607929515,0.29405286343612336,0.0004693992093903754,0.00026245977299248907,-0.00020693943639782386,0.0007439725103671746
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_score_ge7,baseline_1,1091,1091.0,1022,69,69.0,0.06324472960586618,323.0,12.0,0.9628482972136223,0.927536231884058,1022,1022.0,249,378,0.060665362035225046,0.9373776908023483,0.0019569471624266144,-0.8767123287671232,0.29158512720156554,0.0006224204082144746,-0.0007461870023551531,-0.0013686074105695445,-0.0017237637241906412
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_dense_upper_shadow,component_non_null:dense_upper_shadow_flag,1091,1091.0,298,793,793.0,0.7268560953253895,323.0,234.0,0.27554179566563464,0.9394703656998739,298,298.0,156,189,0.07046979865771812,0.9295302013422819,0.0,-0.8590604026845639,0.28859060402684567,-0.00722506905185194,0.009058249620137918,0.016283318671989844,-0.0047182868989105176
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_down_volume_dominance,component_non_null:down_volume_dominance_flag,1091,1091.0,811,280,280.0,0.2566452795600367,323.0,76.0,0.7647058823529411,0.9285714285714286,811,811.0,231,354,0.059186189889025895,0.9395807644882861,0.0012330456226880395,-0.8803945745992602,0.28976572133168926,0.0028254940941522255,-0.002225359148554304,-0.005050853242706488,-0.0035431695940669194
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_failed_breakout,component_non_null:failed_breakout_flag,1091,1091.0,163,928,928.0,0.8505957836846929,323.0,252.0,0.2198142414860681,0.9364224137931034,163,163.0,94,116,0.06134969325153374,0.9386503067484663,0.0,-0.8773006134969326,0.3803680981595092,0.0018950363543324134,-6.185578604645664e-05,-0.001956892140378863,0.08705920723375304
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_gap_up_fade,component_non_null:gap_up_fade_flag,1091,1091.0,660,431,431.0,0.3950504124656279,323.0,134.0,0.5851393188854489,0.962877030162413,660,660.0,211,306,0.07727272727272727,0.9196969696969697,0.0030303030303030303,-0.8424242424242424,0.2787878787878788,-0.017058300697164186,0.015861178235147072,0.032919478932311286,-0.014521012137877376
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_large_bearish_engulf,component_non_null:large_bearish_engulf_flag,1091,1091.0,804,287,287.0,0.26306141154903756,323.0,72.0,0.7770897832817337,0.926829268292683,804,804.0,222,349,0.05721393034825871,0.9402985074626866,0.0024875621890547263,-0.8830845771144279,0.2997512437810945,0.0035432370685527514,-0.004197618689321489,-0.007740855757874199,0.00644235285533834
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_low_upside_efficiency,component_non_null:low_upside_efficiency_flag,1091,1091.0,857,234,234.0,0.21448212648945922,323.0,47.0,0.8544891640866873,0.9188034188034188,857,857.0,232,355,0.057176196032672114,0.941656942823804,0.0011668611435239206,-0.8844807467911319,0.2975495915985998,0.004901672429670101,-0.004235353004908085,-0.009137025434578172,0.0042407006728436
train,r02_signal_episode_start,r02_episode_start,per_family,price_trend,drop_lower_low_lower_high,component_non_null:lower_low_lower_high_flag,1091,1091.0,1019,72,72.0,0.06599450045829514,323.0,14.0,0.956656346749226,0.9027777777777778,1019,1019.0,248,377,0.058881256133464184,0.9391560353287537,0.001962708537782139,-0.8802747791952895,0.28949950932286556,0.0024007649346198257,-0.0025302929041160147,-0.0049310578387358195,-0.003809381602890627
