,,risk
excess_return_without_cost,mean,0.001862735493779111
excess_return_without_cost,std,0.007907816160300826
excess_return_without_cost,annualized_return,0.4433310475194284
excess_return_without_cost,information_ratio,3.633984780918871
excess_return_without_cost,max_drawdown,-0.08266254076478918
excess_return_with_cost,mean,0.0016633242432084875
excess_return_with_cost,std,0.007907242313190893
excess_return_with_cost,annualized_return,0.39587116988362003
excess_return_with_cost,information_ratio,3.2451916382712107
excess_return_with_cost,max_drawdown,-0.0852133330779688
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.0025401086489365053
strategy_return_without_cost,std,0.014105050804863219
strategy_return_without_cost,annualized_return,0.6045458584468882
strategy_return_without_cost,information_ratio,2.77821669644892
strategy_return_without_cost,max_drawdown,-0.1481845604115537
strategy_return_with_cost,mean,0.0023406973983658816
strategy_return_with_cost,std,0.01410190868213683
strategy_return_with_cost,annualized_return,0.5570859808110799
strategy_return_with_cost,information_ratio,2.5606832042379533
strategy_return_with_cost,max_drawdown,-0.15155799089635566
