,,risk
excess_return_without_cost,mean,0.0014494218927468424
excess_return_without_cost,std,0.006433553829557102
excess_return_without_cost,annualized_return,0.3449624104737485
excess_return_without_cost,information_ratio,3.475620549366063
excess_return_without_cost,max_drawdown,-0.07482345756040379
excess_return_with_cost,mean,0.0014189813035749782
excess_return_with_cost,std,0.006432907851625131
excess_return_with_cost,annualized_return,0.3377175502508448
excess_return_with_cost,information_ratio,3.402967656783862
excess_return_with_cost,max_drawdown,-0.07541198372370662
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002126795047904236
strategy_return_without_cost,std,0.012912335275395525
strategy_return_without_cost,annualized_return,0.5061772214012081
strategy_return_without_cost,information_ratio,2.541027263401051
strategy_return_without_cost,max_drawdown,-0.14865831336530344
strategy_return_with_cost,mean,0.0020963544587323723
strategy_return_with_cost,std,0.012913977682102938
strategy_return_with_cost,annualized_return,0.49893236117830464
strategy_return_with_cost,information_ratio,2.5043392692605746
strategy_return_with_cost,max_drawdown,-0.14923057963002748
