decision_state,input_gate_status,global_regime_calendar_status,control_match_status,matched_c0_entry_coverage,c0_winner_enrichment_status,primary_label_family,primary_readout_view,winner_label_reproduction_status,winner_label_reconciliation_status,primary_barrier_direct_entry_win_up_20_h20_winner_rate_diff,primary_barrier_direct_entry_win_up_20_h20_ci95_low,primary_barrier_direct_entry_win_up_20_h20_ci95_high,primary_barrier_direct_entry_win_up_20_h40_winner_rate_diff,primary_barrier_direct_entry_win_up_20_h40_ci95_low,primary_barrier_direct_entry_win_up_20_h40_ci95_high,robustness_fast_fail_rate_diff,next_allowed_requirement,recommended_internal_followup
12A7f_c0_winner_enrichment_weak_or_horizon_dependent,pass,pass,pass,1.0,weak_or_horizon_dependent_enrichment,direct_entry,unconditional,pass,pass,0.031551835157759174,0.010894672807324486,0.05223655317866212,0.02962009014810045,-5.455144979959513e-20,0.05972652592120573,0.05924018029620093,none,winner_label_form_revision_with_c0_fitness_recheck
